season,week,gameday,game_type,home_team,away_team,home_score,away_score,home_rank,away_rank,location,notes,game_id
2002,13,2002-11-14,REG,Southern Mississippi,Louisville,17.0,20.0,,,Home,,2002_13_Louisville_SouthernMississippi
2002,13,2002-11-16,REG,Akron,Buffalo,21.0,10.0,,,Home,,2002_13_Buffalo_Akron
2002,13,2002-11-16,REG,Alabama-Birmingham,East Carolina,36.0,29.0,,,Home,,2002_13_EastCarolina_AlabamaBirmingham
2002,13,2002-11-16,REG,Arkansas,Louisiana,24.0,17.0,,,Home,,2002_13_Louisiana_Arkansas
2002,13,2002-11-16,REG,Auburn,Georgia,21.0,24.0,24.0,7.0,Home,,2002_13_Georgia_Auburn
2002,13,2002-11-16,REG,Baylor,Oklahoma,9.0,49.0,,4.0,Home,,2002_13_Oklahoma_Baylor
2002,13,2002-11-16,REG,Boise State,Louisiana Tech,36.0,10.0,,,Home,,2002_13_LouisianaTech_BoiseState
2002,13,2002-11-16,REG,Boston College,Syracuse,41.0,20.0,,,Home,,2002_13_Syracuse_BostonCollege
2002,13,2002-11-16,REG,Brigham Young,New Mexico,16.0,20.0,,,Home,,2002_13_NewMexico_BrighamYoung
2002,13,2002-11-16,REG,California,Arizona,41.0,52.0,,,Home,,2002_13_Arizona_California
2002,13,2002-11-16,REG,Central Florida,Kent State,32.0,6.0,,,Home,,2002_13_KentState_CentralFlorida
2002,13,2002-11-16,REG,Central Michigan,Ball State,21.0,38.0,,,Home,,2002_13_BallState_CentralMichigan
2002,13,2002-11-16,REG,Cincinnati,Houston,47.0,14.0,,,Home,,2002_13_Houston_Cincinnati
2002,13,2002-11-16,REG,Clemson,Maryland,12.0,30.0,,19.0,Home,,2002_13_Maryland_Clemson
2002,13,2002-11-16,REG,Colorado,Iowa State,41.0,27.0,17.0,,Home,,2002_13_IowaState_Colorado
2002,13,2002-11-16,REG,Eastern Michigan,Northern Illinois,21.0,49.0,,,Home,,2002_13_NorthernIllinois_EasternMichigan
2002,13,2002-11-16,REG,Florida,South Carolina,28.0,7.0,20.0,,Home,,2002_13_SouthCarolina_Florida
2002,13,2002-11-16,REG,Florida State,North Carolina,40.0,14.0,15.0,,Home,,2002_13_NorthCarolina_FloridaState
2002,13,2002-11-16,REG,Fresno State,Nevada,38.0,30.0,,,Home,,2002_13_Nevada_FresnoState
2002,13,2002-11-16,REG,Georgia Tech,Duke,17.0,2.0,,,Home,,2002_13_Duke_GeorgiaTech
2002,13,2002-11-16,REG,Idaho,Arkansas State,29.0,38.0,,,Home,,2002_13_ArkansasState_Idaho
2002,13,2002-11-16,REG,Illinois,Ohio State,16.0,23.0,,2.0,Home,,2002_13_OhioState_Illinois
2002,13,2002-11-16,REG,Indiana,Penn State,25.0,58.0,,16.0,Home,,2002_13_PennState_Indiana
2002,13,2002-11-16,REG,Kansas,Oklahoma State,20.0,55.0,,,Home,,2002_13_OklahomaState_Kansas
2002,13,2002-11-16,REG,Kansas State,Nebraska,49.0,13.0,11.0,,Home,,2002_13_Nebraska_KansasState
2002,13,2002-11-16,REG,Kentucky,Vanderbilt,41.0,21.0,,,Home,,2002_13_Vanderbilt_Kentucky
2002,13,2002-11-16,REG,Louisiana State,Alabama,0.0,31.0,14.0,10.0,Home,,2002_13_Alabama_LouisianaState
2002,13,2002-11-16,REG,Michigan,Wisconsin,21.0,14.0,12.0,,Home,,2002_13_Wisconsin_Michigan
2002,13,2002-11-16,REG,Michigan State,Purdue,42.0,45.0,,,Home,,2002_13_Purdue_MichiganState
2002,13,2002-11-16,REG,Middle Tennessee State,Louisiana-Monroe,44.0,28.0,,,Home,,2002_13_LouisianaMonroe_MiddleTennesseeState
2002,13,2002-11-16,REG,Minnesota,Iowa,21.0,45.0,,6.0,Home,,2002_13_Iowa_Minnesota
2002,13,2002-11-16,REG,Mississippi State,Tennessee,17.0,35.0,,,Home,,2002_13_Tennessee_MississippiState
2002,13,2002-11-16,REG,Navy,Connecticut,0.0,38.0,,,Home,,2002_13_Connecticut_Navy
2002,13,2002-11-16,REG,Nevada-Las Vegas,Air Force,32.0,49.0,,,Home,,2002_13_AirForce_NevadaLasVegas
2002,13,2002-11-16,REG,North Texas,New Mexico State,38.0,27.0,,,Home,,2002_13_NewMexicoState_NorthTexas
2002,13,2002-11-16,REG,Oregon,Washington,14.0,42.0,23.0,,Home,,2002_13_Washington_Oregon
2002,13,2002-11-16,REG,Rice,Hawaii,28.0,33.0,,,Home,,2002_13_Hawaii_Rice
2002,13,2002-11-16,REG,Rutgers,Temple,17.0,20.0,,,Home,,2002_13_Temple_Rutgers
2002,13,2002-11-16,REG,San Diego State,Colorado State,21.0,49.0,,21.0,Home,,2002_13_ColoradoState_SanDiegoState
2002,13,2002-11-16,REG,South Florida,Bowling Green,29.0,7.0,,,Home,,2002_13_BowlingGreen_SouthFlorida
2002,13,2002-11-16,REG,Southern California,Arizona State,34.0,13.0,8.0,,Home,,2002_13_ArizonaState_SouthernCalifornia
2002,13,2002-11-16,REG,Stanford,Oregon State,21.0,31.0,,,Home,,2002_13_OregonState_Stanford
2002,13,2002-11-16,REG,Texas A&M,Missouri,27.0,33.0,,,Home,,2002_13_Missouri_TexasAM
2002,13,2002-11-16,REG,Texas Tech,Texas,42.0,38.0,,4.0,Home,,2002_13_Texas_TexasTech
2002,13,2002-11-16,REG,Texas-El Paso,Southern Methodist,35.0,42.0,,,Home,,2002_13_SouthernMethodist_TexasElPaso
2002,13,2002-11-16,REG,Troy,Utah State,16.0,19.0,,,Home,,2002_13_UtahState_Troy
2002,13,2002-11-16,REG,Tulane,Army,10.0,14.0,,,Home,,2002_13_Army_Tulane
2002,13,2002-11-16,REG,Tulsa,San Jose State,38.0,49.0,,,Home,,2002_13_SanJoseState_Tulsa
2002,13,2002-11-16,REG,Virginia,North Carolina State,14.0,9.0,,22.0,Home,,2002_13_NorthCarolinaState_Virginia
2002,13,2002-11-16,REG,Western Michigan,Toledo,21.0,42.0,,,Home,,2002_13_Toledo_WesternMichigan
2002,13,2002-11-16,REG,Wyoming,Utah,18.0,23.0,,,Home,,2002_13_Utah_Wyoming
2002,14,2002-11-20,REG,Virginia Tech,West Virginia,18.0,21.0,13.0,,Home,,2002_14_WestVirginia_VirginiaTech
2002,14,2002-11-21,REG,Miami (FL),Pittsburgh,28.0,21.0,1.0,17.0,Home,,2002_14_Pittsburgh_MiamiFL
2002,14,2002-11-23,REG,Air Force,San Diego State,34.0,38.0,,,Home,,2002_14_SanDiegoState_AirForce
2002,14,2002-11-23,REG,Alabama,Auburn,7.0,17.0,9.0,,Home,,2002_14_Auburn_Alabama
2002,14,2002-11-23,REG,Ball State,Buffalo,41.0,21.0,,,Home,,2002_14_Buffalo_BallState
2002,14,2002-11-23,REG,Bowling Green,Eastern Michigan,63.0,21.0,,,Home,,2002_14_EasternMichigan_BowlingGreen
2002,14,2002-11-23,REG,California,Stanford,30.0,7.0,,,Home,,2002_14_Stanford_California
2002,14,2002-11-23,REG,Central Michigan,Western Michigan,10.0,35.0,,,Home,,2002_14_WesternMichigan_CentralMichigan
2002,14,2002-11-23,REG,Clemson,South Carolina,27.0,20.0,,,Home,,2002_14_SouthCarolina_Clemson
2002,14,2002-11-23,REG,Colorado State,New Mexico,22.0,14.0,20.0,,Home,,2002_14_NewMexico_ColoradoState
2002,14,2002-11-23,REG,Duke,North Carolina,21.0,23.0,,,Home,,2002_14_NorthCarolina_Duke
2002,14,2002-11-23,REG,East Carolina,Texas Christian,31.0,28.0,,22.0,Home,,2002_14_TexasChristian_EastCarolina
2002,14,2002-11-23,REG,Hawaii,Cincinnati,20.0,19.0,,,Home,,2002_14_Cincinnati_Hawaii
2002,14,2002-11-23,REG,Houston,South Florida,14.0,32.0,,,Home,,2002_14_SouthFlorida_Houston
2002,14,2002-11-23,REG,Idaho,New Mexico State,31.0,35.0,,,Home,,2002_14_NewMexicoState_Idaho
2002,14,2002-11-23,REG,Iowa State,Connecticut,20.0,37.0,,,Home,,2002_14_Connecticut_IowaState
2002,14,2002-11-23,REG,Kent State,Akron,10.0,48.0,,,Home,,2002_14_Akron_KentState
2002,14,2002-11-23,REG,Louisiana State,Mississippi,14.0,13.0,21.0,,Home,,2002_14_Mississippi_LouisianaState
2002,14,2002-11-23,REG,Louisiana Tech,Texas-El Paso,38.0,24.0,,,Home,,2002_14_TexasElPaso_LouisianaTech
2002,14,2002-11-23,REG,Louisiana-Monroe,Louisiana,34.0,10.0,,,Home,,2002_14_Louisiana_LouisianaMonroe
2002,14,2002-11-23,REG,Louisville,Alabama-Birmingham,41.0,21.0,,,Home,,2002_14_AlabamaBirmingham_Louisville
2002,14,2002-11-23,REG,Memphis,Army,38.0,10.0,,,Home,,2002_14_Army_Memphis
2002,14,2002-11-23,REG,Miami (OH),Central Florida,31.0,48.0,,,Home,,2002_14_CentralFlorida_MiamiOH
2002,14,2002-11-23,REG,Middle Tennessee State,North Texas,20.0,30.0,,,Home,,2002_14_NorthTexas_MiddleTennesseeState
2002,14,2002-11-23,REG,Mississippi State,Arkansas,19.0,26.0,,,Home,,2002_14_Arkansas_MississippiState
2002,14,2002-11-23,REG,Missouri,Kansas State,0.0,38.0,,10.0,Home,,2002_14_KansasState_Missouri
2002,14,2002-11-23,REG,Nevada,Boise State,7.0,44.0,,23.0,Home,,2002_14_BoiseState_Nevada
2002,14,2002-11-23,REG,North Carolina State,Florida State,17.0,7.0,,14.0,Home,,2002_14_FloridaState_NorthCarolinaState
2002,14,2002-11-23,REG,Northern Illinois,Toledo,30.0,33.0,,,Home,,2002_14_Toledo_NorthernIllinois
2002,14,2002-11-23,REG,Northwestern,Illinois,24.0,31.0,,,Home,,2002_14_Illinois_Northwestern
2002,14,2002-11-23,REG,Notre Dame,Rutgers,42.0,0.0,8.0,,Home,,2002_14_Rutgers_NotreDame
2002,14,2002-11-23,REG,Ohio,Marshall,21.0,24.0,,,Home,,2002_14_Marshall_Ohio
2002,14,2002-11-23,REG,Ohio State,Michigan,14.0,9.0,2.0,12.0,Home,,2002_14_Michigan_OhioState
2002,14,2002-11-23,REG,Oklahoma,Texas Tech,60.0,15.0,4.0,24.0,Home,,2002_14_TexasTech_Oklahoma
2002,14,2002-11-23,REG,Oklahoma State,Baylor,63.0,28.0,,,Home,,2002_14_Baylor_OklahomaState
2002,14,2002-11-23,REG,Oregon State,Oregon,45.0,24.0,,,Home,,2002_14_Oregon_OregonState
2002,14,2002-11-23,REG,Penn State,Michigan State,61.0,7.0,15.0,,Home,,2002_14_MichiganState_PennState
2002,14,2002-11-23,REG,Purdue,Indiana,34.0,10.0,,,Home,,2002_14_Indiana_Purdue
2002,14,2002-11-23,REG,San Jose State,Fresno State,16.0,19.0,,,Home,,2002_14_FresnoState_SanJoseState
2002,14,2002-11-23,REG,Southern Methodist,Tulsa,24.0,21.0,,,Home,,2002_14_Tulsa_SouthernMethodist
2002,14,2002-11-23,REG,Temple,Boston College,14.0,36.0,,,Home,,2002_14_BostonCollege_Temple
2002,14,2002-11-23,REG,Tulane,Southern Mississippi,31.0,10.0,,,Home,,2002_14_SouthernMississippi_Tulane
2002,14,2002-11-23,REG,UCLA,Southern California,21.0,52.0,25.0,7.0,Home,,2002_14_SouthernCalifornia_UCLA
2002,14,2002-11-23,REG,Utah,Brigham Young,13.0,6.0,,,Home,,2002_14_BrighamYoung_Utah
2002,14,2002-11-23,REG,Vanderbilt,Tennessee,0.0,24.0,,,Home,,2002_14_Tennessee_Vanderbilt
2002,14,2002-11-23,REG,Virginia,Maryland,48.0,13.0,,18.0,Home,,2002_14_Maryland_Virginia
2002,14,2002-11-23,REG,Wake Forest,Navy,30.0,27.0,,,Home,,2002_14_Navy_WakeForest
2002,14,2002-11-23,REG,Washington State,Washington,26.0,29.0,3.0,,Home,,2002_14_Washington_WashingtonState
2002,14,2002-11-23,REG,Wisconsin,Minnesota,49.0,31.0,,,Home,,2002_14_Minnesota_Wisconsin
2002,15,2002-11-28,REG,Mississippi,Mississippi State,24.0,12.0,,,Home,,2002_15_MississippiState_Mississippi
2002,15,2002-11-29,REG,Arizona,Arizona State,20.0,34.0,,,Home,,2002_15_ArizonaState_Arizona
2002,15,2002-11-29,REG,Arkansas,Louisiana State,21.0,20.0,,18.0,Home,,2002_15_LouisianaState_Arkansas
2002,15,2002-11-29,REG,Nebraska,Colorado,13.0,28.0,,13.0,Home,,2002_15_Colorado_Nebraska
2002,15,2002-11-29,REG,Texas,Texas A&M,50.0,20.0,10.0,,Home,,2002_15_TexasAM_Texas
2002,15,2002-11-30,REG,Boston College,Rutgers,44.0,14.0,,,Home,,2002_15_Rutgers_BostonCollege
2002,15,2002-11-30,REG,Central Florida,Ohio,42.0,32.0,,,Home,,2002_15_Ohio_CentralFlorida
2002,15,2002-11-30,REG,Cincinnati,Alabama-Birmingham,31.0,23.0,,,Home,,2002_15_AlabamaBirmingham_Cincinnati
2002,15,2002-11-30,REG,Colorado State,Nevada-Las Vegas,33.0,36.0,16.0,,Home,,2002_15_NevadaLasVegas_ColoradoState
2002,15,2002-11-30,REG,Florida State,Florida,31.0,14.0,23.0,15.0,Home,,2002_15_Florida_FloridaState
2002,15,2002-11-30,REG,Georgia,Georgia Tech,51.0,7.0,5.0,,Home,,2002_15_GeorgiaTech_Georgia
2002,15,2002-11-30,REG,Hawaii,Alabama,16.0,21.0,,14.0,Home,,2002_15_Alabama_Hawaii
2002,15,2002-11-30,REG,Houston,Louisville,27.0,10.0,,,Home,,2002_15_Louisville_Houston
2002,15,2002-11-30,REG,Marshall,Ball State,38.0,14.0,,,Home,,2002_15_BallState_Marshall
2002,15,2002-11-30,REG,Maryland,Wake Forest,32.0,14.0,25.0,,Home,,2002_15_WakeForest_Maryland
2002,15,2002-11-30,REG,Middle Tennessee State,Utah State,45.0,28.0,,,Home,,2002_15_UtahState_MiddleTennesseeState
2002,15,2002-11-30,REG,New Mexico,Wyoming,49.0,20.0,,,Home,,2002_15_Wyoming_NewMexico
2002,15,2002-11-30,REG,Oklahoma State,Oklahoma,38.0,28.0,,3.0,Home,,2002_15_Oklahoma_OklahomaState
2002,15,2002-11-30,REG,Pittsburgh,West Virginia,17.0,24.0,17.0,24.0,Home,,2002_15_WestVirginia_Pittsburgh
2002,15,2002-11-30,REG,Southern California,Notre Dame,44.0,13.0,6.0,7.0,Home,,2002_15_NotreDame_SouthernCalifornia
2002,15,2002-11-30,REG,Southern Mississippi,East Carolina,24.0,7.0,,,Home,,2002_15_EastCarolina_SouthernMississippi
2002,15,2002-11-30,REG,Syracuse,Miami (FL),7.0,49.0,,1.0,Home,,2002_15_MiamiFL_Syracuse
2002,15,2002-11-30,REG,Tennessee,Kentucky,24.0,0.0,,,Home,,2002_15_Kentucky_Tennessee
2002,15,2002-11-30,REG,Texas Christian,Memphis,27.0,20.0,,,Home,,2002_15_Memphis_TexasChristian
2002,15,2002-11-30,REG,Toledo,Bowling Green,42.0,24.0,,,Home,,2002_15_BowlingGreen_Toledo
2002,15,2002-11-30,REG,Virginia Tech,Virginia,21.0,9.0,22.0,,Home,,2002_15_Virginia_VirginiaTech
2002,16,2002-12-05,REG,Louisiana Tech,Fresno State,13.0,45.0,,,Home,,2002_16_FresnoState_LouisianaTech
2002,16,2002-12-06,REG,East Carolina,Cincinnati,26.0,42.0,,,Home,,2002_16_Cincinnati_EastCarolina
2002,16,2002-12-07,REG,Army,Navy,12.0,58.0,,,Home,,2002_16_Navy_Army
2002,16,2002-12-07,CCG,Georgia,Arkansas,30.0,3.0,4.0,22.0,Neutral,SEC Championship (Atlanta GA),2002_16_Arkansas_Georgia
2002,16,2002-12-07,REG,Hawaii,San Diego State,41.0,40.0,,,Home,,2002_16_SanDiegoState_Hawaii
2002,16,2002-12-07,CCG,Marshall,Toledo,49.0,45.0,,,Home,MAC Championship (Huntington WV),2002_16_Toledo_Marshall
2002,16,2002-12-07,REG,Miami (FL),Virginia Tech,56.0,45.0,1.0,18.0,Home,,2002_16_VirginiaTech_MiamiFL
2002,16,2002-12-07,CCG,Oklahoma,Colorado,29.0,7.0,8.0,12.0,Neutral,Big 12 Championship (Houston TX),2002_16_Colorado_Oklahoma
2002,16,2002-12-07,REG,UCLA,Washington State,27.0,48.0,,7.0,Home,,2002_16_WashingtonState_UCLA
2002,17,2002-12-17,BOWL,North Texas,Cincinnati,24.0,19.0,,,Neutral,New Orleans Bowl (New Orleans LA),2002_17_Cincinnati_NorthTexas
2002,17,2002-12-18,BOWL,Marshall,Louisville,38.0,15.0,,,Neutral,GMAC Bowl (Mobile AL),2002_17_Louisville_Marshall
2002,17,2002-12-23,BOWL,Texas Tech,Clemson,55.0,15.0,,,Neutral,Tangerine Bowl (Orlando FL),2002_17_Clemson_TexasTech
2002,18,2002-12-25,BOWL,Hawaii,Tulane,28.0,36.0,,,Home,Hawaii Bowl (Honolulu HI),2002_18_Tulane_Hawaii
2002,18,2002-12-25,BOWL,UCLA,New Mexico,27.0,13.0,,,Neutral,Las Vegas Bowl (Las Vegas NV),2002_18_NewMexico_UCLA
2002,18,2002-12-26,BOWL,Boston College,Toledo,51.0,25.0,,,Neutral,Motor City Bowl (Detroit MI),2002_18_Toledo_BostonCollege
2002,18,2002-12-26,BOWL,Pittsburgh,Oregon State,38.0,13.0,24.0,,Neutral,Insight Bowl (Phoenix AZ),2002_18_OregonState_Pittsburgh
2002,18,2002-12-27,BOWL,Kansas State,Arizona State,34.0,27.0,6.0,,Neutral,Holiday Bowl (San Diego CA),2002_18_ArizonaState_KansasState
2002,18,2002-12-27,BOWL,Mississippi,Nebraska,27.0,23.0,,,Neutral,Independence Bowl (Shreveport LA),2002_18_Nebraska_Mississippi
2002,18,2002-12-27,BOWL,Oklahoma State,Southern Mississippi,33.0,23.0,,,Neutral,Houston Bowl (Houston TX),2002_18_SouthernMississippi_OklahomaState
2002,18,2002-12-28,BOWL,Virginia,West Virginia,48.0,22.0,,15.0,Neutral,Continental Tire Bowl (Charlotte NC),2002_18_WestVirginia_Virginia
2002,18,2002-12-28,BOWL,Wisconsin,Colorado,31.0,28.0,,14.0,Neutral,Alamo Bowl (San Antonio TX),2002_18_Colorado_Wisconsin
2002,19,2002-12-30,BOWL,Minnesota,Arkansas,29.0,14.0,,25.0,Neutral,Music City Bowl (Nashville TN),2002_19_Arkansas_Minnesota
2002,19,2002-12-30,BOWL,Wake Forest,Oregon,38.0,17.0,,,Neutral,Seattle Bowl (Seattle WA),2002_19_Oregon_WakeForest
2002,20,2002-12-31,BOWL,Boise State,Iowa State,34.0,16.0,18.0,,Home,Humanitarian Bowl (Boise ID),2002_20_IowaState_BoiseState
2002,20,2002-12-31,BOWL,Fresno State,Georgia Tech,30.0,21.0,,,Neutral,Silicon Valley Bowl (San Jose CA),2002_20_GeorgiaTech_FresnoState
2002,20,2002-12-31,BOWL,Maryland,Tennessee,30.0,3.0,20.0,,Neutral,Peach Bowl (Atlanta GA),2002_20_Tennessee_Maryland
2002,20,2002-12-31,BOWL,Purdue,Washington,34.0,24.0,,,Neutral,Sun Bowl (El Paso TX),2002_20_Washington_Purdue
2002,20,2002-12-31,BOWL,Texas Christian,Colorado State,17.0,3.0,,23.0,Neutral,Liberty Bowl (Memphis TN),2002_20_ColoradoState_TexasChristian
2002,20,2002-12-31,BOWL,Virginia Tech,Air Force,20.0,13.0,21.0,,Neutral,San Francisco Bowl (San Francisco CA),2002_20_AirForce_VirginiaTech
2002,20,2003-01-01,BOWL,Auburn,Penn State,13.0,9.0,19.0,10.0,Neutral,Capital One Bowl (Orlando FL),2002_20_PennState_Auburn
2002,20,2003-01-01,BOWL,Georgia,Florida State,26.0,13.0,4.0,16.0,Neutral,Sugar Bowl (New Orleans LA),2002_20_FloridaState_Georgia
2002,20,2003-01-01,BOWL,Michigan,Florida,38.0,30.0,12.0,22.0,Neutral,Outback Bowl (Tampa FL),2002_20_Florida_Michigan
2002,20,2003-01-01,BOWL,North Carolina State,Notre Dame,28.0,6.0,17.0,11.0,Neutral,Gator Bowl (Jacksonville FL),2002_20_NotreDame_NorthCarolinaState
2002,20,2003-01-01,BOWL,Oklahoma,Washington State,34.0,14.0,8.0,7.0,Neutral,Rose Bowl (Pasadena CA),2002_20_WashingtonState_Oklahoma
2002,20,2003-01-01,BOWL,Texas,Louisiana State,35.0,20.0,9.0,,Neutral,Cotton Bowl (Dallas TX),2002_20_LouisianaState_Texas
2002,20,2003-01-02,BOWL,Southern California,Iowa,38.0,17.0,5.0,3.0,Neutral,Orange Bowl (Miami FL),2002_20_Iowa_SouthernCalifornia
2002,20,2003-01-03,BOWL,Ohio State,Miami (FL),31.0,24.0,2.0,1.0,Neutral,Fiesta Bowl (Tempe AZ),2002_20_MiamiFL_OhioState
2003,1,2003-08-23,REG,Kansas State,California,42.0,28.0,7.0,,Home,,2003_01_California_KansasState
2003,1,2003-08-23,REG,San Jose State,Grambling State,29.0,0.0,,,Home,,2003_01_GramblingState_SanJoseState
2003,2,2003-08-28,REG,Akron,Kent State,38.0,41.0,,,Home,,2003_02_KentState_Akron
2003,2,2003-08-28,REG,Ball State,Indiana State,31.0,7.0,,,Home,,2003_02_IndianaState_BallState
2003,2,2003-08-28,REG,Bowling Green,Eastern Kentucky,63.0,13.0,,,Home,,2003_02_EasternKentucky_BowlingGreen
2003,2,2003-08-28,REG,Brigham Young,Georgia Tech,24.0,13.0,,,Home,,2003_02_GeorgiaTech_BrighamYoung
2003,2,2003-08-28,REG,Eastern Michigan,East Tennessee State,28.0,21.0,,,Home,,2003_02_EastTennesseeState_EasternMichigan
2003,2,2003-08-28,REG,Louisiana Tech,Miami (FL),9.0,48.0,,3.0,Home,,2003_02_MiamiFL_LouisianaTech
2003,2,2003-08-28,REG,Middle Tennessee State,Florida Atlantic,19.0,20.0,,,Home,,2003_02_FloridaAtlantic_MiddleTennesseeState
2003,2,2003-08-28,REG,Northern Illinois,Maryland,20.0,13.0,,15.0,Home,,2003_02_Maryland_NorthernIllinois
2003,2,2003-08-28,REG,Ohio,Southeast Missouri State,17.0,3.0,,,Home,,2003_02_SoutheastMissouriState_Ohio
2003,2,2003-08-28,REG,Oregon State,Sacramento State,40.0,7.0,,,Home,,2003_02_SacramentoState_OregonState
2003,2,2003-08-28,REG,Utah,Utah State,40.0,20.0,,,Home,,2003_02_UtahState_Utah
2003,2,2003-08-29,REG,Nevada-Las Vegas,Toledo,28.0,18.0,,,Home,,2003_02_Toledo_NevadaLasVegas
2003,2,2003-08-30,REG,Air Force,Wofford,49.0,0.0,,,Home,,2003_02_Wofford_AirForce
2003,2,2003-08-30,REG,Alabama,South Florida,40.0,17.0,,,Home,,2003_02_SouthFlorida_Alabama
2003,2,2003-08-30,REG,Arizona,Texas-El Paso,42.0,7.0,,,Home,,2003_02_TexasElPaso_Arizona
2003,2,2003-08-30,REG,Auburn,Southern California,0.0,23.0,6.0,8.0,Home,,2003_02_SouthernCalifornia_Auburn
2003,2,2003-08-30,REG,Baylor,Alabama-Birmingham,19.0,24.0,,,Home,,2003_02_AlabamaBirmingham_Baylor
2003,2,2003-08-30,REG,Boston College,Wake Forest,28.0,32.0,,,Home,,2003_02_WakeForest_BostonCollege
2003,2,2003-08-30,REG,California,Southern Mississippi,34.0,2.0,,,Home,,2003_02_SouthernMississippi_California
2003,2,2003-08-30,REG,Clemson,Georgia,0.0,30.0,,11.0,Home,,2003_02_Georgia_Clemson
2003,2,2003-08-30,REG,Colorado,Colorado State,42.0,35.0,,23.0,Neutral,,2003_02_ColoradoState_Colorado
2003,2,2003-08-30,REG,Connecticut,Indiana,34.0,10.0,,,Home,,2003_02_Indiana_Connecticut
2003,2,2003-08-30,REG,Florida,San Jose State,65.0,3.0,,,Home,,2003_02_SanJoseState_Florida
2003,2,2003-08-30,REG,Hawaii,Appalachian State,40.0,17.0,,,Home,,2003_02_AppalachianState_Hawaii
2003,2,2003-08-30,REG,Houston,Rice,48.0,14.0,,,Home,,2003_02_Rice_Houston
2003,2,2003-08-30,REG,Iowa,Miami (OH),21.0,3.0,,,Home,,2003_02_MiamiOH_Iowa
2003,2,2003-08-30,REG,Iowa State,Northern Iowa,17.0,10.0,,,Home,,2003_02_NorthernIowa_IowaState
2003,2,2003-08-30,REG,Kansas,Northwestern,20.0,28.0,,,Home,,2003_02_Northwestern_Kansas
2003,2,2003-08-30,REG,Kansas State,Troy,41.0,5.0,7.0,,Home,,2003_02_Troy_KansasState
2003,2,2003-08-30,REG,Louisiana State,Louisiana-Monroe,49.0,7.0,14.0,,Home,,2003_02_LouisianaMonroe_LouisianaState
2003,2,2003-08-30,REG,Marshall,Hofstra,45.0,21.0,,,Home,,2003_02_Hofstra_Marshall
2003,2,2003-08-30,REG,Memphis,Tennessee Tech,40.0,10.0,,,Home,,2003_02_TennesseeTech_Memphis
2003,2,2003-08-30,REG,Michigan,Central Michigan,45.0,7.0,4.0,,Home,,2003_02_CentralMichigan_Michigan
2003,2,2003-08-30,REG,Michigan State,Western Michigan,26.0,21.0,,,Home,,2003_02_WesternMichigan_MichiganState
2003,2,2003-08-30,REG,Minnesota,Tulsa,49.0,10.0,,,Home,,2003_02_Tulsa_Minnesota
2003,2,2003-08-30,REG,Mississippi State,Oregon,34.0,42.0,,,Home,,2003_02_Oregon_MississippiState
2003,2,2003-08-30,REG,Missouri,Illinois,22.0,15.0,,,Neutral,,2003_02_Illinois_Missouri
2003,2,2003-08-30,REG,Navy,Virginia Military Institute,37.0,10.0,,,Home,,2003_02_VirginiaMilitaryInstitute_Navy
2003,2,2003-08-30,REG,Nebraska,Oklahoma State,17.0,7.0,,24.0,Home,,2003_02_OklahomaState_Nebraska
2003,2,2003-08-30,REG,Nevada,Southern Utah,24.0,23.0,,,Home,,2003_02_SouthernUtah_Nevada
2003,2,2003-08-30,REG,New Mexico,Texas State,72.0,8.0,,,Home,,2003_02_TexasState_NewMexico
2003,2,2003-08-30,REG,North Carolina,Florida State,0.0,37.0,,13.0,Home,,2003_02_FloridaState_NorthCarolina
2003,2,2003-08-30,REG,North Carolina State,Western Carolina,59.0,20.0,16.0,,Home,,2003_02_WesternCarolina_NorthCarolinaState
2003,2,2003-08-30,REG,Ohio State,Washington,28.0,9.0,2.0,17.0,Home,,2003_02_Washington_OhioState
2003,2,2003-08-30,REG,Oklahoma,North Texas,37.0,3.0,1.0,,Home,,2003_02_NorthTexas_Oklahoma
2003,2,2003-08-30,REG,Penn State,Temple,23.0,10.0,,,Home,,2003_02_Temple_PennState
2003,2,2003-08-30,REG,Rutgers,Buffalo,24.0,10.0,,,Home,,2003_02_Buffalo_Rutgers
2003,2,2003-08-30,REG,San Diego State,Eastern Washington,19.0,9.0,,,Home,,2003_02_EasternWashington_SanDiegoState
2003,2,2003-08-30,REG,South Carolina,Louisiana,14.0,7.0,,,Home,,2003_02_Louisiana_SouthCarolina
2003,2,2003-08-30,REG,Tennessee,Fresno State,24.0,6.0,12.0,,Home,,2003_02_FresnoState_Tennessee
2003,2,2003-08-30,REG,Texas A&M,Arkansas State,26.0,11.0,,,Home,,2003_02_ArkansasState_TexasAM
2003,2,2003-08-30,REG,Texas Tech,Southern Methodist,58.0,10.0,,,Home,,2003_02_SouthernMethodist_TexasTech
2003,2,2003-08-30,REG,Vanderbilt,Mississippi,21.0,24.0,,,Home,,2003_02_Mississippi_Vanderbilt
2003,2,2003-08-30,REG,Virginia,Duke,27.0,0.0,18.0,,Home,,2003_02_Duke_Virginia
2003,2,2003-08-30,REG,Washington State,Idaho,25.0,0.0,,,Neutral,,2003_02_Idaho_WashingtonState
2003,2,2003-08-30,REG,West Virginia,Wisconsin,17.0,24.0,,21.0,Home,,2003_02_Wisconsin_WestVirginia
2003,2,2003-08-30,REG,Wyoming,Montana State,21.0,10.0,,,Home,,2003_02_MontanaState_Wyoming
