Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-10-29 14:26:03,2025-10-30 20:15,Miami Dolphins,Baltimore Ravens,No,941.6,Yes,-85.56,-111.67,333.0,-434.44,-111.78,-108.33,-108,-112,340,-440,-110,-110,-110,-110,317.0,-395.0,-110,-110,-105,-115,350,-450,-110,-110,100.0,-120.0,320.0,-420.0,-110.0,-110.0,-115,-110,320,-455,-113,-113,-110.0,-110.0,350.0,-450.0,-110.0,-110.0,-102,-108,330.0,-420.0,-113,-102,-110,-110,330.0,-420.0,-115,-105,-110.0,-110.0,340.0,-460.0,-115.0,-105.0
2025-10-29 14:26:03,2025-11-02 13:00,New England Patriots,Atlanta Falcons,No,917.7,No,-109.89,-109.67,-258.44,208.56,-110.67,-87.11,-110,-110,-265,215,-120,100,-105,-115,-250.0,210.0,-110,-110,-115,-105,-270,220,-105,-115,-110.0,-110.0,-255.0,193.0,-110.0,-110.0,-114,-112,-286,215,-114,-112,-110.0,-110.0,-250.0,200.0,-110.0,-110.0,-105,-105,-250.0,207.0,-107,-107,-110,-110,-250.0,207.0,-110,-110,-110.0,-110.0,-250.0,210.0,-110.0,-110.0
2025-10-29 14:26:03,2025-11-02 13:00,Green Bay Packers,Carolina Panthers,No,745.3,No,-111.67,-85.89,-973.89,616.22,-109.44,-110.44,-105,-115,-1000,650,-108,-112,-110,-110,-800.0,550.0,-110,-110,-118,-104,-1200,750,-105,-115,-110.0,-110.0,-1000.0,570.0,-110.0,-110.0,-112,-114,-1115,600,-110,-115,-110.0,-110.0,-900.0,600.0,-115.0,-105.0,-110,100,-900.0,613.0,-107,-107,-115,-105,-900.0,613.0,-110,-110,-115.0,-105.0,-950.0,600.0,-110.0,-110.0
2025-10-29 14:26:03,2025-11-02 13:00,Cincinnati Bengals,Chicago Bears,No,251.2,No,-65.11,-110.11,133.11,-158.89,-110.78,-109.33,-115,-105,130,-155,-112,-108,100,-120,138.0,-160.0,-110,-110,-120,-102,130,-154,-118,-104,-110.0,-110.0,127.0,-162.0,-110.0,-110.0,-115,-110,123,-159,-110,-115,-115.0,-105.0,130.0,-155.0,-110.0,-110.0,-106,-104,140.0,-160.0,-107,-107,105,-125,140.0,-160.0,-110,-110,-110.0,-110.0,140.0,-165.0,-110.0,-110.0
2025-10-29 14:26:03,2025-11-02 13:00,Houston Texans,Denver Broncos,No,882.0,No,-114.44,-38.44,-129.67,108.22,-111.22,-108.56,-112,-108,-130,110,-115,-105,-120,100,-125.0,105.0,-110,-110,-115,-105,-130,110,-110,-110,-110.0,-110.0,-132.0,104.0,-110.0,-110.0,-113,-112,-125,100,-114,-110,-110.0,-110.0,-125.0,105.0,-110.0,-110.0,-120,109,-135.0,115.0,-107,-107,-125,105,-135.0,115.0,-110,-110,-105.0,-115.0,-130.0,110.0,-115.0,-105.0
2025-10-29 14:26:03,2025-11-02 13:00,Detroit Lions,Minnesota Vikings,Yes,542.8,No,-87.33,-110.0,-507.89,373.22,-110.56,-109.56,-110,-110,-520,390,-105,-115,100,-120,-450.0,355.0,-110,-110,-115,-105,-510,390,-110,-110,-105.0,-115.0,-566.0,374.0,-110.0,-110.0,-113,-113,-560,370,-112,-114,-110.0,-110.0,-475.0,360.0,-105.0,-115.0,-108,-102,-495.0,380.0,-113,-102,-110,-110,-495.0,380.0,-115,-105,-115.0,-105.0,-500.0,360.0,-115.0,-105.0
2025-10-29 14:26:03,2025-11-02 13:00,Pittsburgh Steelers,Indianapolis Colts,No,329.1,No,-36.89,-116.11,142.89,-170.67,-108.56,-111.67,-105,-115,145,-175,-110,-110,100,-120,142.0,-165.0,-110,-110,-105,-115,136,-162,-102,-120,100.0,-120.0,138.0,-177.0,-110.0,-110.0,-106,-120,140,-180,-114,-112,-105.0,-115.0,140.0,-165.0,-110.0,-110.0,102,-113,150.0,-171.0,-104,-110,-103,-117,150.0,-171.0,-107,-113,-110.0,-110.0,145.0,-170.0,-110.0,-110.0
2025-10-29 14:26:03,2025-11-02 13:00,Tennessee Titans,Los Angeles Chargers,No,1788.0,No,-109.67,-87.67,376.56,-510.0,-108.22,-111.67,-105,-115,370,-485,-108,-112,-110,-110,395.0,-510.0,-110,-110,-105,-115,360,-460,-105,-115,-110.0,-110.0,334.0,-480.0,-110.0,-110.0,-112,-114,375,-560,-114,-110,-110.0,-110.0,400.0,-550.0,-110.0,-110.0,-110,100,390.0,-510.0,-102,-113,-115,-105,390.0,-510.0,-105,-115,-110.0,-110.0,375.0,-525.0,-110.0,-110.0
2025-10-29 14:26:03,2025-11-02 13:00,New York Giants,San Francisco 49ers,No,2552.9,No,-15.78,-115.22,125.56,-150.0,-85.89,-111.89,100,-120,130,-155,-105,-115,100,-120,125.0,-145.0,-105,-115,-102,-120,128,-152,-115,-105,-105.0,-115.0,122.0,-156.0,-110.0,-110.0,-120,-107,116,-148,-115,-110,100.0,-120.0,130.0,-155.0,-110.0,-110.0,100,-110,127.0,-147.0,100,-115,-105,-115,127.0,-147.0,-103,-117,-110.0,-110.0,125.0,-145.0,-110.0,-110.0
2025-10-29 14:26:03,2025-11-02 16:05,Las Vegas Raiders,Jacksonville Jaguars,No,1973.4,No,-16.56,-114.33,146.89,-177.56,-110.56,-109.33,-118,-102,150,-180,-108,-112,100,-120,150.0,-175.0,-110,-110,-105,-115,146,-174,-115,-105,-105.0,-115.0,142.0,-183.0,-110.0,-110.0,-120,-107,133,-186,-115,-110,-105.0,-115.0,145.0,-175.0,-110.0,-110.0,104,-115,153.0,-175.0,-107,-107,100,-120,153.0,-175.0,-110,-110,100.0,-120.0,150.0,-175.0,-110.0,-110.0
