Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
2025-10-06 02:25:58,2025-10-06 20:16,Jacksonville Jaguars,Kansas City Chiefs,No,945.3,Yes,-110.0,-109.56,170.22,-204.67,-108.89,-111.0,-112,-108,164,-198,-108,-112,-105.0,-115.0,175.0,-205.0,-110.0,-110.0,-110,-110,180,-215,-105,-115,-110.0,-110.0,164.0,-204.0,-110.0,-110.0,-104.0,-106.0,177.0,-205.0,-107.0,-107.0,-106.0,-114.0,177.0,-205.0,-110.0,-110.0,-118,-108,165,-215,-115,-110,-115.0,-105.0,165.0,-195.0,-105.0,-115.0,-110,-110,165.0,-200.0,-110,-110
2025-10-06 02:25:58,2025-10-09 20:15,New York Giants,Philadelphia Eagles,Yes,85.4,Yes,-111.78,-85.56,295.12,-383.25,-107.0,-113.33,-110,-110,285,-360,-110,-110,-118.0,-102.0,,,-105.0,-115.0,-115,-105,300,-375,-104,-118,-115.0,-105.0,280.0,-391.0,-110.0,-110.0,-110.0,100.0,303.0,-380.0,-102.0,-113.0,-115.0,-105.0,303.0,-380.0,-105.0,-115.0,-113,-113,290,-400,-112,-114,-105.0,-115.0,290.0,-380.0,-110.0,-110.0,-105,-115,310.0,-400.0,-105,-115
2025-10-06 02:25:58,2025-10-12 08:31,New York Jets,Denver Broncos,No,1628.5,No,-61.67,-113.44,283.75,-364.12,-111.0,-108.89,-115,-105,300,-380,-110,-110,-105.0,-115.0,,,-110.0,-110.0,-110,-110,270,-335,-115,-105,-105.0,-115.0,260.0,-360.0,-110.0,-110.0,-101.0,-109.0,295.0,-369.0,-107.0,-107.0,-106.0,-114.0,295.0,-369.0,-110.0,-110.0,-113,-113,260,-345,-112,-113,100.0,-120.0,290.0,-380.0,-110.0,-110.0,100,-120,300.0,-375.0,-115,-105
2025-10-06 02:25:58,2025-10-12 13:01,Indianapolis Colts,Arizona Cardinals,No,1506.4,No,-79.43,-111.57,-251.29,200.57,-108.71,-111.29,-108,-112,-238,195,-110,-110,,,,,,,-110,-110,-250,205,-110,-110,-110.0,-110.0,-271.0,202.0,-110.0,-110.0,102.0,-113.0,-250.0,207.0,-107.0,-107.0,-103.0,-117.0,-250.0,207.0,-110.0,-110.0,-112,-114,-250,188,-109,-117,,,,,,,-115,-105,-250.0,200.0,-105,-115
2025-10-06 02:25:58,2025-10-12 13:01,Baltimore Ravens,Los Angeles Rams,No,2326.9,No,-109.0,-110.5,321.0,-421.88,-107.62,-112.38,-105,-115,330,-425,-105,-115,,,,,,,-110,-110,320,-405,-105,-115,-110.0,-110.0,295.0,-420.0,-110.0,-110.0,-105.0,-105.0,344.0,-440.0,-107.0,-107.0,-110.0,-110.0,344.0,-440.0,-110.0,-110.0,-112,-114,280,-385,-114,-112,-110.0,-110.0,305.0,-410.0,-105.0,-115.0,-110,-110,350.0,-450.0,-105,-115
2025-10-06 02:25:58,2025-10-12 13:01,Carolina Panthers,Dallas Cowboys,No,946.9,No,-111.12,-83.38,158.12,-191.75,-109.5,-110.5,-112,-108,160,-192,-115,-105,,,,,,,-105,-115,162,-194,-105,-115,-110.0,-110.0,153.0,-198.0,-110.0,-110.0,-110.0,100.0,165.0,-190.0,-107.0,-107.0,-115.0,-105.0,165.0,-190.0,-110.0,-110.0,-112,-114,145,-195,-114,-112,-115.0,-105.0,160.0,-185.0,-105.0,-115.0,-110,-110,155.0,-190.0,-110,-110
2025-10-06 02:25:58,2025-10-12 13:01,Pittsburgh Steelers,Cleveland Browns,Yes,114.4,No,-110.5,-109.0,-244.62,198.62,-110.25,-109.62,-112,-108,-238,195,-105,-115,,,,,,,-105,-115,-245,200,-110,-110,-110.0,-110.0,-244.0,185.0,-110.0,-110.0,-105.0,-105.0,-250.0,207.0,-107.0,-107.0,-110.0,-110.0,-250.0,207.0,-110.0,-110.0,-112,-114,-250,195,-110,-115,-115.0,-105.0,-245.0,205.0,-115.0,-105.0,-115,-105,-235.0,195.0,-115,-105
2025-10-06 02:25:58,2025-10-12 13:01,Jacksonville Jaguars,Seattle Seahawks,No,2456.2,No,-77.29,-113.86,-116.0,-105.8,-111.86,-108.14,105,-125,-115,-105,-110,-110,,,,,,,-102,-120,-110,-106,-115,-105,-110.0,-110.0,-118.0,-108.0,-110.0,-110.0,-105.0,-105.0,,,-113.0,-102.0,-110.0,-110.0,,,-115.0,-105.0,-114,-112,-122,-105,-110,-115,,,,,,,-105,-115,-115.0,-105.0,-110,-110
2025-10-06 02:25:58,2025-10-12 13:01,Miami Dolphins,Los Angeles Chargers,No,2336.5,No,-108.88,-110.88,201.88,-250.38,-111.12,-108.88,-110,-110,205,-250,-115,-105,,,,,,,-104,-118,194,-235,-115,-105,-110.0,-110.0,188.0,-248.0,-110.0,-110.0,-105.0,-105.0,215.0,-260.0,-107.0,-107.0,-110.0,-110.0,215.0,-260.0,-110.0,-110.0,-112,-114,188,-250,-112,-114,-110.0,-110.0,210.0,-250.0,-110.0,-110.0,-110,-110,200.0,-250.0,-110,-110
2025-10-06 02:25:58,2025-10-12 16:06,Las Vegas Raiders,Tennessee Titans,No,1583.4,No,-109.25,-110.12,-275.12,220.88,-111.75,-108.25,-115,-105,-270,220,-110,-110,,,,,,,-105,-115,-270,220,-115,-105,-110.0,-110.0,-280.0,210.0,-110.0,-110.0,-102.0,-108.0,-275.0,226.0,-107.0,-107.0,-107.0,-113.0,-275.0,226.0,-110.0,-110.0,-110,-115,-286,220,-117,-109,-115.0,-105.0,-270.0,220.0,-115.0,-105.0,-110,-110,-275.0,225.0,-110,-110
