Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-10-28 14:26:47,2025-10-30 20:15,Miami Dolphins,Baltimore Ravens,No,941.6,Yes,-61.67,-113.44,323.56,-421.78,-112.22,-85.67,-108,-112,330,-425,-120,100,-110,-110,317.0,-395.0,-110,-110,-105,-115,330,-420,-115,-105,100,-120,330,-441,-110,-110,-112,-114,300,-420,-112,-114,-110,-110,325,-425,-110,-110,100,-110,330,-420,-113,-102,-105,-115,330,-420,-115,-105,-105.0,-115.0,320.0,-430.0,-105.0,-115.0
2025-10-28 14:26:47,2025-11-02 13:00,New England Patriots,Atlanta Falcons,No,917.7,No,-109.33,-110.22,-250.33,201.89,-110.11,-87.67,-110,-110,-258,210,-120,100,-110,-110,-245.0,205.0,-110,-110,-105,-115,-240,198,-105,-115,-110,-110,-255,193,-110,-110,-114,-112,-265,195,-114,-112,-110,-110,-250,200,-110,-110,-105,-105,-245,203,-107,-107,-110,-110,-245,203,-110,-110,-110.0,-110.0,-250.0,210.0,-105.0,-115.0
2025-10-28 14:26:47,2025-11-02 13:00,Green Bay Packers,Carolina Panthers,No,745.3,No,-109.22,-110.33,-865.78,568.56,-109.0,-111.11,-115,-105,-950,625,-112,-108,-110,-110,-800.0,550.0,-110,-110,-108,-112,-820,570,-102,-120,-110,-110,-952,550,-110,-110,-112,-114,-770,475,-110,-115,-110,-110,-900,600,-110,-110,-103,-107,-850,586,-107,-107,-110,-110,-850,586,-110,-110,-105.0,-115.0,-900.0,575.0,-110.0,-110.0
2025-10-28 14:26:47,2025-11-02 13:00,Cincinnati Bengals,Chicago Bears,No,251.2,No,-37.89,-115.11,122.0,-145.67,-112.22,-108.0,-110,-110,124,-148,-110,-110,-105,-115,125.0,-145.0,-110,-110,-110,-110,120,-142,-118,-104,-105,-115,119,-152,-110,-110,-112,-114,110,-139,-112,-113,-110,-110,120,-145,-110,-110,108,-119,125,-145,-114,-101,103,-123,125,-145,-116,-104,100.0,-120.0,130.0,-150.0,-110.0,-110.0
2025-10-28 14:26:47,2025-11-02 13:00,Houston Texans,Denver Broncos,No,882.0,No,-110.67,-108.78,-120.5,24.12,-110.67,-109.33,-110,-110,-125,105,-115,-105,-115,-105,,,-110,-110,-108,-112,-118,100,-110,-110,-110,-110,-120,-106,-110,-110,-113,-112,-121,-106,-114,-112,-110,-110,-125,105,-110,-110,-105,-105,-120,100,-107,-107,-115,-105,-120,100,-110,-110,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0
2025-10-28 14:26:47,2025-11-02 13:00,Detroit Lions,Minnesota Vikings,Yes,542.8,No,-108.33,-111.22,-477.22,356.78,-111.33,-108.56,-110,-110,-470,360,-110,-110,-105,-115,-450.0,355.0,-110,-110,-110,-110,-460,360,-115,-105,-105,-115,-490,342,-110,-110,-112,-114,-500,340,-115,-110,-110,-110,-475,360,-110,-110,-103,-107,-475,367,-107,-107,-105,-115,-475,367,-110,-110,-115.0,-105.0,-500.0,360.0,-115.0,-105.0
2025-10-28 14:26:47,2025-11-02 13:00,Pittsburgh Steelers,Indianapolis Colts,No,329.1,No,-13.44,-117.33,142.67,-170.22,-108.56,-111.67,-105,-115,142,-170,-110,-110,100,-120,142.0,-165.0,-110,-110,-105,-115,136,-162,-102,-120,100,-120,136,-175,-110,-110,-106,-120,140,-180,-114,-112,-105,-115,140,-165,-110,-110,105,-116,149,-170,-104,-110,100,-120,149,-170,-107,-113,-105.0,-115.0,150.0,-175.0,-110.0,-110.0
2025-10-28 14:26:47,2025-11-02 13:00,Tennessee Titans,Los Angeles Chargers,No,1788.0,No,-110.22,-109.56,409.44,-565.56,-109.22,-110.78,-110,-110,425,-575,-108,-112,-110,-110,425.0,-550.0,-110,-110,-120,-102,410,-550,-105,-115,-110,-110,380,-575,-110,-110,-112,-114,400,-590,-113,-113,-110,-110,425,-600,-110,-110,-105,-105,415,-550,-107,-107,-110,-110,415,-550,-110,-110,-105.0,-115.0,390.0,-550.0,-110.0,-110.0
2025-10-28 14:26:47,2025-11-02 13:00,New York Giants,San Francisco 49ers,No,2552.9,No,-16.0,-92.89,126.89,-151.44,-109.11,-110.89,100,-120,130,-155,-105,-115,100,-120,129.0,-150.0,-105,-115,-102,-120,128,-152,-115,-105,-105,-115,124,-158,-110,-110,-120,-107,116,-148,-115,-110,-102,-118,125,-150,-110,-110,105,-116,130,-150,-102,-113,100,-120,130,-150,-105,-115,-120.0,100.0,130.0,-150.0,-115.0,-105.0
2025-10-28 14:26:47,2025-11-02 16:05,Las Vegas Raiders,Jacksonville Jaguars,No,1973.4,No,-82.67,-114.67,144.56,-174.78,-110.0,-109.89,-102,-118,145,-175,-108,-112,-105,-115,146.0,-170.0,-110,-110,-105,-115,146,-174,-115,-105,-105,-115,141,-181,-110,-110,-115,-110,133,-186,-110,-115,-105,-115,145,-175,-110,-110,102,-113,150,-171,-107,-107,-104,-116,150,-171,-110,-110,-105.0,-115.0,145.0,-170.0,-110.0,-110.0
