Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2026-01-10 20:44:05,2026-01-10 20:11,Chicago Bears,Green Bay Packers,Yes,183.6,Yes,-116.4,-114.2,169.2,-223.4,-117.0,-112.5,-120,-110,190,-250,-115,-115,-120,-110,186,-245,-125,-106,-117,-121,165,-235,,,-102,-125,130,-165,-110,-118,-123,-105,175,-222,-118,-111,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-10 20:44:05,2026-01-11 13:00,Jacksonville Jaguars,Buffalo Bills,No,872.8,No,-108.89,-88.44,-117.17,-37.17,-111.12,-108.12,-102,-118,-115,-105,-112,-108,-106,-114,-118,100,-115,-105,-113,-113,-118,-108,,,-110,-110,-115,-105,-115,-105,-105,-115,-117,-105,-110,-110,-110.0,100.0,,,-107.0,-107.0,-114.0,-106.0,,,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-120.0,100.0,-110.0,-110.0
2026-01-10 20:44:05,2026-01-11 16:30,Philadelphia Eagles,San Francisco 49ers,No,2508.4,No,-109.0,-110.78,-269.56,218.22,-107.5,-112.0,-108,-112,-265,215,-108,-112,-118,-104,-275,225,-104,-118,-113,-113,-286,215,,,-110,-110,-275,225,-105,-115,-105,-115,-275,216,-110,-110,-101.0,-109.0,-260.0,215.0,-105.0,-109.0,-106.0,-114.0,-260.0,215.0,-108.0,-112.0,-110.0,-110.0,-260.0,218.0,-110.0,-110.0,-110.0,-110.0,-270.0,220.0,-110.0,-110.0
2026-01-10 20:44:05,2026-01-11 20:00,New England Patriots,Los Angeles Chargers,No,2595.1,Yes,-107.11,-112.44,-195.11,162.33,-108.88,-110.5,-108,-112,-192,160,-110,-110,-110,-110,-196,164,-114,-106,-112,-114,-205,155,,,-110,-110,-200,165,-110,-110,-105,-115,-198,159,-110,-110,-103.0,-107.0,-190.0,165.0,-102.0,-113.0,-106.0,-114.0,-190.0,165.0,-105.0,-115.0,-105.0,-115.0,-190.0,163.0,-110.0,-110.0,-105.0,-115.0,-195.0,165.0,-110.0,-110.0
2026-01-10 20:44:05,2026-01-12 20:00,Pittsburgh Steelers,Houston Texans,No,1142.2,Yes,-114.33,-83.11,134.67,-159.67,-108.38,-112.25,-118,-102,130,-155,-105,-115,-115,-105,134,-158,-105,-115,-113,-113,133,-167,,,-115,-105,135,-160,-120,-110,-110,-110,131,-162,-110,-110,-115.0,104.0,140.0,-160.0,-102.0,-113.0,-113.0,-107.0,140.0,-160.0,-105.0,-115.0,-115.0,-105.0,134.0,-155.0,-110.0,-110.0,-115.0,-105.0,135.0,-160.0,-110.0,-110.0
