Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-11-24 07:37:23,2025-11-24 20:15,San Francisco 49ers,Carolina Panthers,No,2281.2,Yes,-106.0,-113.78,-387.11,299.89,-110.11,-109.89,-108,-112,-395,310,-110,-110,-105.0,-115.0,-380.0,305.0,-110.0,-110.0,-102,-120,-420,320,-110,-110,-105.0,-115.0,-374,286,-110.0,-110.0,-105.0,-115.0,-375.0,299.0,-110.0,-110.0,-102.0,-108.0,-375.0,299.0,-107.0,-107.0,-117,-109,-400,285,-114,-112,-105,-115,-375,300,-110,-110,-105.0,-115.0,-390.0,295.0,-110.0,-110.0
2025-11-24 07:37:23,2025-11-27 13:00,Detroit Lions,Green Bay Packers,Yes,293.2,No,-111.78,-85.56,-164.44,138.22,-108.78,-111.33,-110,-110,-162,136,-115,-105,-115.0,-105.0,-165.0,142.0,-105.0,-115.0,-108,-112,-164,138,-110,-110,-110.0,-110.0,-167,130,-110.0,-110.0,-115.0,-105.0,-165.0,145.0,-105.0,-115.0,-110.0,100.0,-165.0,145.0,-102.0,-113.0,-113,-113,-167,133,-112,-114,-115,-105,-160,135,-110,-110,-110.0,-110.0,-165.0,140.0,-110.0,-110.0
2025-11-24 07:37:23,2025-11-27 16:30,Dallas Cowboys,Kansas City Chiefs,No,458.4,No,-115.44,-37.67,153.33,-183.56,-109.0,-110.89,-112,-108,142,-170,-110,-110,-120.0,100.0,150.0,-175.0,-105.0,-115.0,-115,-105,166,-198,-115,-105,-110.0,-110.0,147,-190,-110.0,-110.0,-118.0,-102.0,155.0,-177.0,-105.0,-115.0,-114.0,103.0,155.0,-177.0,-102.0,-113.0,-120,-107,155,-195,-109,-115,-110,-110,155,-190,-110,-110,-120.0,100.0,155.0,-180.0,-115.0,-105.0
2025-11-24 07:37:23,2025-11-27 20:20,Baltimore Ravens,Cincinnati Bengals,Yes,423.8,Yes,-111.67,-63.56,-379.44,293.56,-110.78,-109.22,-120,100,-375,295,-110,-110,-115.0,-105.0,-355.0,285.0,-110.0,-110.0,-102,-120,-400,315,-112,-108,-110.0,-110.0,-400,282,-110.0,-110.0,-115.0,-105.0,-355.0,285.0,-110.0,-110.0,-110.0,100.0,-355.0,285.0,-107.0,-107.0,-108,-117,-400,295,-113,-113,-110,-110,-425,325,-110,-110,-115.0,-105.0,-350.0,275.0,-115.0,-105.0
2025-11-24 07:37:23,2025-11-28 15:00,Philadelphia Eagles,Chicago Bears,No,665.3,No,-60.33,-114.67,-325.0,258.89,-109.89,-110.0,-105,-115,-325,260,-112,-108,-105.0,-115.0,-300.0,250.0,-110.0,-110.0,-108,-112,-375,300,-105,-115,100.0,-120.0,-330,240,-110.0,-110.0,-105.0,-115.0,-300.0,245.0,-110.0,-110.0,100.0,-110.0,-300.0,245.0,-107.0,-107.0,-110,-115,-360,275,-110,-115,-105,-115,-325,260,-110,-110,-105.0,-115.0,-310.0,255.0,-115.0,-105.0
2025-11-24 07:37:23,2025-11-30 13:00,Tampa Bay Buccaneers,Arizona Cardinals,No,1804.8,No,-110.4,-110.8,-139.6,114.6,-110.4,-110.8,-110,-110,-130,110,-110,-110,,,,,,,-108,-112,-134,114,-110,-110,-110.0,-110.0,-138,109,-110.0,-110.0,,,,,,,,,,,,,-114,-112,-141,110,-112,-114,-110,-110,-155,130,-110,-110,,,,,,
2025-11-24 07:37:23,2025-11-30 13:00,New York Jets,Atlanta Falcons,No,747.8,No,-81.88,-112.62,119.89,-142.44,-110.56,-109.44,-105,-115,120,-142,-115,-105,-105.0,-115.0,125.0,-145.0,-110.0,-110.0,-112,-108,116,-136,-110,-110,,,115,-147,-110.0,-110.0,-105.0,-115.0,125.0,-145.0,-110.0,-110.0,100.0,-110.0,125.0,-145.0,-107.0,-107.0,-113,-113,110,-137,-113,-113,-110,-110,118,-140,-110,-110,-105.0,-115.0,125.0,-145.0,-110.0,-110.0
2025-11-24 07:37:23,2025-11-30 13:00,Carolina Panthers,Los Angeles Rams,No,2126.0,No,-108.0,-113.4,428.0,-607.8,-108.25,-113.0,-115,-105,440,-600,-105,-115,,,,,,,-102,-120,530,-750,-108,-112,-110.0,-110.0,370,-549,,,,,,,,,,,,,,,-108,-117,400,-590,-110,-115,-105,-115,400,-550,-110,-110,,,,,,
2025-11-24 07:37:23,2025-11-30 13:00,Cleveland Browns,San Francisco 49ers,No,2152.6,No,-110.0,-109.5,238.14,-301.71,-108.25,-111.88,-108,-112,240,-298,-108,-112,-110.0,-110.0,,,-110.0,-110.0,-110,-110,270,-335,-112,-108,-110.0,-110.0,234,-319,-110.0,-110.0,-110.0,-110.0,234.0,-285.0,-105.0,-115.0,-105.0,-105.0,234.0,-285.0,-102.0,-113.0,-117,-109,235,-315,-109,-117,-110,-110,220,-275,-110,-110,,,,,,
2025-11-24 07:37:23,2025-11-30 13:00,Indianapolis Colts,Houston Texans,Yes,870.3,No,-110.44,-109.11,-194.56,162.0,-110.0,-110.0,-110,-110,-192,160,-108,-112,-110.0,-110.0,-185.0,159.0,-110.0,-110.0,-114,-106,-200,168,-112,-108,-110.0,-110.0,-200,155,-110.0,-110.0,-110.0,-110.0,-187.0,163.0,-110.0,-110.0,-106.0,-104.0,-187.0,163.0,-107.0,-107.0,-114,-112,-205,160,-113,-113,-110,-110,-200,165,-110,-110,-110.0,-110.0,-195.0,165.0,-110.0,-110.0
