Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-10-15 08:36:45,2025-10-16 20:15,Cincinnati Bengals,Pittsburgh Steelers,Yes,257.0,Yes,-111.78,-107.78,213.67,-263.67,-110.67,-109.33,-110,-110,220,-270,-112,-108,-110.0,-110.0,225.0,-275.0,-110.0,-110.0,-115,-105,215.0,-255.0,-110,-110,-112,-108,205,-250,-115,-105,-110,-110,211,-268,-110,-110,-108.0,-102.0,211.0,-255.0,-107.0,-107.0,-113.0,-107.0,211.0,-255.0,-110.0,-110.0,-113.0,-113.0,205.0,-275.0,-112.0,-114.0,-115.0,-105.0,220.0,-270.0,-110.0,-110.0
2025-10-15 08:36:45,2025-10-19 09:30,Jacksonville Jaguars,Los Angeles Rams,No,2154.8,No,-117.33,8.78,127.67,-152.22,-110.67,-87.22,-115,-105,130,-155,-112,-108,-118.0,-102.0,125.0,-150.0,-110.0,-110.0,-120,100,129.0,-150.0,-110,-110,-115,-105,126,-148,-115,-105,-120,100,121,-155,-110,-110,-115.0,104.0,130.0,-150.0,-102.0,-113.0,-120.0,100.0,130.0,-150.0,-105.0,-115.0,-113.0,-113.0,128.0,-162.0,-112.0,-114.0,-120.0,100.0,130.0,-150.0,-120.0,100.0
2025-10-15 08:36:45,2025-10-19 13:00,New York Jets,Carolina Panthers,No,533.9,No,-108.33,-111.22,35.89,-123.89,-108.44,-111.67,-108,-112,105,-125,-110,-110,-110.0,-110.0,105.0,-125.0,-110.0,-110.0,-105,-115,105.0,-125.0,-110,-110,-106,-114,108,-126,-110,-110,-110,-110,-102,-125,-110,-110,-103.0,-107.0,105.0,-125.0,-102.0,-113.0,-110.0,-110.0,105.0,-125.0,-105.0,-115.0,-113.0,-113.0,-103.0,-124.0,-114.0,-112.0,-110.0,-110.0,-105.0,-115.0,-105.0,-115.0
2025-10-15 08:36:45,2025-10-19 13:00,Chicago Bears,New Orleans Saints,No,832.7,No,-109.67,-109.89,-246.89,199.56,-109.78,-110.22,-110,-110,-245,200,-105,-115,-110.0,-110.0,-250.0,200.0,-110.0,-110.0,-110,-110,-240.0,203.0,-110,-110,-108,-112,-250,205,-105,-115,-110,-110,-242,183,-110,-110,-105.0,-105.0,-240.0,200.0,-113.0,-102.0,-110.0,-110.0,-240.0,200.0,-115.0,-105.0,-114.0,-112.0,-275.0,205.0,-110.0,-115.0,-110.0,-110.0,-240.0,200.0,-110.0,-110.0
2025-10-15 08:36:45,2025-10-19 13:00,Cleveland Browns,Miami Dolphins,No,1074.9,No,-105.56,-113.89,-161.56,135.78,-108.44,-111.67,-108,-112,-155,130,-105,-115,-105.0,-115.0,-160.0,135.0,-110.0,-110.0,-105,-115,-160.0,138.0,-110,-110,-105,-115,-158,134,-105,-115,-105,-115,-165,129,-110,-110,-102.0,-108.0,-162.0,142.0,-102.0,-113.0,-105.0,-115.0,-162.0,142.0,-105.0,-115.0,-110.0,-115.0,-167.0,132.0,-114.0,-112.0,-105.0,-115.0,-165.0,140.0,-115.0,-105.0
2025-10-15 08:36:45,2025-10-19 13:00,Kansas City Chiefs,Las Vegas Raiders,Yes,1151.8,No,-110.56,-108.89,-775.22,524.44,-110.11,-109.89,-112,-108,-850,575,-110,-110,-110.0,-110.0,-750.0,525.0,-110.0,-110.0,-110,-110,-675.0,490.0,-110,-110,-115,-105,-720,520,-112,-108,-110,-110,-847,510,-110,-110,-105.0,-105.0,-725.0,520.0,-107.0,-107.0,-110.0,-110.0,-725.0,520.0,-110.0,-110.0,-113.0,-112.0,-835.0,510.0,-112.0,-114.0,-110.0,-110.0,-850.0,550.0,-110.0,-110.0
2025-10-15 08:36:45,2025-10-19 13:00,Minnesota Vikings,Philadelphia Eagles,No,986.3,No,-63.0,-112.11,85.33,-129.33,-108.89,-111.11,-108,-112,105,-125,-110,-110,-110.0,-110.0,110.0,-130.0,-110.0,-110.0,100,-120,110.0,-130.0,-110,-110,-112,-108,114,-134,-104,-118,-110,-110,-101,-126,-110,-110,100.0,-110.0,110.0,-130.0,-107.0,-107.0,-105.0,-115.0,110.0,-130.0,-110.0,-110.0,-112.0,-114.0,105.0,-134.0,-109.0,-115.0,-110.0,-110.0,105.0,-125.0,-110.0,-110.0
2025-10-15 08:36:45,2025-10-19 13:00,Tennessee Titans,New England Patriots,No,926.1,No,-85.44,-111.78,271.22,-347.22,-109.89,-110.0,-105,-115,280,-355,-105,-115,-110.0,-110.0,260.0,-325.0,-110.0,-110.0,-110,-110,265.0,-325.0,-110,-110,-110,-110,290,-360,-115,-105,-110,-110,260,-360,-110,-110,-104.0,-106.0,263.0,-325.0,-104.0,-110.0,-110.0,-110.0,263.0,-325.0,-107.0,-113.0,-110.0,-115.0,285.0,-400.0,-113.0,-112.0,100.0,-120.0,275.0,-350.0,-115.0,-105.0
2025-10-15 08:36:45,2025-10-19 16:05,Denver Broncos,New York Giants,No,1628.5,No,-86.11,-111.22,-355.0,275.11,-106.78,-113.44,-108,-112,-355,280,-102,-118,-105.0,-115.0,-325.0,260.0,-110.0,-110.0,-105,-115,-345.0,278.0,-110,-110,-110,-110,-340,275,-104,-118,100,-120,-350,250,-110,-110,-107.0,-103.0,-340.0,274.0,-101.0,-114.0,-118.0,-102.0,-340.0,274.0,-104.0,-116.0,-112.0,-114.0,-400.0,285.0,-115.0,-110.0,-110.0,-110.0,-400.0,300.0,-105.0,-115.0
2025-10-15 08:36:45,2025-10-19 16:05,Los Angeles Chargers,Indianapolis Colts,No,1816.9,No,-111.33,-86.0,-131.67,109.78,-110.0,-110.0,-112,-108,-130,110,-110,-110,-110.0,-110.0,-125.0,105.0,-110.0,-110.0,-115,-105,-130.0,110.0,-110,-110,-112,-108,-132,112,-110,-110,-110,-110,-136,106,-110,-110,-110.0,100.0,-135.0,115.0,-107.0,-107.0,-115.0,-105.0,-135.0,115.0,-110.0,-110.0,-113.0,-113.0,-132.0,105.0,-113.0,-113.0,-105.0,-115.0,-130.0,110.0,-110.0,-110.0
