Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-11-20 13:26:04,2025-11-20 20:15,Houston Texans,Buffalo Bills,No,1290.3,Yes,-109.89,-88.22,221.0,-272.44,-110.89,-109.78,-110,-110,210,-258,-108,-112,-108,-112,225,-275,-108,-112,-120.0,100.0,218,-278,-110.0,-110.0,-110,-110,219.0,-265.0,-110,-110,-106,-104,219.0,-265.0,-107,-107,-110.0,-110.0,223.0,-265.0,-115.0,-105.0,-110,-115,215,-286,-115,-109,-110.0,-118.0,225.0,-275.0,-110.0,-118.0,-105.0,-115.0,235.0,-285.0,-115.0,-105.0
2025-11-20 13:26:04,2025-11-23 13:00,Baltimore Ravens,New York Jets,No,171.7,No,-109.33,-110.22,-1085.22,671.44,-110.22,-109.67,-108,-112,-950,625,-112,-108,-110,-110,-1350,810,-110,-110,-110.0,-110.0,-952,590,-110.0,-110.0,-107,-113,-1100.0,709.0,-110,-110,-101,-109,-1100.0,709.0,-107,-107,-115.0,-105.0,-1100.0,700.0,-110.0,-110.0,-113,-113,-1115,600,-108,-117,-105.0,-115.0,-900.0,600.0,-110.0,-110.0,-115.0,-105.0,-1200.0,700.0,-115.0,-105.0
2025-11-20 13:26:04,2025-11-23 13:00,Chicago Bears,Pittsburgh Steelers,No,408.1,No,-115.11,-37.89,-145.33,121.78,-110.67,-109.56,-115,-105,-148,124,-102,-118,-115,-105,-144,122,-120,-102,-120.0,100.0,-147,120,-110.0,-110.0,-110,-110,-140.0,120.0,-110,-110,-105,-105,-140.0,120.0,-107,-107,-120.0,100.0,-140.0,120.0,-110.0,-110.0,-121,-106,-159,125,-112,-114,-120.0,100.0,-150.0,125.0,-110.0,-110.0,-110.0,-110.0,-140.0,120.0,-115.0,-105.0
2025-11-20 13:26:04,2025-11-23 13:00,Cincinnati Bengals,New England Patriots,No,726.2,No,-109.12,-110.38,243.12,-304.38,-112.25,-107.62,-110,-110,235,-290,-115,-105,-110,-110,260,-320,-115,-105,-110.0,-110.0,233,-300,-110.0,-110.0,-110,-110,241.0,-295.0,-110,-110,-105,-105,241.0,-295.0,-107,-107,,,,,,,-108,-118,245,-335,-113,-112,-110.0,-110.0,240.0,-300.0,-118.0,-102.0,-110.0,-110.0,250.0,-300.0,-110.0,-110.0
2025-11-20 13:26:04,2025-11-23 13:00,Detroit Lions,New York Giants,No,476.5,No,-84.89,-112.67,-591.11,428.89,-110.78,-109.22,-110,-110,-550,410,-108,-112,-102,-120,-650,480,-115,-105,-110.0,-110.0,-575,400,-110.0,-110.0,-105,-115,-550.0,415.0,-110,-110,100,-110,-550.0,415.0,-107,-107,-105.0,-115.0,-550.0,425.0,-110.0,-110.0,-112,-114,-670,440,-117,-109,-110.0,-110.0,-625.0,450.0,-110.0,-110.0,-110.0,-110.0,-600.0,425.0,-110.0,-110.0
2025-11-20 13:26:04,2025-11-23 13:00,Green Bay Packers,Minnesota Vikings,Yes,257.7,No,-85.89,-111.44,-297.78,238.44,-112.22,-107.89,-110,-110,-290,235,-118,-102,-110,-110,-320,260,-105,-115,-110.0,-110.0,-295,230,-110.0,-110.0,-105,-115,-285.0,234.0,-115,-105,100,-110,-285.0,234.0,-113,-102,-110.0,-110.0,-285.0,238.0,-115.0,-105.0,-113,-113,-335,240,-114,-112,-110.0,-110.0,-300.0,240.0,-110.0,-110.0,-105.0,-115.0,-285.0,235.0,-110.0,-110.0
2025-11-20 13:26:04,2025-11-23 13:00,Kansas City Chiefs,Indianapolis Colts,No,447.8,No,-13.22,-117.78,-180.89,151.78,-110.0,-109.89,-105,-115,-185,154,-108,-112,-102,-120,-186,156,-115,-105,100.0,-120.0,-177,143,-110.0,-110.0,105,-125,-175.0,153.0,-110,-110,109,-120,-175.0,153.0,-107,-107,100.0,-120.0,-175.0,150.0,-110.0,-110.0,-109,-117,-190,148,-110,-115,-102.0,-118.0,-185.0,154.0,-110.0,-110.0,-115.0,-105.0,-180.0,155.0,-110.0,-110.0
2025-11-20 13:26:04,2025-11-23 13:00,Tennessee Titans,Seattle Seahawks,No,1974.6,No,-109.67,-110.11,623.11,-974.89,-109.78,-110.22,-115,-105,600,-900,-118,-102,-118,-104,730,-1150,-110,-110,-110.0,-110.0,640,-1099,-110.0,-110.0,-110,-110,624.0,-925.0,-110,-110,-105,-105,624.0,-925.0,-107,-107,-110.0,-110.0,615.0,-925.0,-105.0,-115.0,-109,-117,575,-1000,-113,-113,-105.0,-115.0,600.0,-900.0,-105.0,-115.0,-105.0,-115.0,600.0,-950.0,-110.0,-110.0
2025-11-20 13:26:04,2025-11-23 16:05,Arizona Cardinals,Jacksonville Jaguars,No,1806.5,No,-88.11,-109.33,139.44,-165.78,-108.78,-111.22,-110,-110,140,-166,-108,-112,100,-122,130,-154,-105,-115,-115.0,-105.0,141,-182,-110.0,-110.0,-110,-110,145.0,-165.0,-110,-110,-105,-105,145.0,-165.0,-107,-107,-110.0,-110.0,142.0,-165.0,-110.0,-110.0,-118,-107,132,-165,-109,-117,-110.0,-110.0,140.0,-165.0,-110.0,-110.0,-115.0,-105.0,140.0,-165.0,-110.0,-110.0
2025-11-20 13:26:04,2025-11-23 16:05,Las Vegas Raiders,Cleveland Browns,No,1833.6,No,-110.89,-108.89,-206.33,170.44,-107.56,-112.67,-112,-108,-198,164,-102,-118,-118,-104,-210,176,-104,-118,-110.0,-110.0,-214,165,-110.0,-110.0,-110,-110,-205.0,177.0,-105,-115,-105,-105,-205.0,177.0,-102,-113,-110.0,-110.0,-200.0,170.0,-110.0,-110.0,-113,-113,-215,165,-115,-110,-110.0,-110.0,-200.0,165.0,-110.0,-110.0,-110.0,-110.0,-210.0,175.0,-110.0,-110.0
