Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-10-07 08:35:40,2025-10-09 20:15,New York Giants,Philadelphia Eagles,Yes,85.4,Yes,-66.22,-86.78,307.33,-400.89,-109.78,-111.11,100,-120,295,-375,-105,-115,-115,-105,310,-400,-118,-110,-115.0,-105.0,317.0,-395.0,-110.0,-110.0,-110,-110,310,-400,-110,-110,-120,100,302,-403,-110,-110,101,-112,316.0,-400.0,-107,-107,-115,-105,316.0,-400.0,-110,-110,-117,-109,300,-435,-113,-113,-105.0,-115.0,300.0,-400.0,-105.0,-115.0
2025-10-07 08:35:40,2025-10-12 08:31,New York Jets,Denver Broncos,No,1628.5,No,-18.22,-90.67,304.44,-394.89,-111.67,-108.33,-110,-110,310,-395,-115,-105,-115,-105,300,-375,-115,-105,100.0,-120.0,320.0,-400.0,-110.0,-110.0,-104,-118,300,-375,-110,-110,-120,100,298,-424,-110,-110,102,-113,316.0,-400.0,-107,-107,103,-123,316.0,-400.0,-110,-110,-120,-107,280,-385,-113,-113,100.0,-120.0,300.0,-400.0,-115.0,-105.0
2025-10-07 08:35:40,2025-10-12 13:00,Jacksonville Jaguars,Seattle Seahawks,No,2456.2,No,-107.71,-111.71,-115.8,-66.4,-111.29,-108.71,-102,-118,-110,-110,-115,-105,-110,-110,-120,100,-115,-105,,,,,,,-105,-115,-116,-102,-110,-110,-110,-110,-113,-113,-110,-110,-105,-105,,,-107,-107,-110,-110,,,-110,-110,-112,-114,-120,-107,-112,-114,,,,,,
2025-10-07 08:35:40,2025-10-12 13:01,Indianapolis Colts,Arizona Cardinals,No,1506.4,No,-108.67,-110.89,-299.44,239.67,-109.11,-110.78,-105,-115,-278,225,-110,-110,-110,-110,-300,240,-110,-110,-110.0,-110.0,-300.0,250.0,-110.0,-110.0,-105,-115,-290,230,-105,-115,-110,-110,-332,242,-110,-110,-105,-105,-300.0,245.0,-107,-107,-110,-110,-300.0,245.0,-110,-110,-113,-113,-295,230,-110,-115,-110.0,-110.0,-300.0,250.0,-110.0,-110.0
2025-10-07 08:35:40,2025-10-12 13:01,Baltimore Ravens,Los Angeles Rams,No,2326.9,No,-110.0,-109.56,311.33,-406.67,-110.44,-109.56,-108,-112,320,-410,-115,-105,-110,-110,325,-425,-110,-110,-110.0,-110.0,320.0,-400.0,-110.0,-110.0,-115,-105,300,-375,-115,-105,-110,-110,285,-400,-110,-110,-105,-105,316.0,-400.0,-102,-113,-110,-110,316.0,-400.0,-105,-115,-112,-114,310,-435,-112,-113,-110.0,-110.0,310.0,-415.0,-115.0,-105.0
2025-10-07 08:35:40,2025-10-12 13:01,Carolina Panthers,Dallas Cowboys,No,946.9,No,-116.89,8.33,155.22,-186.67,-109.11,-110.78,-115,-105,154,-185,-112,-108,-115,-105,155,-190,-110,-110,-120.0,100.0,155.0,-180.0,-110.0,-110.0,-112,-108,166,-198,-108,-112,-120,100,149,-192,-110,-110,-116,105,159.0,-182.0,-107,-107,-120,100,159.0,-182.0,-110,-110,-114,-112,140,-186,-110,-115,-120.0,100.0,160.0,-185.0,-105.0,-115.0
2025-10-07 08:35:40,2025-10-12 13:01,Pittsburgh Steelers,Cleveland Browns,Yes,114.4,No,-111.33,-86.0,-243.22,198.33,-112.33,-107.67,-115,-105,-238,195,-115,-105,-115,-105,-235,195,-110,-110,-110.0,-110.0,-245.0,205.0,-115.0,-105.0,-105,-115,-240,198,-108,-112,-110,-110,-246,186,-110,-110,-105,-105,-245.0,203.0,-113,-102,-110,-110,-245.0,203.0,-115,-105,-112,-114,-250,195,-110,-115,-120.0,100.0,-245.0,205.0,-115.0,-105.0
2025-10-07 08:35:40,2025-10-12 13:01,Miami Dolphins,Los Angeles Chargers,No,2336.5,No,-108.44,-111.33,181.0,-221.67,-110.44,-109.78,-105,-115,190,-230,-105,-115,-110,-110,180,-220,-110,-110,-110.0,-110.0,180.0,-210.0,-110.0,-110.0,-104,-118,198,-240,-120,-102,-110,-110,176,-230,-110,-110,-104,-106,180.0,-210.0,-107,-107,-109,-111,180.0,-210.0,-110,-110,-114,-112,165,-225,-112,-114,-110.0,-110.0,180.0,-220.0,-110.0,-110.0
2025-10-07 08:35:40,2025-10-12 16:06,Las Vegas Raiders,Tennessee Titans,No,1583.4,No,-108.22,-111.22,-234.89,191.89,-109.33,-110.78,-108,-112,-230,190,-112,-108,-110,-110,-250,200,-110,-110,-110.0,-110.0,-235.0,200.0,-110.0,-110.0,-106,-114,-230,190,-108,-112,-110,-110,-234,179,-110,-110,-103,-107,-225.0,189.0,-102,-113,-107,-113,-225.0,189.0,-105,-115,-110,-115,-250,195,-112,-114,-110.0,-110.0,-235.0,195.0,-115.0,-105.0
2025-10-07 08:35:40,2025-10-12 16:25,New Orleans Saints,New England Patriots,No,1340.6,No,-84.67,-112.67,167.89,-203.0,-110.78,-109.11,-105,-115,170,-205,-115,-105,-110,-110,155,-190,-110,-110,-105.0,-115.0,170.0,-200.0,-110.0,-110.0,-105,-115,176,-210,-115,-105,-105,-115,162,-212,-110,-110,100,-110,174.0,-200.0,-107,-107,-105,-115,174.0,-200.0,-110,-110,-112,-114,160,-210,-110,-115,-115.0,-105.0,170.0,-200.0,-110.0,-110.0
2025-10-07 08:35:40,2025-10-12 16:26,Green Bay Packers,Cincinnati Bengals,No,415.5,No,-84.44,-113.0,-1262.0,737.0,-110.33,-109.67,-110,-110,-1350,800,-108,-112,-105,-115,-1200,750,-110,-110,-110.0,-110.0,-1300.0,780.0,-110.0,-110.0,-108,-112,-1200,750,-115,-105,-110,-110,-1493,720,-110,-110,107,-118,-1200.0,754.0,-107,-107,-110,-110,-1200.0,754.0,-110,-110,-109,-117,-1115,600,-113,-113,-105.0,-115.0,-1300.0,725.0,-110.0,-110.0
2025-10-07 08:35:40,2025-10-12 16:26,Tampa Bay Buccaneers,San Francisco 49ers,No,2370.9,No,-85.0,-112.44,-158.22,132.22,-109.78,-110.22,-115,-105,-162,136,-110,-110,-110,-110,-165,140,-110,-110,-105.0,-115.0,-150.0,129.0,-110.0,-110.0,-105,-115,-156,132,-108,-112,-110,-110,-164,128,-110,-110,101,-112,-150.0,130.0,-107,-107,-102,-118,-150.0,130.0,-110,-110,-114,-112,-162,125,-113,-113,-105.0,-115.0,-165.0,140.0,-110.0,-110.0
2025-10-07 08:35:40,2025-10-12 20:20,Kansas City Chiefs,Detroit Lions,No,641.6,Yes,-108.14,-111.57,-116.43,-76.29,-112.14,-107.71,-105,-115,-120,100,-118,-102,-110,-110,-105,-115,-115,-105,,,,,,,-104,-118,-112,-104,-115,-105,-110,-110,-121,-105,-110,-110,-105,-105,-118.0,-102.0,-107,-107,-110,-110,-118.0,-102.0,-110,-110,-113,-113,-121,-106,-110,-115,,,,,,
