League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NFL,2026-07-20 18:59:47,2026-09-13 16:25,1edfa5ceaa1ad2cb57df1c1b908731f6,Los Angeles Chargers,Arizona Cardinals,No,351.1,No,AFC,West,NFC,West,-109.0,-110.22,-10.5,10.5,-593.33,430.78,-111.67,-108.0,46.28,-110,-110,-575,425,-110,-110,-110.0,-110.0,-600.0,450.0,-115.0,-105.0,-106.0,-114.0,-590.0,440.0,-110.0,-110.0,-105.0,-105.0,-600.0,446.0,-113.0,-102.0,-110.0,-110.0,-600.0,446.0,-115.0,-105.0,-110.0,-113.0,-500.0,360.0,-112.0,-110.0,-110.0,-110.0,-650.0,475.0,-110.0,-110.0,-110.0,-110.0,-600.0,425.0,-110.0,-110.0,-110.0,-110.0,-625.0,410.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-13 16:25,cb77efed7e711d25a72c1a2a0a1af119,Minnesota Vikings,Green Bay Packers,Yes,257.7,No,NFC,North,NFC,North,-90.33,-62.44,0.22,-0.22,-110.17,-111.17,-110.67,-109.0,45.44,-120,100,-105,-115,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-120.0,-102.0,-104.0,-112.0,-115.0,-105.0,-105.0,-105.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-113.0,-110.0,-106.0,-120.0,-114.0,-109.0,100.0,-120.0,-115.0,-105.0,-110.0,-110.0,-125.0,105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-121.0,-105.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-13 16:25,c5d95f48a16849ab6bebc68fbbfcb74a,Las Vegas Raiders,Miami Dolphins,No,2173.8,No,AFC,West,AFC,East,-112.22,-84.89,-3.33,3.33,-191.33,158.22,-110.0,-109.67,40.39,-110,-110,-198,164,-110,-110,-115.0,-105.0,-175.0,150.0,-110.0,-110.0,-120.0,-102.0,-210.0,176.0,-110.0,-110.0,-110.0,100.0,-177.0,155.0,-107.0,-107.0,-115.0,-105.0,-177.0,155.0,-110.0,-110.0,-110.0,-112.0,-200.0,150.0,-113.0,-110.0,-110.0,-110.0,-190.0,155.0,-110.0,-110.0,-110.0,-110.0,-195.0,165.0,-110.0,-110.0,-110.0,-110.0,-200.0,154.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-13 16:25,17885cb8dcade8f6c3bce14b2de805e8,Philadelphia Eagles,Washington Commanders,Yes,113.8,No,NFC,East,NFC,East,-110.33,-86.67,-4.33,4.33,-214.22,176.78,-112.22,-107.67,47.44,-110,-110,-218,180,-110,-110,-115.0,-105.0,-210.0,180.0,-115.0,-105.0,-105.0,-115.0,-215.0,180.0,-115.0,-105.0,-110.0,100.0,-210.0,180.0,-113.0,-102.0,-115.0,-105.0,-210.0,180.0,-115.0,-105.0,-113.0,-110.0,-215.0,170.0,-112.0,-112.0,-105.0,-115.0,-220.0,180.0,-110.0,-110.0,-110.0,-110.0,-220.0,180.0,-110.0,-110.0,-110.0,-110.0,-210.0,161.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-13 20:20,3e646c7479c57f5d9752d8c7dfe7059b,New York Giants,Dallas Cowboys,Yes,1387.3,Yes,NFC,East,NFC,East,-84.78,-112.56,2.56,-2.56,120.78,-145.0,-109.67,-110.0,46.83,-110,-110,124,-148,-110,-110,-110.0,-110.0,129.0,-150.0,-110.0,-110.0,-102.0,-120.0,128.0,-152.0,-115.0,-105.0,100.0,-110.0,120.0,-140.0,-105.0,-109.0,-105.0,-115.0,120.0,-140.0,-108.0,-112.0,-106.0,-118.0,112.0,-148.0,-109.0,-114.0,-110.0,-110.0,125.0,-150.0,-110.0,-110.0,-110.0,-110.0,125.0,-145.0,-110.0,-110.0,-110.0,-110.0,104.0,-132.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-14 20:15,5ad8135dc2b5f27de0b777acd317855a,Kansas City Chiefs,Denver Broncos,Yes,565.7,Yes,AFC,West,AFC,West,-108.33,-111.33,-2.78,2.78,-146.56,122.22,-109.78,-110.0,42.78,-115,-105,-142,120,-110,-110,-105.0,-115.0,-145.0,125.0,-110.0,-110.0,-118.0,-104.0,-146.0,124.0,-104.0,-118.0,-101.0,-109.0,-145.0,125.0,-107.0,-107.0,-106.0,-114.0,-145.0,125.0,-110.0,-110.0,-105.0,-120.0,-155.0,117.0,-112.0,-110.0,-105.0,-115.0,-160.0,135.0,-115.0,-105.0,-110.0,-110.0,-135.0,115.0,-110.0,-110.0,-110.0,-110.0,-146.0,114.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-27 13:00,1f3cfd315a24d1a7dd5859a8e6b88e18,Jacksonville Jaguars,New England Patriots,No,995.4,No,AFC,South,AFC,East,-105.0,-115.0,-1.5,1.5,-118.0,-102.0,-110.0,-110.0,45.5,-105,-115,-118,-102,-110,-110,-105.0,-115.0,,,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFL,2026-07-20 18:59:47,2026-09-28 20:15,47dc7baa254659f3beb2ed2b38c207b6,Chicago Bears,Philadelphia Eagles,No,665.3,Yes,NFC,North,NFC,East,-105.0,-115.0,-1.5,1.5,-118.0,-102.0,-110.0,-110.0,46.5,-105,-115,-118,-102,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFL,2026-07-20 18:59:47,2026-10-04 13:00,99a9bae4dc0dc2590496bd3102b211f2,Tampa Bay Buccaneers,Green Bay Packers,No,1180.2,No,NFC,South,NFC,North,-110.0,-110.0,1.5,-1.5,105.0,-125.0,-110.0,-110.0,47.5,-110,-110,105,-125,-110,-110,-110.0,-110.0,,,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFL,2026-07-20 18:59:47,2026-10-11 16:25,2caea57b1e5cfbba1334cfbfd46f6771,Green Bay Packers,Chicago Bears,Yes,183.6,No,NFC,North,NFC,North,-110.0,-110.0,-3.0,3.0,-166.0,140.0,-110.0,-110.0,49.5,-110,-110,-166,140,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFL,2026-07-20 18:59:47,2026-10-18 16:05,3729ac6d2a66b642850caf2044cdc658,Los Angeles Rams,Arizona Cardinals,Yes,351.1,No,NFC,West,NFC,West,-110.0,-110.0,-13.5,13.5,-700.0,500.0,-110.0,-110.0,47.5,-110,-110,-700,500,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFL,2026-07-20 18:59:47,2026-11-05 20:15,c75744790b7acf6260c78ba5e739c0e5,Baltimore Ravens,Jacksonville Jaguars,No,679.6,Yes,AFC,North,AFC,South,-110.0,-110.0,-4.5,4.5,-205.0,170.0,-110.0,-110.0,49.5,-110,-110,-205,170,-110,-110,-110.0,-110.0,,,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFL,2026-07-20 18:59:47,2026-11-15 16:05,6c932a965110f3f89ec4a5f1a6ac256e,Arizona Cardinals,Los Angeles Rams,Yes,351.1,No,NFC,West,NFC,West,-110.0,-110.0,10.5,-10.5,360.0,-470.0,-110.0,-110.0,47.5,-110,-110,360,-470,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFL,2026-07-20 18:59:47,2026-11-22 13:00,403a88701352da05b0710a9e883b803e,Kansas City Chiefs,Arizona Cardinals,No,1060.7,No,AFC,West,NFC,West,-110.0,-110.0,-11.5,11.5,-600.0,440.0,-110.0,-110.0,44.5,-110,-110,-600,440,-110,-110,-110.0,-110.0,,,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFL,2026-07-20 18:59:47,2026-12-06 13:00,0236f9aa68d65ea03bd1ca025b749c20,Chicago Bears,Jacksonville Jaguars,No,862.5,No,NFC,North,AFC,South,-115.0,-105.0,-2.5,2.5,-142.0,120.0,-110.0,-110.0,47.5,-115,-105,-142,120,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
