League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NFL,2026-07-20 18:59:47,2026-09-09 20:15,8c94552d022acec4a0458d70c19d3da9,Seattle Seahawks,New England Patriots,No,2491.3,Yes,NFC,West,AFC,East,-85.44,-111.89,-3.72,3.72,-200.33,166.0,-110.56,-109.11,44.11,-110,-110,-192,160,-110,-110,-110.0,-110.0,-190.0,163.0,-110.0,-110.0,-102.0,-120.0,-198.0,166.0,-115.0,-105.0,100.0,-110.0,-190.0,165.0,-107.0,-107.0,-105.0,-115.0,-190.0,165.0,-110.0,-110.0,-112.0,-112.0,-240.0,185.0,-113.0,-110.0,-110.0,-110.0,-200.0,165.0,-110.0,-110.0,-110.0,-110.0,-195.0,165.0,-110.0,-110.0,-110.0,-110.0,-208.0,160.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-10 20:35,acc580d74344ea3b31bbcdd057fe6a9c,Los Angeles Rams,San Francisco 49ers,Yes,313.4,Yes,NFC,West,NFC,West,-108.75,-110.25,-3.5,3.5,-191.56,159.33,-109.33,-110.56,48.61,-105,-115,-185,154,-110,-110,-110.0,-110.0,-185.0,159.0,-110.0,-110.0,-115.0,-105.0,-210.0,176.0,-102.0,-120.0,-105.0,-105.0,-185.0,161.0,-107.0,-107.0,-110.0,-110.0,-185.0,161.0,-110.0,-110.0,-110.0,-112.0,-195.0,150.0,-110.0,-113.0,-110.0,-110.0,-200.0,165.0,-115.0,-105.0,-105.0,-115.0,-180.0,155.0,-110.0,-110.0,,,-199.0,153.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-13 13:00,95c01d1bb797d6df14824b106c5a9130,Pittsburgh Steelers,Atlanta Falcons,No,521.0,No,AFC,North,NFC,South,-112.78,-84.44,-2.83,2.83,-153.78,129.89,-109.67,-110.0,41.56,-115,-105,-142,120,-110,-110,-110.0,-110.0,-160.0,138.0,-110.0,-110.0,-120.0,-102.0,-146.0,124.0,-105.0,-115.0,-110.0,100.0,-160.0,140.0,-107.0,-107.0,-115.0,-105.0,-160.0,140.0,-110.0,-110.0,-105.0,-118.0,-157.0,128.0,-110.0,-113.0,-115.0,-105.0,-160.0,135.0,-115.0,-105.0,-115.0,-105.0,-140.0,120.0,-110.0,-110.0,-110.0,-110.0,-159.0,124.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-13 13:00,b6cfdcbafa61ce220ba87dc2d9b80c77,Indianapolis Colts,Baltimore Ravens,No,510.6,No,AFC,South,AFC,North,-108.22,-110.89,3.5,-3.5,161.89,-194.33,-108.33,-111.44,48.56,-110,-110,154,-185,-110,-110,-110.0,-110.0,163.0,-190.0,-105.0,-115.0,-105.0,-115.0,168.0,-200.0,-110.0,-110.0,-105.0,-105.0,165.0,-190.0,-102.0,-113.0,-110.0,-110.0,165.0,-190.0,-105.0,-115.0,-109.0,-113.0,165.0,-210.0,-113.0,-110.0,-105.0,-115.0,165.0,-200.0,-110.0,-110.0,-110.0,-110.0,155.0,-180.0,-110.0,-110.0,-110.0,-110.0,157.0,-204.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-13 13:00,7e09efed7e12c659b82740b67ce2f9a1,Houston Texans,Buffalo Bills,No,1290.3,No,AFC,South,AFC,East,-114.11,-38.67,1.22,-1.22,-59.78,-116.44,-109.33,-110.33,44.5,-115,-105,100,-120,-110,-110,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-122.0,100.0,-106.0,-110.0,-112.0,-108.0,-110.0,100.0,-105.0,-115.0,-102.0,-113.0,-115.0,-105.0,-105.0,-115.0,-105.0,-115.0,-110.0,-113.0,-104.0,-120.0,-110.0,-112.0,-120.0,100.0,-105.0,-115.0,-115.0,-105.0,-115.0,-105.0,100.0,-120.0,-110.0,-110.0,-110.0,-110.0,-108.0,-118.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-13 13:00,fc362aff0d889ec52d358307a70c32ed,Carolina Panthers,Chicago Bears,No,586.0,No,NFC,South,NFC,North,-62.0,-112.78,2.44,-2.44,116.22,-139.44,-110.0,-109.67,45.28,-110,-110,114,-135,-110,-110,100.0,-120.0,120.0,-140.0,-110.0,-110.0,-105.0,-115.0,118.0,-138.0,-110.0,-110.0,100.0,-110.0,120.0,-140.0,-107.0,-107.0,-105.0,-115.0,120.0,-140.0,-110.0,-110.0,-113.0,-110.0,108.0,-143.0,-113.0,-110.0,-105.0,-115.0,118.0,-140.0,-110.0,-110.0,-110.0,-110.0,115.0,-135.0,-110.0,-110.0,-110.0,-110.0,113.0,-144.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-13 13:00,ed6d24ff979f9c71979fead577b0b3f7,Cincinnati Bengals,Tampa Bay Buccaneers,No,775.0,No,AFC,North,NFC,South,-87.0,-110.0,-3.5,3.5,-197.44,164.44,-110.22,-109.44,52.11,-110,-110,-192,160,-110,-110,-110.0,-110.0,-190.0,163.0,-110.0,-110.0,-115.0,-105.0,-210.0,176.0,-112.0,-108.0,100.0,-110.0,-190.0,165.0,-107.0,-107.0,-105.0,-115.0,-190.0,165.0,-110.0,-110.0,-113.0,-110.0,-200.0,160.0,-113.0,-110.0,-110.0,-110.0,-200.0,165.0,-110.0,-110.0,-110.0,-110.0,-195.0,165.0,-110.0,-110.0,-110.0,-110.0,-210.0,161.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-13 13:00,e55c6fe19fce094ce214c8b0e5b504e9,Jacksonville Jaguars,Cleveland Browns,No,771.0,No,AFC,South,AFC,North,-109.89,-109.33,-7.5,7.5,-387.67,299.22,-111.38,-108.5,40.5,-110,-110,-360,285,-110,-110,-110.0,-110.0,-360.0,290.0,-110.0,-110.0,-115.0,-105.0,-405.0,320.0,-118.0,-104.0,-105.0,-105.0,-360.0,289.0,-107.0,-107.0,-110.0,-110.0,-360.0,289.0,-110.0,-110.0,-109.0,-114.0,-420.0,310.0,-108.0,-115.0,-110.0,-110.0,-425.0,325.0,-118.0,-102.0,-110.0,-110.0,-370.0,285.0,-110.0,-110.0,-110.0,-110.0,-429.0,300.0,,
NFL,2026-07-20 18:59:47,2026-09-13 13:00,c1d3fcec25aaeb06ebd2244d33d338e0,Detroit Lions,New Orleans Saints,No,939.6,No,NFC,North,NFC,South,-109.67,-109.67,-7.06,7.06,-347.78,271.89,-110.22,-109.44,49.39,-110,-110,-325,260,-110,-110,-110.0,-110.0,-335.0,272.0,-110.0,-110.0,-115.0,-105.0,-370.0,295.0,-115.0,-105.0,-105.0,-105.0,-335.0,270.0,-107.0,-107.0,-110.0,-110.0,-335.0,270.0,-110.0,-110.0,-107.0,-117.0,-400.0,290.0,-110.0,-113.0,-110.0,-110.0,-350.0,275.0,-110.0,-110.0,-110.0,-110.0,-330.0,265.0,-110.0,-110.0,-110.0,-110.0,-350.0,250.0,-110.0,-110.0
NFL,2026-07-20 18:59:47,2026-09-13 13:00,7dddb296a42e7a41a774b24bd1709ce1,Tennessee Titans,New York Jets,No,758.3,No,AFC,South,AFC,East,-112.44,-40.22,-2.5,2.5,-145.89,122.78,-110.56,-109.11,38.5,-110,-110,-142,120,-110,-110,-120.0,100.0,-150.0,129.0,-110.0,-110.0,-110.0,-110.0,-134.0,116.0,-110.0,-110.0,-110.0,100.0,-150.0,130.0,-107.0,-107.0,-115.0,-105.0,-150.0,130.0,-110.0,-110.0,-112.0,-112.0,-150.0,120.0,-113.0,-110.0,-120.0,100.0,-155.0,130.0,-115.0,-105.0,-105.0,-115.0,-135.0,115.0,-110.0,-110.0,-110.0,-110.0,-147.0,115.0,-110.0,-110.0
