Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
2025-12-07 13:23:21,2025-12-07 13:02,Atlanta Falcons,Seattle Seahawks,No,2181.2,No,-117.0,-112.83,210.83,-288.83,-118.5,-113.17,-115,-115,220,-298,-120,-110,-120,-110,215,-290,-114,-118,-118.0,-105.0,200,-250,-125.0,-105.0,-124,-114,230,-360,-117,-121,-110,-118,210,-275,-125,-105,-115,-115,190,-260,-110,-120,,,,,,,,,,,,,,,,,,
2025-12-07 13:23:21,2025-12-07 13:02,Buffalo Bills,Cincinnati Bengals,No,392.7,No,-118.83,-112.0,-178.5,137.83,-79.0,-118.5,-120,-110,-145,114,-115,-115,-130,-102,-164,128,100,-132,-118.0,-111.0,-200,160,-111.0,-118.0,-110,-127,-167,120,-115,-121,-125,-102,-155,125,-118,-110,-110,-120,-240,180,-115,-115,,,,,,,,,,,,,,,,,,
2025-12-07 13:23:21,2025-12-07 13:02,Jacksonville Jaguars,Indianapolis Colts,Yes,699.0,No,-120.17,-111.33,-82.67,-45.83,-115.17,-82.33,-120,-110,-105,-125,-110,-120,-118,-112,100,-128,-132,100,-125.0,-105.0,-143,120,-111.0,-118.0,-118,-121,-108,-129,-115,-121,-125,-105,-105,-118,-118,-110,-115,-115,-135,105,-105,-125,,,,,,,,,,,,,,,,,,
2025-12-07 13:23:21,2025-12-07 13:02,Tampa Bay Buccaneers,New Orleans Saints,Yes,478.6,No,-117.0,-113.0,-480.0,325.83,-115.17,-115.83,-120,-110,-540,360,-115,-115,-128,-104,-530,360,-112,-118,-111.0,-111.0,-455,330,-105.0,-125.0,-118,-120,-530,320,-114,-122,-110,-118,-450,325,-125,-105,-115,-115,-375,260,-120,-110,,,,,,,,,,,,,,,,,,
2025-12-07 13:23:21,2025-12-07 13:02,Cleveland Browns,Tennessee Titans,No,458.6,No,-113.83,-117.17,158.17,-208.67,-116.8,-114.8,-115,-115,165,-215,-110,-120,-110,-120,154,-200,-122,-108,-105.0,-125.0,170,-222,,,-118,-118,155,-220,-117,-121,-125,-105,140,-175,-125,-105,-110,-120,165,-220,-110,-120,,,,,,,,,,,,,,,,,,
2025-12-07 13:23:21,2025-12-07 13:02,New York Jets,Miami Dolphins,Yes,1083.3,No,-111.0,-118.83,470.83,-792.5,-115.17,-115.67,-110,-120,575,-950,-120,-110,-110,-120,560,-1000,-114,-114,-105.0,-118.0,330,-455,-105.0,-125.0,-121,-117,510,-1000,-117,-120,-110,-118,475,-750,-115,-115,-110,-120,375,-600,-120,-110,,,,,,,,,,,,,,,,,,
2025-12-07 13:23:21,2025-12-07 13:02,Baltimore Ravens,Pittsburgh Steelers,Yes,197.6,No,-75.6,-76.6,-220.17,162.67,-113.33,-117.5,-105,-125,-175,135,-110,-120,-136,102,-174,136,-108,-122,,,-400,275,-111.0,-118.0,-122,-115,-182,130,-118,-120,100,-130,-170,135,-118,-110,-115,-115,-220,165,-115,-115,,,,,,,,,,,,,,,,,,
2025-12-07 13:23:21,2025-12-07 13:02,Minnesota Vikings,Washington Commanders,No,940.4,No,-50.17,-47.33,-132.67,2.67,-79.67,-118.0,-130,100,-115,-115,-110,-120,100,-132,-128,100,100,-132,-125.0,100.0,-154,125,-111.0,-118.0,-121,-117,-134,-104,-124,-113,100,-130,-110,-110,-118,-110,-125,-105,-155,120,-115,-115,,,,,,,,,,,,,,,,,,
2025-12-07 13:23:21,2025-12-07 16:05,Las Vegas Raiders,Denver Broncos,Yes,609.3,No,-112.67,-86.11,343.11,-454.44,-108.89,-111.11,-110,-110,370,-485,-105,-115,-118,-104,350,-450,-106,-114,-110.0,-110.0,345,-480,-110.0,-110.0,-114,-112,330,-480,-112,-114,-110,-120,360,-475,-110,-110,-110,-110,300,-400,-110,-110,-117.0,106.0,344.0,-440.0,-107.0,-107.0,-115.0,-105.0,344.0,-440.0,-110.0,-110.0,-110.0,-110.0,345.0,-440.0,-110.0,-110.0
2025-12-07 13:23:21,2025-12-07 16:25,Arizona Cardinals,Los Angeles Rams,Yes,351.1,No,-111.78,-85.56,369.78,-492.78,-111.78,-108.33,-110,-110,380,-500,-110,-110,-115,-105,400,-520,-115,-105,-110.0,-110.0,345,-480,-110.0,-110.0,-110,-115,350,-500,-113,-113,-110,-110,375,-500,-110,-110,-110,-110,355,-490,-110,-110,-121.0,110.0,374.0,-485.0,-113.0,-102.0,-110.0,-110.0,374.0,-485.0,-115.0,-105.0,-110.0,-110.0,375.0,-475.0,-110.0,-110.0
2025-12-07 13:23:21,2025-12-07 16:25,Green Bay Packers,Chicago Bears,Yes,183.6,No,-89.22,-108.22,-310.0,247.0,-111.89,-108.44,-115,-105,-305,245,-105,-115,-115,-105,-310,250,-120,-102,-115.0,-105.0,-325,246,-110.0,-110.0,-115,-110,-335,245,-114,-112,-115,-105,-300,240,-110,-110,-115,-105,-290,240,-110,-110,117.0,-129.0,-315.0,256.0,-113.0,-102.0,-115.0,-105.0,-315.0,256.0,-115.0,-105.0,-115.0,-105.0,-295.0,245.0,-110.0,-110.0
