Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-11-22 20:38:31,2025-11-23 13:00,Baltimore Ravens,New York Jets,No,171.7,No,-112.67,-106.78,-1298.56,752.0,-109.67,-110.22,-112,-108,-1000,650,-112,-108,-114.0,-106.0,-1400.0,830.0,-110.0,-110.0,-110,-110,-1457,756,-110,-110,-109.0,-101.0,-1250.0,776.0,-107.0,-107.0,-114.0,-106.0,-1250.0,776.0,-110.0,-110.0,-115.0,-105.0,-1300.0,780.0,-110.0,-110.0,-115,-110,-1430,700,-113,-112,-110.0,-110.0,-1400.0,800.0,-110.0,-110.0,-115.0,-105.0,-1200.0,700.0,-105.0,-115.0
2025-11-22 20:38:31,2025-11-23 13:00,Chicago Bears,Pittsburgh Steelers,No,408.1,No,-115.78,-59.33,-146.22,122.89,-110.0,-110.0,-115,-105,-148,124,-115,-105,-115.0,-105.0,-146.0,124.0,-105.0,-115.0,-115,-105,-147,120,-110,-110,-109.0,-101.0,-144.0,124.0,-107.0,-107.0,-115.0,-105.0,-144.0,124.0,-110.0,-110.0,-120.0,100.0,-145.0,125.0,-110.0,-110.0,-118,-108,-152,120,-113,-113,-115.0,-105.0,-145.0,120.0,-110.0,-110.0,-120.0,100.0,-145.0,125.0,-110.0,-110.0
2025-11-22 20:38:31,2025-11-23 13:00,Cincinnati Bengals,New England Patriots,No,726.2,No,-109.89,-87.44,305.44,-393.22,-111.33,-86.33,-112,-108,285,-360,-120,100,-110.0,-110.0,315.0,-400.0,-115.0,-105.0,-110,-110,317,-429,-110,-110,-110.0,100.0,296.0,-370.0,-107.0,-107.0,-110.0,-110.0,296.0,-370.0,-110.0,-110.0,-110.0,-110.0,320.0,-400.0,-110.0,-110.0,-112,-114,320,-455,-110,-115,-110.0,-110.0,310.0,-375.0,-110.0,-110.0,-105.0,-115.0,290.0,-380.0,-110.0,-110.0
2025-11-22 20:38:31,2025-11-23 13:00,Detroit Lions,New York Giants,No,476.5,No,-109.11,-110.44,-929.78,604.11,-111.89,-108.22,-105,-115,-950,625,-115,-105,-115.0,-105.0,-950.0,640.0,-120.0,-102.0,-110,-110,-1133,661,-110,-110,-105.0,-105.0,-900.0,613.0,-107.0,-107.0,-110.0,-110.0,-900.0,613.0,-110.0,-110.0,-110.0,-110.0,-900.0,600.0,-110.0,-110.0,-112,-114,-835,510,-115,-110,-110.0,-110.0,-900.0,600.0,-110.0,-110.0,-105.0,-115.0,-900.0,575.0,-110.0,-110.0
2025-11-22 20:38:31,2025-11-23 13:00,Green Bay Packers,Minnesota Vikings,Yes,257.7,No,-86.89,-110.44,-288.11,230.78,-107.67,-112.44,-115,-105,-278,225,-108,-112,-105.0,-115.0,-295.0,240.0,-105.0,-115.0,-110,-110,-285,222,-110,-110,100.0,-110.0,-280.0,230.0,-102.0,-113.0,-105.0,-115.0,-280.0,230.0,-105.0,-115.0,-115.0,-105.0,-280.0,235.0,-105.0,-115.0,-112,-114,-335,240,-114,-112,-105.0,-115.0,-285.0,230.0,-110.0,-110.0,-115.0,-105.0,-275.0,225.0,-110.0,-110.0
2025-11-22 20:38:31,2025-11-23 13:00,Kansas City Chiefs,Indianapolis Colts,No,447.8,No,-88.78,-19.78,-183.67,154.22,-107.22,-112.78,-105,-115,-180,150,-108,-112,-105.0,-115.0,-180.0,152.0,-105.0,-115.0,-120,100,-183,148,-110,-110,103.0,-114.0,-185.0,161.0,-102.0,-113.0,-122.0,102.0,-185.0,161.0,-105.0,-115.0,-120.0,100.0,-185.0,159.0,-110.0,-110.0,-108,-118,-190,148,-110,-115,-102.0,-118.0,-185.0,154.0,-110.0,-110.0,-120.0,100.0,-180.0,155.0,-105.0,-115.0
2025-11-22 20:38:31,2025-11-23 13:00,Tennessee Titans,Seattle Seahawks,No,1974.6,No,-109.78,-87.44,627.89,-973.22,-109.0,-111.0,-108,-112,625,-950,-110,-110,-105.0,-115.0,700.0,-1100.0,-105.0,-115.0,-110,-110,647,-1009,-110,-110,-105.0,-105.0,637.0,-950.0,-107.0,-107.0,-110.0,-110.0,637.0,-950.0,-110.0,-110.0,-120.0,100.0,630.0,-950.0,-110.0,-110.0,-115,-110,575,-1000,-109,-117,-110.0,-110.0,600.0,-900.0,-110.0,-110.0,-105.0,-115.0,600.0,-950.0,-110.0,-110.0
2025-11-22 20:38:31,2025-11-23 16:05,Arizona Cardinals,Jacksonville Jaguars,No,1806.5,No,-109.89,-109.44,115.78,-138.22,-110.0,-109.89,-115,-105,114,-135,-108,-112,-110.0,-110.0,120.0,-142.0,-110.0,-110.0,-110,-110,118,-145,-110,-110,-107.0,-103.0,115.0,-135.0,-107.0,-107.0,-112.0,-108.0,115.0,-135.0,-110.0,-110.0,-105.0,-115.0,110.0,-130.0,-110.0,-110.0,-110,-114,120,-152,-115,-110,-115.0,-105.0,115.0,-135.0,-110.0,-110.0,-105.0,-115.0,115.0,-135.0,-110.0,-110.0
2025-11-22 20:38:31,2025-11-23 16:05,Las Vegas Raiders,Cleveland Browns,No,1833.6,No,-109.89,-109.78,-200.33,167.33,-108.11,-112.11,-112,-108,-192,160,-102,-118,-118.0,-104.0,-205.0,172.0,-104.0,-118.0,-110,-110,-206,166,-110,-110,-102.0,-108.0,-200.0,174.0,-105.0,-109.0,-107.0,-113.0,-200.0,174.0,-108.0,-112.0,-110.0,-110.0,-200.0,170.0,-110.0,-110.0,-110,-115,-215,165,-114,-112,-110.0,-110.0,-200.0,165.0,-110.0,-110.0,-110.0,-110.0,-185.0,160.0,-110.0,-110.0
2025-11-22 20:38:31,2025-11-23 16:25,New Orleans Saints,Atlanta Falcons,Yes,424.5,No,-87.22,-110.11,-133.44,112.0,-110.22,-109.67,-105,-115,-135,114,-105,-115,-112.0,-108.0,-134.0,114.0,-115.0,-105.0,-110,-110,-135,110,-110,-110,-107.0,-103.0,-135.0,115.0,-107.0,-107.0,-112.0,-108.0,-135.0,115.0,-110.0,-110.0,-115.0,-105.0,-135.0,115.0,-110.0,-110.0,-114,-112,-127,100,-115,-110,-110.0,-110.0,-130.0,110.0,-110.0,-110.0,100.0,-120.0,-135.0,115.0,-110.0,-110.0
