Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-11-20 07:36:26,2025-11-20 20:15,Houston Texans,Buffalo Bills,No,1290.3,Yes,-85.22,-112.33,234.89,-291.33,-109.56,-110.44,-102,-118,220,-270,-108,-112,100,-122,235,-290,-108,-112,-110.0,-110.0,234.0,-302.0,-110.0,-110.0,-110,-110,245.0,-300.0,-110,-110,-102,-108,245.0,-300.0,-107,-107,-110,-110,250.0,-300.0,-110,-110,-113,-113,225,-295,-113,-113,-110.0,-110.0,230.0,-285.0,-115.0,-105.0,-110.0,-110.0,230.0,-280.0,-105.0,-115.0
2025-11-20 07:36:26,2025-11-23 13:00,Baltimore Ravens,New York Jets,No,171.7,No,-110.44,-109.11,-1084.89,666.44,-111.22,-108.78,-108,-112,-1000,650,-112,-108,-110,-110,-1150,730,-110,-110,-110.0,-110.0,-1099.0,600.0,-110.0,-110.0,-107,-113,-1100.0,709.0,-110,-110,-101,-109,-1100.0,709.0,-107,-107,-115,-105,-1100.0,700.0,-110,-110,-113,-113,-1115,600,-117,-109,-115.0,-105.0,-900.0,600.0,-110.0,-110.0,-115.0,-105.0,-1200.0,700.0,-115.0,-105.0
2025-11-20 07:36:26,2025-11-23 13:00,Chicago Bears,Pittsburgh Steelers,No,408.1,No,-115.67,-37.33,-146.33,121.89,-110.11,-110.11,-115,-105,-148,124,-102,-118,-115,-105,-144,122,-120,-102,-120.0,100.0,-150.0,118.0,-110.0,-110.0,-110,-110,-140.0,120.0,-110,-110,-105,-105,-140.0,120.0,-107,-107,-120,100,-140.0,120.0,-110,-110,-121,-106,-165,128,-112,-114,-120.0,100.0,-150.0,125.0,-110.0,-110.0,-115.0,-105.0,-140.0,120.0,-110.0,-110.0
2025-11-20 07:36:26,2025-11-23 13:00,Cincinnati Bengals,New England Patriots,No,726.2,No,-87.78,-65.11,298.89,-385.22,-109.44,-110.56,-110,-110,295,-375,-110,-110,-106,-114,295,-370,-105,-115,-120.0,100.0,275.0,-377.0,-110.0,-110.0,-102,-118,310.0,-390.0,-110,-110,103,-114,310.0,-390.0,-107,-107,-120,100,320.0,-400.0,-110,-110,-115,-110,290,-400,-113,-113,-115.0,-105.0,300.0,-375.0,-110.0,-110.0,-105.0,-115.0,295.0,-390.0,-110.0,-110.0
2025-11-20 07:36:26,2025-11-23 13:00,Detroit Lions,New York Giants,No,476.5,No,-84.67,-112.67,-586.11,421.11,-110.33,-109.67,-110,-110,-550,410,-108,-112,-102,-120,-560,420,-115,-105,-110.0,-110.0,-575.0,380.0,-110.0,-110.0,-105,-115,-550.0,415.0,-110,-110,100,-110,-550.0,415.0,-107,-107,-105,-115,-550.0,425.0,-110,-110,-110,-114,-715,450,-113,-113,-110.0,-110.0,-625.0,450.0,-110.0,-110.0,-110.0,-110.0,-600.0,425.0,-110.0,-110.0
2025-11-20 07:36:26,2025-11-23 13:00,Green Bay Packers,Minnesota Vikings,Yes,257.7,No,-85.44,-111.89,-295.56,235.56,-110.33,-109.78,-110,-110,-290,235,-102,-118,-110,-110,-295,240,-105,-115,-110.0,-110.0,-300.0,224.0,-110.0,-110.0,-105,-115,-285.0,234.0,-115,-105,100,-110,-285.0,234.0,-113,-102,-105,-115,-285.0,238.0,-115,-105,-114,-112,-335,240,-113,-113,-110.0,-110.0,-300.0,240.0,-110.0,-110.0,-105.0,-115.0,-285.0,235.0,-110.0,-110.0
2025-11-20 07:36:26,2025-11-23 13:00,Kansas City Chiefs,Indianapolis Colts,No,447.8,No,-13.22,-117.78,-180.22,150.44,-110.0,-109.89,-105,-115,-185,154,-108,-112,-102,-120,-186,156,-115,-105,100.0,-120.0,-190.0,147.0,-110.0,-110.0,105,-125,-173.0,152.0,-110,-110,109,-120,-173.0,152.0,-107,-107,100,-120,-175.0,150.0,-110,-110,-109,-117,-190,148,-110,-115,-102.0,-118.0,-175.0,145.0,-110.0,-110.0,-115.0,-105.0,-175.0,150.0,-110.0,-110.0
2025-11-20 07:36:26,2025-11-23 13:00,Tennessee Titans,Seattle Seahawks,No,1974.6,No,-110.44,-109.0,627.67,-1000.56,-108.89,-111.11,-112,-108,625,-950,-110,-110,-112,-108,700,-1100,-110,-110,-110.0,-110.0,620.0,-1205.0,-110.0,-110.0,-110,-110,637.0,-950.0,-110,-110,-105,-105,637.0,-950.0,-107,-107,-110,-110,630.0,-950.0,-105,-115,-115,-110,575,-1000,-113,-113,-110.0,-110.0,600.0,-900.0,-105.0,-115.0,-110.0,-110.0,625.0,-1000.0,-110.0,-110.0
2025-11-20 07:36:26,2025-11-23 16:05,Arizona Cardinals,Jacksonville Jaguars,No,1806.5,No,-88.56,-86.89,136.89,-163.22,-109.44,-110.44,-110,-110,140,-166,-108,-112,100,-122,130,-154,-105,-115,-115.0,-105.0,141.0,-182.0,-110.0,-110.0,-115,-105,140.0,-160.0,-110,-110,-110,100,140.0,-160.0,-107,-107,-115,-105,138.0,-160.0,-110,-110,-107,-120,123,-157,-115,-110,-110.0,-110.0,140.0,-165.0,-110.0,-110.0,-115.0,-105.0,140.0,-165.0,-110.0,-110.0
2025-11-20 07:36:26,2025-11-23 16:05,Las Vegas Raiders,Cleveland Browns,No,1833.6,No,-111.44,-108.22,-207.0,170.89,-107.22,-113.11,-115,-105,-205,170,-105,-115,-118,-104,-205,172,-104,-118,-110.0,-110.0,-218.0,167.0,-110.0,-110.0,-110,-110,-205.0,177.0,-105,-115,-105,-105,-205.0,177.0,-102,-113,-110,-110,-200.0,170.0,-110,-110,-115,-110,-215,165,-109,-117,-110.0,-110.0,-200.0,165.0,-110.0,-110.0,-110.0,-110.0,-210.0,175.0,-110.0,-110.0
2025-11-20 07:36:26,2025-11-23 16:25,New Orleans Saints,Atlanta Falcons,Yes,424.5,No,-111.33,-86.0,-127.11,83.56,-111.44,-108.67,-110,-110,-130,110,-108,-112,-110,-110,-126,108,-105,-115,-110.0,-110.0,-131.0,103.0,-110.0,-110.0,-110,-110,-130.0,110.0,-115,-105,-105,-105,-130.0,110.0,-113,-102,-120,100,-125.0,105.0,-110,-110,-112,-114,-122,-104,-117,-109,-110.0,-110.0,-125.0,105.0,-110.0,-110.0,-115.0,-105.0,-125.0,105.0,-115.0,-105.0
2025-11-20 07:36:26,2025-11-23 16:25,Dallas Cowboys,Philadelphia Eagles,Yes,1314.7,No,-92.78,-38.33,148.78,-178.56,-113.22,-106.89,100,-120,145,-175,-118,-102,-122,100,142,-168,-115,-105,-115.0,-105.0,142.0,-184.0,-110.0,-110.0,-124,104,149.0,-170.0,-115,-105,-119,108,149.0,-170.0,-113,-102,-115,-105,159.0,-185.0,-110,-110,-120,-107,148,-190,-113,-113,-115.0,-105.0,155.0,-190.0,-110.0,-110.0,-105.0,-115.0,150.0,-175.0,-115.0,-105.0
