Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2026-01-01 13:26:57,2026-01-03 16:30,Tampa Bay Buccaneers,Carolina Panthers,Yes,508.8,No,-112.33,-41.0,-150.78,126.44,-109.5,-109.75,-102,-118,-155,130,-115,-105,-120,100,-150,129,-110,-110,-102,-120,-146,124,-110,-110,-115,-105,-153,125,-110,-110,-120,109,-150,130,-104,-110,-124,104,-150,130,-107,-113,-102,-118,-145,120,-115,-105,-121,-106,-148,115,,,-105,-115,-160,135,-105,-115
2026-01-01 13:26:57,2026-01-03 20:00,San Francisco 49ers,Seattle Seahawks,Yes,703.7,Yes,-85.56,-111.89,80.11,-123.11,-111.12,-108.38,-108,-112,100,-120,-110,-110,-105,-115,105,-125,-110,-110,-112,-108,100,-118,-118,-104,-110,-110,101,-123,-110,-110,102,-113,105,-125,-109,-105,-110,-110,105,-125,-112,-108,-110,-110,-102,-118,-110,-110,-112,-114,102,-129,,,-105,-115,105,-125,-110,-110
2026-01-01 13:26:57,2026-01-04 13:00,Atlanta Falcons,New Orleans Saints,Yes,424.5,No,-62.44,-90.78,-180.67,151.44,-112.0,-107.38,-108,-112,-185,154,-118,-102,-110,-110,-185,159,-110,-110,-122,100,-178,148,-105,-115,-110,-110,-186,150,-110,-110,103,-114,-180,157,-113,-102,-102,-118,-180,157,-115,-105,-105,-115,-175,145,-115,-105,-108,-118,-177,138,,,100,-120,-180,155,-110,-110
2026-01-01 13:26:57,2026-01-04 13:00,Cincinnati Bengals,Cleveland Browns,Yes,223.1,No,-108.89,-110.67,-375.11,292.78,-83.12,-111.12,-108,-112,-375,295,-110,-110,-110,-110,-355,285,-110,-110,-110,-110,-375,300,-108,-112,-110,-110,-391,295,-110,-110,-105,-105,-355,285,-107,-107,-110,-110,-355,285,-110,-110,-110,-110,-400,310,-110,-110,-112,-114,-400,295,,,-105,-115,-370,285,100,-120
2026-01-01 13:26:57,2026-01-04 13:00,New York Giants,Dallas Cowboys,Yes,1387.3,No,-110.11,-109.44,163.67,-196.44,-110.25,-84.0,-112,-108,164,-198,-110,-110,-110,-110,170,-200,-110,-110,-110,-110,158,-188,-105,-115,-110,-110,158,-197,-110,-110,-105,-105,174,-200,-107,-107,-110,-110,174,-200,-110,-110,-110,-110,155,-185,-110,-110,-114,-112,155,-205,,,-110,-110,165,-195,-120,100
2026-01-01 13:26:57,2026-01-04 13:00,Minnesota Vikings,Green Bay Packers,Yes,257.7,No,-111.56,-108.0,-381.67,296.67,-107.62,-111.62,-115,-105,-395,310,-110,-110,-110,-110,-385,308,-110,-110,-115,-105,-420,320,-105,-115,-110,-110,-360,275,-110,-110,-108,-102,-385,306,-104,-110,-113,-107,-385,306,-107,-113,-115,-105,-400,310,-110,-110,-108,-118,-375,270,,,-110,-110,-330,265,-105,-115
2026-01-01 13:26:57,2026-01-04 13:00,Houston Texans,Indianapolis Colts,Yes,870.3,No,-108.44,-111.11,-604.33,435.56,-109.25,-110.0,-108,-112,-625,455,-118,-102,-110,-110,-550,425,-105,-115,-106,-114,-590,440,-115,-105,-110,-110,-699,470,-110,-110,-102,-108,-550,415,-104,-110,-107,-113,-550,415,-107,-113,-110,-110,-625,450,-110,-110,-113,-113,-625,420,,,-110,-110,-625,430,-105,-115
2026-01-01 13:26:57,2026-01-04 13:00,Jacksonville Jaguars,Tennessee Titans,Yes,500.3,No,-110.89,-87.33,-823.44,551.44,-110.0,-109.38,-112,-108,-850,575,-112,-108,-110,-110,-750,530,-110,-110,-115,-105,-850,590,-105,-115,-110,-110,-901,560,-110,-110,-103,-107,-750,534,-113,-102,-108,-112,-750,534,-115,-105,-110,-120,-800,550,-110,-110,-110,-114,-910,540,,,-120,100,-850,550,-105,-115
2026-01-01 13:26:57,2026-01-04 16:25,Los Angeles Rams,Arizona Cardinals,Yes,351.1,No,-111.67,-41.33,-335.0,263.89,-111.0,-108.38,-105,-115,-345,275,-105,-115,-120,100,-310,255,-110,-110,-105,-115,-350,280,-115,-105,-115,-105,-370,265,-110,-110,-116,105,-320,260,-113,-102,-120,100,-320,260,-115,-105,-102,-118,-325,260,-110,-110,-117,-109,-345,255,,,-105,-115,-330,265,-110,-110
2026-01-01 13:26:57,2026-01-04 16:25,Buffalo Bills,New York Jets,Yes,278.4,No,-110.11,-109.44,-367.22,285.0,-109.62,-109.62,-110,-110,-325,260,-115,-105,-110,-110,-355,285,-110,-110,-105,-115,-360,290,-105,-115,-110,-110,-410,290,-110,-110,-105,-105,-355,285,-107,-107,-110,-110,-355,285,-110,-110,-118,-102,-375,300,-110,-110,-113,-113,-400,285,,,-110,-110,-370,285,-110,-110
2026-01-01 13:26:57,2026-01-04 16:25,Chicago Bears,Detroit Lions,Yes,237.2,No,-82.78,-114.67,-158.0,132.11,-111.62,-107.75,-102,-118,-148,124,-110,-110,-105,-115,-155,134,-110,-110,-104,-118,-154,130,-115,-105,-110,-110,-172,134,-110,-110,100,-110,-157,137,-113,-102,-105,-115,-157,137,-115,-105,-102,-118,-160,135,-110,-110,-107,-118,-159,123,,,-110,-110,-160,135,-110,-110
2026-01-01 13:26:57,2026-01-04 16:25,Denver Broncos,Los Angeles Chargers,Yes,837.9,No,-109.67,-109.89,-853.22,558.0,-110.25,-109.0,-110,-110,-900,600,-110,-110,-110,-110,-800,550,-110,-110,-110,-110,-770,540,-115,-105,-110,-110,-1099,610,-110,-110,-105,-105,-800,561,-107,-107,-110,-110,-800,561,-110,-110,-110,-110,-750,525,-110,-110,-112,-114,-910,525,,,-110,-110,-850,550,-110,-110
2026-01-01 13:26:57,2026-01-04 16:25,Las Vegas Raiders,Kansas City Chiefs,Yes,1151.8,No,-108.78,-110.78,217.89,-271.22,-109.62,-109.75,-110,-110,225,-278,-115,-105,-110,-110,230,-275,-105,-115,-105,-115,220,-270,-110,-110,-110,-110,199,-265,-110,-110,-105,-105,226,-275,-102,-113,-110,-110,226,-275,-105,-115,-110,-110,200,-250,-115,-105,-109,-117,210,-278,,,-110,-110,225,-275,-115,-105
2026-01-01 13:26:57,2026-01-04 16:25,New England Patriots,Miami Dolphins,Yes,1223.7,No,-109.22,-110.33,-623.78,445.0,-109.88,-109.38,-110,-110,-625,455,-112,-108,-105,-115,-565,435,-110,-110,-115,-105,-650,480,-110,-110,-110,-110,-699,440,-110,-110,-102,-108,-565,425,-107,-107,-107,-113,-565,425,-110,-110,-110,-110,-650,475,-110,-110,-114,-112,-670,440,,,-110,-110,-625,430,-110,-110
2026-01-01 13:26:57,2026-01-04 16:25,Philadelphia Eagles,Washington Commanders,Yes,113.8,No,-111.78,-63.67,-201.67,167.78,-109.12,-110.12,-102,-118,-198,164,-112,-108,-110,-110,-200,170,-110,-110,-120,-102,-205,172,-105,-115,-110,-110,-212,163,-110,-110,-116,105,-200,174,-104,-110,-120,100,-200,174,-107,-113,-110,-110,-200,165,-110,-110,-113,-113,-205,163,,,-105,-115,-195,165,-115,-105
2026-01-01 13:26:57,2026-01-04 20:20,Pittsburgh Steelers,Baltimore Ravens,Yes,197.6,Yes,-114.89,-60.11,159.78,-192.22,-110.0,-109.38,-115,-105,154,-185,-112,-108,-115,-105,163,-190,-110,-110,-115,-105,154,-184,-105,-115,-120,100,159,-206,-110,-110,-109,-101,165,-190,-113,-102,-120,100,165,-190,-115,-105,-115,-105,165,-200,-110,-110,-110,-115,148,-190,,,-115,-105,165,-195,-105,-115
