Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2026-01-01 20:26:48,2026-01-03 16:30,Tampa Bay Buccaneers,Carolina Panthers,Yes,508.8,No,-112.89,-40.44,-150.11,126.33,-109.5,-109.75,-108,-112,-155,130,-115,-105,-120,100,-150,129,-110,-110,-102,-120,-148,126,-110,-110,-115,-105,-153,125,-110,-110,-120,109,-150,130,-104,-110,-124,104,-150,130,-107,-113,-105,-115,-150,125,-115,-105,-107,-120,-150,117,,,-115.0,-105.0,-145,125,-105,-115
2026-01-01 20:26:48,2026-01-03 20:00,San Francisco 49ers,Seattle Seahawks,Yes,703.7,Yes,-85.56,-111.89,79.33,-122.56,-110.75,-108.5,-108,-112,100,-120,-110,-110,-105,-115,105,-125,-110,-110,-112,-108,100,-118,-115,-105,-110,-110,101,-123,-110,-110,102,-113,105,-125,-109,-105,-110,-110,105,-125,-112,-108,-110,-110,-102,-118,-110,-110,-112,-114,100,-129,,,-105.0,-115.0,100,-120,-110,-110
2026-01-01 20:26:48,2026-01-04 13:00,Atlanta Falcons,New Orleans Saints,Yes,424.5,No,-109.56,-65.89,-180.67,151.44,-84.5,-109.88,-108,-112,-185,154,102,-122,-105,-115,-185,159,-110,-110,-122,100,-178,150,-105,-115,-110,-110,-186,150,-110,-110,-102,-108,-185,161,-113,-102,-107,-113,-185,161,-115,-105,-105,-115,-175,145,-115,-105,-107,-120,-177,138,,,-120.0,100.0,-170,145,-110,-110
2026-01-01 20:26:48,2026-01-04 13:00,Cincinnati Bengals,Cleveland Browns,Yes,223.1,No,-108.67,-110.78,-377.33,294.44,-83.12,-111.12,-108,-112,-380,300,-110,-110,-110,-110,-355,285,-110,-110,-110,-110,-390,310,-108,-112,-110,-110,-391,295,-110,-110,-105,-105,-355,285,-107,-107,-110,-110,-355,285,-110,-110,-110,-110,-400,310,-110,-110,-110,-115,-400,295,,,-105.0,-115.0,-370,285,100,-120
2026-01-01 20:26:48,2026-01-04 13:00,New York Giants,Dallas Cowboys,Yes,1387.3,No,-111.22,-108.22,159.56,-191.67,-112.12,-82.12,-112,-108,160,-192,-115,-105,-110,-110,170,-200,-110,-110,-110,-110,154,-184,-115,-105,-110,-110,156,-194,-110,-110,-107,-103,161,-185,-107,-107,-112,-108,161,-185,-110,-110,-115,-105,154,-185,-110,-110,-115,-110,155,-205,,,-110.0,-110.0,165,-195,-120,100
2026-01-01 20:26:48,2026-01-04 13:00,Minnesota Vikings,Green Bay Packers,Yes,257.7,No,-112.11,-107.67,-376.67,294.44,-108.25,-111.0,-115,-105,-395,310,-110,-110,-110,-110,-385,308,-110,-110,-120,-102,-375,300,-110,-110,-110,-110,-360,275,-110,-110,-108,-102,-385,306,-104,-110,-113,-107,-385,306,-107,-113,-115,-105,-400,310,-110,-110,-108,-118,-375,270,,,-110.0,-110.0,-330,265,-105,-115
2026-01-01 20:26:48,2026-01-04 13:00,Houston Texans,Indianapolis Colts,Yes,870.3,No,-109.11,-110.33,-607.22,436.67,-108.5,-110.75,-108,-112,-625,455,-112,-108,-110,-110,-550,425,-105,-115,-106,-114,-590,440,-115,-105,-110,-110,-725,480,-110,-110,-105,-105,-550,415,-104,-110,-110,-110,-550,415,-107,-113,-110,-110,-625,450,-110,-110,-113,-112,-625,420,,,-110.0,-110.0,-625,430,-105,-115
2026-01-01 20:26:48,2026-01-04 13:00,Jacksonville Jaguars,Tennessee Titans,Yes,500.3,No,-108.44,-110.89,-856.89,568.56,-110.0,-109.38,-105,-115,-900,600,-112,-108,-110,-110,-800,550,-110,-110,-115,-105,-850,590,-105,-115,-110,-110,-952,590,-110,-110,-103,-107,-800,561,-113,-102,-108,-112,-800,561,-115,-105,-105,-115,-900,600,-110,-110,-110,-114,-910,540,,,-110.0,-110.0,-800,525,-105,-115
2026-01-01 20:26:48,2026-01-04 16:25,Los Angeles Rams,Arizona Cardinals,Yes,351.1,No,-108.22,-111.33,-348.44,274.22,-110.38,-109.0,-110,-110,-360,285,-105,-115,-110,-110,-365,293,-110,-110,-105,-115,-350,280,-115,-105,-110,-110,-391,290,-110,-110,-105,-105,-335,270,-113,-102,-110,-110,-335,270,-115,-105,-102,-118,-325,260,-110,-110,-117,-109,-345,255,,,-105.0,-115.0,-330,265,-105,-115
2026-01-01 20:26:48,2026-01-04 16:25,Buffalo Bills,New York Jets,Yes,278.4,No,-113.67,-83.78,-333.89,263.67,-109.25,-110.0,-112,-108,-290,235,-112,-108,-115,-105,-340,275,-110,-110,-110,-110,-335,270,-105,-115,-110,-110,-330,255,-110,-110,-115,104,-340,274,-107,-107,-115,-105,-340,274,-110,-110,-118,-102,-325,260,-110,-110,-118,-108,-335,245,,,-110.0,-110.0,-370,285,-110,-110
