Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-11-17 01:27:48,2025-11-17 20:15,Las Vegas Raiders,Dallas Cowboys,No,1056.9,Yes,-43.0,-87.67,158.56,-189.89,-111.11,-108.89,-115,-105,154,-185,-112,-108,-115,-105,160,-190,-114,-106,100.0,-120.0,153.0,-189.0,-110.0,-110.0,105.0,-125.0,163.0,-190.0,-110.0,-110.0,-119.0,-101.0,165.0,-190.0,-110.0,-110.0,-115.0,104.0,165.0,-190.0,-107.0,-107.0,-115.0,-110.0,148.0,-195.0,-112.0,-114.0,-118,-102,154,-185,-110,-110,105.0,-125.0,165.0,-195.0,-115.0,-105.0
2025-11-17 01:27:48,2025-11-20 20:15,Houston Texans,Buffalo Bills,No,1290.3,Yes,-108.38,-111.12,164.25,-198.12,-112.0,-108.12,-110,-110,164,-198,-110,-110,-108,-112,166,-198,-110,-110,-110.0,-110.0,157.0,-204.0,-110.0,-110.0,-110.0,-110.0,167.0,-195.0,-115.0,-105.0,-110.0,-110.0,170.0,-195.0,-115.0,-105.0,-105.0,-105.0,170.0,-195.0,-113.0,-102.0,-109.0,-117.0,155.0,-200.0,-113.0,-113.0,-105,-115,165,-200,-110,-110,,,,,,
2025-11-17 01:27:48,2025-11-23 13:00,Baltimore Ravens,New York Jets,No,171.7,No,-57.75,-111.75,-1200.62,717.75,-110.12,-109.88,-112,-108,-1000,650,-110,-110,-105,-115,-1200,750,-110,-110,-110.0,-110.0,-1205.0,620.0,-110.0,-110.0,-110.0,-110.0,-1400.0,825.0,-110.0,-110.0,100.0,-120.0,-1400.0,836.0,-110.0,-110.0,105.0,-116.0,-1400.0,836.0,-107.0,-107.0,-115.0,-110.0,-1000.0,575.0,-114.0,-112.0,-115,-105,-1000,650,-110,-110,,,,,,
2025-11-17 01:27:48,2025-11-23 13:00,Chicago Bears,Pittsburgh Steelers,No,408.1,No,-82.25,-112.25,-158.5,132.62,-113.88,-31.38,-110,-110,-155,130,-105,-115,-110,-110,-156,132,-118,-104,-110.0,-110.0,-165.0,128.0,-110.0,-110.0,-105.0,-115.0,-155.0,134.0,-120.0,100.0,-104.0,-116.0,-155.0,135.0,-120.0,100.0,101.0,-112.0,-155.0,135.0,-118.0,103.0,-110.0,-115.0,-167.0,132.0,-115.0,-110.0,-110,-110,-160,135,-105,-115,,,,,,
2025-11-17 01:27:48,2025-11-23 13:00,Cincinnati Bengals,New England Patriots,No,726.2,No,-83.12,-111.5,275.5,-351.12,-111.0,-109.12,-110,-110,275,-345,-115,-105,-115,-105,275,-340,-108,-112,-110.0,-110.0,244.0,-330.0,-110.0,-110.0,-105.0,-115.0,290.0,-360.0,-110.0,-110.0,-103.0,-117.0,290.0,-362.0,-115.0,-105.0,102.0,-113.0,290.0,-362.0,-113.0,-102.0,-114.0,-112.0,260.0,-360.0,-112.0,-114.0,-110,-110,280,-350,-105,-115,,,,,,
2025-11-17 01:27:48,2025-11-23 13:00,Detroit Lions,New York Giants,No,476.5,No,-111.67,-108.33,-666.67,480.0,-113.33,-106.67,-110,-110,-550,410,-115,-105,-115,-105,-750,530,-115,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-110,-110,-700,500,-110,-110,,,,,,
2025-11-17 01:27:48,2025-11-23 13:00,Green Bay Packers,Minnesota Vikings,Yes,257.7,No,-110.38,-84.0,-279.75,225.12,-109.62,-110.38,-105,-115,-278,225,-112,-108,-105,-115,-290,235,-105,-115,-110.0,-110.0,-290.0,216.0,-110.0,-110.0,-115.0,-105.0,-280.0,235.0,-110.0,-110.0,-115.0,-105.0,-280.0,230.0,-110.0,-110.0,-110.0,100.0,-280.0,230.0,-107.0,-107.0,-113.0,-112.0,-265.0,205.0,-113.0,-113.0,-110,-110,-275,225,-110,-110,,,,,,
2025-11-17 01:27:48,2025-11-23 13:00,Kansas City Chiefs,Indianapolis Colts,No,447.8,No,-110.88,-108.62,-196.88,162.5,-110.71,-109.29,-110,-110,-180,150,-110,-110,-114,-106,-200,168,-115,-105,-110.0,-110.0,-200.0,155.0,,,-110.0,-110.0,-195.0,167.0,-110.0,-110.0,-110.0,-110.0,-195.0,170.0,-110.0,-110.0,-105.0,-105.0,-195.0,170.0,-107.0,-107.0,-113.0,-113.0,-220.0,165.0,-113.0,-113.0,-115,-105,-190,155,-110,-110,,,,,,
2025-11-17 01:27:48,2025-11-23 13:00,Tennessee Titans,Seattle Seahawks,No,1974.6,No,-109.88,-109.62,530.62,-800.5,-108.12,-112.25,-108,-112,525,-750,-110,-110,-110,-110,570,-820,-104,-118,-110.0,-110.0,590.0,-1099.0,-110.0,-110.0,-110.0,-110.0,500.0,-700.0,-110.0,-110.0,-112.0,-108.0,505.0,-700.0,-105.0,-115.0,-107.0,-103.0,505.0,-700.0,-102.0,-113.0,-112.0,-114.0,500.0,-835.0,-114.0,-112.0,-110,-110,550,-800,-110,-110,,,,,,
2025-11-17 01:27:48,2025-11-23 16:05,Arizona Cardinals,Jacksonville Jaguars,No,1806.5,No,-81.62,-112.88,123.38,-147.88,-109.25,-110.62,-105,-115,120,-142,-112,-108,-105,-115,130,-154,-105,-115,-110.0,-110.0,124.0,-159.0,-110.0,-110.0,-105.0,-115.0,129.0,-150.0,-110.0,-110.0,-105.0,-115.0,128.0,-148.0,-110.0,-110.0,100.0,-110.0,128.0,-148.0,-107.0,-107.0,-113.0,-113.0,108.0,-137.0,-110.0,-115.0,-110,-110,120,-145,-110,-110,,,,,,
