Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds
2025-10-20 21:18:05,2025-10-20 19:02,Detroit Lions,Tampa Bay Buccaneers,No,990.7,Yes,-112.5,-117.5,-2490.0,940.0,-113.0,-118.4,-110,-120,-2800,1200,-120,-110,-122,-108,-4000,1100,-106,-125,-111.0,-111.0,-1250,650,,,-117,-121,,,-114,-122,-110.0,-120.0,-1400.0,700.0,-110.0,-120.0,-105,-125,-3000,1050,-115,-115,,,,,,,,,,,,,,,,,,
2025-10-20 21:18:05,2025-10-20 22:00,Seattle Seahawks,Houston Texans,No,1892.4,Yes,-112.67,-106.78,-172.89,144.78,-109.0,-111.0,-110,-110,-170,142,-110,-110,-115,-105,-174,146,-105,-115,-115.0,-105.0,-177,143,-110.0,-110.0,-110,-115,-190.0,148.0,-114,-112,-115.0,-105.0,-160.0,135.0,-105.0,-115.0,-115,-105,-175,145,-110,-110,-110.0,-110.0,-170.0,146.0,-110.0,-110.0,-109.0,-101.0,-170.0,149.0,-107.0,-107.0,-115.0,-105.0,-170.0,149.0,-110.0,-110.0
2025-10-20 21:18:05,2025-10-23 20:15,Los Angeles Chargers,Minnesota Vikings,No,1532.4,Yes,-109.11,-110.22,-160.56,134.67,-109.89,-110.0,-102,-118,-155,130,-112,-108,-106,-114,-158,134,-115,-105,-115.0,-105.0,-168,135,-110.0,-110.0,-109,-115,-159.0,120.0,-110,-115,-115.0,-105.0,-170.0,145.0,-105.0,-115.0,-110,-110,-155,130,-110,-110,-110.0,-110.0,-160.0,138.0,-110.0,-110.0,-105.0,-105.0,-160.0,140.0,-107.0,-107.0,-110.0,-110.0,-160.0,140.0,-110.0,-110.0
2025-10-20 21:18:05,2025-10-26 13:00,Atlanta Falcons,Miami Dolphins,No,592.2,No,-79.86,-111.29,-359.29,277.0,-111.14,-108.86,-110,-110,-345,275,-112,-108,100,-122,-370,295,-115,-105,-110.0,-110.0,-340,250,-110.0,-110.0,-114,-112,-400.0,285.0,-114,-112,,,,,,,-105,-115,-400,300,-110,-110,,,,,,,-105.0,-105.0,-330.0,267.0,-107.0,-107.0,-115.0,-105.0,-330.0,267.0,-110.0,-110.0
2025-10-20 21:18:05,2025-10-26 13:00,Baltimore Ravens,Chicago Bears,No,604.8,No,-89.0,-86.11,-322.22,254.33,-108.78,-111.22,-110,-110,-305,245,-110,-110,-114,-106,-330,265,-105,-115,-110.0,-110.0,-330,244,-110.0,-110.0,-112,-114,-335.0,245.0,-112,-114,-115.0,-105.0,-340.0,270.0,-105.0,-115.0,-115,-105,-300,240,-110,-110,100.0,-120.0,-320.0,260.0,-110.0,-110.0,-110.0,100.0,-320.0,260.0,-107.0,-107.0,-115.0,-105.0,-320.0,260.0,-110.0,-110.0
2025-10-20 21:18:05,2025-10-26 13:00,Carolina Panthers,Buffalo Bills,No,532.4,No,-109.33,-110.22,320.11,-420.0,-109.67,-110.22,-112,-108,310,-395,-115,-105,-105,-115,360,-460,-105,-115,-110.0,-110.0,291,-420,-110.0,-110.0,-112,-114,310.0,-435.0,-110,-115,-110.0,-110.0,320.0,-430.0,-110.0,-110.0,-110,-110,310,-400,-110,-110,-110.0,-110.0,320.0,-400.0,-110.0,-110.0,-105.0,-105.0,330.0,-420.0,-107.0,-107.0,-110.0,-110.0,330.0,-420.0,-110.0,-110.0
2025-10-20 21:18:05,2025-10-26 13:00,Cincinnati Bengals,New York Jets,No,566.6,No,-112.67,-106.78,-305.44,243.0,-108.33,-111.78,-115,-105,-305,245,-105,-115,-110,-110,-320,250,-115,-105,-115.0,-105.0,-319,232,-110.0,-110.0,-113,-112,-295.0,225.0,-113,-113,-110.0,-110.0,-310.0,255.0,-110.0,-110.0,-115,-105,-300,240,-110,-110,-115.0,-105.0,-300.0,250.0,-105.0,-115.0,-108.0,-102.0,-300.0,245.0,-102.0,-113.0,-113.0,-107.0,-300.0,245.0,-105.0,-115.0
2025-10-20 21:18:05,2025-10-26 13:00,New England Patriots,Cleveland Browns,No,540.1,No,-108.44,-111.33,-353.89,277.56,-109.78,-110.11,-108,-112,-360,285,-110,-110,-104,-118,-320,260,-105,-115,-110.0,-110.0,-360,265,-110.0,-110.0,-109,-117,-335.0,250.0,-112,-113,-110.0,-110.0,-380.0,290.0,-110.0,-110.0,-110,-110,-350,280,-110,-110,-110.0,-110.0,-360.0,290.0,-110.0,-110.0,-105.0,-105.0,-360.0,289.0,-109.0,-105.0,-110.0,-110.0,-360.0,289.0,-112.0,-108.0
2025-10-20 21:18:05,2025-10-26 13:00,Houston Texans,San Francisco 49ers,No,1615.9,No,-113.4,-108.2,-132.6,108.8,-111.6,-109.6,-115,-105,-130,110,-110,-110,-118,-104,-138,118,-115,-105,-110.0,-110.0,-128,101,-110.0,-110.0,-114,-112,-127.0,100.0,-113,-113,,,,,,,-110,-110,-140,115,-110,-110,,,,,,,,,,,,,,,,,,
2025-10-20 21:18:05,2025-10-26 13:00,Philadelphia Eagles,New York Giants,Yes,85.4,No,-83.33,-114.11,-344.44,268.22,-109.78,-110.11,-105,-115,-340,270,-110,-110,-108,-112,-360,290,-105,-115,-105.0,-115.0,-340,246,-110.0,-110.0,-113,-113,-345.0,235.0,-110,-115,-105.0,-115.0,-350.0,275.0,-110.0,-110.0,-105,-115,-325,260,-115,-105,-105.0,-115.0,-360.0,290.0,-110.0,-110.0,101.0,-112.0,-340.0,274.0,-108.0,-106.0,-105.0,-115.0,-340.0,274.0,-110.0,-110.0
