Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2026-01-02 13:26:47,2026-01-03 16:30,Tampa Bay Buccaneers,Carolina Panthers,Yes,508.8,No,-62.44,-68.56,-152.0,128.0,-84.75,-109.62,100,-120,-155,130,-112,-108,-105,-115,-150,129,-110,-110,-102,-120,-154,130,-110,-110,-120,100,-155,126,-110,-110,-121,110,-152,132,101,-116,-101,-119,-152,132,-107,-113,100,-120,-150,125,-115,-105,-108,-118,-150,118,,,-105,-115,-150,130,-115,-105
2026-01-02 13:26:47,2026-01-03 20:00,San Francisco 49ers,Seattle Seahawks,Yes,703.7,Yes,-62.0,-113.22,104.11,-125.0,-109.62,-110.0,-105,-115,105,-125,-112,-108,100,-120,105,-125,-110,-110,-108,-112,108,-126,-118,-104,-110,-110,104,-127,-110,-110,103,-114,105,-125,-102,-113,-110,-110,105,-125,-105,-115,-105,-115,105,-125,-110,-110,-113,-113,100,-127,,,-110,-110,100,-120,-110,-110
2026-01-02 13:26:47,2026-01-04 13:00,Atlanta Falcons,New Orleans Saints,Yes,424.5,No,-107.89,-89.78,-181.78,152.56,-84.5,-109.88,-108,-112,-185,154,102,-122,-105,-115,-185,159,-110,-110,-122,100,-178,150,-105,-115,-110,-110,-186,150,-110,-110,-102,-108,-185,161,-113,-102,-107,-113,-185,161,-115,-105,-105,-115,-175,145,-115,-105,-107,-120,-177,138,,,-105,-115,-180,155,-110,-110
2026-01-02 13:26:47,2026-01-04 13:00,Cincinnati Bengals,Cleveland Browns,Yes,223.1,No,-109.67,-109.78,-378.33,295.0,-83.12,-111.12,-112,-108,-380,300,-110,-110,-110,-110,-355,285,-110,-110,-110,-110,-390,310,-108,-112,-110,-110,-400,300,-110,-110,-105,-105,-355,285,-107,-107,-110,-110,-355,285,-110,-110,-110,-110,-400,310,-110,-110,-110,-115,-400,295,,,-110,-110,-370,285,100,-120
2026-01-02 13:26:47,2026-01-04 13:00,New York Giants,Dallas Cowboys,Yes,1387.3,No,-111.44,-108.11,158.67,-190.67,-110.88,-83.5,-112,-108,154,-185,-120,100,-110,-110,170,-200,-110,-110,-110,-110,154,-184,-115,-105,-110,-110,154,-192,-110,-110,-107,-103,161,-185,-102,-113,-112,-108,161,-185,-105,-115,-115,-105,154,-185,-110,-110,-112,-114,155,-205,,,-115,-105,165,-195,-115,-105
2026-01-02 13:26:47,2026-01-04 13:00,Minnesota Vikings,Green Bay Packers,Yes,257.7,No,-111.11,-86.0,-402.89,309.78,-109.25,-110.25,-105,-115,-410,320,-110,-110,-110,-110,-395,317,-110,-110,-115,-105,-390,310,-118,-104,-110,-110,-441,330,-110,-110,-110,100,-395,313,-104,-110,-115,-105,-395,313,-107,-113,-110,-110,-400,310,-110,-110,-110,-114,-420,285,,,-115,-105,-380,290,-105,-115
2026-01-02 13:26:47,2026-01-04 13:00,Houston Texans,Indianapolis Colts,Yes,870.3,No,-38.67,-114.56,-577.11,419.56,-109.12,-110.12,-108,-112,-550,410,-112,-108,100,-120,-515,400,-110,-110,-102,-120,-550,420,-115,-105,-110,-110,-649,440,-110,-110,109,-120,-515,393,-104,-110,100,-120,-515,393,-107,-113,-110,-110,-625,450,-110,-110,-112,-114,-625,420,,,-115,-105,-650,450,-105,-115
2026-01-02 13:26:47,2026-01-04 13:00,Jacksonville Jaguars,Tennessee Titans,Yes,500.3,No,-108.44,-110.89,-840.22,559.11,-111.25,-58.12,-105,-115,-800,550,-112,-108,-110,-110,-800,550,-110,-110,-115,-105,-850,590,-105,-115,-110,-110,-952,580,-110,-110,-103,-107,-800,561,-118,103,-108,-112,-800,561,-120,100,-105,-115,-800,550,-110,-110,-110,-114,-910,540,,,-110,-110,-850,550,-105,-115
2026-01-02 13:26:47,2026-01-04 16:25,Los Angeles Rams,Arizona Cardinals,Yes,351.1,No,-109.56,-109.89,-360.0,282.22,-111.0,-108.38,-110,-110,-375,295,-105,-115,-110,-110,-370,295,-110,-110,-110,-110,-360,290,-115,-105,-110,-110,-410,300,-110,-110,-108,-102,-335,270,-113,-102,-113,-107,-335,270,-115,-105,-110,-110,-350,280,-110,-110,-110,-115,-385,280,,,-105,-115,-320,260,-110,-110
2026-01-02 13:26:47,2026-01-04 16:25,Buffalo Bills,New York Jets,Yes,278.4,No,-88.89,-86.22,-409.44,316.0,-109.62,-109.62,-118,-102,-395,310,-110,-110,-110,-110,-410,325,-110,-110,-115,-105,-420,330,-110,-110,-110,-110,-450,330,-110,-110,100,-110,-430,337,-107,-107,-105,-115,-430,337,-110,-110,-110,-110,-425,325,-110,-110,-112,-114,-385,280,,,-120,100,-340,270,-110,-110
