Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-10-12 02:22:27,2025-10-12 09:30,New York Jets,Denver Broncos,No,1628.5,No,-112.11,-85.22,297.78,-384.11,-111.33,-108.67,-120,100,330,-425,-115,-105,-110,-110,290,-360,-110,-110,-110,-110,275,-360,-110,-110,-110.0,-110.0,300.0,-375.0,-110.0,-110.0,-115.0,-105.0,295.0,-370.0,-115.0,-105.0,-113.0,-107.0,300.0,-376.0,-113.0,-107.0,-108.0,-102.0,300.0,-376.0,-110.0,-104.0,-118,-108,300,-435,-109,-117,-105.0,-115.0,290.0,-380.0,-110.0,-110.0
2025-10-12 02:22:27,2025-10-12 13:00,Jacksonville Jaguars,Seattle Seahawks,No,2456.2,No,-87.67,-87.67,-72.0,-115.33,-110.89,-109.0,-120,100,-105,-115,-110,-110,-120,-102,-106,-110,-105,-115,-110,-110,-106,-115,-110,-110,-102.0,-118.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-105.0,-115.0,,,-113.0,-107.0,100.0,-110.0,,,-110.0,-104.0,-112,-114,-105,-122,-115,-110,-110.0,-110.0,100.0,-120.0,-115.0,-105.0
2025-10-12 02:22:27,2025-10-12 13:00,New Orleans Saints,New England Patriots,No,1340.6,No,-113.44,-83.78,160.0,-191.78,-109.33,-110.78,-110,-110,170,-205,-105,-115,-115,-105,154,-184,-115,-105,-110,-110,156,-193,-110,-110,-110.0,-110.0,155.0,-190.0,-110.0,-110.0,-115.0,-105.0,159.0,-185.0,-110.0,-110.0,-114.0,-106.0,163.0,-187.0,-105.0,-115.0,-109.0,-101.0,163.0,-187.0,-102.0,-113.0,-118,-107,155,-200,-112,-114,-120.0,100.0,165.0,-195.0,-115.0,-105.0
2025-10-12 02:22:27,2025-10-12 13:01,Indianapolis Colts,Arizona Cardinals,No,1506.4,No,-109.33,-110.22,-487.22,363.44,-87.11,-110.56,-108,-112,-455,350,100,-120,-115,-105,-550,410,-110,-110,-105,-115,-500,360,-110,-110,-110.0,-110.0,-500.0,375.0,-110.0,-110.0,-110.0,-110.0,-440.0,345.0,-110.0,-110.0,-110.0,-110.0,-460.0,358.0,-110.0,-110.0,-104.0,-106.0,-460.0,358.0,-107.0,-107.0,-112,-114,-560,375,-112,-113,-110.0,-110.0,-460.0,340.0,-115.0,-105.0
2025-10-12 02:22:27,2025-10-12 13:01,Baltimore Ravens,Los Angeles Rams,No,2326.9,No,-110.22,-109.33,289.22,-369.56,-111.33,-108.44,-102,-118,285,-360,-115,-105,-105,-115,310,-375,-112,-108,-110,-110,286,-381,-110,-110,-118.0,-102.0,310.0,-400.0,-110.0,-110.0,-110.0,-110.0,293.0,-365.0,-110.0,-110.0,-114.0,-106.0,292.0,-365.0,-112.0,-108.0,-109.0,-101.0,292.0,-365.0,-109.0,-105.0,-109,-117,250,-345,-114,-110,-115.0,-105.0,285.0,-370.0,-110.0,-110.0
2025-10-12 02:22:27,2025-10-12 13:01,Carolina Panthers,Dallas Cowboys,No,946.9,No,-88.22,-86.78,136.89,-162.78,-110.0,-110.0,-108,-112,142,-170,-115,-105,-110,-110,134,-158,-110,-110,-110,-110,134,-165,-110,-110,-110.0,-110.0,140.0,-170.0,-110.0,-110.0,-115.0,-105.0,134.0,-155.0,-110.0,-110.0,-118.0,-102.0,140.0,-160.0,-107.0,-113.0,-114.0,103.0,140.0,-160.0,-104.0,-110.0,-109,-115,133,-167,-114,-112,100.0,-120.0,135.0,-160.0,-110.0,-110.0
2025-10-12 02:22:27,2025-10-12 13:01,Pittsburgh Steelers,Cleveland Browns,Yes,114.4,No,-114.44,-60.89,-287.56,232.33,-112.11,-85.78,-120,100,-278,225,-120,100,-120,-102,-275,225,-108,-112,-110,-110,-290,226,-110,-110,-110.0,-110.0,-275.0,225.0,-110.0,-110.0,-115.0,-105.0,-275.0,230.0,-110.0,-110.0,-115.0,-105.0,-300.0,245.0,-115.0,-105.0,-108.0,-102.0,-300.0,245.0,-113.0,-102.0,-112,-114,-305,230,-113,-113,-120.0,100.0,-290.0,240.0,-110.0,-110.0
2025-10-12 02:22:27,2025-10-12 13:01,Miami Dolphins,Los Angeles Chargers,No,2336.5,No,-112.22,-85.0,172.44,-208.67,-110.89,-109.11,-120,100,180,-218,-102,-118,-106,-114,162,-194,-112,-108,-115,-105,170,-212,-110,-110,-110.0,-110.0,170.0,-210.0,-110.0,-110.0,-110.0,-110.0,170.0,-200.0,-115.0,-105.0,-115.0,-105.0,175.0,-202.0,-112.0,-108.0,-104.0,-106.0,175.0,-202.0,-109.0,-105.0,-115,-110,170,-220,-113,-113,-115.0,-105.0,180.0,-220.0,-115.0,-105.0
2025-10-12 02:22:27,2025-10-12 16:06,Las Vegas Raiders,Tennessee Titans,No,1583.4,No,-108.0,-111.56,-224.22,182.78,-110.33,-109.67,-105,-115,-205,170,-112,-108,-105,-115,-215,180,-110,-110,-110,-110,-222,178,-110,-110,-105.0,-115.0,-220.0,180.0,-110.0,-110.0,-110.0,-110.0,-220.0,185.0,-110.0,-110.0,-112.0,-108.0,-228.0,191.0,-110.0,-110.0,-107.0,-103.0,-228.0,191.0,-107.0,-107.0,-113,-113,-250,180,-109,-117,-105.0,-115.0,-230.0,190.0,-115.0,-105.0
2025-10-12 02:22:27,2025-10-12 16:26,Green Bay Packers,Cincinnati Bengals,No,415.5,No,-84.44,-112.89,-1254.67,746.67,-110.11,-109.78,-105,-115,-1100,700,-110,-110,-106,-114,-1200,750,-110,-110,-110,-110,-1262,705,-110,-110,-105.0,-115.0,-1200.0,775.0,-110.0,-110.0,-105.0,-115.0,-1100.0,700.0,-110.0,-110.0,-105.0,-115.0,-1300.0,795.0,-112.0,-108.0,100.0,-110.0,-1300.0,795.0,-109.0,-105.0,-114,-112,-1430,750,-110,-115,-110.0,-110.0,-1400.0,750.0,-110.0,-110.0
2025-10-12 02:22:27,2025-10-12 16:26,Tampa Bay Buccaneers,San Francisco 49ers,No,2370.9,No,-88.78,-42.33,-179.56,150.33,-109.11,-110.67,-108,-112,-185,154,-105,-115,-102,-120,-178,148,-105,-115,-120,100,-182,147,-110,-110,-105.0,-115.0,-180.0,150.0,-105.0,-115.0,-105.0,-115.0,-175.0,150.0,-110.0,-110.0,-121.0,101.0,-175.0,153.0,-113.0,-107.0,-118.0,107.0,-175.0,153.0,-110.0,-104.0,-120,-107,-186,143,-114,-110,100.0,-120.0,-180.0,155.0,-110.0,-110.0
