Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-10-21 08:36:50,2025-10-23 20:15,Los Angeles Chargers,Minnesota Vikings,No,1532.4,Yes,-109.0,-110.56,-162.67,137.0,-111.0,-109.0,-102,-118,-155,130,-112,-108,-110.0,-110.0,-165.0,142.0,-110.0,-110.0,-110,-110,-164,138,-112,-108,-115,-105,-168,135,-110,-110,-107.0,-103.0,-165.0,145.0,-107.0,-107.0,-110.0,-110.0,-165.0,145.0,-110.0,-110.0,-112,-114,-167.0,133.0,-113,-113,-110,-110,-155,130,-110,-110,-105.0,-115.0,-160.0,135.0,-115.0,-105.0
2025-10-21 08:36:50,2025-10-26 13:00,Atlanta Falcons,Miami Dolphins,No,592.2,No,-86.78,-110.78,-366.67,282.22,-110.33,-109.67,-112,-108,-360,285,-112,-108,-110.0,-110.0,-350.0,280.0,-110.0,-110.0,100,-122,-360,285,-115,-105,-110,-110,-340,250,-110,-110,-105.0,-105.0,-350.0,280.0,-107.0,-107.0,-110.0,-110.0,-350.0,280.0,-110.0,-110.0,-114,-112,-400.0,285.0,-114,-112,-105,-115,-400,300,-110,-110,-115.0,-105.0,-390.0,295.0,-105.0,-115.0
2025-10-21 08:36:50,2025-10-26 13:00,Baltimore Ravens,Chicago Bears,No,604.8,No,-88.67,-108.56,-321.67,255.0,-109.78,-110.11,-110,-110,-325,260,-108,-112,100.0,-120.0,-325.0,265.0,-110.0,-110.0,-114,-106,-330,265,-105,-115,-110,-110,-330,244,-110,-110,-109.0,-101.0,-325.0,263.0,-107.0,-107.0,-110.0,-110.0,-325.0,263.0,-110.0,-110.0,-115,-110,-295.0,225.0,-113,-112,-115,-105,-300,240,-110,-110,-115.0,-105.0,-340.0,270.0,-115.0,-105.0
2025-10-21 08:36:50,2025-10-26 13:00,Carolina Panthers,Buffalo Bills,No,532.4,No,-109.67,-109.89,320.62,-414.75,-109.67,-110.22,-115,-105,310,-395,-115,-105,-110.0,-110.0,320.0,-400.0,-110.0,-110.0,-105,-115,360,-460,-105,-115,-110,-110,291,-403,-110,-110,-105.0,-105.0,327.0,-415.0,-107.0,-107.0,-110.0,-110.0,327.0,-415.0,-110.0,-110.0,-112,-114,,,-110,-115,-110,-110,310,-400,-110,-110,-110.0,-110.0,320.0,-430.0,-110.0,-110.0
2025-10-21 08:36:50,2025-10-26 13:00,Cincinnati Bengals,New York Jets,No,566.6,No,-112.67,-106.78,-307.67,245.22,-108.33,-111.78,-115,-105,-305,245,-105,-115,-115.0,-105.0,-300.0,250.0,-105.0,-115.0,-110,-110,-300,245,-115,-105,-115,-105,-319,234,-110,-110,-106.0,-104.0,-305.0,249.0,-102.0,-113.0,-115.0,-105.0,-305.0,249.0,-105.0,-115.0,-113,-112,-295.0,225.0,-113,-113,-115,-105,-300,240,-110,-110,-110.0,-110.0,-340.0,270.0,-110.0,-110.0
2025-10-21 08:36:50,2025-10-26 13:00,New England Patriots,Cleveland Browns,No,540.1,No,-107.78,-112.0,-352.22,275.89,-109.33,-110.56,-102,-118,-345,275,-110,-110,-110.0,-110.0,-360.0,290.0,-110.0,-110.0,-104,-118,-320,260,-105,-115,-110,-110,-360,260,-110,-110,-105.0,-105.0,-360.0,289.0,-107.0,-107.0,-110.0,-110.0,-360.0,289.0,-110.0,-110.0,-109,-117,-335.0,250.0,-112,-113,-110,-110,-350,280,-110,-110,-110.0,-110.0,-380.0,290.0,-110.0,-110.0
2025-10-21 08:36:50,2025-10-26 13:00,Houston Texans,San Francisco 49ers,No,1615.9,No,-114.8,-106.8,19.2,-120.8,-111.8,-109.0,-118,-102,-105,-115,-110,-110,,,,,,,-118,-104,-106,-110,-115,-105,-110,-110,102,-129,-110,-110,,,,,,,,,,,,,-113,-113,100.0,-125.0,-114,-110,-115,-105,105,-125,-110,-110,,,,,,
2025-10-21 08:36:50,2025-10-26 13:00,Philadelphia Eagles,New York Giants,Yes,85.4,No,-111.56,-85.89,-350.56,271.11,-110.89,-109.0,-110,-110,-355,280,-110,-110,-115.0,-105.0,-360.0,290.0,-115.0,-105.0,-108,-112,-330,265,-105,-115,-110,-110,-340,250,-110,-110,-112.0,101.0,-350.0,280.0,-110.0,-104.0,-116.0,-104.0,-350.0,280.0,-113.0,-107.0,-113,-113,-345.0,235.0,-110,-115,-105,-115,-325,260,-115,-105,-115.0,-105.0,-400.0,300.0,-110.0,-110.0
2025-10-21 08:36:50,2025-10-26 16:05,New Orleans Saints,Tampa Bay Buccaneers,Yes,478.6,No,-109.75,-84.62,193.25,-237.5,-106.5,-113.62,-105,-115,210,-258,-102,-118,,,,,,,-108,-112,184,-220,-105,-115,-110,-110,177,-232,-110,-110,-110.0,100.0,200.0,-240.0,-102.0,-113.0,-115.0,-105.0,200.0,-240.0,-105.0,-115.0,-110,-115,180.0,-235.0,-113,-113,-110,-110,195,-235,-105,-115,-110.0,-110.0,200.0,-240.0,-110.0,-110.0
2025-10-21 08:36:50,2025-10-26 16:25,Denver Broncos,Dallas Cowboys,No,654.2,No,-67.0,-19.44,-172.0,143.22,-110.89,-109.22,-120,100,-166,140,-110,-110,-120.0,100.0,-170.0,146.0,-110.0,-110.0,-104,-118,-172,144,-118,-104,100,-120,-175,136,-110,-110,-116.0,105.0,-170.0,149.0,-107.0,-107.0,-120.0,100.0,-170.0,149.0,-110.0,-110.0,-108,-117,-180.0,135.0,-113,-112,-115,-105,-170,140,-110,-110,100.0,-120.0,-175.0,150.0,-110.0,-110.0
2025-10-21 08:36:50,2025-10-26 16:25,Indianapolis Colts,Tennessee Titans,Yes,250.1,No,-110.11,-109.67,-1189.44,712.56,-110.44,-109.56,-110,-110,-1050,675,-105,-115,-110.0,-110.0,-1200.0,750.0,-110.0,-110.0,-104,-118,-1200,750,-114,-106,-110,-110,-1205,630,-110,-110,-107.0,-103.0,-1200.0,754.0,-107.0,-107.0,-112.0,-108.0,-1200.0,754.0,-110.0,-110.0,-118,-108,-1250.0,650.0,-113,-113,-110,-110,-1200,750,-110,-110,-110.0,-110.0,-1200.0,700.0,-115.0,-105.0
2025-10-21 08:36:50,2025-10-26 20:20,Pittsburgh Steelers,Green Bay Packers,No,497.0,Yes,-42.89,-65.89,151.56,-181.89,-111.67,-108.22,-120,100,154,-185,-112,-108,-115.0,-105.0,159.0,-185.0,-113.0,-107.0,-118,-104,148,-176,-115,-105,100,-120,146,-189,-110,-110,105.0,-116.0,161.0,-185.0,-110.0,-104.0,100.0,-120.0,161.0,-185.0,-113.0,-107.0,-113,-113,135.0,-177.0,-112,-113,-105,-115,140,-170,-110,-110,-120.0,100.0,160.0,-185.0,-110.0,-110.0
2025-10-21 08:36:50,2025-10-27 20:15,Kansas City Chiefs,Washington Commanders,No,947.3,Yes,-82.88,-111.5,-621.12,441.5,-108.75,-111.25,-108,-112,-625,455,-110,-110,-105.0,-115.0,-630.0,465.0,-110.0,-110.0,-110,-110,-620,460,-110,-110,-110,-110,-599,390,-110,-110,100.0,-110.0,-600.0,446.0,-104.0,-110.0,-105.0,-115.0,-600.0,446.0,-107.0,-113.0,-110,-115,-670.0,420.0,-114,-112,-115,-105,-625,450,-105,-115,,,,,,
