Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds
2025-10-26 21:23:51,2025-10-26 20:22,Pittsburgh Steelers,Green Bay Packers,No,497.0,Yes,-48.83,-82.17,-73.0,-120.83,-120.0,-77.67,-135,105,-105,-125,-120,-110,100,-132,-113,-113,-136,102,-111.0,-111.0,110.0,-133.0,-118.0,-111.0,-127,-115,-110,-124,-121,-117,100,-130,-110,-110,-110,-115,-120.0,-110.0,-110.0,-120.0,-115.0,-115.0,,,,,,,,,,,,,,,,,,
2025-10-26 21:23:51,2025-10-27 20:15,Kansas City Chiefs,Washington Commanders,No,947.3,Yes,-110.11,-109.44,-777.89,526.0,-110.0,-110.0,-115,-105,-700,500,-105,-115,-108,-112,-720,520,-115,-105,-110.0,-110.0,-721.0,466.0,-110.0,-110.0,-113,-113,-910,525,-113,-113,-110,-110,-750,525,-110,-110,-110.0,-110.0,-950.0,600.0,-110.0,-110.0,-110.0,-110.0,-750.0,530.0,-110.0,-110.0,-105.0,-105.0,-750.0,534.0,-107.0,-107.0,-110.0,-110.0,-750.0,534.0,-110.0,-110.0
2025-10-26 21:23:51,2025-10-30 20:15,Miami Dolphins,Baltimore Ravens,No,941.6,Yes,-110.88,-83.88,286.0,-371.25,-109.62,-110.25,-105,-115,285,-360,-110,-110,-120,-102,275,-340,-110,-110,-110.0,-110.0,260.0,-360.0,-110.0,-110.0,-112,-114,295,-420,-110,-115,-110,-110,280,-350,-110,-110,-105.0,-115.0,295.0,-390.0,-110.0,-110.0,,,,,,,-110.0,100.0,299.0,-375.0,-107.0,-107.0,-115.0,-105.0,299.0,-375.0,-110.0,-110.0
2025-10-26 21:23:51,2025-11-02 13:00,New England Patriots,Atlanta Falcons,No,917.7,No,-111.71,-79.14,-245.43,201.29,-110.29,-109.57,-110,-110,-218,180,-110,-110,-110,-110,-255,210,-110,-110,,,,,,,-117,-109,-265,205,-115,-110,-110,-110,-235,195,-105,-115,-110.0,-110.0,-245.0,205.0,-115.0,-105.0,,,,,,,-110.0,100.0,-250.0,207.0,-107.0,-107.0,-115.0,-105.0,-250.0,207.0,-110.0,-110.0
2025-10-26 21:23:51,2025-11-02 13:00,Cincinnati Bengals,Chicago Bears,No,251.2,No,-110.29,-109.14,104.71,-126.29,-108.14,-111.71,-110,-110,105,-125,-110,-110,-115,-105,108,-130,-105,-115,,,,,,,-112,-114,100,-129,-110,-115,-110,-110,105,-125,-110,-110,-110.0,-110.0,105.0,-125.0,-105.0,-115.0,,,,,,,-105.0,-105.0,105.0,-125.0,-107.0,-107.0,-110.0,-110.0,105.0,-125.0,-110.0,-110.0
2025-10-26 21:23:51,2025-11-02 13:00,Houston Texans,Denver Broncos,No,882.0,No,-112.57,-78.29,-76.29,-115.86,-111.29,-108.71,-115,-105,-102,-118,-110,-110,-115,-105,-102,-116,-114,-106,,,,,,,-113,-113,-106,-121,-113,-113,-115,-105,100,-120,-110,-110,-105.0,-115.0,-110.0,-110.0,-115.0,-105.0,,,,,,,-110.0,100.0,-107.0,-113.0,-107.0,-107.0,-115.0,-105.0,-107.0,-113.0,-110.0,-110.0
2025-10-26 21:23:51,2025-11-02 13:00,Detroit Lions,Minnesota Vikings,Yes,542.8,No,-112.14,-78.57,-515.71,381.57,-110.14,-109.86,-110,-110,-470,360,-110,-110,-110,-110,-520,400,-115,-105,,,,,,,-115,-110,-560,375,-114,-112,-115,-105,-550,400,-110,-110,-110.0,-110.0,-510.0,370.0,-105.0,-115.0,,,,,,,-110.0,100.0,-500.0,383.0,-107.0,-107.0,-115.0,-105.0,-500.0,383.0,-110.0,-110.0
2025-10-26 21:23:51,2025-11-02 13:00,Tennessee Titans,Los Angeles Chargers,No,1788.0,No,-78.14,-112.71,408.29,-561.43,-111.29,-109.0,-110,-110,380,-500,-110,-110,-115,-105,430,-590,-118,-104,,,,,,,-108,-117,380,-560,-114,-112,-105,-115,450,-625,-110,-110,-110.0,-110.0,400.0,-575.0,-110.0,-110.0,,,,,,,103.0,-114.0,409.0,-540.0,-107.0,-107.0,-102.0,-118.0,409.0,-540.0,-110.0,-110.0
2025-10-26 21:23:51,2025-11-02 13:00,New York Giants,San Francisco 49ers,No,2552.9,No,-50.71,-83.29,127.29,-151.29,-110.71,-109.57,100,-120,124,-148,-110,-110,-102,-120,130,-154,-120,-102,,,,,,,-118,-108,117,-152,-113,-113,-110,-110,130,-155,-110,-110,100.0,-120.0,130.0,-150.0,-105.0,-115.0,,,,,,,-110.0,100.0,130.0,-150.0,-107.0,-107.0,-115.0,-105.0,130.0,-150.0,-110.0,-110.0
2025-10-26 21:23:51,2025-11-02 16:05,Las Vegas Raiders,Jacksonville Jaguars,No,1973.4,No,-48.29,-114.0,144.43,-170.86,-110.86,-109.14,100,-120,145,-175,-110,-110,-105,-115,146,-174,-115,-105,,,,,,,-108,-118,140,-177,-114,-112,-110,-110,140,-165,-110,-110,100.0,-120.0,150.0,-175.0,-110.0,-110.0,,,,,,,-105.0,-105.0,145.0,-165.0,-107.0,-107.0,-110.0,-110.0,145.0,-165.0,-110.0,-110.0
