Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-11-16 20:21:02,2025-11-16 20:23,Philadelphia Eagles,Detroit Lions,No,444.0,Yes,-110.11,-109.67,-139.67,117.22,-108.11,-112.0,-110,-110,-135,114,-108,-112,-104,-118,-126,108,-106,-114,-110.0,-110.0,-141.0,115.0,-110.0,-110.0,-110.0,-110.0,-135.0,115.0,-110.0,-110.0,-103.0,-107.0,-140.0,120.0,-102.0,-113.0,-105.0,-115.0,-140.0,120.0,-105.0,-115.0,-121,-105,-155,123,-112,-114,-118,-102,-150,125,-110,-110,-110.0,-110.0,-135.0,115.0,-110.0,-110.0
2025-11-16 20:21:02,2025-11-17 20:15,Las Vegas Raiders,Dallas Cowboys,No,1056.9,Yes,-42.44,-66.11,156.22,-186.33,-110.0,-109.89,-115,-105,154,-185,-112,-108,-115,-105,158,-188,-106,-114,100.0,-120.0,151.0,-187.0,-110.0,-110.0,105.0,-125.0,159.0,-185.0,-110.0,-110.0,-116.0,105.0,161.0,-185.0,-107.0,-107.0,-120.0,100.0,161.0,-185.0,-110.0,-110.0,-108,-118,143,-182,-115,-110,-118,-102,154,-185,-110,-110,105.0,-125.0,165.0,-195.0,-110.0,-110.0
2025-11-16 20:21:02,2025-11-20 20:15,Houston Texans,Buffalo Bills,No,1290.3,Yes,-110.33,-109.0,165.25,-203.0,-109.5,-110.33,-110,-110,160,-192,-110,-110,-115,-105,176,-210,-110,-110,,,,,,,,,,,,,-105.0,-105.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-117,-109,155,-200,-110,-115,-105,-115,170,-210,-110,-110,,,,,,
2025-11-16 20:21:02,2025-11-23 13:00,Baltimore Ravens,New York Jets,No,171.7,No,-52.43,-81.57,-1061.0,639.0,-110.86,-109.14,-110,-110,-900,600,-110,-110,-122,100,-1200,750,-115,-105,-110.0,-110.0,-1205.0,620.0,-110.0,-110.0,,,,,,,105.0,-116.0,,,-107.0,-107.0,100.0,-120.0,,,-110.0,-110.0,-115,-110,-1000,575,-114,-112,-115,-105,-1000,650,-110,-110,,,,,,
2025-11-16 20:21:02,2025-11-23 13:00,Chicago Bears,Pittsburgh Steelers,No,408.1,No,-77.17,-75.5,-159.75,131.25,-111.17,-109.0,-110,-110,-162,136,-110,-110,-110,-110,-162,136,-110,-110,,,,,,,,,,,,,100.0,-110.0,,,-113.0,-102.0,-105.0,-115.0,,,-115.0,-105.0,-118,-108,-165,128,-114,-112,-120,100,-150,125,-105,-115,,,,,,
2025-11-16 20:21:02,2025-11-23 13:00,Cincinnati Bengals,New England Patriots,No,726.2,No,-110.0,-109.17,252.4,-325.8,-110.29,-110.0,-110,-110,275,-345,-115,-105,-110,-110,250,-320,-102,-120,,,232.0,-319.0,-110.0,-110.0,,,,,,,-105.0,-105.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-115,-110,225,-295,-113,-113,-110,-110,280,-350,-115,-105,,,,,,
2025-11-16 20:21:02,2025-11-23 13:00,Detroit Lions,New York Giants,No,476.5,No,-109.5,-112.0,-703.0,477.0,-112.8,-108.8,-110,-110,-575,425,-110,-110,-105,-115,-770,540,-120,-102,,,-800.0,490.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,-113,-113,-670,430,-114,-112,-110,-110,-700,500,-110,-110,,,,,,
2025-11-16 20:21:02,2025-11-23 13:00,Green Bay Packers,Minnesota Vikings,Yes,257.7,No,-110.5,-75.5,-273.25,220.0,-75.33,-111.5,-110,-110,-258,210,-110,-110,-105,-115,-295,240,100,-122,,,,,,,,,,,,,-110.0,100.0,,,-107.0,-107.0,-115.0,-105.0,,,-110.0,-110.0,-113,-113,-265,205,-115,-110,-110,-110,-275,225,-110,-110,,,,,,
2025-11-16 20:21:02,2025-11-23 13:00,Kansas City Chiefs,Indianapolis Colts,No,447.8,No,-112.17,-73.83,-197.0,159.5,-75.0,-112.0,-110,-110,-180,150,-110,-110,-110,-110,-188,158,100,-122,,,,,,,,,,,,,-110.0,100.0,,,-107.0,-107.0,-115.0,-105.0,,,-110.0,-110.0,-113,-113,-230,175,-113,-113,-115,-105,-190,155,-110,-110,,,,,,
2025-11-16 20:21:02,2025-11-23 13:00,Tennessee Titans,Seattle Seahawks,No,1974.6,No,-112.57,-49.86,518.0,-787.4,-109.43,-110.71,-110,-110,470,-650,-110,-110,-110,-110,570,-820,-104,-118,-110.0,-110.0,540.0,-952.0,-110.0,-110.0,,,,,,,-116.0,105.0,,,-107.0,-107.0,-120.0,100.0,,,-110.0,-110.0,-112,-114,460,-715,-115,-110,-110,-110,550,-800,-110,-110,,,,,,
