Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-11-03 01:27:41,2025-11-03 20:15,Dallas Cowboys,Arizona Cardinals,No,880.3,Yes,-114.67,-38.67,-173.11,145.33,-111.78,-86.11,-105,-115,-180,150,-110,-110,-120.0,100.0,-170.0,146.0,-110.0,-110.0,-120,-102,-172,144,-110,-110,-120.0,100.0,-175.0,144.0,-110.0,-110.0,-112.0,101.0,-168.0,148.0,-115.0,100.0,-118.0,-102.0,-168.0,148.0,-117.0,-103.0,-107.0,-120.0,-180.0,138.0,-114.0,-112.0,-115,-105,-175,145,-105,-115,-115.0,-105.0,-170.0,145.0,-115.0,-105.0
2025-11-03 01:27:41,2025-11-06 20:15,Denver Broncos,Las Vegas Raiders,Yes,609.3,Yes,-109.38,-109.88,-540.86,392.14,-81.88,-113.25,-105,-115,-520,390,-105,-115,-110.0,-110.0,,,-105.0,-115.0,-110,-110,-560,420,-114,-106,-110.0,-110.0,-566.0,374.0,-110.0,-110.0,-105.0,-105.0,-515.0,393.0,100.0,-115.0,-110.0,-110.0,-515.0,393.0,-103.0,-117.0,-115.0,-109.0,-560.0,375.0,-113.0,-113.0,-110,-110,-550,400,-105,-115,,,,,,
2025-11-03 01:27:41,2025-11-09 09:30,Indianapolis Colts,Atlanta Falcons,No,425.4,No,-109.0,-110.62,-302.86,239.14,-108.88,-110.88,-110,-110,-325,260,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-102,-120,-290,235,-105,-115,-110.0,-110.0,-275.0,206.0,-110.0,-110.0,-105.0,-105.0,-285.0,234.0,-107.0,-107.0,-110.0,-110.0,-285.0,234.0,-110.0,-110.0,-115.0,-110.0,-335.0,245.0,-109.0,-115.0,-110,-110,-325,260,-110,-110,,,,,,
2025-11-03 01:27:41,2025-11-09 13:00,Minnesota Vikings,Baltimore Ravens,No,938.4,No,-110.38,-109.0,159.0,-193.14,-110.75,-109.25,-118,-102,154,-185,-115,-105,-110.0,-110.0,,,-110.0,-110.0,-105,-115,168,-200,-115,-105,-110.0,-110.0,153.0,-198.0,-110.0,-110.0,-105.0,-105.0,159.0,-182.0,-107.0,-107.0,-110.0,-110.0,159.0,-182.0,-110.0,-110.0,-110.0,-115.0,165.0,-215.0,-114.0,-112.0,-115,-105,155,-190,-105,-115,,,,,,
2025-11-03 01:27:41,2025-11-09 13:00,Miami Dolphins,Buffalo Bills,Yes,1162.0,No,-109.88,-109.62,356.57,-474.14,-109.0,-110.88,-110,-110,320,-410,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-115,-105,380,-490,-105,-115,-110.0,-110.0,330.0,-469.0,-110.0,-110.0,-105.0,-105.0,383.0,-500.0,-107.0,-107.0,-110.0,-110.0,383.0,-500.0,-110.0,-110.0,-114.0,-112.0,350.0,-500.0,-115.0,-110.0,-105,-115,350,-450,-105,-115,,,,,,
2025-11-03 01:27:41,2025-11-09 13:00,Carolina Panthers,New Orleans Saints,Yes,649.1,No,-111.62,-108.12,-243.0,195.57,-109.25,-110.62,-110,-110,-238,195,-102,-118,-110.0,-110.0,,,-110.0,-110.0,-120,-102,-255,210,-115,-105,-110.0,-110.0,-248.0,189.0,-110.0,-110.0,-105.0,-105.0,-235.0,195.0,-107.0,-107.0,-110.0,-110.0,-235.0,195.0,-110.0,-110.0,-113.0,-113.0,-240.0,185.0,-110.0,-115.0,-115,-105,-250,200,-110,-110,,,,,,
2025-11-03 01:27:41,2025-11-09 13:00,Chicago Bears,New York Giants,No,707.3,No,-55.5,-114.12,-183.57,151.14,-109.88,-110.12,-105,-115,-175,145,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-105,-115,-190,160,-110,-110,-110.0,-110.0,-194.0,150.0,-110.0,-110.0,105.0,-116.0,-182.0,159.0,-107.0,-107.0,100.0,-120.0,-182.0,159.0,-110.0,-110.0,-109.0,-117.0,-177.0,135.0,-112.0,-114.0,-110,-110,-185,150,-110,-110,,,,,,
2025-11-03 01:27:41,2025-11-09 13:00,New York Jets,Cleveland Browns,No,400.4,No,-112.88,-81.62,-132.29,109.14,-107.0,-113.12,-115,-105,-130,110,-105,-115,-120.0,100.0,,,-105.0,-115.0,-115,-105,-132,112,-115,-105,-110.0,-110.0,-135.0,106.0,-110.0,-110.0,-105.0,-105.0,-130.0,110.0,-102.0,-113.0,-110.0,-110.0,-130.0,110.0,-105.0,-115.0,-113.0,-113.0,-139.0,106.0,-109.0,-117.0,-115,-105,-130,110,-105,-115,,,,,,
2025-11-03 01:27:41,2025-11-09 13:00,Houston Texans,Jacksonville Jaguars,Yes,826.4,No,-111.0,-83.62,-120.0,-22.2,-82.38,-112.75,-105,-115,-118,-102,-112,-108,-115.0,-105.0,,,-105.0,-115.0,-105,-115,-120,102,-105,-115,-110.0,-110.0,-121.0,-105.0,-110.0,-110.0,-113.0,102.0,,,100.0,-115.0,-117.0,-103.0,,,-103.0,-117.0,-113.0,-113.0,-121.0,-106.0,-114.0,-112.0,-110,-110,-120,100,-110,-110,,,,,,
2025-11-03 01:27:41,2025-11-09 13:00,Tampa Bay Buccaneers,New England Patriots,No,1160.8,No,-113.62,-56.0,-146.14,121.14,-109.62,-110.38,-115,-105,-142,120,-110,-110,-120.0,100.0,,,-110.0,-110.0,-110,-110,-144,122,-106,-114,-110.0,-110.0,-149.0,116.0,-110.0,-110.0,-113.0,102.0,-150.0,130.0,-107.0,-107.0,-117.0,-103.0,-150.0,130.0,-110.0,-110.0,-114.0,-112.0,-143.0,110.0,-114.0,-112.0,-110,-110,-145,120,-110,-110,,,,,,
2025-11-03 01:27:41,2025-11-09 16:05,Seattle Seahawks,Arizona Cardinals,Yes,1103.7,No,-113.33,-106.67,-333.33,266.67,-110.0,-110.0,-115,-105,-345,275,-110,-110,,,,,,,-115,-105,-330,265,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,-110,-110,-325,260,-110,-110,,,,,,
2025-11-03 01:27:41,2025-11-09 16:25,Washington Commanders,Detroit Lions,No,401.9,No,-108.33,-111.67,345.0,-443.33,-111.67,-108.33,-110,-110,330,-425,-110,-110,,,,,,,-110,-110,380,-480,-115,-105,,,,,,,,,,,,,,,,,,,,,,,,,-105,-115,325,-425,-110,-110,,,,,,
2025-11-03 01:27:41,2025-11-09 16:25,San Francisco 49ers,Los Angeles Rams,Yes,313.4,No,-29.25,-115.38,154.14,-186.71,-110.75,-109.25,-115,-105,154,-185,-110,-110,105.0,-125.0,,,-110.0,-110.0,-110,-110,162,-194,-110,-110,-110.0,-110.0,148.0,-192.0,-110.0,-110.0,110.0,-121.0,160.0,-183.0,-107.0,-107.0,105.0,-125.0,160.0,-183.0,-110.0,-110.0,-109.0,-117.0,140.0,-180.0,-114.0,-112.0,-110,-110,155,-190,-115,-105,,,,,,
2025-11-03 01:27:41,2025-11-09 20:20,Los Angeles Chargers,Pittsburgh Steelers,No,2143.4,Yes,-112.38,-107.5,-165.43,137.71,-109.88,-110.12,-115,-105,-162,136,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-118,-104,-166,140,-110,-110,-110.0,-110.0,-170.0,133.0,-110.0,-110.0,-105.0,-105.0,-160.0,140.0,-107.0,-107.0,-110.0,-110.0,-160.0,140.0,-110.0,-110.0,-121.0,-106.0,-175.0,135.0,-112.0,-114.0,-110,-110,-165,140,-110,-110,,,,,,
2025-11-03 01:27:41,2025-11-10 20:15,Green Bay Packers,Philadelphia Eagles,No,732.9,Yes,-112.62,-56.88,-142.43,116.86,-108.57,-111.29,-112,-108,-142,120,-112,-108,-120.0,100.0,,,-107.0,-113.0,-110,-110,-136,116,-110,-110,-110.0,-110.0,-147.0,111.0,,,-103.0,-107.0,-136.0,116.0,-104.0,-110.0,-108.0,-112.0,-136.0,116.0,-107.0,-113.0,-118.0,-108.0,-150.0,114.0,-110.0,-115.0,-120,100,-150,125,-110,-110,,,,,,
