Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-12-01 01:30:24,2025-12-01 20:15,New England Patriots,New York Giants,No,170.4,Yes,-84.22,-113.33,-375.78,292.33,-110.89,-109.11,100,-120,-410,320,-112,-108,-102,-120,-370,295,-110,-110,-110.0,-110.0,-377.0,281.0,-110.0,-110.0,-110.0,-110.0,-370.0,295.0,-110.0,-110.0,-105.0,-105.0,-355.0,285.0,-107.0,-107.0,-110.0,-110.0,-355.0,285.0,-110.0,-110.0,-114.0,-112.0,-400.0,285.0,-114.0,-112.0,-102,-118,-375,300,-110,-110,-105.0,-115.0,-370.0,285.0,-115.0,-105.0
2025-12-01 01:30:24,2025-12-04 20:15,Detroit Lions,Dallas Cowboys,No,1013.8,Yes,-110.89,-108.78,-173.12,143.5,-111.33,-108.56,-115,-105,-175,145,-115,-105,-114,-106,-174,146,-115,-105,-110.0,-110.0,-176.0,137.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-104.0,-106.0,-160.0,140.0,-107.0,-107.0,-109.0,-111.0,-160.0,140.0,-110.0,-110.0,-106.0,-121.0,-195.0,150.0,-115.0,-110.0,-115,-105,-175,145,-110,-110,-115.0,-105.0,-170.0,145.0,-110.0,-110.0
2025-12-01 01:30:24,2025-12-07 13:00,Atlanta Falcons,Seattle Seahawks,No,2181.2,No,-30.75,-114.0,331.43,-438.43,-108.0,-112.12,-105,-115,340,-440,-110,-110,-118,-104,360,-460,-110,-110,-110.0,-110.0,300.0,-429.0,-110.0,-110.0,100.0,-120.0,,,-105.0,-115.0,105.0,-116.0,320.0,-405.0,-102.0,-113.0,100.0,-120.0,320.0,-405.0,-105.0,-115.0,-113.0,-112.0,330.0,-480.0,-112.0,-114.0,-105,-115,350,-450,-110,-110,,,,,,
2025-12-01 01:30:24,2025-12-07 13:00,Baltimore Ravens,Pittsburgh Steelers,Yes,197.6,No,-110.5,-108.75,-314.29,247.57,-109.0,-110.88,-110,-110,-305,245,-112,-108,-110,-110,-330,265,-105,-115,-110.0,-110.0,-295.0,220.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-105.0,-105.0,-305.0,249.0,-107.0,-107.0,-110.0,-110.0,-305.0,249.0,-110.0,-110.0,-114.0,-110.0,-335.0,245.0,-113.0,-112.0,-115,-105,-325,260,-105,-115,,,,,,
2025-12-01 01:30:24,2025-12-07 13:00,Buffalo Bills,Cincinnati Bengals,No,392.7,No,-83.38,-111.12,-283.57,225.14,-110.0,-110.0,-110,-110,-285,230,-110,-110,-110,-110,-290,235,-110,-110,-110.0,-110.0,-265.0,198.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,100.0,-110.0,-265.0,219.0,-107.0,-107.0,-105.0,-115.0,-265.0,219.0,-110.0,-110.0,-112.0,-114.0,-315.0,235.0,-113.0,-113.0,-110,-110,-300,240,-110,-110,,,,,,
2025-12-01 01:30:24,2025-12-07 13:00,Cleveland Browns,Tennessee Titans,No,458.6,No,-111.75,-82.5,-209.86,172.0,-110.5,-109.38,-110,-110,-218,180,-110,-110,-115,-105,-200,168,-112,-108,-110.0,-110.0,-216.0,166.0,-110.0,-110.0,-115.0,-105.0,,,-110.0,-110.0,-110.0,100.0,-210.0,180.0,-107.0,-107.0,-115.0,-105.0,-210.0,180.0,-110.0,-110.0,-109.0,-115.0,-205.0,160.0,-115.0,-110.0,-110,-110,-210,170,-110,-110,,,,,,
2025-12-01 01:30:24,2025-12-07 13:00,Jacksonville Jaguars,Indianapolis Colts,Yes,699.0,No,-82.88,-111.62,106.14,-128.57,-110.12,-109.88,-110,-110,105,-125,-110,-110,-110,-110,110,-130,-110,-110,-110.0,-110.0,103.0,-131.0,-110.0,-110.0,-105.0,-115.0,,,-110.0,-110.0,100.0,-110.0,110.0,-130.0,-107.0,-107.0,-105.0,-115.0,110.0,-130.0,-110.0,-110.0,-113.0,-113.0,100.0,-129.0,-114.0,-112.0,-110,-110,105,-125,-110,-110,,,,,,
2025-12-01 01:30:24,2025-12-07 13:00,New York Jets,Miami Dolphins,Yes,1083.3,No,-106.71,-112.57,124.86,-150.86,-107.38,-112.75,-105,-115,130,-155,-110,-110,-105,-115,130,-154,-105,-115,,,120.0,-154.0,-110.0,-110.0,-110.0,-110.0,,,-105.0,-115.0,-101.0,-109.0,128.0,-148.0,-102.0,-113.0,-106.0,-114.0,128.0,-148.0,-105.0,-115.0,-115.0,-110.0,118.0,-152.0,-112.0,-114.0,-105,-115,120,-145,-110,-110,,,,,,
2025-12-01 01:30:24,2025-12-07 13:00,Minnesota Vikings,Washington Commanders,No,940.4,No,-114.25,-55.75,49.25,-120.25,-108.33,-111.67,-122,102,100,-120,-105,-115,-115,-105,100,-118,-115,-105,-110.0,-110.0,-103.0,-123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-110,-110,100,-120,-105,-115,,,,,,
2025-12-01 01:30:24,2025-12-07 13:00,Tampa Bay Buccaneers,New Orleans Saints,Yes,478.6,No,-110.25,-84.25,-435.71,330.57,-110.88,-109.12,-105,-115,-455,350,-118,-102,-110,-110,-430,340,-118,-104,-110.0,-110.0,-450.0,310.0,-110.0,-110.0,-115.0,-105.0,,,-110.0,-110.0,-110.0,100.0,-415.0,327.0,-107.0,-107.0,-115.0,-105.0,-415.0,327.0,-110.0,-110.0,-112.0,-114.0,-435.0,310.0,-109.0,-115.0,-105,-115,-450,350,-105,-115,,,,,,
