Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-11-18 13:26:45,2025-11-20 20:15,Houston Texans,Buffalo Bills,No,1290.3,Yes,-85.44,-111.89,209.56,-258.33,-110.44,-109.56,-105,-115,215,-265,-115,-105,-105,-115,210,-255,-110,-110,-110,-110,198,-250,-110,-110,-105,-115,215,-260,-110,-110,100,-110,215,-260,-107,-107,-110,-110,218.0,-260.0,-110,-110,-114,-112,200,-265,-112,-114,-110,-110,200,-250,-110,-110,-110,-110,215,-260,-110,-110
2025-11-18 13:26:45,2025-11-23 13:00,Baltimore Ravens,New York Jets,No,171.7,No,-109.44,-110.11,-1023.78,633.56,-109.89,-109.89,-110,-110,-900,600,-108,-112,-110,-110,-1100,700,-114,-106,-110,-110,-1099,580,-110,-110,-108,-112,-1000,661,-110,-110,-103,-107,-1000,661,-107,-107,-110,-110,-1000.0,650.0,-110,-110,-114,-112,-1115,600,-115,-109,-115,-105,-900,600,-110,-110,-105,-115,-1100,650,-105,-115
2025-11-18 13:26:45,2025-11-23 13:00,Chicago Bears,Pittsburgh Steelers,No,408.1,No,-39.33,-114.0,-155.0,129.44,-112.22,-108.11,-105,-115,-155,130,-110,-110,-120,-102,-146,124,-120,-102,-105,-115,-158,123,-110,-110,-104,-116,-153,133,-115,-105,103,-114,-153,133,-113,-102,100,-120,-155.0,134.0,-110,-110,-121,-106,-165,128,-112,-114,-102,-118,-150,125,-110,-110,100,-120,-160,135,-110,-110
2025-11-18 13:26:45,2025-11-23 13:00,Cincinnati Bengals,New England Patriots,No,726.2,No,-89.44,-63.78,318.44,-421.0,-111.33,-108.78,-115,-105,320,-410,-102,-118,-104,-118,330,-420,-110,-110,-110,-110,324,-459,-110,-110,-123,103,316,-400,-115,-105,101,-112,316,-400,-113,-102,-120,100,330.0,-420.0,-110,-110,-114,-112,310,-455,-112,-114,-110,-110,320,-425,-115,-105,-110,-110,300,-400,-115,-105
2025-11-18 13:26:45,2025-11-23 13:00,Detroit Lions,New York Giants,No,476.5,No,-110.56,-109.0,-612.78,436.11,-111.67,-108.33,-110,-110,-550,410,-115,-105,-120,-102,-700,500,-115,-105,-110,-110,-625,410,-110,-110,-110,-110,-550,415,-110,-110,-105,-105,-550,415,-107,-107,-110,-110,-550.0,425.0,-110,-110,-110,-114,-715,450,-113,-113,-110,-110,-625,450,-110,-110,-110,-110,-650,450,-115,-105
2025-11-18 13:26:45,2025-11-23 13:00,Green Bay Packers,Minnesota Vikings,Yes,257.7,No,-111.22,-85.89,-304.44,242.44,-109.44,-110.44,-110,-110,-285,230,-115,-105,-112,-108,-310,250,-105,-115,-110,-110,-310,232,-110,-110,-115,-105,-300,245,-110,-110,-110,100,-300,245,-107,-107,-110,-110,-300.0,250.0,-110,-110,-114,-110,-335,240,-113,-112,-110,-110,-300,240,-110,-110,-110,-110,-300,250,-105,-115
2025-11-18 13:26:45,2025-11-23 13:00,Kansas City Chiefs,Indianapolis Colts,No,447.8,No,-14.67,-94.11,-180.0,150.22,-110.56,-109.33,-105,-115,-175,145,-108,-112,-102,-120,-184,154,-115,-105,100,-120,-186,144,-110,-110,100,-120,-175,153,-110,-110,105,-116,-175,153,-107,-107,100,-120,-180.0,155.0,-110,-110,-108,-118,-190,148,-110,-115,-102,-118,-175,145,-110,-110,-120,100,-180,155,-115,-105
2025-11-18 13:26:45,2025-11-23 13:00,Tennessee Titans,Seattle Seahawks,No,1974.6,No,-110.44,-109.11,628.0,-1006.11,-108.89,-111.11,-115,-105,575,-850,-105,-115,-112,-108,660,-1000,-114,-106,-110,-110,620,-1205,-110,-110,-110,-110,661,-1000,-105,-115,-105,-105,661,-1000,-104,-110,-110,-110,650.0,-1000.0,-110,-110,-112,-114,575,-1000,-112,-114,-110,-110,600,-900,-110,-110,-110,-110,650,-1100,-110,-110
2025-11-18 13:26:45,2025-11-23 16:05,Arizona Cardinals,Jacksonville Jaguars,No,1806.5,No,-61.89,-91.0,126.33,-150.78,-109.89,-110.0,-105,-115,124,-148,-108,-112,-108,-112,124,-146,-105,-115,-110,-110,127,-161,-110,-110,-102,-118,130,-150,-112,-108,103,-114,130,-150,-109,-105,100,-120,129.0,-150.0,-110,-110,-110,-115,123,-157,-115,-110,-105,-115,120,-145,-110,-110,-120,100,130,-150,-110,-110
2025-11-18 13:26:45,2025-11-23 16:05,Las Vegas Raiders,Cleveland Browns,No,1833.6,No,-38.44,-114.67,-182.44,151.78,-110.67,-109.44,-118,-102,-170,142,-110,-110,-102,-120,-178,148,-110,-110,100,-120,-194,150,-110,-110,-109,-111,-180,157,-115,-105,103,-114,-180,157,-113,-102,-105,-115,-185.0,159.0,-110,-110,-110,-115,-195,148,-113,-113,100,-120,-175,145,-110,-110,-105,-115,-185,160,-105,-115
