Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-10-12 08:30:41,2025-10-12 09:30,New York Jets,Denver Broncos,No,1628.5,No,-88.0,-87.22,300.89,-387.11,-109.33,-110.67,-118,-102,340,-440,-108,-112,-112,-108,300,-375,-110,-110,-110,-110,286,-374,-110,-110,-110.0,-110.0,300.0,-375.0,-110.0,-110.0,-115.0,-105.0,295.0,-370.0,-110.0,-110.0,-112.0,-108.0,306.0,-385.0,-110.0,-110.0,-112.0,101.0,306.0,-385.0,-107.0,-107.0,-118,-108,285,-400,-109,-117,115.0,-135.0,290.0,-380.0,-110.0,-110.0
2025-10-12 08:30:41,2025-10-12 13:00,Jacksonville Jaguars,Seattle Seahawks,No,2456.2,No,-88.0,-87.44,-105.83,-114.83,-111.33,-108.56,-120,100,-105,-115,-110,-110,-120,-102,-104,-112,-110,-110,-110,-110,-106,-115,-110,-110,-102.0,-118.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-104.0,-116.0,,,-115.0,-105.0,101.0,-112.0,,,-107.0,-107.0,-112,-114,-105,-122,-115,-110,-115.0,-105.0,-105.0,-115.0,-115.0,-105.0
2025-10-12 08:30:41,2025-10-12 13:00,New Orleans Saints,New England Patriots,No,1340.6,No,-114.22,-60.78,162.89,-195.78,-109.33,-110.78,-110,-110,170,-205,-105,-115,-115,-105,162,-194,-115,-105,-115,-105,156,-193,-110,-110,-110.0,-110.0,155.0,-190.0,-110.0,-110.0,-115.0,-105.0,163.0,-190.0,-110.0,-110.0,-115.0,-105.0,165.0,-190.0,-105.0,-115.0,-110.0,100.0,165.0,-190.0,-102.0,-113.0,-118,-107,155,-200,-112,-114,-120.0,100.0,175.0,-210.0,-115.0,-105.0
2025-10-12 08:30:41,2025-10-12 13:01,Indianapolis Colts,Arizona Cardinals,No,1506.4,No,-112.44,-84.67,-496.11,370.56,-85.11,-112.78,-112,-108,-485,370,100,-120,-115,-105,-510,390,-105,-115,-110,-110,-500,370,-110,-110,-110.0,-110.0,-500.0,375.0,-110.0,-110.0,-110.0,-110.0,-460.0,360.0,-110.0,-110.0,-115.0,-105.0,-480.0,370.0,-105.0,-115.0,-110.0,100.0,-480.0,370.0,-102.0,-113.0,-115,-109,-560,375,-114,-112,-115.0,-105.0,-490.0,355.0,-110.0,-110.0
2025-10-12 08:30:41,2025-10-12 13:01,Baltimore Ravens,Los Angeles Rams,No,2326.9,No,-110.33,-109.33,287.89,-370.67,-111.0,-109.0,-102,-118,285,-360,-115,-105,-108,-112,290,-360,-108,-112,-110,-110,298,-396,-110,-110,-118.0,-102.0,310.0,-400.0,-110.0,-110.0,-115.0,-105.0,290.0,-360.0,-110.0,-110.0,-114.0,-106.0,289.0,-360.0,-110.0,-110.0,-109.0,-101.0,289.0,-360.0,-107.0,-107.0,-107,-120,250,-360,-114,-112,-110.0,-110.0,290.0,-380.0,-115.0,-105.0
2025-10-12 08:30:41,2025-10-12 13:01,Carolina Panthers,Dallas Cowboys,No,946.9,No,-89.33,-85.67,138.67,-164.89,-108.56,-111.44,100,-120,145,-175,-115,-105,-115,-105,128,-152,-105,-115,-115,-105,134,-165,-110,-110,-110.0,-110.0,140.0,-170.0,-110.0,-110.0,-115.0,-105.0,138.0,-160.0,-110.0,-110.0,-115.0,-105.0,140.0,-160.0,-105.0,-115.0,-115.0,104.0,140.0,-160.0,-102.0,-113.0,-109,-115,133,-167,-110,-115,-110.0,-110.0,150.0,-175.0,-110.0,-110.0
2025-10-12 08:30:41,2025-10-12 13:01,Pittsburgh Steelers,Cleveland Browns,Yes,114.4,No,-114.44,-83.11,-288.67,233.44,-111.11,-86.67,-120,100,-278,225,-120,100,-120,-102,-280,230,-110,-110,-115,-105,-290,226,-110,-110,-110.0,-110.0,-275.0,225.0,-110.0,-110.0,-115.0,-105.0,-280.0,235.0,-110.0,-110.0,-115.0,-105.0,-300.0,245.0,-110.0,-110.0,-108.0,-102.0,-300.0,245.0,-107.0,-107.0,-112,-114,-305,230,-113,-113,-115.0,-105.0,-290.0,240.0,-110.0,-110.0
2025-10-12 08:30:41,2025-10-12 13:01,Miami Dolphins,Los Angeles Chargers,No,2336.5,No,-112.22,-85.0,171.44,-206.89,-110.11,-109.89,-120,100,180,-218,-102,-118,-106,-114,162,-194,-112,-108,-115,-105,169,-210,-110,-110,-110.0,-110.0,170.0,-210.0,-110.0,-110.0,-110.0,-110.0,170.0,-200.0,-110.0,-110.0,-115.0,-105.0,177.0,-205.0,-115.0,-105.0,-104.0,-106.0,177.0,-205.0,-109.0,-105.0,-115,-110,163,-210,-113,-113,-115.0,-105.0,175.0,-210.0,-110.0,-110.0
2025-10-12 08:30:41,2025-10-12 16:06,Las Vegas Raiders,Tennessee Titans,No,1583.4,No,-108.67,-110.89,-224.11,182.44,-109.22,-110.89,-105,-115,-205,170,-112,-108,-105,-115,-215,180,-110,-110,-110,-110,-222,178,-110,-110,-105.0,-115.0,-220.0,180.0,-110.0,-110.0,-110.0,-110.0,-220.0,185.0,-110.0,-110.0,-110.0,-110.0,-230.0,192.0,-105.0,-115.0,-105.0,-105.0,-230.0,192.0,-102.0,-113.0,-113,-113,-250,180,-109,-117,-115.0,-105.0,-225.0,185.0,-115.0,-105.0
2025-10-12 08:30:41,2025-10-12 16:26,Green Bay Packers,Cincinnati Bengals,No,415.5,No,-84.44,-112.89,-1221.33,730.0,-110.89,-109.0,-105,-115,-1100,700,-110,-110,-106,-114,-1200,750,-115,-105,-110,-110,-1262,705,-110,-110,-105.0,-115.0,-1200.0,775.0,-110.0,-110.0,-105.0,-115.0,-1100.0,700.0,-110.0,-110.0,-105.0,-115.0,-1300.0,795.0,-113.0,-107.0,100.0,-110.0,-1300.0,795.0,-110.0,-104.0,-114,-112,-1430,700,-110,-115,-110.0,-110.0,-1100.0,650.0,-110.0,-110.0
