Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
2025-10-20 08:36:17,2025-10-20 19:00,Detroit Lions,Tampa Bay Buccaneers,No,990.7,Yes,-109.33,-110.11,-282.67,226.67,-108.67,-111.22,-110,-110,-285,230,-108,-112,-105,-115,-290,235,-108,-112,-115.0,-105.0,-260.0,218.0,-110.0,-110.0,-110.0,-110.0,-294,225,-110.0,-110.0,-104.0,-106.0,-275.0,226.0,-102.0,-113.0,-110.0,-110.0,-275.0,226.0,-105.0,-115.0,-110.0,-115.0,-305.0,225.0,-110.0,-114.0,-110.0,-110.0,-275.0,225.0,-115.0,-105.0,-110.0,-110.0,-285.0,230.0,-110.0,-110.0
2025-10-20 08:36:17,2025-10-20 22:00,Seattle Seahawks,Houston Texans,No,1892.4,Yes,-117.78,-13.22,-175.78,147.56,-108.78,-111.11,-110,-110,-166,140,-105,-115,-118,-104,-174,146,-105,-115,-120.0,100.0,-175.0,150.0,-110.0,-110.0,-115.0,-105.0,-177,143,-110.0,-110.0,-114.0,103.0,-175.0,153.0,-107.0,-107.0,-122.0,102.0,-175.0,153.0,-110.0,-110.0,-118.0,-108.0,-190.0,148.0,-112.0,-113.0,-125.0,105.0,-175.0,150.0,-110.0,-110.0,-118.0,-102.0,-175.0,145.0,-110.0,-110.0
2025-10-20 08:36:17,2025-10-23 20:15,Los Angeles Chargers,Minnesota Vikings,No,1532.4,Yes,-111.5,-82.88,-139.14,115.0,-108.86,-111.0,-110,-110,-135,114,-110,-110,-112,-108,-144,122,-105,-115,-120.0,100.0,,,-110.0,-110.0,-110.0,-110.0,-142,112,,,-105.0,-105.0,-136.0,116.0,-107.0,-107.0,-110.0,-110.0,-136.0,116.0,-110.0,-110.0,-115.0,-110.0,-141.0,110.0,-110.0,-115.0,,,,,,,-110.0,-110.0,-140.0,115.0,-110.0,-110.0
2025-10-20 08:36:17,2025-10-26 13:00,Atlanta Falcons,Miami Dolphins,No,592.2,No,-110.0,-111.0,-402.0,305.0,-111.4,-109.8,-110,-110,-395,310,-115,-105,-108,-112,-420,330,-108,-112,,,,,,,-110.0,-110.0,-400,285,-110.0,-110.0,,,,,,,,,,,,,-112.0,-113.0,-420.0,300.0,-114.0,-112.0,,,,,,,-110.0,-110.0,-375.0,300.0,-110.0,-110.0
2025-10-20 08:36:17,2025-10-26 13:00,Baltimore Ravens,Chicago Bears,No,604.8,No,-110.12,-109.38,-326.43,256.0,-109.62,-110.25,-110,-110,-305,245,-110,-110,-114,-106,-335,270,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-330,244,-110.0,-110.0,-102.0,-108.0,-340.0,274.0,-107.0,-107.0,-107.0,-113.0,-340.0,274.0,-110.0,-110.0,-113.0,-113.0,-335.0,245.0,-110.0,-115.0,,,,,,,-115.0,-105.0,-300.0,240.0,-110.0,-110.0
2025-10-20 08:36:17,2025-10-26 13:00,Carolina Panthers,Buffalo Bills,No,532.4,No,-114.0,-80.62,303.71,-396.29,-107.12,-112.88,-115,-105,280,-355,-110,-110,-112,-108,340,-430,-105,-115,-115.0,-105.0,,,-105.0,-115.0,-110.0,-110.0,270,-374,-110.0,-110.0,-110.0,100.0,313.0,-395.0,-102.0,-113.0,-115.0,-105.0,313.0,-395.0,-105.0,-115.0,-120.0,-107.0,285.0,-400.0,-110.0,-115.0,,,,,,,-115.0,-105.0,325.0,-425.0,-110.0,-110.0
2025-10-20 08:36:17,2025-10-26 13:00,Cincinnati Bengals,New York Jets,No,566.6,No,-83.75,-111.0,-256.43,205.0,-109.38,-110.75,-108,-112,-258,210,-110,-110,-118,-104,-245,200,-115,-105,-105.0,-115.0,,,-105.0,-115.0,-110.0,-110.0,-255,193,-110.0,-110.0,100.0,-110.0,-242.0,201.0,-102.0,-113.0,-105.0,-115.0,-242.0,201.0,-105.0,-115.0,-109.0,-117.0,-278.0,205.0,-113.0,-113.0,,,,,,,-115.0,-105.0,-275.0,225.0,-115.0,-105.0
2025-10-20 08:36:17,2025-10-26 13:00,New England Patriots,Cleveland Browns,No,540.1,No,-108.5,-111.25,-348.57,272.29,-109.12,-110.75,-115,-105,-340,270,-110,-110,-104,-118,-320,260,-105,-115,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-360,260,-110.0,-110.0,-105.0,-105.0,-380.0,303.0,-109.0,-105.0,-110.0,-110.0,-380.0,303.0,-112.0,-108.0,-109.0,-117.0,-335.0,250.0,-112.0,-113.0,,,,,,,-105.0,-115.0,-325.0,260.0,-105.0,-115.0
2025-10-20 08:36:17,2025-10-26 13:00,Houston Texans,San Francisco 49ers,No,1615.9,No,-112.25,-109.25,-126.2,103.8,-112.8,-108.4,-112,-108,-125,105,-115,-105,-108,-112,-126,108,-115,-105,,,,,,,,,-128,101,-110.0,-110.0,,,,,,,,,,,,,-114.0,-112.0,-127.0,100.0,-114.0,-112.0,,,,,,,-115.0,-105.0,-125.0,105.0,-110.0,-110.0
2025-10-20 08:36:17,2025-10-26 13:00,Philadelphia Eagles,New York Giants,Yes,85.4,No,-82.62,-111.88,-347.14,269.0,-109.0,-110.88,-110,-110,-355,280,-105,-115,-108,-112,-360,290,-105,-115,-105.0,-115.0,,,-110.0,-110.0,-110.0,-110.0,-340,250,-110.0,-110.0,100.0,-110.0,-340.0,274.0,-107.0,-107.0,-105.0,-115.0,-340.0,274.0,-110.0,-110.0,-113.0,-113.0,-345.0,235.0,-110.0,-115.0,,,,,,,-110.0,-110.0,-350.0,280.0,-115.0,-105.0
