Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-11-24 13:26:57,2025-11-24 20:15,San Francisco 49ers,Carolina Panthers,No,2281.2,Yes,-61.33,-114.0,-400.22,308.56,-110.0,-110.0,-108,-112,-410,320,-110,-110,-105.0,-115.0,-365.0,293.0,-110.0,-110.0,-104,-118,-405,320,-110,-110,-105,-115,-407,304,-110,-110,-107,-113,-390,310,-110,-110,100,-110,-390,310,-107,-107,-118,-108,-435,310,-113,-113,-105,-115,-400,310,-110,-110,100.0,-120.0,-400.0,300.0,-110.0,-110.0
2025-11-24 13:26:57,2025-11-27 13:00,Detroit Lions,Green Bay Packers,Yes,293.2,No,-113.44,-84.22,-146.33,122.78,-109.44,-110.67,-112,-108,-142,120,-115,-105,-120.0,100.0,-145.0,125.0,-105.0,-115.0,-115,-105,-144,122,-110,-110,-110,-110,-147,120,-110,-110,-110,-110,-145,125,-105,-115,-105,-105,-145,125,-102,-113,-121,-108,-159,123,-113,-113,-118,-102,-150,125,-115,-105,-110.0,-110.0,-140.0,120.0,-110.0,-110.0
2025-11-24 13:26:57,2025-11-27 16:30,Dallas Cowboys,Kansas City Chiefs,No,458.4,No,-91.56,-39.11,147.22,-176.11,-113.0,-107.33,-115,-105,142,-170,-112,-108,-120.0,100.0,146.0,-170.0,-115.0,-105.0,-105,-115,152,-180,-120,-102,100,-120,135,-173,-110,-110,-125,105,150,-171,-115,-105,-121,110,150,-171,-113,-102,-118,-107,155,-195,-112,-114,-115,-105,155,-190,-110,-110,-105.0,-115.0,140.0,-165.0,-110.0,-110.0
2025-11-24 13:26:57,2025-11-27 20:20,Baltimore Ravens,Cincinnati Bengals,Yes,423.8,Yes,-112.12,-57.5,-349.38,271.12,-109.25,-110.62,-112,-108,-340,270,-105,-115,,,,,,,-115,-105,-370,295,-112,-108,-110,-110,-400,279,-110,-110,-120,100,-320,260,-110,-110,-116,105,-320,260,-107,-107,-109,-117,-345,250,-115,-110,-110,-110,-350,280,-110,-110,-105.0,-115.0,-350.0,275.0,-105.0,-115.0
2025-11-24 13:26:57,2025-11-28 15:00,Philadelphia Eagles,Chicago Bears,No,665.3,No,-60.22,-114.78,-325.0,257.11,-108.11,-112.11,-105,-115,-325,260,-105,-115,-105.0,-115.0,-310.0,255.0,-110.0,-110.0,-108,-112,-340,275,-104,-118,100,-120,-330,244,-110,-110,-105,-115,-300,245,-110,-110,100,-110,-300,245,-107,-107,-107,-118,-385,275,-112,-114,-102,-118,-325,260,-110,-110,-110.0,-110.0,-310.0,255.0,-105.0,-115.0
2025-11-24 13:26:57,2025-11-30 13:00,Tampa Bay Buccaneers,Arizona Cardinals,No,1804.8,No,-111.5,-83.0,-140.38,117.5,-111.88,-108.25,-110,-110,-135,114,-105,-115,-115.0,-105.0,-145.0,125.0,-115.0,-105.0,-108,-112,-134,114,-115,-105,-110,-110,-143,112,-110,-110,-115,-105,-145,125,-115,-105,-110,100,-145,125,-113,-102,-114,-112,-141,110,-112,-114,-110,-110,-135,115,-110,-110,,,,,,
2025-11-24 13:26:57,2025-11-30 13:00,New York Jets,Atlanta Falcons,No,747.8,No,-83.78,-113.56,121.22,-144.22,-110.67,-109.33,-105,-115,120,-142,-115,-105,-105.0,-115.0,125.0,-145.0,-110.0,-110.0,-105,-115,124,-146,-110,-110,-110,-110,117,-149,-110,-110,-105,-115,125,-145,-110,-110,100,-110,125,-145,-107,-107,-114,-112,112,-141,-114,-112,-105,-115,118,-140,-110,-110,-105.0,-115.0,125.0,-145.0,-110.0,-110.0
2025-11-24 13:26:57,2025-11-30 13:00,Carolina Panthers,Los Angeles Rams,No,2126.0,No,-111.75,-107.88,449.0,-626.12,-109.62,-110.25,-115,-105,440,-600,-115,-105,-110.0,-110.0,450.0,-600.0,-110.0,-110.0,-120,-102,540,-770,-105,-115,-110,-110,370,-549,-110,-110,-113,-107,446,-600,-110,-110,-108,-102,446,-600,-107,-107,-108,-117,400,-590,-110,-115,-110,-110,500,-700,-110,-110,,,,,,
2025-11-24 13:26:57,2025-11-30 13:00,Cleveland Browns,San Francisco 49ers,No,2152.6,No,-109.62,-110.12,236.25,-297.12,-110.38,-109.62,-108,-112,240,-298,-115,-105,-105.0,-115.0,238.0,-285.0,-110.0,-110.0,-118,-104,235,-290,-112,-108,-110,-110,234,-319,-110,-110,-107,-113,234,-285,-110,-110,-102,-108,234,-285,-107,-107,-117,-109,235,-315,-109,-117,-110,-110,240,-300,-110,-110,,,,,,
2025-11-24 13:26:57,2025-11-30 13:00,Indianapolis Colts,Houston Texans,Yes,870.3,No,-108.33,-111.11,-222.0,182.22,-109.33,-110.67,-110,-110,-225,185,-108,-112,-110.0,-110.0,-220.0,185.0,-110.0,-110.0,-105,-115,-220,184,-112,-108,-110,-110,-228,174,-110,-110,-110,-110,-220,186,-110,-110,-105,-105,-220,186,-107,-107,-110,-115,-220,170,-112,-114,-110,-110,-220,185,-105,-115,-105.0,-115.0,-225.0,185.0,-110.0,-110.0
2025-11-24 13:26:57,2025-11-30 13:00,Tennessee Titans,Jacksonville Jaguars,Yes,500.3,No,-107.78,-112.11,267.89,-341.22,-108.78,-111.11,-105,-115,260,-325,-105,-115,-110.0,-110.0,270.0,-330.0,-110.0,-110.0,-104,-118,295,-370,-110,-110,-110,-110,242,-336,-110,-110,-108,-112,267,-330,-110,-110,-103,-107,267,-330,-107,-107,-120,-107,260,-360,-112,-113,-105,-115,280,-350,-110,-110,-105.0,-115.0,270.0,-340.0,-105.0,-115.0
2025-11-24 13:26:57,2025-11-30 13:00,Miami Dolphins,New Orleans Saints,No,661.3,No,-109.78,-109.78,-274.44,221.89,-108.67,-111.67,-108,-112,-250,205,-108,-112,-110.0,-110.0,-275.0,230.0,-115.0,-105.0,-115,-105,-295,240,-104,-118,-110,-110,-280,210,-110,-110,-108,-112,-275,226,-105,-115,-103,-107,-275,226,-102,-113,-114,-112,-265,205,-109,-117,-110,-110,-275,225,-110,-110,-110.0,-110.0,-280.0,230.0,-115.0,-105.0
2025-11-24 13:26:57,2025-11-30 16:05,Seattle Seahawks,Minnesota Vikings,No,1395.6,No,-110.56,-108.89,-506.22,376.56,-109.22,-110.78,-112,-108,-500,380,-115,-105,-110.0,-110.0,-475.0,375.0,-110.0,-110.0,-105,-115,-520,410,-105,-115,-110,-110,-526,350,-110,-110,-115,-105,-475,367,-110,-110,-105,-105,-475,367,-107,-107,-113,-112,-560,380,-114,-112,-110,-110,-525,400,-102,-118,-115.0,-105.0,-500.0,360.0,-110.0,-110.0
2025-11-24 13:26:57,2025-11-30 16:25,Pittsburgh Steelers,Buffalo Bills,No,172.7,No,-84.89,-112.67,173.67,-211.22,-110.0,-109.78,-105,-115,164,-198,-112,-108,-105.0,-115.0,175.0,-205.0,-110.0,-110.0,-120,-102,184,-220,-112,-108,-110,-110,166,-218,-110,-110,-105,-115,177,-205,-110,-110,100,-110,177,-205,-107,-107,-109,-117,175,-230,-109,-115,-105,-115,170,-210,-110,-110,-105.0,-115.0,175.0,-210.0,-110.0,-110.0
2025-11-24 13:26:57,2025-11-30 16:25,Los Angeles Chargers,Las Vegas Raiders,Yes,231.8,No,-87.44,-109.89,-556.78,399.56,-110.0,-110.0,-108,-112,-625,455,-108,-112,100.0,-120.0,-500.0,390.0,-110.0,-110.0,-110,-110,-590,430,-108,-112,-110,-110,-526,350,-110,-110,-110,-110,-500,383,-110,-110,-105,-105,-500,383,-107,-107,-114,-112,-670,420,-112,-114,-115,-105,-600,425,-110,-110,-115.0,-105.0,-500.0,360.0,-115.0,-105.0
2025-11-24 13:26:57,2025-11-30 20:20,Washington Commanders,Denver Broncos,No,1503.5,Yes,-107.67,-111.67,253.11,-318.89,-110.44,-109.56,-105,-115,250,-310,-110,-110,-110.0,-110.0,250.0,-300.0,-110.0,-110.0,-105,-115,280,-350,-110,-110,-110,-110,228,-310,-110,-110,-110,-110,245,-300,-110,-110,-105,-105,245,-300,-107,-107,-109,-115,270,-375,-112,-114,-105,-115,260,-325,-110,-110,-110.0,-110.0,250.0,-300.0,-115.0,-105.0
2025-11-24 13:26:57,2025-12-01 20:15,New England Patriots,New York Giants,No,170.4,Yes,-83.11,-114.11,-408.44,310.78,-110.67,-109.33,-105,-115,-395,310,-115,-105,-105.0,-115.0,-390.0,312.0,-110.0,-110.0,-105,-115,-430,340,-110,-110,-110,-110,-391,265,-110,-110,-105,-115,-390,310,-110,-110,100,-110,-390,310,-107,-107,-108,-117,-455,320,-114,-112,-105,-115,-425,325,-110,-110,-105.0,-115.0,-410.0,305.0,-110.0,-110.0
