Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-11-23 07:31:05,2025-11-23 13:00,Baltimore Ravens,New York Jets,No,171.7,No,-111.44,-85.89,-1320.78,760.44,-111.44,-108.44,-112,-108,-1000,650,-118,-102,-114.0,-106.0,-1400.0,830.0,-110.0,-110.0,-105,-115,-1457,769,-110,-110,-112.0,101.0,-1300.0,795.0,-107.0,-107.0,-105.0,-115.0,-1300.0,795.0,-110.0,-110.0,-115.0,-105.0,-1300.0,780.0,-110.0,-110.0,-115,-110,-1430,700,-113,-112,-110.0,-110.0,-1400.0,800.0,-110.0,-110.0,-115.0,-105.0,-1300.0,725.0,-115.0,-105.0
2025-11-23 07:31:05,2025-11-23 13:00,Chicago Bears,Pittsburgh Steelers,No,408.1,No,-115.11,-60.0,-145.89,122.56,-109.89,-110.0,-115,-105,-148,124,-112,-108,-115.0,-105.0,-142.0,120.0,-110.0,-110.0,-110,-110,-146,119,-110,-110,-113.0,102.0,-145.0,125.0,-107.0,-107.0,-115.0,-105.0,-145.0,125.0,-110.0,-110.0,-120.0,100.0,-145.0,125.0,-110.0,-110.0,-118,-107,-152,120,-115,-110,-115.0,-105.0,-145.0,120.0,-110.0,-110.0,-115.0,-105.0,-145.0,125.0,-105.0,-115.0
2025-11-23 07:31:05,2025-11-23 13:00,Cincinnati Bengals,New England Patriots,No,726.2,No,-110.33,-109.22,307.33,-396.0,-109.67,-110.22,-112,-108,310,-395,-115,-105,-110.0,-110.0,330.0,-420.0,-110.0,-110.0,-110,-110,317,-429,-110,-110,-109.0,-101.0,292.0,-365.0,-107.0,-107.0,-110.0,-110.0,292.0,-365.0,-110.0,-110.0,-110.0,-110.0,305.0,-380.0,-110.0,-110.0,-112,-114,320,-455,-110,-115,-110.0,-110.0,310.0,-375.0,-110.0,-110.0,-110.0,-110.0,290.0,-380.0,-105.0,-115.0
2025-11-23 07:31:05,2025-11-23 13:00,Detroit Lions,New York Giants,No,476.5,No,-112.44,-85.11,-963.11,619.89,-113.67,-106.56,-110,-110,-1000,650,-115,-105,-120.0,-102.0,-1000.0,660.0,-120.0,-102.0,-110,-110,-1133,661,-110,-110,-110.0,100.0,-925.0,624.0,-113.0,-102.0,-115.0,-105.0,-925.0,624.0,-115.0,-105.0,-115.0,-105.0,-900.0,600.0,-110.0,-110.0,-112,-114,-835,510,-115,-110,-110.0,-110.0,-1000.0,650.0,-110.0,-110.0,-110.0,-110.0,-950.0,600.0,-115.0,-105.0
2025-11-23 07:31:05,2025-11-23 13:00,Green Bay Packers,Minnesota Vikings,Yes,257.7,No,-85.0,-112.33,-286.11,229.44,-109.33,-110.67,-108,-112,-290,235,-108,-112,-105.0,-115.0,-295.0,240.0,-105.0,-115.0,-110,-110,-275,216,-110,-110,100.0,-110.0,-270.0,222.0,-107.0,-107.0,-105.0,-115.0,-270.0,222.0,-110.0,-110.0,-110.0,-110.0,-275.0,230.0,-110.0,-110.0,-112,-114,-335,240,-114,-112,-105.0,-115.0,-285.0,230.0,-110.0,-110.0,-110.0,-110.0,-280.0,230.0,-110.0,-110.0
2025-11-23 07:31:05,2025-11-23 13:00,Kansas City Chiefs,Indianapolis Colts,No,447.8,No,-83.22,-114.0,-189.11,158.78,-108.89,-110.89,-105,-115,-180,150,-108,-112,-108.0,-112.0,-188.0,158.0,-105.0,-115.0,-110,-110,-183,148,-110,-110,-102.0,-108.0,-193.0,168.0,-107.0,-107.0,-107.0,-113.0,-193.0,168.0,-110.0,-110.0,100.0,-120.0,-190.0,163.0,-110.0,-110.0,-110,-115,-195,155,-110,-114,-102.0,-118.0,-185.0,154.0,-110.0,-110.0,-105.0,-115.0,-195.0,165.0,-110.0,-110.0
2025-11-23 07:31:05,2025-11-23 13:00,Tennessee Titans,Seattle Seahawks,No,1974.6,No,-110.67,-86.67,620.0,-961.0,-110.22,-109.78,-110,-110,625,-950,-110,-110,-108.0,-112.0,640.0,-950.0,-108.0,-112.0,-120,100,714,-1199,-110,-110,-105.0,-105.0,613.0,-900.0,-107.0,-107.0,-110.0,-110.0,613.0,-900.0,-110.0,-110.0,-110.0,-110.0,600.0,-900.0,-110.0,-110.0,-113,-113,575,-1000,-117,-109,-110.0,-110.0,600.0,-900.0,-110.0,-110.0,-110.0,-110.0,600.0,-950.0,-110.0,-110.0
2025-11-23 07:31:05,2025-11-23 16:05,Arizona Cardinals,Jacksonville Jaguars,No,1806.5,No,-110.22,-109.33,113.44,-135.22,-109.0,-111.11,-115,-105,114,-135,-112,-108,-110.0,-110.0,120.0,-142.0,-110.0,-110.0,-110,-110,105,-129,-110,-110,-108.0,-102.0,115.0,-135.0,-102.0,-113.0,-112.0,-108.0,115.0,-135.0,-105.0,-115.0,-105.0,-115.0,110.0,-130.0,-110.0,-110.0,-112,-114,112,-141,-112,-114,-115.0,-105.0,115.0,-135.0,-110.0,-110.0,-105.0,-115.0,115.0,-135.0,-110.0,-110.0
2025-11-23 07:31:05,2025-11-23 16:05,Las Vegas Raiders,Cleveland Browns,No,1833.6,No,-60.89,-114.33,-184.0,154.33,-109.78,-110.44,-108,-112,-175,145,-118,-102,-110.0,-110.0,-180.0,152.0,-104.0,-118.0,100,-120,-186,150,-110,-110,109.0,-120.0,-185.0,161.0,-105.0,-109.0,-105.0,-115.0,-185.0,161.0,-108.0,-112.0,-110.0,-110.0,-180.0,155.0,-110.0,-110.0,-109,-117,-195,155,-113,-113,-110.0,-110.0,-190.0,155.0,-110.0,-110.0,-105.0,-115.0,-180.0,155.0,-110.0,-110.0
2025-11-23 07:31:05,2025-11-23 16:25,New Orleans Saints,Atlanta Falcons,Yes,424.5,No,-111.89,-107.67,-131.44,88.11,-109.44,-110.56,-115,-105,-135,114,-105,-115,-112.0,-108.0,-134.0,114.0,-115.0,-105.0,-110,-110,-121,-101,-110,-110,-104.0,-106.0,-133.0,113.0,-107.0,-107.0,-112.0,-108.0,-133.0,113.0,-110.0,-110.0,-115.0,-105.0,-135.0,115.0,-110.0,-110.0,-114,-112,-127,100,-113,-113,-110.0,-110.0,-130.0,110.0,-110.0,-110.0,-115.0,-105.0,-135.0,115.0,-105.0,-115.0
