Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-11-24 20:20:08,2025-11-24 20:15,San Francisco 49ers,Carolina Panthers,No,2281.2,Yes,-63.89,-116.89,-397.44,294.11,-112.11,-113.0,-120,-110,-410,290,-110,-120,100.0,-120.0,-380.0,305.0,-105.0,-115.0,-108,-122,-440,310,-112,-118,-105.0,-115.0,-412.0,311.0,-110.0,-110.0,-105.0,-115.0,-395.0,313.0,-110.0,-110.0,100.0,-110.0,-395.0,313.0,-105.0,-109.0,-122,-115,-360,245,-122,-115,-105,-125,-375,280,-115,-110,-110.0,-120.0,-410.0,280.0,-120.0,-110.0
2025-11-24 20:20:08,2025-11-27 13:00,Detroit Lions,Green Bay Packers,Yes,293.2,No,-115.11,-60.33,-147.11,123.56,-110.0,-110.0,-112,-108,-142,120,-115,-105,-120.0,100.0,-145.0,125.0,-110.0,-110.0,-115,-105,-146,124,-105,-115,-110.0,-110.0,-147.0,120.0,-110.0,-110.0,-115.0,-105.0,-145.0,125.0,-110.0,-110.0,-110.0,100.0,-145.0,125.0,-107.0,-107.0,-121,-108,-159,123,-113,-113,-118,-102,-150,125,-110,-110,-115.0,-105.0,-145.0,125.0,-110.0,-110.0
2025-11-24 20:20:08,2025-11-27 16:30,Dallas Cowboys,Kansas City Chiefs,No,458.4,No,-91.56,-39.11,148.56,-177.11,-112.78,-107.56,-115,-105,150,-180,-110,-110,-120.0,100.0,146.0,-170.0,-115.0,-105.0,-105,-115,152,-180,-120,-102,100.0,-120.0,141.0,-174.0,-110.0,-110.0,-125.0,105.0,149.0,-170.0,-115.0,-105.0,-121.0,110.0,149.0,-170.0,-113.0,-102.0,-118,-107,155,-195,-112,-114,-115,-105,155,-190,-110,-110,-105.0,-115.0,140.0,-165.0,-110.0,-110.0
2025-11-24 20:20:08,2025-11-27 20:20,Baltimore Ravens,Cincinnati Bengals,Yes,423.8,Yes,-88.56,-64.44,-329.0,259.78,-109.89,-110.0,-110,-110,-355,280,-110,-110,-105.0,-115.0,-300.0,250.0,-110.0,-110.0,-112,-108,-355,285,-112,-108,100.0,-120.0,-336.0,240.0,-110.0,-110.0,-120.0,100.0,-305.0,249.0,-110.0,-110.0,-116.0,105.0,-305.0,249.0,-107.0,-107.0,-109,-117,-345,250,-115,-110,-110,-110,-350,280,-110,-110,-115.0,-105.0,-310.0,255.0,-105.0,-115.0
2025-11-24 20:20:08,2025-11-28 15:00,Philadelphia Eagles,Chicago Bears,No,665.3,No,-82.22,-115.33,-322.78,255.44,-109.22,-111.0,-105,-115,-325,260,-105,-115,-105.0,-115.0,-310.0,255.0,-110.0,-110.0,-104,-118,-320,260,-104,-118,-105.0,-115.0,-330.0,244.0,-110.0,-110.0,-105.0,-115.0,-300.0,245.0,-110.0,-110.0,100.0,-110.0,-300.0,245.0,-107.0,-107.0,-109,-117,-385,275,-117,-109,-102,-118,-325,260,-110,-110,-105.0,-115.0,-310.0,255.0,-110.0,-110.0
2025-11-24 20:20:08,2025-11-30 13:00,Tampa Bay Buccaneers,Arizona Cardinals,No,1804.8,No,-108.57,-110.86,-159.43,132.86,-110.86,-109.14,-108,-112,-155,130,-110,-110,,,,,,,-110,-110,-158,134,-115,-105,-110.0,-110.0,-164.0,128.0,-110.0,-110.0,-110.0,-110.0,-160.0,140.0,-110.0,-110.0,-105.0,-105.0,-160.0,140.0,-107.0,-107.0,-112,-114,-159,123,-114,-112,-105,-115,-160,135,-110,-110,,,,,,
2025-11-24 20:20:08,2025-11-30 13:00,New York Jets,Atlanta Falcons,No,747.8,No,-107.67,-111.89,120.67,-143.67,-110.67,-109.33,-105,-115,120,-142,-115,-105,-105.0,-115.0,125.0,-145.0,-110.0,-110.0,-105,-115,124,-146,-110,-110,-110.0,-110.0,117.0,-149.0,-110.0,-110.0,-110.0,-110.0,125.0,-145.0,-110.0,-110.0,-105.0,-105.0,125.0,-145.0,-107.0,-107.0,-114,-112,112,-141,-114,-112,-105,-115,118,-140,-110,-110,-110.0,-110.0,120.0,-140.0,-110.0,-110.0
2025-11-24 20:20:08,2025-11-30 13:00,Carolina Panthers,Los Angeles Rams,No,2126.0,No,-114.4,-107.2,455.0,-635.0,-110.0,-111.0,-115,-105,440,-600,-115,-105,-110.0,-110.0,,,-110.0,-110.0,-120,-102,480,-650,-105,-115,,,,,,,,,,,,,,,,,,,-117,-109,400,-590,-110,-115,-110,-110,500,-700,-110,-110,,,,,,
2025-11-24 20:20:08,2025-11-30 13:00,Cleveland Browns,San Francisco 49ers,No,2152.6,No,-112.75,-109.25,225.0,-283.75,-110.5,-110.75,-112,-108,215,-265,-115,-105,,,,,,,-120,-102,235,-290,-112,-108,,,,,,,,,,,,,,,,,,,-109,-117,225,-305,-110,-115,-110,-110,225,-275,-105,-115,,,,,,
2025-11-24 20:20:08,2025-11-30 13:00,Indianapolis Colts,Houston Texans,Yes,870.3,No,-108.89,-110.56,-223.11,182.89,-109.44,-110.56,-110,-110,-225,185,-108,-112,-110.0,-110.0,-220.0,185.0,-110.0,-110.0,-105,-115,-215,180,-112,-108,-110.0,-110.0,-228.0,174.0,-110.0,-110.0,-110.0,-110.0,-220.0,186.0,-110.0,-110.0,-105.0,-105.0,-220.0,186.0,-107.0,-107.0,-110,-115,-235,180,-113,-113,-110,-110,-220,185,-105,-115,-110.0,-110.0,-225.0,185.0,-110.0,-110.0
2025-11-24 20:20:08,2025-11-30 13:00,Tennessee Titans,Jacksonville Jaguars,Yes,500.3,No,-108.44,-111.33,266.11,-337.78,-108.78,-111.22,-112,-108,260,-325,-105,-115,-110.0,-110.0,270.0,-330.0,-110.0,-110.0,-104,-118,290,-360,-110,-110,-110.0,-110.0,236.0,-325.0,-110.0,-110.0,-108.0,-112.0,267.0,-330.0,-110.0,-110.0,-103.0,-107.0,267.0,-330.0,-107.0,-107.0,-109,-117,260,-360,-112,-114,-105,-115,280,-350,-110,-110,-115.0,-105.0,265.0,-330.0,-105.0,-115.0
2025-11-24 20:20:08,2025-11-30 13:00,Miami Dolphins,New Orleans Saints,No,661.3,No,-109.67,-109.89,-275.56,222.44,-108.67,-111.67,-108,-112,-265,215,-108,-112,-110.0,-110.0,-275.0,230.0,-115.0,-105.0,-115,-105,-290,235,-104,-118,-110.0,-110.0,-280.0,210.0,-110.0,-110.0,-108.0,-112.0,-275.0,226.0,-105.0,-115.0,-103.0,-107.0,-275.0,226.0,-102.0,-113.0,-113,-113,-265,205,-109,-117,-110,-110,-275,225,-110,-110,-110.0,-110.0,-280.0,230.0,-115.0,-105.0
2025-11-24 20:20:08,2025-11-30 16:05,Seattle Seahawks,Minnesota Vikings,No,1395.6,No,-81.0,-113.5,-613.25,437.0,-106.88,-113.12,-105,-115,-575,425,-105,-115,-105.0,-115.0,-570.0,435.0,-105.0,-115.0,-105,-115,-650,480,-105,-115,-110.0,-110.0,-676.0,420.0,-110.0,-110.0,-105.0,-115.0,-570.0,428.0,-107.0,-113.0,100.0,-110.0,-570.0,428.0,-104.0,-110.0,-113,-113,-670,430,-114,-112,-105,-115,-625,450,-105,-115,,,,,,
2025-11-24 20:20:08,2025-11-30 16:25,Pittsburgh Steelers,Buffalo Bills,No,172.7,No,-86.33,-111.22,171.11,-207.44,-110.56,-109.44,-105,-115,164,-198,-112,-108,-105.0,-115.0,175.0,-205.0,-110.0,-110.0,-120,-102,184,-220,-112,-108,-110.0,-110.0,153.0,-199.0,-110.0,-110.0,-105.0,-115.0,177.0,-205.0,-110.0,-110.0,100.0,-110.0,177.0,-205.0,-107.0,-107.0,-117,-109,170,-225,-114,-112,-105,-115,170,-210,-110,-110,-110.0,-110.0,170.0,-200.0,-110.0,-110.0
2025-11-24 20:20:08,2025-11-30 16:25,Los Angeles Chargers,Las Vegas Raiders,Yes,231.8,No,-87.78,-109.56,-560.11,402.78,-110.11,-109.89,-108,-112,-625,455,-108,-112,100.0,-120.0,-510.0,395.0,-110.0,-110.0,-110,-110,-590,430,-108,-112,-110.0,-110.0,-526.0,360.0,-110.0,-110.0,-110.0,-110.0,-510.0,390.0,-110.0,-110.0,-105.0,-105.0,-510.0,390.0,-107.0,-107.0,-117,-109,-670,420,-113,-113,-115,-105,-600,425,-110,-110,-115.0,-105.0,-500.0,360.0,-115.0,-105.0
2025-11-24 20:20:08,2025-11-30 20:20,Washington Commanders,Denver Broncos,No,1503.5,Yes,-108.67,-110.78,251.0,-315.33,-110.22,-109.67,-105,-115,240,-298,-110,-110,-110.0,-110.0,250.0,-300.0,-110.0,-110.0,-110,-110,275,-340,-110,-110,-110.0,-110.0,224.0,-300.0,-110.0,-110.0,-113.0,-107.0,245.0,-300.0,-110.0,-110.0,-108.0,-102.0,245.0,-300.0,-107.0,-107.0,-110,-115,270,-375,-115,-110,-102,-118,260,-325,-110,-110,-110.0,-110.0,250.0,-300.0,-110.0,-110.0
2025-11-24 20:20:08,2025-12-01 20:15,New England Patriots,New York Giants,No,170.4,Yes,-83.11,-114.11,-410.56,312.44,-110.67,-109.33,-105,-115,-425,330,-115,-105,-105.0,-115.0,-390.0,312.0,-110.0,-110.0,-105,-115,-430,340,-110,-110,-110.0,-110.0,-380.0,260.0,-110.0,-110.0,-105.0,-115.0,-390.0,310.0,-110.0,-110.0,100.0,-110.0,-390.0,310.0,-107.0,-107.0,-108,-117,-455,320,-114,-112,-105,-115,-425,325,-110,-110,-105.0,-115.0,-410.0,305.0,-110.0,-110.0
