model,n,accuracy,log_loss,brier,auc,top3_hit,top3_conf,weeks_swept,model_kind,n_features,features
extratrees/exh8,1954,0.6607,0.6201,0.2154,0.7122,0.7908,0.7835,0.5197,extratrees,4,spread_line|elo_diff|roll_margin_diff|elo_spread
extratrees/exh8,1954,0.6653,0.6167,0.2139,0.7166,0.7816,0.7829,0.5132,extratrees,4,spread_line|elo_diff|roll_margin_diff|away_roll_pf
extratrees/exh8,1954,0.6633,0.617,0.214,0.7173,0.7839,0.7826,0.5066,extratrees,4,spread_line|elo_diff|roll_margin_diff|home_roll_margin
extratrees/exh8,1954,0.6638,0.619,0.2149,0.7132,0.8138,0.7823,0.5658,extratrees,4,spread_line|elo_diff|elo_vs_spread|elo_spread
extratrees/exh8,1954,0.6633,0.6159,0.2137,0.7169,0.7931,0.7819,0.5329,extratrees,4,spread_line|elo_diff|elo_vs_spread|away_roll_pf
extratrees/exh8,1954,0.6627,0.6168,0.2139,0.7163,0.7885,0.7814,0.5395,extratrees,4,spread_line|elo_diff|elo_vs_spread|home_roll_margin
extratrees/exh8,1954,0.6597,0.6185,0.2147,0.7143,0.8,0.7831,0.5592,extratrees,4,spread_line|elo_diff|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6633,0.6204,0.2153,0.7132,0.8023,0.7825,0.5526,extratrees,4,spread_line|elo_diff|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6684,0.6153,0.2132,0.7192,0.7839,0.784,0.5197,extratrees,4,spread_line|elo_diff|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6633,0.6165,0.2138,0.7163,0.7885,0.7824,0.5263,extratrees,4,spread_line|roll_margin_diff|elo_vs_spread|elo_spread
extratrees/exh8,1954,0.6679,0.6149,0.2133,0.718,0.7931,0.7768,0.5395,extratrees,4,spread_line|roll_margin_diff|elo_vs_spread|away_roll_pf
extratrees/exh8,1954,0.6622,0.6147,0.213,0.7193,0.7862,0.7789,0.5329,extratrees,4,spread_line|roll_margin_diff|elo_vs_spread|home_roll_margin
extratrees/exh8,1954,0.6658,0.6163,0.2137,0.7174,0.7793,0.7821,0.5066,extratrees,4,spread_line|roll_margin_diff|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6643,0.6172,0.214,0.717,0.7885,0.7829,0.5132,extratrees,4,spread_line|roll_margin_diff|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6653,0.6147,0.2131,0.7196,0.7908,0.7826,0.5461,extratrees,4,spread_line|roll_margin_diff|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6633,0.6158,0.2136,0.7169,0.7977,0.7838,0.5395,extratrees,4,spread_line|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6643,0.6166,0.2138,0.7168,0.8069,0.7852,0.5724,extratrees,4,spread_line|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6668,0.6138,0.2128,0.7199,0.7954,0.7813,0.5526,extratrees,4,spread_line|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6684,0.6153,0.2132,0.7192,0.7839,0.784,0.5197,extratrees,4,spread_line|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6638,0.6171,0.2141,0.7159,0.7885,0.7859,0.5329,extratrees,4,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread
extratrees/exh8,1954,0.6658,0.6195,0.2149,0.714,0.7885,0.786,0.5197,extratrees,4,market_home_prob|elo_diff|roll_margin_diff|elo_spread
extratrees/exh8,1954,0.6684,0.6162,0.2137,0.7179,0.7793,0.7861,0.5,extratrees,4,market_home_prob|elo_diff|roll_margin_diff|away_roll_pf
extratrees/exh8,1954,0.6648,0.617,0.2139,0.7175,0.8,0.7846,0.5592,extratrees,4,market_home_prob|elo_diff|roll_margin_diff|home_roll_margin
extratrees/exh8,1954,0.6679,0.6188,0.2147,0.714,0.7908,0.7852,0.5461,extratrees,4,market_home_prob|elo_diff|elo_vs_spread|elo_spread
extratrees/exh8,1954,0.6643,0.6152,0.2133,0.7183,0.8,0.7858,0.5526,extratrees,4,market_home_prob|elo_diff|elo_vs_spread|away_roll_pf
extratrees/exh8,1954,0.6658,0.6167,0.2138,0.7171,0.7793,0.7848,0.5197,extratrees,4,market_home_prob|elo_diff|elo_vs_spread|home_roll_margin
extratrees/exh8,1954,0.6648,0.6185,0.2146,0.7151,0.7885,0.7864,0.5395,extratrees,4,market_home_prob|elo_diff|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6658,0.6202,0.2152,0.7135,0.7908,0.7858,0.5263,extratrees,4,market_home_prob|elo_diff|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6673,0.6161,0.2134,0.7192,0.7816,0.7864,0.5066,extratrees,4,market_home_prob|elo_diff|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6622,0.6169,0.214,0.7164,0.7954,0.7845,0.5395,extratrees,4,market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread
extratrees/exh8,1954,0.6648,0.615,0.2133,0.7182,0.7839,0.7824,0.5329,extratrees,4,market_home_prob|roll_margin_diff|elo_vs_spread|away_roll_pf
extratrees/exh8,1954,0.6607,0.6153,0.2134,0.7185,0.7839,0.7829,0.5329,extratrees,4,market_home_prob|roll_margin_diff|elo_vs_spread|home_roll_margin
extratrees/exh8,1954,0.6679,0.6162,0.2136,0.7178,0.7862,0.7856,0.5197,extratrees,4,market_home_prob|roll_margin_diff|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6638,0.6172,0.2141,0.7168,0.7977,0.7848,0.5461,extratrees,4,market_home_prob|roll_margin_diff|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6648,0.6147,0.213,0.7198,0.7931,0.7858,0.5526,extratrees,4,market_home_prob|roll_margin_diff|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6653,0.6153,0.2133,0.7184,0.7977,0.7864,0.5526,extratrees,4,market_home_prob|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6638,0.6161,0.2136,0.7176,0.7862,0.7858,0.5263,extratrees,4,market_home_prob|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6658,0.6141,0.2128,0.7205,0.8069,0.7853,0.5921,extratrees,4,market_home_prob|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6673,0.6161,0.2134,0.7192,0.7816,0.7864,0.5066,extratrees,4,market_home_prob|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6597,0.6245,0.2172,0.7072,0.7839,0.7739,0.5263,extratrees,4,elo_diff|roll_margin_diff|elo_vs_spread|elo_spread
extratrees/exh8,1954,0.6638,0.6214,0.216,0.7107,0.7701,0.7687,0.5197,extratrees,4,elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf
extratrees/exh8,1954,0.6586,0.6231,0.2167,0.709,0.7747,0.7672,0.5132,extratrees,4,elo_diff|roll_margin_diff|elo_vs_spread|home_roll_margin
extratrees/exh8,1954,0.6489,0.6386,0.2235,0.6876,0.7471,0.7461,0.4539,extratrees,4,elo_diff|roll_margin_diff|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6407,0.6397,0.2239,0.6863,0.7517,0.7448,0.4605,extratrees,4,elo_diff|roll_margin_diff|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6469,0.6357,0.2222,0.6923,0.7425,0.7475,0.4474,extratrees,4,elo_diff|roll_margin_diff|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6576,0.622,0.2161,0.7102,0.7908,0.7754,0.5461,extratrees,4,elo_diff|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6627,0.6246,0.2171,0.7074,0.7793,0.7724,0.5197,extratrees,4,elo_diff|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6709,0.621,0.2158,0.7113,0.7839,0.771,0.5329,extratrees,4,elo_diff|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6489,0.6387,0.2234,0.6882,0.7494,0.7457,0.4474,extratrees,4,elo_diff|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6648,0.6208,0.2157,0.7115,0.7747,0.7708,0.5197,extratrees,4,roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6633,0.6225,0.2164,0.7096,0.7678,0.7707,0.5132,extratrees,4,roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6346,0.6443,0.2265,0.6747,0.7333,0.7297,0.4539,extratrees,4,roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6433,0.6355,0.2222,0.6926,0.7425,0.7469,0.4539,extratrees,4,roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.672,0.6203,0.2154,0.7126,0.7793,0.7722,0.5329,extratrees,4,elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6633,0.6159,0.2136,0.7171,0.7931,0.7866,0.5329,extratrees,5,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread
extratrees/exh8,1954,0.6653,0.6172,0.2141,0.7159,0.7977,0.7881,0.5526,extratrees,5,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_spread
extratrees/exh8,1954,0.6679,0.615,0.2132,0.7185,0.7908,0.7883,0.5197,extratrees,5,spread_line|market_home_prob|elo_diff|roll_margin_diff|away_roll_pf
extratrees/exh8,1954,0.6653,0.6154,0.2134,0.7184,0.8046,0.7883,0.5592,extratrees,5,spread_line|market_home_prob|elo_diff|roll_margin_diff|home_roll_margin
extratrees/exh8,1954,0.6648,0.617,0.2141,0.7154,0.7862,0.7871,0.5197,extratrees,5,spread_line|market_home_prob|elo_diff|elo_vs_spread|elo_spread
extratrees/exh8,1954,0.6643,0.6152,0.2133,0.7178,0.7977,0.7871,0.5526,extratrees,5,spread_line|market_home_prob|elo_diff|elo_vs_spread|away_roll_pf
extratrees/exh8,1954,0.6663,0.6159,0.2136,0.7172,0.7977,0.786,0.5461,extratrees,5,spread_line|market_home_prob|elo_diff|elo_vs_spread|home_roll_margin
extratrees/exh8,1954,0.6673,0.6161,0.2136,0.7175,0.8,0.7875,0.5395,extratrees,5,spread_line|market_home_prob|elo_diff|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6658,0.6173,0.2141,0.7158,0.8023,0.7878,0.5526,extratrees,5,spread_line|market_home_prob|elo_diff|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6689,0.6149,0.2131,0.7194,0.8,0.7882,0.5526,extratrees,5,spread_line|market_home_prob|elo_diff|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6622,0.616,0.2137,0.7165,0.7908,0.7868,0.5329,extratrees,5,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread
extratrees/exh8,1954,0.6689,0.6145,0.213,0.7187,0.7885,0.7848,0.5197,extratrees,5,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|away_roll_pf
extratrees/exh8,1954,0.6663,0.6148,0.2132,0.7185,0.7908,0.786,0.5461,extratrees,5,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|home_roll_margin
extratrees/exh8,1954,0.6663,0.6153,0.2133,0.7183,0.7954,0.7874,0.5461,extratrees,5,spread_line|market_home_prob|roll_margin_diff|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6648,0.616,0.2136,0.718,0.8023,0.7883,0.5592,extratrees,5,spread_line|market_home_prob|roll_margin_diff|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6714,0.6141,0.2128,0.72,0.8023,0.7867,0.5592,extratrees,5,spread_line|market_home_prob|roll_margin_diff|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6643,0.615,0.2132,0.7184,0.8046,0.7872,0.5592,extratrees,5,spread_line|market_home_prob|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6653,0.6158,0.2136,0.7174,0.7954,0.7868,0.5461,extratrees,5,spread_line|market_home_prob|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6699,0.6141,0.2128,0.7195,0.8,0.7855,0.5592,extratrees,5,spread_line|market_home_prob|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6689,0.6149,0.2131,0.7194,0.8,0.7882,0.5526,extratrees,5,spread_line|market_home_prob|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6602,0.6185,0.2147,0.7144,0.7885,0.7822,0.5197,extratrees,5,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread
extratrees/exh8,1954,0.6653,0.6156,0.2135,0.7178,0.7747,0.7825,0.5066,extratrees,5,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf
extratrees/exh8,1954,0.6627,0.6162,0.2137,0.7174,0.7885,0.7802,0.5263,extratrees,5,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|home_roll_margin
extratrees/exh8,1954,0.6586,0.6196,0.2151,0.7138,0.7839,0.781,0.5066,extratrees,5,spread_line|elo_diff|roll_margin_diff|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6617,0.6205,0.2155,0.7124,0.7839,0.7788,0.4934,extratrees,5,spread_line|elo_diff|roll_margin_diff|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6653,0.6167,0.2139,0.7176,0.7747,0.7794,0.5,extratrees,5,spread_line|elo_diff|roll_margin_diff|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6668,0.6173,0.2141,0.7156,0.8,0.7815,0.5592,extratrees,5,spread_line|elo_diff|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6648,0.6182,0.2145,0.7145,0.8069,0.7829,0.5592,extratrees,5,spread_line|elo_diff|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6673,0.6143,0.2129,0.72,0.7977,0.7805,0.5526,extratrees,5,spread_line|elo_diff|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6638,0.6191,0.2149,0.714,0.7977,0.7793,0.5395,extratrees,5,spread_line|elo_diff|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6633,0.6159,0.2136,0.7171,0.777,0.7812,0.5,extratrees,5,spread_line|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6668,0.6162,0.2138,0.7173,0.7977,0.7794,0.5395,extratrees,5,spread_line|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6653,0.6151,0.2133,0.7188,0.7839,0.777,0.5263,extratrees,5,spread_line|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6663,0.6168,0.2139,0.7175,0.7839,0.7804,0.5132,extratrees,5,spread_line|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6638,0.615,0.2132,0.7187,0.7885,0.782,0.5329,extratrees,5,spread_line|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6638,0.618,0.2144,0.7152,0.7885,0.7849,0.5329,extratrees,5,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread
extratrees/exh8,1954,0.6653,0.6157,0.2135,0.7176,0.7816,0.7829,0.5263,extratrees,5,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf
extratrees/exh8,1954,0.6648,0.6158,0.2135,0.7184,0.7931,0.784,0.5461,extratrees,5,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|home_roll_margin
extratrees/exh8,1954,0.6648,0.6186,0.2146,0.7155,0.7839,0.7842,0.5132,extratrees,5,market_home_prob|elo_diff|roll_margin_diff|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6622,0.6192,0.2148,0.7148,0.7908,0.7818,0.5263,extratrees,5,market_home_prob|elo_diff|roll_margin_diff|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6658,0.6159,0.2135,0.7187,0.7862,0.7828,0.5263,extratrees,5,market_home_prob|elo_diff|roll_margin_diff|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6709,0.6167,0.2139,0.7169,0.7954,0.7867,0.5526,extratrees,5,market_home_prob|elo_diff|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6653,0.6182,0.2145,0.7151,0.8,0.7846,0.5461,extratrees,5,market_home_prob|elo_diff|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6684,0.615,0.2131,0.7196,0.7977,0.7834,0.5526,extratrees,5,market_home_prob|elo_diff|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6679,0.6185,0.2145,0.7159,0.7839,0.7835,0.5263,extratrees,5,market_home_prob|elo_diff|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6648,0.6152,0.2133,0.7184,0.7839,0.785,0.5197,extratrees,5,market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6689,0.6162,0.2137,0.7178,0.7931,0.7835,0.5395,extratrees,5,market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6633,0.6144,0.213,0.7196,0.7954,0.7821,0.5526,extratrees,5,market_home_prob|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6689,0.616,0.2135,0.7188,0.7816,0.7841,0.5197,extratrees,5,market_home_prob|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6653,0.6156,0.2134,0.7185,0.7954,0.7842,0.5395,extratrees,5,market_home_prob|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6566,0.6232,0.2166,0.7094,0.7632,0.7713,0.4868,extratrees,5,elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6566,0.6248,0.2174,0.7071,0.7793,0.768,0.5329,extratrees,5,elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6638,0.6236,0.2169,0.7087,0.7609,0.7647,0.4934,extratrees,5,elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6535,0.6364,0.2226,0.691,0.7448,0.7469,0.4671,extratrees,5,elo_diff|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6602,0.6241,0.217,0.7079,0.7931,0.7717,0.5329,extratrees,5,elo_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6638,0.6239,0.217,0.7083,0.7724,0.7636,0.5197,extratrees,5,roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6668,0.6168,0.214,0.7154,0.7908,0.7858,0.5263,extratrees,6,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread
extratrees/exh8,1954,0.6673,0.615,0.2132,0.7184,0.8,0.7848,0.5592,extratrees,6,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf
extratrees/exh8,1954,0.6638,0.6156,0.2135,0.718,0.8023,0.7847,0.5461,extratrees,6,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|home_roll_margin
extratrees/exh8,1954,0.6679,0.6157,0.2135,0.7179,0.7931,0.7865,0.5395,extratrees,6,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6663,0.6168,0.2139,0.7171,0.7908,0.7863,0.5329,extratrees,6,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6643,0.6148,0.2131,0.7196,0.7885,0.7854,0.5263,extratrees,6,spread_line|market_home_prob|elo_diff|roll_margin_diff|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6668,0.6156,0.2134,0.7178,0.8023,0.786,0.5526,extratrees,6,spread_line|market_home_prob|elo_diff|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6612,0.617,0.214,0.7161,0.7931,0.7863,0.5395,extratrees,6,spread_line|market_home_prob|elo_diff|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6684,0.6149,0.2131,0.7189,0.8023,0.7852,0.5658,extratrees,6,spread_line|market_home_prob|elo_diff|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6663,0.6161,0.2136,0.7179,0.7977,0.7863,0.5461,extratrees,6,spread_line|market_home_prob|elo_diff|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6663,0.6145,0.213,0.7189,0.7931,0.7856,0.5395,extratrees,6,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6699,0.6155,0.2134,0.7181,0.7885,0.7868,0.5197,extratrees,6,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6689,0.614,0.2128,0.7198,0.7931,0.7852,0.5461,extratrees,6,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6653,0.6152,0.2132,0.719,0.7977,0.7865,0.5395,extratrees,6,spread_line|market_home_prob|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6658,0.6145,0.2129,0.7196,0.7977,0.7857,0.5461,extratrees,6,spread_line|market_home_prob|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6627,0.6171,0.2141,0.7166,0.7862,0.7818,0.5066,extratrees,6,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6612,0.6182,0.2145,0.7151,0.7931,0.7821,0.5329,extratrees,6,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6663,0.6154,0.2134,0.7185,0.7816,0.782,0.5329,extratrees,6,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6612,0.6202,0.2153,0.7132,0.7839,0.7782,0.5197,extratrees,6,spread_line|elo_diff|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6638,0.6172,0.2141,0.7163,0.7908,0.7827,0.5329,extratrees,6,spread_line|elo_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6668,0.6151,0.2133,0.7187,0.7908,0.7815,0.5461,extratrees,6,spread_line|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6663,0.6168,0.214,0.7168,0.777,0.7845,0.5132,extratrees,6,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6653,0.6176,0.2142,0.7162,0.7931,0.7829,0.5263,extratrees,6,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6673,0.6146,0.213,0.7198,0.777,0.7832,0.5263,extratrees,6,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6658,0.6185,0.2145,0.7158,0.7793,0.7811,0.5132,extratrees,6,market_home_prob|elo_diff|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6663,0.6167,0.2138,0.7175,0.7839,0.7828,0.5132,extratrees,6,market_home_prob|elo_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6673,0.6148,0.2131,0.7198,0.7793,0.7828,0.5197,extratrees,6,market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6622,0.6247,0.2173,0.7074,0.777,0.7698,0.5263,extratrees,6,elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6658,0.6154,0.2134,0.7181,0.7908,0.7864,0.5263,extratrees,7,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
extratrees/exh8,1954,0.6714,0.6158,0.2135,0.718,0.7931,0.7862,0.5329,extratrees,7,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
extratrees/exh8,1954,0.6684,0.6142,0.2128,0.72,0.7954,0.7851,0.5329,extratrees,7,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6684,0.6158,0.2135,0.7181,0.7885,0.7867,0.5329,extratrees,7,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6684,0.6149,0.2131,0.7188,0.7954,0.7865,0.5461,extratrees,7,spread_line|market_home_prob|elo_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6668,0.6139,0.2128,0.72,0.7954,0.7862,0.5526,extratrees,7,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6633,0.6173,0.2141,0.7166,0.7885,0.779,0.5329,extratrees,7,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6689,0.6162,0.2136,0.7181,0.7908,0.7825,0.5263,extratrees,7,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
extratrees/exh8,1954,0.6663,0.6151,0.2132,0.7188,0.7816,0.7842,0.5066,extratrees,8,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
