model,n,accuracy,log_loss,brier,auc,top3_hit,top3_conf,weeks_swept,model_kind,n_features,features
logistic/exh8,1954,0.6668,0.6116,0.2117,0.7237,0.8046,0.7951,0.5592,logistic,5,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6643,0.6115,0.2116,0.7236,0.8046,0.7964,0.5658,logistic,5,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6663,0.6123,0.2119,0.7231,0.8,0.7948,0.5395,logistic,5,spread_line|elo_diff|roll_margin_diff|elo_spread|away_roll_pf
logistic/exh8,1954,0.6658,0.6122,0.2119,0.7231,0.8023,0.7962,0.5592,logistic,5,spread_line|elo_diff|roll_margin_diff|elo_spread|home_roll_margin
logistic/exh8,1954,0.6673,0.612,0.2118,0.7232,0.8,0.7956,0.5461,logistic,5,spread_line|elo_diff|roll_margin_diff|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6663,0.6115,0.2116,0.7237,0.8092,0.7954,0.5592,logistic,5,spread_line|elo_diff|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6643,0.6114,0.2116,0.7237,0.8069,0.7966,0.5658,logistic,5,spread_line|elo_diff|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6653,0.6112,0.2115,0.7239,0.8069,0.7959,0.5658,logistic,5,spread_line|elo_diff|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6668,0.6119,0.2118,0.7234,0.8,0.7955,0.5526,logistic,5,spread_line|elo_diff|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6668,0.6116,0.2117,0.7237,0.8046,0.7951,0.5592,logistic,5,spread_line|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6643,0.6115,0.2116,0.7236,0.8046,0.7964,0.5658,logistic,5,spread_line|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6679,0.6111,0.2115,0.7238,0.8046,0.7956,0.5592,logistic,5,spread_line|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6673,0.612,0.2118,0.7232,0.8,0.7956,0.5461,logistic,5,spread_line|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6653,0.6112,0.2115,0.7239,0.8069,0.7959,0.5658,logistic,5,spread_line|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6648,0.6117,0.2117,0.7237,0.8046,0.7938,0.5658,logistic,5,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread
logistic/exh8,1954,0.6679,0.6118,0.2117,0.7236,0.8069,0.7922,0.5592,logistic,5,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6668,0.6117,0.2117,0.7235,0.8046,0.7935,0.5658,logistic,5,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6673,0.6138,0.2124,0.7217,0.7862,0.7874,0.5132,logistic,5,market_home_prob|elo_diff|roll_margin_diff|elo_spread|away_roll_pf
logistic/exh8,1954,0.672,0.6138,0.2123,0.7217,0.8,0.7888,0.5395,logistic,5,market_home_prob|elo_diff|roll_margin_diff|elo_spread|home_roll_margin
logistic/exh8,1954,0.6694,0.6136,0.2123,0.722,0.7931,0.7882,0.5329,logistic,5,market_home_prob|elo_diff|roll_margin_diff|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6658,0.6116,0.2117,0.7236,0.8046,0.7934,0.5526,logistic,5,market_home_prob|elo_diff|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6663,0.6116,0.2116,0.7235,0.8046,0.7947,0.5658,logistic,5,market_home_prob|elo_diff|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6689,0.6114,0.2116,0.7237,0.8046,0.7931,0.5658,logistic,5,market_home_prob|elo_diff|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6689,0.6134,0.2122,0.722,0.7954,0.7884,0.5395,logistic,5,market_home_prob|elo_diff|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6679,0.6118,0.2117,0.7236,0.8069,0.7922,0.5592,logistic,5,market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6668,0.6117,0.2117,0.7235,0.8046,0.7935,0.5658,logistic,5,market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.674,0.6123,0.2118,0.7227,0.8046,0.7871,0.5658,logistic,5,market_home_prob|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6694,0.6136,0.2123,0.722,0.7931,0.7882,0.5329,logistic,5,market_home_prob|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6689,0.6114,0.2116,0.7237,0.8046,0.7931,0.5658,logistic,5,market_home_prob|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6668,0.6117,0.2117,0.7236,0.8046,0.795,0.5592,logistic,5,elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6643,0.6116,0.2117,0.7235,0.8069,0.7963,0.5658,logistic,5,elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6679,0.6114,0.2116,0.7235,0.8069,0.7955,0.5658,logistic,5,elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6499,0.6347,0.2216,0.6947,0.7471,0.7597,0.4539,logistic,5,elo_diff|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6653,0.6113,0.2116,0.7237,0.8069,0.7957,0.5658,logistic,5,elo_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6679,0.6114,0.2116,0.7235,0.8069,0.7955,0.5658,logistic,5,roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6643,0.6116,0.2117,0.7237,0.8023,0.7946,0.5592,logistic,6,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread
logistic/exh8,1954,0.6673,0.6117,0.2117,0.7236,0.8046,0.7937,0.5526,logistic,6,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6658,0.6116,0.2116,0.7236,0.8046,0.795,0.5658,logistic,6,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6679,0.6122,0.2119,0.7233,0.8023,0.793,0.5461,logistic,6,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_spread|away_roll_pf
logistic/exh8,1954,0.6673,0.6121,0.2118,0.7232,0.8023,0.7944,0.5592,logistic,6,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_spread|home_roll_margin
logistic/exh8,1954,0.6699,0.612,0.2118,0.7232,0.8023,0.7938,0.5526,logistic,6,spread_line|market_home_prob|elo_diff|roll_margin_diff|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6658,0.6115,0.2116,0.7237,0.8092,0.7942,0.5592,logistic,6,spread_line|market_home_prob|elo_diff|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6648,0.6115,0.2116,0.7236,0.8046,0.7955,0.5658,logistic,6,spread_line|market_home_prob|elo_diff|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6673,0.6113,0.2115,0.7238,0.8069,0.7945,0.5658,logistic,6,spread_line|market_home_prob|elo_diff|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6684,0.6118,0.2117,0.7235,0.8,0.7938,0.5526,logistic,6,spread_line|market_home_prob|elo_diff|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6673,0.6117,0.2117,0.7236,0.8046,0.7937,0.5526,logistic,6,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6658,0.6116,0.2116,0.7236,0.8046,0.795,0.5658,logistic,6,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6699,0.6114,0.2116,0.7235,0.8023,0.7934,0.5526,logistic,6,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6699,0.612,0.2118,0.7232,0.8023,0.7938,0.5526,logistic,6,spread_line|market_home_prob|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6673,0.6113,0.2115,0.7238,0.8069,0.7945,0.5658,logistic,6,spread_line|market_home_prob|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6668,0.6117,0.2117,0.7237,0.8046,0.7952,0.5526,logistic,6,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6643,0.6116,0.2117,0.7235,0.8046,0.7965,0.5658,logistic,6,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6668,0.6114,0.2116,0.7236,0.8069,0.7959,0.5658,logistic,6,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6663,0.6121,0.2118,0.7231,0.8,0.7955,0.5461,logistic,6,spread_line|elo_diff|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6643,0.6113,0.2115,0.7239,0.8069,0.7959,0.5658,logistic,6,spread_line|elo_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6668,0.6114,0.2116,0.7236,0.8069,0.7959,0.5658,logistic,6,spread_line|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6679,0.6118,0.2117,0.7236,0.8046,0.7932,0.5526,logistic,6,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6658,0.6117,0.2117,0.7235,0.8046,0.7946,0.5658,logistic,6,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6689,0.6116,0.2116,0.7233,0.8046,0.793,0.5592,logistic,6,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6709,0.6137,0.2123,0.7219,0.7931,0.7882,0.5329,logistic,6,market_home_prob|elo_diff|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6679,0.6114,0.2116,0.7237,0.8069,0.794,0.5658,logistic,6,market_home_prob|elo_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6689,0.6116,0.2116,0.7233,0.8046,0.793,0.5592,logistic,6,market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6668,0.6115,0.2116,0.7234,0.8046,0.7957,0.5592,logistic,6,elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6673,0.6117,0.2117,0.7236,0.8069,0.7941,0.5526,logistic,7,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6663,0.6116,0.2117,0.7235,0.8046,0.7954,0.5658,logistic,7,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6684,0.6115,0.2116,0.7235,0.8046,0.7945,0.5592,logistic,7,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6689,0.612,0.2118,0.7232,0.8023,0.7938,0.5526,logistic,7,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6679,0.6113,0.2115,0.7238,0.8069,0.7948,0.5658,logistic,7,spread_line|market_home_prob|elo_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6684,0.6115,0.2116,0.7235,0.8046,0.7945,0.5592,logistic,7,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6663,0.6115,0.2116,0.7236,0.8023,0.7959,0.5526,logistic,7,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6689,0.6116,0.2116,0.7234,0.8046,0.794,0.5592,logistic,7,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6689,0.6115,0.2116,0.7235,0.8046,0.7949,0.5592,logistic,8,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6638,0.6176,0.2145,0.7144,0.777,0.7923,0.5197,lgbm,1,spread_line
lgbm/exh8,1954,0.6566,0.6185,0.2147,0.7133,0.7678,0.7862,0.5066,lgbm,1,market_home_prob
lgbm/exh8,1954,0.6274,0.6505,0.2289,0.6693,0.7356,0.7391,0.4408,lgbm,1,elo_diff
lgbm/exh8,1954,0.6018,0.6589,0.2333,0.6455,0.7149,0.7074,0.4013,lgbm,1,roll_margin_diff
lgbm/exh8,1954,0.544,0.6883,0.2475,0.5532,0.5816,0.6116,0.2566,lgbm,1,elo_vs_spread
lgbm/exh8,1954,0.6274,0.6505,0.2289,0.6693,0.7356,0.7391,0.4408,lgbm,1,elo_spread
lgbm/exh8,1954,0.545,0.6846,0.2457,0.5679,0.6,0.6244,0.2632,lgbm,1,away_roll_pf
lgbm/exh8,1954,0.5865,0.6743,0.2406,0.6086,0.6667,0.664,0.3487,lgbm,1,home_roll_margin
lgbm/exh8,1954,0.6581,0.6189,0.2149,0.713,0.7724,0.7884,0.5132,lgbm,2,spread_line|market_home_prob
lgbm/exh8,1954,0.6586,0.6282,0.219,0.7005,0.8023,0.7837,0.5592,lgbm,2,spread_line|elo_diff
lgbm/exh8,1954,0.6464,0.6247,0.2176,0.7047,0.7862,0.7791,0.5329,lgbm,2,spread_line|roll_margin_diff
lgbm/exh8,1954,0.6602,0.6209,0.2159,0.7098,0.7908,0.7867,0.5461,lgbm,2,spread_line|elo_vs_spread
lgbm/exh8,1954,0.6586,0.6282,0.219,0.7005,0.8023,0.7837,0.5592,lgbm,2,spread_line|elo_spread
lgbm/exh8,1954,0.6535,0.6229,0.2168,0.7071,0.7655,0.7809,0.4803,lgbm,2,spread_line|away_roll_pf
lgbm/exh8,1954,0.653,0.623,0.2167,0.7074,0.7862,0.7845,0.5329,lgbm,2,spread_line|home_roll_margin
lgbm/exh8,1954,0.6551,0.6283,0.219,0.7006,0.7954,0.7792,0.5461,lgbm,2,market_home_prob|elo_diff
lgbm/exh8,1954,0.6484,0.6247,0.2176,0.7051,0.7655,0.7761,0.5066,lgbm,2,market_home_prob|roll_margin_diff
lgbm/exh8,1954,0.6489,0.6207,0.2157,0.71,0.7816,0.783,0.5197,lgbm,2,market_home_prob|elo_vs_spread
lgbm/exh8,1954,0.6551,0.6283,0.219,0.7006,0.7954,0.7792,0.5461,lgbm,2,market_home_prob|elo_spread
lgbm/exh8,1954,0.6484,0.6226,0.2167,0.707,0.7747,0.7789,0.5,lgbm,2,market_home_prob|away_roll_pf
lgbm/exh8,1954,0.6597,0.6221,0.2161,0.7097,0.7885,0.7799,0.5658,lgbm,2,market_home_prob|home_roll_margin
lgbm/exh8,1954,0.6285,0.6494,0.2287,0.6674,0.7402,0.7374,0.4539,lgbm,2,elo_diff|roll_margin_diff
lgbm/exh8,1954,0.6571,0.6275,0.2189,0.6998,0.7885,0.7823,0.5,lgbm,2,elo_diff|elo_vs_spread
lgbm/exh8,1954,0.6274,0.6505,0.2289,0.6693,0.7356,0.7391,0.4408,lgbm,2,elo_diff|elo_spread
lgbm/exh8,1954,0.6259,0.6505,0.2292,0.667,0.7333,0.7361,0.4079,lgbm,2,elo_diff|away_roll_pf
lgbm/exh8,1954,0.6295,0.649,0.2283,0.6695,0.7172,0.738,0.3882,lgbm,2,elo_diff|home_roll_margin
lgbm/exh8,1954,0.608,0.6507,0.2298,0.6567,0.7264,0.7287,0.375,lgbm,2,roll_margin_diff|elo_vs_spread
lgbm/exh8,1954,0.6279,0.6492,0.2286,0.6676,0.7379,0.7379,0.4539,lgbm,2,roll_margin_diff|elo_spread
lgbm/exh8,1954,0.5967,0.6617,0.2348,0.6367,0.7103,0.6998,0.4276,lgbm,2,roll_margin_diff|away_roll_pf
lgbm/exh8,1954,0.6116,0.6598,0.2337,0.6441,0.7011,0.7048,0.3618,lgbm,2,roll_margin_diff|home_roll_margin
lgbm/exh8,1954,0.6546,0.6264,0.2185,0.7013,0.7977,0.7827,0.5197,lgbm,2,elo_vs_spread|elo_spread
lgbm/exh8,1954,0.5727,0.678,0.2425,0.5946,0.6368,0.6565,0.2895,lgbm,2,elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.6029,0.6675,0.2371,0.63,0.6644,0.6899,0.3158,lgbm,2,elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.6259,0.6505,0.2292,0.667,0.7333,0.7361,0.4079,lgbm,2,elo_spread|away_roll_pf
lgbm/exh8,1954,0.6295,0.649,0.2283,0.6695,0.7172,0.738,0.3882,lgbm,2,elo_spread|home_roll_margin
lgbm/exh8,1954,0.6034,0.6613,0.2345,0.6397,0.6966,0.7015,0.3684,lgbm,2,away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.651,0.6237,0.2173,0.7047,0.7954,0.7831,0.5461,lgbm,3,spread_line|market_home_prob|elo_diff
lgbm/exh8,1954,0.651,0.6212,0.2162,0.7088,0.7701,0.7821,0.4934,lgbm,3,spread_line|market_home_prob|roll_margin_diff
lgbm/exh8,1954,0.653,0.6206,0.2159,0.7087,0.777,0.787,0.5197,lgbm,3,spread_line|market_home_prob|elo_vs_spread
lgbm/exh8,1954,0.651,0.6237,0.2173,0.7047,0.7954,0.7831,0.5461,lgbm,3,spread_line|market_home_prob|elo_spread
lgbm/exh8,1954,0.6551,0.6209,0.2159,0.7101,0.8023,0.7806,0.5724,lgbm,3,spread_line|market_home_prob|away_roll_pf
lgbm/exh8,1954,0.6551,0.6214,0.216,0.7094,0.7678,0.7855,0.5395,lgbm,3,spread_line|market_home_prob|home_roll_margin
lgbm/exh8,1954,0.6515,0.6235,0.2173,0.7043,0.7885,0.7833,0.5395,lgbm,3,spread_line|elo_diff|roll_margin_diff
lgbm/exh8,1954,0.651,0.6228,0.217,0.7052,0.8023,0.7861,0.5526,lgbm,3,spread_line|elo_diff|elo_vs_spread
lgbm/exh8,1954,0.6546,0.6245,0.2176,0.7036,0.7977,0.7841,0.5329,lgbm,3,spread_line|elo_diff|elo_spread
lgbm/exh8,1954,0.6535,0.6237,0.2172,0.7052,0.8046,0.7798,0.5526,lgbm,3,spread_line|elo_diff|away_roll_pf
lgbm/exh8,1954,0.653,0.6236,0.217,0.7064,0.7862,0.7841,0.5592,lgbm,3,spread_line|elo_diff|home_roll_margin
lgbm/exh8,1954,0.6448,0.6222,0.2167,0.7062,0.7655,0.785,0.5066,lgbm,3,spread_line|roll_margin_diff|elo_vs_spread
lgbm/exh8,1954,0.6494,0.6253,0.2181,0.7023,0.8092,0.7826,0.5526,lgbm,3,spread_line|roll_margin_diff|elo_spread
lgbm/exh8,1954,0.6581,0.6234,0.2172,0.7055,0.8046,0.7787,0.5592,lgbm,3,spread_line|roll_margin_diff|away_roll_pf
lgbm/exh8,1954,0.653,0.6229,0.2168,0.7066,0.7816,0.7838,0.5592,lgbm,3,spread_line|roll_margin_diff|home_roll_margin
lgbm/exh8,1954,0.6474,0.6233,0.2172,0.7039,0.8,0.7849,0.5461,lgbm,3,spread_line|elo_vs_spread|elo_spread
lgbm/exh8,1954,0.651,0.622,0.2166,0.7071,0.7862,0.781,0.5329,lgbm,3,spread_line|elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.652,0.622,0.2164,0.7076,0.777,0.7866,0.5461,lgbm,3,spread_line|elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.6535,0.6237,0.2172,0.7052,0.8046,0.7798,0.5526,lgbm,3,spread_line|elo_spread|away_roll_pf
lgbm/exh8,1954,0.653,0.6236,0.217,0.7064,0.7862,0.7841,0.5592,lgbm,3,spread_line|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6576,0.6225,0.2165,0.7087,0.7816,0.7831,0.5395,lgbm,3,spread_line|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6418,0.6252,0.2181,0.7017,0.7839,0.7804,0.5197,lgbm,3,market_home_prob|elo_diff|roll_margin_diff
lgbm/exh8,1954,0.6418,0.625,0.2178,0.7026,0.7816,0.7826,0.5526,lgbm,3,market_home_prob|elo_diff|elo_vs_spread
lgbm/exh8,1954,0.6474,0.6257,0.2181,0.7023,0.7885,0.7805,0.5461,lgbm,3,market_home_prob|elo_diff|elo_spread
lgbm/exh8,1954,0.6499,0.624,0.2173,0.7057,0.7839,0.7781,0.5526,lgbm,3,market_home_prob|elo_diff|away_roll_pf
lgbm/exh8,1954,0.6597,0.6242,0.2172,0.7061,0.777,0.782,0.5263,lgbm,3,market_home_prob|elo_diff|home_roll_margin
lgbm/exh8,1954,0.6438,0.6245,0.2177,0.7028,0.7793,0.7817,0.5395,lgbm,3,market_home_prob|roll_margin_diff|elo_vs_spread
lgbm/exh8,1954,0.6407,0.6261,0.2184,0.7001,0.7931,0.7798,0.5461,lgbm,3,market_home_prob|roll_margin_diff|elo_spread
lgbm/exh8,1954,0.6489,0.6234,0.2171,0.7059,0.7839,0.7768,0.5263,lgbm,3,market_home_prob|roll_margin_diff|away_roll_pf
lgbm/exh8,1954,0.6515,0.6233,0.2169,0.7065,0.7678,0.7812,0.5197,lgbm,3,market_home_prob|roll_margin_diff|home_roll_margin
lgbm/exh8,1954,0.6418,0.6258,0.2182,0.7015,0.7862,0.7816,0.5592,lgbm,3,market_home_prob|elo_vs_spread|elo_spread
lgbm/exh8,1954,0.6515,0.6233,0.217,0.7059,0.7885,0.7792,0.5329,lgbm,3,market_home_prob|elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.6515,0.6225,0.2165,0.7079,0.7724,0.7859,0.5263,lgbm,3,market_home_prob|elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.6499,0.624,0.2173,0.7057,0.7839,0.7781,0.5526,lgbm,3,market_home_prob|elo_spread|away_roll_pf
lgbm/exh8,1954,0.6597,0.6242,0.2172,0.7061,0.777,0.782,0.5263,lgbm,3,market_home_prob|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6592,0.6229,0.2166,0.7084,0.7632,0.7798,0.5066,lgbm,3,market_home_prob|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6515,0.6254,0.2181,0.7018,0.7839,0.7832,0.5197,lgbm,3,elo_diff|roll_margin_diff|elo_vs_spread
lgbm/exh8,1954,0.6274,0.649,0.2284,0.6697,0.731,0.7404,0.4408,lgbm,3,elo_diff|roll_margin_diff|elo_spread
lgbm/exh8,1954,0.6341,0.647,0.2275,0.6712,0.7333,0.7401,0.4013,lgbm,3,elo_diff|roll_margin_diff|away_roll_pf
lgbm/exh8,1954,0.632,0.6482,0.2281,0.6687,0.7287,0.739,0.3947,lgbm,3,elo_diff|roll_margin_diff|home_roll_margin
lgbm/exh8,1954,0.6479,0.6273,0.2187,0.7013,0.7816,0.7836,0.5197,lgbm,3,elo_diff|elo_vs_spread|elo_spread
lgbm/exh8,1954,0.6494,0.6249,0.2177,0.7033,0.7954,0.7809,0.5263,lgbm,3,elo_diff|elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.653,0.628,0.219,0.7,0.7724,0.7796,0.4868,lgbm,3,elo_diff|elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.632,0.6487,0.2281,0.6716,0.731,0.7398,0.3882,lgbm,3,elo_diff|elo_spread|away_roll_pf
lgbm/exh8,1954,0.6269,0.6507,0.229,0.6671,0.7264,0.7383,0.4079,lgbm,3,elo_diff|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6387,0.6465,0.2272,0.6726,0.7356,0.7423,0.4079,lgbm,3,elo_diff|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6571,0.6286,0.2195,0.6972,0.7724,0.7724,0.4803,lgbm,3,roll_margin_diff|elo_vs_spread|elo_spread
lgbm/exh8,1954,0.6105,0.6515,0.23,0.6596,0.7264,0.7244,0.4211,lgbm,3,roll_margin_diff|elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.6172,0.6517,0.23,0.6594,0.7287,0.7222,0.3947,lgbm,3,roll_margin_diff|elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.632,0.6459,0.2271,0.6744,0.7264,0.7355,0.4079,lgbm,3,roll_margin_diff|elo_spread|away_roll_pf
lgbm/exh8,1954,0.629,0.6473,0.2278,0.6712,0.7195,0.7322,0.4342,lgbm,3,roll_margin_diff|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6064,0.6593,0.2335,0.6475,0.6943,0.7065,0.3684,lgbm,3,roll_margin_diff|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6484,0.6282,0.2193,0.6985,0.7724,0.7698,0.5066,lgbm,3,elo_vs_spread|elo_spread|away_roll_pf
lgbm/exh8,1954,0.6586,0.626,0.218,0.703,0.7885,0.7774,0.5461,lgbm,3,elo_vs_spread|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6254,0.6511,0.2296,0.6609,0.7057,0.7273,0.3553,lgbm,3,elo_vs_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6387,0.6465,0.2272,0.6726,0.7356,0.7423,0.4079,lgbm,3,elo_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6469,0.625,0.218,0.7017,0.7885,0.7794,0.5132,lgbm,4,spread_line|market_home_prob|elo_diff|roll_margin_diff
lgbm/exh8,1954,0.6479,0.6247,0.2178,0.7023,0.7977,0.7831,0.5526,lgbm,4,spread_line|market_home_prob|elo_diff|elo_vs_spread
lgbm/exh8,1954,0.6515,0.625,0.2179,0.7026,0.7977,0.7818,0.5592,lgbm,4,spread_line|market_home_prob|elo_diff|elo_spread
lgbm/exh8,1954,0.6494,0.6225,0.2168,0.7066,0.7954,0.7783,0.5461,lgbm,4,spread_line|market_home_prob|elo_diff|away_roll_pf
lgbm/exh8,1954,0.651,0.6246,0.2175,0.7042,0.777,0.7789,0.5263,lgbm,4,spread_line|market_home_prob|elo_diff|home_roll_margin
lgbm/exh8,1954,0.6489,0.6234,0.2172,0.7049,0.7885,0.7813,0.5395,lgbm,4,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread
lgbm/exh8,1954,0.6443,0.6261,0.2185,0.7,0.7908,0.7796,0.5132,lgbm,4,spread_line|market_home_prob|roll_margin_diff|elo_spread
lgbm/exh8,1954,0.6499,0.6232,0.2171,0.7061,0.7724,0.7767,0.4868,lgbm,4,spread_line|market_home_prob|roll_margin_diff|away_roll_pf
