game_id,season,week,game_type,gameday,home_team,away_team,num_snapshots,first_seen,last_seen,open_novig_home,close_novig_home,novig_move_home,open_spread_home,close_spread_home,spread_move,open_total,close_total,total_move,captured,has_spread_points
2025_06_LAC_MIA,2025,6,REG,2025-10-12,MIA,LAC,32.0,2025-10-04 08:30:05,2025-10-12 08:30:41,0.31978072179077205,0.3533676660532339,0.03358694426246184,,,,,,,True,False
2025_06_NE_NO,2025,6,REG,2025-10-12,NO,NE,31.0,2025-10-04 08:30:05,2025-10-12 08:30:41,0.3794439229477637,0.3649505157182143,-0.014493407229549393,,,,,,,True,False
2025_06_CLE_PIT,2025,6,REG,2025-10-12,PIT,CLE,32.0,2025-10-04 08:30:05,2025-10-12 08:30:41,0.691350736879033,0.7123543779144148,0.02100364103538177,,,,,,,True,False
2025_06_TEN_LV,2025,6,REG,2025-10-12,LV,TEN,33.0,2025-10-04 08:30:05,2025-10-12 14:20:53,0.7103386484124078,0.6332183464183121,-0.0771203019940957,,,,,,,True,False
2025_06_CIN_GB,2025,6,REG,2025-10-12,GB,CIN,33.0,2025-10-04 08:30:05,2025-10-12 14:20:53,0.8638933654493987,0.886849542988394,0.02295617753899537,,,,,,,True,False
2025_06_SF_TB,2025,6,REG,2025-10-12,TB,SF,28.0,2025-10-05 21:15:34,2025-10-12 14:20:53,0.5879006099830603,0.6243340835346597,0.03643347355159943,,,,,,,True,False
2025_06_DET_KC,2025,6,REG,2025-10-12,KC,DET,33.0,2025-10-04 08:30:05,2025-10-12 14:20:53,0.5125623432900904,0.5629995709450333,0.05043722765494285,,,,,,,True,False
2025_06_BUF_ATL,2025,6,REG,2025-10-13,ATL,BUF,36.0,2025-10-04 08:30:05,2025-10-13 14:23:10,0.3307570617911646,0.3523798451065788,0.02162278331541423,,,,,,,True,False
2025_06_CHI_WAS,2025,6,REG,2025-10-13,WAS,CHI,37.0,2025-10-04 08:30:05,2025-10-13 14:23:10,0.6576657322342031,0.6855179396701648,0.02785220743596173,,,,,,,True,False
2025_07_PIT_CIN,2025,7,REG,2025-10-16,CIN,PIT,36.0,2025-10-07 14:24:43,2025-10-16 14:24:19,0.33401849948612544,0.3082872757852334,-0.025731223700892036,,,,,,,True,False
2025_07_LA_JAX,2025,7,REG,2025-10-19,JAX,LA,47.0,2025-10-07 14:24:43,2025-10-19 08:31:27,0.3972960151802657,0.3923721561371471,-0.004923859043118595,,,,,,,True,False
2025_07_NO_CHI,2025,7,REG,2025-10-19,CHI,NO,46.0,2025-10-07 14:24:43,2025-10-19 08:31:27,0.717453505007153,0.6600882491441804,-0.057365255862972586,,,,,,,True,False
2025_07_MIA_CLE,2025,7,REG,2025-10-19,CLE,MIA,47.0,2025-10-07 14:24:43,2025-10-19 08:31:27,0.5634920634920635,0.5719593259149721,0.008467262422908628,,,,,,,True,False
2025_07_LV_KC,2025,7,REG,2025-10-19,KC,LV,46.0,2025-10-07 14:24:43,2025-10-19 08:31:27,0.84,0.8646288006597895,0.024628800659789563,,,,,,,True,False
2025_07_PHI_MIN,2025,7,REG,2025-10-19,MIN,PHI,46.0,2025-10-07 14:24:43,2025-10-19 08:31:27,0.4257656915258893,0.45302978061643706,0.027264089090547783,,,,,,,True,False
2025_07_CAR_NYJ,2025,7,REG,2025-10-19,NYJ,CAR,47.0,2025-10-07 14:24:43,2025-10-19 08:31:27,0.5707105961189446,0.4499026439628744,-0.12080795215607021,,,,,,,True,False
2025_07_NE_TEN,2025,7,REG,2025-10-19,TEN,NE,47.0,2025-10-07 14:24:43,2025-10-19 08:31:27,0.29556650246305427,0.26215484548737705,-0.03341165697567722,,,,,,,True,False
2025_07_NYG_DEN,2025,7,REG,2025-10-19,DEN,NYG,47.0,2025-10-07 14:24:43,2025-10-19 14:21:25,0.7864077669902912,0.7776316144822144,-0.00877615250807684,,,,,,,True,False
2025_07_IND_LAC,2025,7,REG,2025-10-19,LAC,IND,48.0,2025-10-07 14:24:43,2025-10-19 14:21:25,0.5044523597506678,0.5593404852629132,0.05488812551224542,,,,,,,True,False
2025_07_GB_ARI,2025,7,REG,2025-10-19,ARI,GB,46.0,2025-10-07 14:24:43,2025-10-19 14:21:25,0.3588516746411483,0.24510891368039722,-0.11374276096075109,,,,,,,True,False
2025_07_WAS_DAL,2025,7,REG,2025-10-19,DAL,WAS,47.0,2025-10-07 14:24:43,2025-10-19 14:21:25,0.42928940388105546,0.5360139756625547,0.10672457178149924,,,,,,,True,False
2025_07_ATL_SF,2025,7,REG,2025-10-19,SF,ATL,47.0,2025-10-07 14:24:43,2025-10-19 14:21:25,0.6361132966168371,0.5639507658177844,-0.07216253079905277,,,,,,,True,False
2025_07_TB_DET,2025,7,REG,2025-10-20,DET,TB,51.0,2025-10-07 14:24:43,2025-10-20 14:25:48,0.6659815005138747,0.7023366572406607,0.03635515672678602,,,,,,,True,False
2025_07_HOU_SEA,2025,7,REG,2025-10-20,SEA,HOU,53.0,2025-10-07 14:24:43,2025-10-20 21:18:05,0.5634920634920635,0.6079674405157716,0.044475377023708074,,,,,,,True,False
2025_08_MIN_LAC,2025,8,REG,2025-10-23,LAC,MIN,35.0,2025-10-14 21:16:23,2025-10-23 14:25:05,0.6023029069802855,0.6181083337630243,0.015805426782738774,,,,,,,True,False
2025_08_MIA_ATL,2025,8,REG,2025-10-26,ATL,MIA,45.0,2025-10-14 21:16:23,2025-10-26 08:32:05,0.6832497171244002,0.7618458161400407,0.07859609901564046,,,,,,,True,False
2025_08_CHI_BAL,2025,8,REG,2025-10-26,BAL,CHI,46.0,2025-10-14 21:16:23,2025-10-26 08:32:05,0.7143849995001738,0.5773234160648892,-0.13706158343528452,,,,,,,True,False
2025_08_BUF_CAR,2025,8,REG,2025-10-26,CAR,BUF,46.0,2025-10-14 21:16:23,2025-10-26 08:32:05,0.24559745937429173,0.22974193401670936,-0.015855525357582362,,,,,,,True,False
2025_08_NYJ_CIN,2025,8,REG,2025-10-26,CIN,NYJ,45.0,2025-10-14 21:16:23,2025-10-26 08:32:05,0.5560024743983748,0.71555895455,0.15955648015162516,,,,,,,True,False
2025_08_SF_HOU,2025,8,REG,2025-10-26,HOU,SF,45.0,2025-10-14 21:16:23,2025-10-26 08:32:05,0.5451742213999383,0.5460863387508517,0.000912117350913344,,,,,,,True,False
2025_08_CLE_NE,2025,8,REG,2025-10-26,NE,CLE,46.0,2025-10-14 21:16:23,2025-10-26 08:32:05,0.7323871666115405,0.7472093657226005,0.014822199111060086,,,,,,,True,False
2025_08_NYG_PHI,2025,8,REG,2025-10-26,PHI,NYG,46.0,2025-10-14 21:16:23,2025-10-26 08:32:05,0.7710801710774107,0.7609697005477946,-0.010110470529616111,,,,,,,True,False
2025_08_TB_NO,2025,8,REG,2025-10-26,NO,TB,46.0,2025-10-14 21:16:23,2025-10-26 14:22:24,0.3215141818542504,0.3488455610271226,0.027331379172872206,,,,,,,True,False
2025_08_DAL_DEN,2025,8,REG,2025-10-26,DEN,DAL,47.0,2025-10-14 21:16:23,2025-10-26 14:22:24,0.6616250628270834,0.6390898147244277,-0.022535248102655725,,,,,,,True,False
2025_08_TEN_IND,2025,8,REG,2025-10-26,IND,TEN,47.0,2025-10-14 21:16:23,2025-10-26 14:22:24,0.8430646650871331,0.8999579938462163,0.05689332875908326,,,,,,,True,False
