date,season,game_num,away,home,away_fr,home_fr,away_score,home_score
2009-04-05,2009,0,ATL,PHI,ATL,PHI,4,1
2009-04-06,2009,0,COL,ARI,COL,ARI,8,9
2009-04-06,2009,0,NYY,BAL,NYY,BAL,5,10
2009-04-06,2009,0,NYM,CIN,NYM,CIN,2,1
2009-04-06,2009,0,WSN,FLA,WSN,MIA,6,12
2009-04-06,2009,0,CHC,HOU,CHC,HOU,4,2
2009-04-06,2009,0,OAK,LAA,ATH,LAA,0,3
2009-04-06,2009,0,SEA,MIN,SEA,MIN,6,1
2009-04-06,2009,0,LAD,SDP,LAD,SDP,4,1
2009-04-06,2009,0,PIT,STL,PIT,STL,6,4
2009-04-06,2009,0,CLE,TEX,CLE,TEX,1,9
2009-04-06,2009,0,DET,TOR,DET,TOR,5,12
2009-04-07,2009,0,COL,ARI,COL,ARI,3,0
2009-04-07,2009,0,TBR,BOS,TBR,BOS,3,5
2009-04-07,2009,0,KCR,CHW,KCR,CHW,2,4
2009-04-07,2009,0,WSN,FLA,WSN,MIA,3,8
2009-04-07,2009,0,CHC,HOU,CHC,HOU,2,3
2009-04-07,2009,0,OAK,LAA,ATH,LAA,6,4
2009-04-07,2009,0,SEA,MIN,SEA,MIN,5,6
2009-04-07,2009,0,ATL,PHI,ATL,PHI,4,0
2009-04-07,2009,0,LAD,SDP,LAD,SDP,2,4
2009-04-07,2009,0,MIL,SFG,MIL,SFG,6,10
2009-04-07,2009,0,PIT,STL,PIT,STL,3,9
2009-04-07,2009,0,DET,TOR,DET,TOR,4,5
2009-04-08,2009,0,COL,ARI,COL,ARI,9,2
2009-04-08,2009,0,NYY,BAL,NYY,BAL,5,7
2009-04-08,2009,0,TBR,BOS,TBR,BOS,7,2
2009-04-08,2009,0,KCR,CHW,KCR,CHW,2,0
2009-04-08,2009,0,NYM,CIN,NYM,CIN,9,7
2009-04-08,2009,0,WSN,FLA,WSN,MIA,4,6
2009-04-08,2009,0,CHC,HOU,CHC,HOU,11,6
2009-04-08,2009,0,OAK,LAA,ATH,LAA,6,4
2009-04-08,2009,0,SEA,MIN,SEA,MIN,5,6
2009-04-08,2009,0,ATL,PHI,ATL,PHI,11,12
2009-04-08,2009,0,LAD,SDP,LAD,SDP,5,2
2009-04-08,2009,0,MIL,SFG,MIL,SFG,4,2
2009-04-08,2009,0,PIT,STL,PIT,STL,7,4
2009-04-08,2009,0,CLE,TEX,CLE,TEX,5,8
2009-04-08,2009,0,DET,TOR,DET,TOR,5,1
2009-04-09,2009,0,NYY,BAL,NYY,BAL,11,2
2009-04-09,2009,0,TBR,BOS,TBR,BOS,4,3
2009-04-09,2009,0,KCR,CHW,KCR,CHW,2,1
2009-04-09,2009,0,NYM,CIN,NYM,CIN,6,8
2009-04-09,2009,0,SEA,MIN,SEA,MIN,2,0
2009-04-09,2009,0,LAD,SDP,LAD,SDP,3,4
2009-04-09,2009,0,MIL,SFG,MIL,SFG,1,7
2009-04-09,2009,0,PIT,STL,PIT,STL,1,2
2009-04-09,2009,0,CLE,TEX,CLE,TEX,8,12
2009-04-09,2009,0,DET,TOR,DET,TOR,2,6
2009-04-10,2009,0,LAD,ARI,LAD,ARI,4,9
2009-04-10,2009,0,WSN,ATL,WSN,ATL,5,6
2009-04-10,2009,0,TBR,BAL,TBR,BAL,4,5
2009-04-10,2009,0,MIN,CHW,MIN,CHW,12,5
2009-04-10,2009,0,TOR,CLE,TOR,CLE,13,7
2009-04-10,2009,0,PHI,COL,PHI,COL,3,10
2009-04-10,2009,0,TEX,DET,TEX,DET,2,15
2009-04-10,2009,0,NYM,FLA,NYM,MIA,4,5
2009-04-10,2009,0,NYY,KCR,NYY,KCR,4,1
2009-04-10,2009,0,BOS,LAA,BOS,LAA,3,6
2009-04-10,2009,0,CHC,MIL,CHC,MIL,3,4
2009-04-10,2009,0,SEA,OAK,SEA,ATH,5,4
2009-04-10,2009,0,SFG,SDP,SFG,SDP,3,7
2009-04-10,2009,0,HOU,STL,HOU,STL,3,5
2009-04-11,2009,0,LAD,ARI,LAD,ARI,11,2
2009-04-11,2009,0,WSN,ATL,WSN,ATL,3,5
2009-04-11,2009,0,TBR,BAL,TBR,BAL,0,6
2009-04-11,2009,0,MIN,CHW,MIN,CHW,0,8
2009-04-11,2009,0,PIT,CIN,PIT,CIN,10,2
2009-04-11,2009,0,TOR,CLE,TOR,CLE,5,4
2009-04-11,2009,0,PHI,COL,PHI,COL,8,4
2009-04-11,2009,0,TEX,DET,TEX,DET,3,4
2009-04-11,2009,0,NYM,FLA,NYM,MIA,8,4
2009-04-11,2009,0,NYY,KCR,NYY,KCR,6,1
2009-04-11,2009,0,BOS,LAA,BOS,LAA,5,4
2009-04-11,2009,0,CHC,MIL,CHC,MIL,6,5
2009-04-11,2009,0,SEA,OAK,SEA,ATH,8,5
2009-04-11,2009,0,SFG,SDP,SFG,SDP,3,6
2009-04-11,2009,0,HOU,STL,HOU,STL,2,11
2009-04-12,2009,0,LAD,ARI,LAD,ARI,3,1
2009-04-12,2009,0,WSN,ATL,WSN,ATL,5,8
2009-04-12,2009,0,TBR,BAL,TBR,BAL,11,3
2009-04-12,2009,0,MIN,CHW,MIN,CHW,1,6
2009-04-12,2009,0,PIT,CIN,PIT,CIN,0,2
2009-04-12,2009,0,TOR,CLE,TOR,CLE,4,8
2009-04-12,2009,0,PHI,COL,PHI,COL,7,5
2009-04-12,2009,0,TEX,DET,TEX,DET,4,6
2009-04-12,2009,0,NYM,FLA,NYM,MIA,1,2
2009-04-12,2009,0,NYY,KCR,NYY,KCR,4,6
2009-04-12,2009,0,BOS,LAA,BOS,LAA,4,5
2009-04-12,2009,0,CHC,MIL,CHC,MIL,8,5
2009-04-12,2009,0,SEA,OAK,SEA,ATH,1,0
2009-04-12,2009,0,SFG,SDP,SFG,SDP,1,6
2009-04-12,2009,0,HOU,STL,HOU,STL,0,3
2009-04-13,2009,0,STL,ARI,STL,ARI,2,1
2009-04-13,2009,0,COL,CHC,COL,CHC,0,4
2009-04-13,2009,0,CHW,DET,CHW,DET,10,6
2009-04-13,2009,0,CLE,KCR,CLE,KCR,2,4
2009-04-13,2009,0,SFG,LAD,SFG,LAD,1,11
2009-04-13,2009,0,CIN,MIL,CIN,MIL,7,6
2009-04-13,2009,0,TOR,MIN,TOR,MIN,8,6
2009-04-13,2009,0,SDP,NYM,SDP,NYM,6,5
2009-04-13,2009,0,BOS,OAK,BOS,ATH,2,8
2009-04-13,2009,0,HOU,PIT,HOU,PIT,0,7
2009-04-13,2009,0,NYY,TBR,NYY,TBR,5,15
2009-04-13,2009,0,BAL,TEX,BAL,TEX,10,9
2009-04-13,2009,0,PHI,WSN,PHI,WSN,9,8
2009-04-14,2009,0,STL,ARI,STL,ARI,6,7
2009-04-14,2009,0,FLA,ATL,MIA,ATL,5,1
2009-04-14,2009,0,CLE,KCR,CLE,KCR,3,9
2009-04-14,2009,0,CIN,MIL,CIN,MIL,6,1
2009-04-14,2009,0,TOR,MIN,TOR,MIN,2,3
2009-04-14,2009,0,BOS,OAK,BOS,ATH,5,6
2009-04-14,2009,0,LAA,SEA,LAA,SEA,2,3
2009-04-14,2009,0,NYY,TBR,NYY,TBR,7,2
2009-04-14,2009,0,BAL,TEX,BAL,TEX,7,5
2009-04-15,2009,0,STL,ARI,STL,ARI,12,7
2009-04-15,2009,0,FLA,ATL,MIA,ATL,10,4
2009-04-15,2009,0,COL,CHC,COL,CHC,5,2
2009-04-15,2009,0,CHW,DET,CHW,DET,0,9
2009-04-15,2009,0,CLE,KCR,CLE,KCR,5,4
2009-04-15,2009,0,SFG,LAD,SFG,LAD,4,5
2009-04-15,2009,0,CIN,MIL,CIN,MIL,3,9
2009-04-15,2009,0,TOR,MIN,TOR,MIN,12,2
2009-04-15,2009,0,SDP,NYM,SDP,NYM,2,7
2009-04-15,2009,0,BOS,OAK,BOS,ATH,8,2
2009-04-15,2009,0,HOU,PIT,HOU,PIT,4,1
2009-04-15,2009,0,LAA,SEA,LAA,SEA,3,11
2009-04-15,2009,0,NYY,TBR,NYY,TBR,4,3
2009-04-15,2009,0,BAL,TEX,BAL,TEX,6,19
2009-04-16,2009,0,FLA,ATL,MIA,ATL,6,2
2009-04-16,2009,0,STL,CHC,STL,CHC,7,4
2009-04-16,2009,0,SFG,LAD,SFG,LAD,2,7
2009-04-16,2009,0,TOR,MIN,TOR,MIN,9,2
2009-04-16,2009,0,SDP,NYM,SDP,NYM,6,5
2009-04-16,2009,0,CLE,NYY,CLE,NYY,10,2
2009-04-16,2009,0,HOU,PIT,HOU,PIT,6,3
2009-04-16,2009,0,LAA,SEA,LAA,SEA,5,1
2009-04-16,2009,0,CHW,TBR,CHW,TBR,3,2
2009-04-16,2009,0,PHI,WSN,PHI,WSN,2,8
2009-04-17,2009,0,BAL,BOS,BAL,BOS,8,10
2009-04-17,2009,0,STL,CHC,STL,CHC,7,8
2009-04-17,2009,0,CIN,HOU,CIN,HOU,2,1
2009-04-17,2009,0,COL,LAD,COL,LAD,3,4
2009-04-17,2009,0,LAA,MIN,LAA,MIN,9,11
2009-04-17,2009,0,MIL,NYM,MIL,NYM,4,5
2009-04-17,2009,0,CLE,NYY,CLE,NYY,5,6
2009-04-17,2009,0,SDP,PHI,SDP,PHI,8,7
2009-04-17,2009,0,ATL,PIT,ATL,PIT,0,3
2009-04-17,2009,0,DET,SEA,DET,SEA,3,6
2009-04-17,2009,0,ARI,SFG,ARI,SFG,0,2
2009-04-17,2009,0,CHW,TBR,CHW,TBR,5,6
2009-04-17,2009,0,KCR,TEX,KCR,TEX,12,3
2009-04-17,2009,0,OAK,TOR,ATH,TOR,8,5
2009-04-17,2009,0,FLA,WSN,MIA,WSN,3,2
2009-04-18,2009,0,BAL,BOS,BAL,BOS,4,6
2009-04-18,2009,0,STL,CHC,STL,CHC,5,7
2009-04-18,2009,0,CIN,HOU,CIN,HOU,0,7
2009-04-18,2009,0,COL,LAD,COL,LAD,5,9
2009-04-18,2009,0,LAA,MIN,LAA,MIN,2,9
2009-04-18,2009,0,MIL,NYM,MIL,NYM,0,1
2009-04-18,2009,0,CLE,NYY,CLE,NYY,22,4
2009-04-18,2009,0,SDP,PHI,SDP,PHI,8,5
2009-04-18,2009,0,ATL,PIT,ATL,PIT,0,10
2009-04-18,2009,0,DET,SEA,DET,SEA,2,0
2009-04-18,2009,0,ARI,SFG,ARI,SFG,2,0
2009-04-18,2009,0,CHW,TBR,CHW,TBR,8,3
2009-04-18,2009,0,KCR,TEX,KCR,TEX,2,0
2009-04-18,2009,0,OAK,TOR,ATH,TOR,2,4
2009-04-18,2009,0,FLA,WSN,MIA,WSN,9,6
2009-04-19,2009,0,BAL,BOS,BAL,BOS,1,2
2009-04-19,2009,0,CIN,HOU,CIN,HOU,4,2
2009-04-19,2009,0,COL,LAD,COL,LAD,2,14
2009-04-19,2009,0,LAA,MIN,LAA,MIN,1,3
2009-04-19,2009,0,MIL,NYM,MIL,NYM,4,2
2009-04-19,2009,0,CLE,NYY,CLE,NYY,3,7
2009-04-19,2009,0,SDP,PHI,SDP,PHI,4,5
2009-04-19,2009,0,ATL,PIT,ATL,PIT,11,1
2009-04-19,2009,0,DET,SEA,DET,SEA,8,2
2009-04-19,2009,0,ARI,SFG,ARI,SFG,0,2
2009-04-19,2009,0,CHW,TBR,CHW,TBR,12,2
2009-04-19,2009,0,KCR,TEX,KCR,TEX,5,6
2009-04-19,2009,0,OAK,TOR,ATH,TOR,0,1
2009-04-19,2009,0,FLA,WSN,MIA,WSN,7,4
2009-04-20,2009,0,COL,ARI,COL,ARI,3,6
2009-04-20,2009,0,BAL,BOS,BAL,BOS,1,12
2009-04-20,2009,0,CIN,HOU,CIN,HOU,4,3
2009-04-20,2009,0,FLA,PIT,MIA,PIT,0,8
2009-04-20,2009,0,ATL,WSN,ATL,WSN,2,3
2009-04-21,2009,0,COL,ARI,COL,ARI,9,6
2009-04-21,2009,0,CHW,BAL,CHW,BAL,3,10
2009-04-21,2009,0,CIN,CHC,CIN,CHC,2,7
2009-04-21,2009,0,KCR,CLE,KCR,CLE,7,8
2009-04-21,2009,0,LAD,HOU,LAD,HOU,5,8
2009-04-21,2009,0,DET,LAA,DET,LAA,3,4
2009-04-21,2009,0,OAK,NYY,ATH,NYY,3,5
2009-04-21,2009,0,MIL,PHI,MIL,PHI,4,11
2009-04-21,2009,0,FLA,PIT,MIA,PIT,2,3
2009-04-21,2009,0,TBR,SEA,TBR,SEA,2,4
2009-04-21,2009,0,SDP,SFG,SDP,SFG,3,8
2009-04-21,2009,0,NYM,STL,NYM,STL,4,6
2009-04-21,2009,0,TEX,TOR,TEX,TOR,5,4
2009-04-21,2009,0,ATL,WSN,ATL,WSN,3,4
2009-04-22,2009,0,COL,ARI,COL,ARI,0,2
2009-04-22,2009,0,CHW,BAL,CHW,BAL,8,2
2009-04-22,2009,0,CIN,CHC,CIN,CHC,3,0
2009-04-22,2009,0,KCR,CLE,KCR,CLE,2,0
2009-04-22,2009,0,LAD,HOU,LAD,HOU,5,6
2009-04-22,2009,0,DET,LAA,DET,LAA,12,10
2009-04-22,2009,0,OAK,NYY,ATH,NYY,7,9
2009-04-22,2009,0,MIL,PHI,MIL,PHI,3,1
2009-04-22,2009,0,FLA,PIT,MIA,PIT,4,7
2009-04-22,2009,0,TBR,SEA,TBR,SEA,9,3
2009-04-22,2009,0,SDP,SFG,SDP,SFG,0,1
2009-04-22,2009,0,NYM,STL,NYM,STL,2,5
2009-04-22,2009,0,TEX,TOR,TEX,TOR,7,8
2009-04-22,2009,0,ATL,WSN,ATL,WSN,1,0
2009-04-22,2009,1,MIN,BOS,MIN,BOS,1,10
2009-04-22,2009,2,MIN,BOS,MIN,BOS,3,7
2009-04-23,2009,0,CHW,BAL,CHW,BAL,2,6
2009-04-23,2009,0,CIN,CHC,CIN,CHC,7,1
2009-04-23,2009,0,KCR,CLE,KCR,CLE,2,5
2009-04-23,2009,0,LAD,HOU,LAD,HOU,2,0
2009-04-23,2009,0,DET,LAA,DET,LAA,5,10
2009-04-23,2009,0,MIL,PHI,MIL,PHI,6,1
2009-04-23,2009,0,TBR,SEA,TBR,SEA,0,1
2009-04-23,2009,0,NYM,STL,NYM,STL,8,12
2009-04-23,2009,0,TEX,TOR,TEX,TOR,2,5
2009-04-24,2009,0,SFG,ARI,SFG,ARI,5,1
2009-04-24,2009,0,TEX,BAL,TEX,BAL,5,4
2009-04-24,2009,0,NYY,BOS,NYY,BOS,4,5
2009-04-24,2009,0,TOR,CHW,TOR,CHW,14,0
2009-04-24,2009,0,ATL,CIN,ATL,CIN,4,3
2009-04-24,2009,0,MIN,CLE,MIN,CLE,5,1
2009-04-24,2009,0,LAD,COL,LAD,COL,6,5
2009-04-24,2009,0,PHI,FLA,PHI,MIA,7,3
2009-04-24,2009,0,MIL,HOU,MIL,HOU,5,2
2009-04-24,2009,0,DET,KCR,DET,KCR,1,6
2009-04-24,2009,0,SEA,LAA,SEA,LAA,8,3
2009-04-24,2009,0,WSN,NYM,WSN,NYM,3,4
2009-04-24,2009,0,TBR,OAK,TBR,ATH,8,2
2009-04-24,2009,0,PIT,SDP,PIT,SDP,3,4
2009-04-24,2009,0,CHC,STL,CHC,STL,3,4
2009-04-25,2009,0,SFG,ARI,SFG,ARI,5,3
2009-04-25,2009,0,TEX,BAL,TEX,BAL,6,5
2009-04-25,2009,0,NYY,BOS,NYY,BOS,11,16
2009-04-25,2009,0,TOR,CHW,TOR,CHW,2,10
2009-04-25,2009,0,ATL,CIN,ATL,CIN,10,2
2009-04-25,2009,0,MIN,CLE,MIN,CLE,7,1
2009-04-25,2009,0,LAD,COL,LAD,COL,6,5
2009-04-25,2009,0,PHI,FLA,PHI,MIA,6,4
2009-04-25,2009,0,MIL,HOU,MIL,HOU,9,8
2009-04-25,2009,0,DET,KCR,DET,KCR,9,1
2009-04-25,2009,0,SEA,LAA,SEA,LAA,9,8
2009-04-25,2009,0,WSN,NYM,WSN,NYM,2,8
2009-04-25,2009,0,TBR,OAK,TBR,ATH,2,5
2009-04-25,2009,0,PIT,SDP,PIT,SDP,10,1
2009-04-25,2009,0,CHC,STL,CHC,STL,2,8
2009-04-26,2009,0,SFG,ARI,SFG,ARI,4,5
2009-04-26,2009,0,TEX,BAL,TEX,BAL,5,8
2009-04-26,2009,0,NYY,BOS,NYY,BOS,1,4
2009-04-26,2009,0,TOR,CHW,TOR,CHW,4,3
2009-04-26,2009,0,ATL,CIN,ATL,CIN,2,8
2009-04-26,2009,0,MIN,CLE,MIN,CLE,2,4
2009-04-26,2009,0,LAD,COL,LAD,COL,4,10
2009-04-26,2009,0,PHI,FLA,PHI,MIA,13,2
2009-04-26,2009,0,MIL,HOU,MIL,HOU,2,3
2009-04-26,2009,0,DET,KCR,DET,KCR,3,2
2009-04-26,2009,0,SEA,LAA,SEA,LAA,0,8
2009-04-26,2009,0,WSN,NYM,WSN,NYM,8,1
2009-04-26,2009,0,TBR,OAK,TBR,ATH,1,7
2009-04-26,2009,0,PIT,SDP,PIT,SDP,8,3
2009-04-26,2009,0,CHC,STL,CHC,STL,10,3
2009-04-27,2009,0,CHC,ARI,CHC,ARI,2,7
2009-04-27,2009,0,STL,ATL,STL,ATL,3,2
2009-04-27,2009,0,TEX,BAL,TEX,BAL,6,4
2009-04-27,2009,0,HOU,CIN,HOU,CIN,4,1
2009-04-27,2009,0,BOS,CLE,BOS,CLE,3,1
2009-04-27,2009,0,SDP,COL,SDP,COL,7,12
2009-04-27,2009,0,NYY,DET,NYY,DET,2,4
2009-04-27,2009,0,TOR,KCR,TOR,KCR,1,7
2009-04-27,2009,0,PIT,MIL,PIT,MIL,5,10
2009-04-27,2009,0,TBR,MIN,TBR,MIN,7,1
2009-04-27,2009,0,FLA,NYM,MIA,NYM,1,7
2009-04-27,2009,0,WSN,PHI,WSN,PHI,11,13
2009-04-27,2009,0,LAD,SFG,LAD,SFG,4,5
2009-04-28,2009,0,CHC,ARI,CHC,ARI,11,3
2009-04-28,2009,0,STL,ATL,STL,ATL,1,2
2009-04-28,2009,0,LAA,BAL,LAA,BAL,7,5
2009-04-28,2009,0,HOU,CIN,HOU,CIN,8,3
2009-04-28,2009,0,BOS,CLE,BOS,CLE,8,9
2009-04-28,2009,0,SDP,COL,SDP,COL,4,3
2009-04-28,2009,0,NYY,DET,NYY,DET,11,0
2009-04-28,2009,0,TOR,KCR,TOR,KCR,8,1
2009-04-28,2009,0,PIT,MIL,PIT,MIL,5,6
2009-04-28,2009,0,TBR,MIN,TBR,MIN,3,4
2009-04-28,2009,0,FLA,NYM,MIA,NYM,7,4
2009-04-28,2009,0,WSN,PHI,WSN,PHI,1,7
2009-04-28,2009,0,LAD,SFG,LAD,SFG,5,3
2009-04-28,2009,0,OAK,TEX,ATH,TEX,4,5
2009-04-28,2009,1,SEA,CHW,SEA,CHW,1,2
2009-04-28,2009,2,SEA,CHW,SEA,CHW,9,1
2009-04-29,2009,0,CHC,ARI,CHC,ARI,0,10
2009-04-29,2009,0,STL,ATL,STL,ATL,5,3
2009-04-29,2009,0,LAA,BAL,LAA,BAL,3,2
2009-04-29,2009,0,SEA,CHW,SEA,CHW,3,6
2009-04-29,2009,0,HOU,CIN,HOU,CIN,0,3
2009-04-29,2009,0,BOS,CLE,BOS,CLE,6,5
2009-04-29,2009,0,SDP,COL,SDP,COL,5,7
2009-04-29,2009,0,NYY,DET,NYY,DET,8,6
2009-04-29,2009,0,TOR,KCR,TOR,KCR,3,11
2009-04-29,2009,0,PIT,MIL,PIT,MIL,0,1
2009-04-29,2009,0,TBR,MIN,TBR,MIN,3,8
2009-04-29,2009,0,FLA,NYM,MIA,NYM,4,3
2009-04-29,2009,0,WSN,PHI,WSN,PHI,4,1
2009-04-29,2009,0,LAD,SFG,LAD,SFG,4,9
2009-04-30,2009,0,FLA,CHC,MIA,CHC,8,2
2009-04-30,2009,0,TOR,KCR,TOR,KCR,6,8
2009-04-30,2009,0,SDP,LAD,SDP,LAD,5,8
2009-04-30,2009,0,ARI,MIL,ARI,MIL,1,4
2009-04-30,2009,0,LAA,NYY,LAA,NYY,4,7
2009-04-30,2009,0,BOS,TBR,BOS,TBR,0,13
2009-04-30,2009,0,OAK,TEX,ATH,TEX,4,2
2009-04-30,2009,0,STL,WSN,STL,WSN,9,4
2009-05-01,2009,0,HOU,ATL,HOU,ATL,2,7
2009-05-01,2009,0,FLA,CHC,MIA,CHC,6,8
2009-05-01,2009,0,CLE,DET,CLE,DET,6,5
2009-05-01,2009,0,SDP,LAD,SDP,LAD,0,1
2009-05-01,2009,0,ARI,MIL,ARI,MIL,5,2
2009-05-01,2009,0,KCR,MIN,KCR,MIN,5,7
2009-05-01,2009,0,LAA,NYY,LAA,NYY,9,10
2009-05-01,2009,0,NYM,PHI,NYM,PHI,7,4
2009-05-01,2009,0,CIN,PIT,CIN,PIT,4,0
2009-05-01,2009,0,OAK,SEA,ATH,SEA,7,8
2009-05-01,2009,0,COL,SFG,COL,SFG,2,3
2009-05-01,2009,0,BOS,TBR,BOS,TBR,2,6
2009-05-01,2009,0,CHW,TEX,CHW,TEX,4,3
2009-05-01,2009,0,BAL,TOR,BAL,TOR,4,8
2009-05-01,2009,0,STL,WSN,STL,WSN,6,2
2009-05-02,2009,0,HOU,ATL,HOU,ATL,5,1
2009-05-02,2009,0,FLA,CHC,MIA,CHC,1,6
2009-05-02,2009,0,CLE,DET,CLE,DET,7,9
2009-05-02,2009,0,SDP,LAD,SDP,LAD,1,2
2009-05-02,2009,0,ARI,MIL,ARI,MIL,4,1
2009-05-02,2009,0,KCR,MIN,KCR,MIN,10,7
2009-05-02,2009,0,LAA,NYY,LAA,NYY,8,4
2009-05-02,2009,0,NYM,PHI,NYM,PHI,5,6
2009-05-02,2009,0,CIN,PIT,CIN,PIT,6,8
2009-05-02,2009,0,OAK,SEA,ATH,SEA,3,2
2009-05-02,2009,0,COL,SFG,COL,SFG,5,1
2009-05-02,2009,0,BOS,TBR,BOS,TBR,10,6
2009-05-02,2009,0,CHW,TEX,CHW,TEX,6,9
2009-05-02,2009,0,BAL,TOR,BAL,TOR,4,5
2009-05-02,2009,0,STL,WSN,STL,WSN,1,6
2009-05-03,2009,0,HOU,ATL,HOU,ATL,7,5
2009-05-03,2009,0,FLA,CHC,MIA,CHC,4,6
2009-05-03,2009,0,CLE,DET,CLE,DET,1,3
2009-05-03,2009,0,SDP,LAD,SDP,LAD,3,7
2009-05-03,2009,0,ARI,MIL,ARI,MIL,3,4
2009-05-03,2009,0,KCR,MIN,KCR,MIN,7,5
2009-05-03,2009,0,CIN,PIT,CIN,PIT,5,0
2009-05-03,2009,0,OAK,SEA,ATH,SEA,7,8
2009-05-03,2009,0,COL,SFG,COL,SFG,0,1
2009-05-03,2009,0,BOS,TBR,BOS,TBR,3,5
2009-05-03,2009,0,CHW,TEX,CHW,TEX,1,5
2009-05-03,2009,0,BAL,TOR,BAL,TOR,3,4
2009-05-04,2009,0,NYM,ATL,NYM,ATL,6,4
2009-05-04,2009,0,SFG,CHC,SFG,CHC,2,4
2009-05-04,2009,0,MIN,DET,MIN,DET,7,2
2009-05-04,2009,0,CIN,FLA,CIN,MIA,2,3
2009-05-04,2009,0,CHW,KCR,CHW,KCR,0,3
2009-05-04,2009,0,ARI,LAD,ARI,LAD,2,7
2009-05-04,2009,0,BOS,NYY,BOS,NYY,6,4
2009-05-04,2009,0,LAA,OAK,LAA,ATH,5,2
2009-05-04,2009,0,MIL,PIT,MIL,PIT,7,4
2009-05-04,2009,0,COL,SDP,COL,SDP,9,6
2009-05-04,2009,0,TEX,SEA,TEX,SEA,6,5
2009-05-04,2009,0,PHI,STL,PHI,STL,6,1
2009-05-04,2009,0,BAL,TBR,BAL,TBR,8,4
2009-05-04,2009,0,CLE,TOR,CLE,TOR,9,7
2009-05-04,2009,0,HOU,WSN,HOU,WSN,4,9
2009-05-05,2009,0,NYM,ATL,NYM,ATL,4,3
2009-05-05,2009,0,SFG,CHC,SFG,CHC,6,2
2009-05-05,2009,0,MIN,DET,MIN,DET,0,9
2009-05-05,2009,0,CIN,FLA,CIN,MIA,7,0
2009-05-05,2009,0,CHW,KCR,CHW,KCR,7,8
2009-05-05,2009,0,ARI,LAD,ARI,LAD,1,3
2009-05-05,2009,0,BOS,NYY,BOS,NYY,7,3
2009-05-05,2009,0,LAA,OAK,LAA,ATH,5,3
2009-05-05,2009,0,MIL,PIT,MIL,PIT,8,5
2009-05-05,2009,0,COL,SDP,COL,SDP,1,2
2009-05-05,2009,0,TEX,SEA,TEX,SEA,7,2
2009-05-05,2009,0,PHI,STL,PHI,STL,10,7
2009-05-05,2009,0,BAL,TBR,BAL,TBR,3,6
2009-05-05,2009,0,CLE,TOR,CLE,TOR,6,10
2009-05-05,2009,0,HOU,WSN,HOU,WSN,10,11
2009-05-06,2009,0,MIN,BAL,MIN,BAL,1,4
2009-05-06,2009,0,CLE,BOS,CLE,BOS,9,2
2009-05-06,2009,0,MIL,CIN,MIL,CIN,15,3
2009-05-06,2009,0,SFG,COL,SFG,COL,1,11
2009-05-06,2009,0,ATL,FLA,ATL,MIA,8,6
2009-05-06,2009,0,CHC,HOU,CHC,HOU,6,3
2009-05-06,2009,0,SEA,KCR,SEA,KCR,1,9
2009-05-06,2009,0,TOR,LAA,TOR,LAA,13,1
2009-05-06,2009,0,WSN,LAD,WSN,LAD,3,10
2009-05-06,2009,0,PHI,NYM,PHI,NYM,0,1
2009-05-06,2009,0,TBR,NYY,TBR,NYY,4,3
2009-05-06,2009,0,TEX,OAK,TEX,ATH,3,2
2009-05-06,2009,0,ARI,SDP,ARI,SDP,3,1
2009-05-06,2009,0,PIT,STL,PIT,STL,2,4
2009-05-07,2009,0,MIN,BAL,MIN,BAL,4,5
2009-05-07,2009,0,CLE,BOS,CLE,BOS,3,13
2009-05-07,2009,0,DET,CHW,DET,CHW,0,6
2009-05-07,2009,0,MIL,CIN,MIL,CIN,5,6
2009-05-07,2009,0,SFG,COL,SFG,COL,8,3
2009-05-07,2009,0,ATL,FLA,ATL,MIA,4,2
2009-05-07,2009,0,CHC,HOU,CHC,HOU,8,5
2009-05-07,2009,0,SEA,KCR,SEA,KCR,1,3
2009-05-07,2009,0,TOR,LAA,TOR,LAA,1,6
2009-05-07,2009,0,WSN,LAD,WSN,LAD,11,9
2009-05-07,2009,0,PHI,NYM,PHI,NYM,5,7
2009-05-07,2009,0,TBR,NYY,TBR,NYY,8,6
2009-05-07,2009,0,TEX,OAK,TEX,ATH,4,9
2009-05-07,2009,0,ARI,SDP,ARI,SDP,3,4
2009-05-07,2009,0,PIT,STL,PIT,STL,2,5
2009-05-08,2009,0,WSN,ARI,WSN,ARI,5,4
2009-05-08,2009,0,NYY,BAL,NYY,BAL,4,0
2009-05-08,2009,0,TBR,BOS,TBR,BOS,3,7
2009-05-08,2009,0,TEX,CHW,TEX,CHW,6,0
2009-05-08,2009,0,STL,CIN,STL,CIN,4,6
2009-05-08,2009,0,DET,CLE,DET,CLE,1,0
2009-05-08,2009,0,FLA,COL,MIA,COL,8,3
2009-05-08,2009,0,SDP,HOU,SDP,HOU,0,2
2009-05-08,2009,0,KCR,LAA,KCR,LAA,1,4
2009-05-08,2009,0,SFG,LAD,SFG,LAD,3,1
2009-05-08,2009,0,CHC,MIL,CHC,MIL,2,3
2009-05-08,2009,0,SEA,MIN,SEA,MIN,0,11
2009-05-08,2009,0,PIT,NYM,PIT,NYM,3,7
2009-05-08,2009,0,TOR,OAK,TOR,ATH,3,5
2009-05-08,2009,0,ATL,PHI,ATL,PHI,6,10
2009-05-09,2009,0,WSN,ARI,WSN,ARI,2,1
2009-05-09,2009,0,NYY,BAL,NYY,BAL,5,12
