retro_id,mlbam_id,bbref_id,name_first,name_last
galaa002,451482,galarar01,Armando,Galarraga
galaa101,114525,galanau01,Augie,Galan
galab101,114527,galasbo01,Bob,Galasso
galam101,114528,galatmi01,Milt,Galatzer
galam801,427177,galanma99,Matt,Galante
galar101,,,Raul,Galata
galed101,114530,galehde01,Denny,Galehouse
galer001,114529,galeri01,Rich,Gale
galer002,502570,galero01,Rocky,Gale
galla101,114531,gallaal01,Al,Gallagher
gallb101,114541,gallabo01,Bob,Gallagher
gallb103,114546,gallibe01,Bert,Gallia
gallb104,114543,gallabi01,Bill,Gallagher
gallc001,595956,gallaca01,Cam,Gallagher
gallc101,114549,galloch01,Chick,Galloway
galld001,114533,gallada01,Dave,Gallagher
galld101,114534,gallado01,Doug,Gallagher
galle101,114535,gallaed01,Ed,Gallagher
gallg001,606149,gallegi01,Giovanny,Gallegos
gallg101,114540,gallagi01,Gil,Gallagher
galli001,543194,gallois01,Isaac,Galloway
gallj001,430571,galljo01,John,Gall
gallj002,608336,gallojo01,Joey,Gallo
gallj101,114550,galloji01,Jim,Galloway
gallj102,114547,galliji01,John,Galligan
gallj103,114539,gallajo02,Joe,Gallagher
gallj104,114538,gallaja01,Jackie,Gallagher
gallj105,114537,gallajo01,John,Gallagher
gallj106,114536,gallaji01,Pete,Galligan
galll901,,,Larry,Gallagher
gallm001,114545,gallemi01,Mike,Gallego
gallm002,429760,gallomi01,Mike,Gallo
gallp101,114548,galliph01,Phil,Gallivan
galls001,451595,gallase01,Sean,Gallagher
galls101,114532,gallash01,Shorty,Gallagher
galls102,114544,gallest01,Stan,Galle
gallw102,114542,gallawi01,William,Gallagher
gally001,451596,gallayo01,Yovani,Gallardo
gallz001,668678,galleza01,Zac,Gallen
galvb001,114551,galveba01,Balvino,Gálvez
galvc101,819455,galveca01,Cándido,Gálvez
galvf001,520471,galvifr01,Freddy,Galvis
galvj101,114554,galvijo01,John,Galvin
galvj102,114553,galviji01,Jim,Galvin
galvj103,114552,galvipu01,Pud,Galvin
galvl101,114555,galvilo01,Lou,Galvin
gambb101,114559,gamblbo01,Bob,Gamble
gambe001,543195,gamboed01,Eddie,Gamboa
gambj101,114556,gambljo01,John,Gamble
gambl101,114557,gamblle01,Lee,Gamble
gambo001,114558,gamblos01,Oscar,Gamble
gambt801,427179,,Tom,Gamboa
gambw101,819449,gamblwi01,William,Gamble
gameb001,592325,gamelbe01,Ben,Gamel
gamem001,451143,gamelma01,Mat,Gamel
gamid101,819452,gamizdo01,Domingo,Gámiz
gamim101,819448,gamizma01,Márgaro,Gámiz
gammd101,114560,gammoda01,Daff,Gammons
gandb101,114562,gandybo01,Bob,Gandy
gandc101,114561,gandich01,Chick,Gandil
gandg001,282861,gandagu01,Gus,Gandarillas
ganlb101,114563,ganlebo01,Bob,Ganley
gannb101,114566,gannobi01,Bill,Gannon
ganng101,114564,gannogu01,Gussie,Gannon
gannj101,114565,gannojo01,Joe,Gannon
gansj101,819450,gansju01,Judy,Gans
gantj001,114569,gantnji01,Jim,Gantner
gantj002,607231,gantjo01,John,Gant
gantj101,114568,gantejo01,Joe,Gantenbein
gantr001,114567,gantro01,Ron,Gant
ganzb101,114571,ganzeba01,Babe,Ganzel
ganzc101,114570,ganzech01,Charlie,Ganzel
ganzj101,114572,ganzejo01,John,Ganzel
garae001,408199,garabed01,Eddy,Garabito
garag001,642520,garabge01,Gerson,Garabito
garaj101,114573,garagjo01,Joe,Garagiola
garak001,114574,garagke01,Keith,Garagozzo
garav001,466339,garatvi01,Víctor,Gárate
garba101,114580,garboal01,Alex,Garbowski
garbb001,114579,garbeba01,Bárbaro,Garbey
garbb101,114578,garbebo01,Bob,Garber
garbb102,114576,garbabo01,Bob,Garbark
garbg001,114577,garbege01,Gene,Garber
garbm101,114575,garbami01,Mike,Garbark
garca001,150362,garciam01,Amaury,García
garca002,457483,garcian01,Anderson,García
garca003,541645,garciav01,Avisaíl,García
garca004,611177,garciad01,Adonis,García
garca005,666969,garciad02,Adolis,García
garca006,605244,garciar01,Aramis,Garcia
garcb001,650530,garcibr01,Bryan,Garcia
garcb002,805299,garcibr02,Brandyn,Garcia
garcc001,114583,garcica01,Carlos,García
garcc002,451600,garcich02,Christian,Garcia
garcc101,114595,garcich01,Chico,García
garcc102,819447,garcich03,Chano,García
garcc103,819443,garcico01,Cocaína,García
garcd001,114584,garcida01,Dámaso,García
garcd002,430162,garcida03,Daniel,Garcia
garcd003,665620,garcide01,Deivi,García
garcd004,660650,garcide02,Dérmis,García
garcd101,114585,garcida02,Danny,Garcia
garcd801,492643,garcida99,Dave,Garcia
garce001,658305,garcied01,Edgar,García
garcf001,114587,garcifr01,Freddy,García
garcf002,150119,garcifr03,Freddy,García
garcf003,571057,garcefr01,Frank,Garcés
garcg001,136306,garcigu01,Guillermo,Garcia
garcg002,594824,garcigr01,Greg,Garcia
garch001,460648,garciha01,Harvey,García
garcj001,150019,garcije01,Jesse,Garcia
garcj002,433586,garcija01,Santiago,Casilla
garcj003,462911,garcijo01,José,García
garcj004,448802,garcija02,Jaime,García
garcj005,592329,garcija03,Jason,García
garcj006,606424,garcija04,Jarlín,García
garcj007,676480,garcijo02,José,Barrero
garcj008,691373,garcijh01,Jhostynxon,Garcia
garck001,114582,garciki01,Kiko,Garcia
garck002,114588,garcika01,Karim,García
garcl001,114589,garcile01,Leo,García
garcl002,150193,garcilu01,Luis,Garcia
garcl003,408202,garcilu02,Luis,García
garcl004,544725,garcile02,Leury,García
garcl005,472610,garcilu03,Luis,García
garcl006,671277,garcilu04,Luis,García
garcl007,677651,garcilu05,Luis,García
garcm001,114590,garcimi02,Miguel,García
garcm002,237694,garcimi03,Mike,Garcia
garcm003,672580,garcima01,Maikel,García
garcm101,114586,garcimi01,Mike,Garcia
garcm801,445887,,Miguel,Garcia
garcn001,114596,garcino01,Nomar,Garciaparra
garco001,607162,garcion01,Onelki,García
garcp101,114591,garcipe01,Pedro,García
garcr001,114581,garceri01,Rich,Garcés
garcr002,114594,garcira03,Ramón,García
garcr003,424505,garcire01,Reynaldo,Garcia
garcr004,425450,garciro01,Rosman,García
garcr005,596825,garciro02,Robel,García
garcr006,670329,garciri01,Rico,Garcia
garcr007,665621,garciro03,Rony,García
garcr008,676395,garciro04,Robert,Garcia
garcr101,114593,garcira01,Ramon,Garcia
garcr102,114592,garcira02,Ralph,Garcia
garcr103,819435,,Regino,García
garcr901,,,Rich,Garcia
garcs101,819434,garcisi01,Silvio,García
garcw001,591994,garciwi01,Willy,García
garcy001,554340,garciyi01,Yimi,García
garda101,114603,gardnar01,Art,Gardner
garda102,114602,gardnal01,Alex,Gardner
garda103,114600,gardiar01,Art,Gardiner
garda104,114597,gardeal01,Al,Gardella
gardb001,458731,gardnbr01,Brett,Gardner
gardb101,114616,gardnbi02,Billy,Gardner
gardb102,114615,gardnbi01,Bill,Gardner
gardc001,114604,gardnch01,Chris,Gardner
gardd101,114598,gardeda01,Danny,Gardella
garde101,114605,gardnea01,Earle,Gardner
gardg101,114611,gardngl01,Glenn,Gardner
gardg102,114606,gardngi01,Gid,Gardner
gardh101,114607,gardnha01,Harry,Gardner
gardj001,114609,gardnje01,Jeff,Gardner
gardj101,114608,gardnji01,Jim,Gardner
gardj102,820808,gardnje02,Jelly,Gardner
gardj103,,,Jerry,Gardner
gardl001,421104,gardnle01,Lee,Gardner
gardl101,114617,gardnla01,Larry,Gardner
gardm001,114610,gardnma01,Mark,Gardner
gardm002,114601,gardimi01,Mike,Gardiner
gardn001,643320,gardeni01,Nick,Gardewine
gardp101,819432,gardnpi01,Ping,Gardner
gardr001,114599,gardero01,Ron,Gardenhire
gardr101,114613,gardnro01,Rob,Gardner
gardr102,114612,gardnra01,Ray,Gardner
gardw001,114614,gardnwe01,Wes,Gardner
garfb101,114618,garfibi01,Bill,Garfield
garia101,114619,garibar01,Art,Garibaldi
garib101,114620,garibbo01,Bob,Garibaldi
garid001,150133,garibda01,Daniel,Garibay
garkr001,434939,garkory01,Ryan,Garko
garlj001,279782,garlajo01,Jon,Garland
garlk001,664247,garliky01,Kyle,Garlick
garll101,114621,garlalo01,Lou,Garland
garlw101,114622,garlawa01,Wayne,Garland
garmd101,114624,garmsde01,Debs,Garms
garmj901,,,Jim,Garman
garmm101,114623,garmami01,Mike,Garman
garnc001,451198,garneco01,Cole,Garner
garnd001,572863,garnedu01,Dustin,Garneau
garnj701,666101,,Jay,Garneau
garnp001,114625,garneph01,Phil,Garner
garnp002,592330,garnepe01,Perci,Garner
garow101,114626,garonwi01,Willie,Garoni
garra001,607237,garream01,Amir,Garrett
garra101,114631,garread01,Adrian,Garrett
garrb001,666129,garrebr01,Braxton,Garrett
garrc101,114635,garricl01,Cliff,Garrison
garrc102,114634,garrice01,Cecil,Garriott
garrc103,114629,garrecl01,Clarence,Garrett
garrc901,,,Charles,Garrigan
garrf101,114636,garrifo01,Ford,Garrison
garrg101,114633,garrigi01,Gil,Garrido
garrg102,114630,garregr01,Greg,Garrett
garrg103,819420,garrigi02,Gil,Garrido
garrh101,114638,garriha01,Hank,Garrity
garrj101,114639,garryji01,Jim,Garry
garrr001,657585,garrere01,Reed,Garrett
garrr101,114627,garrra01,Ralph,Garr
garrs001,114628,garresc01,Scott,Garrelts
garrs002,477237,garrist01,Steve,Garrison
garrs003,656448,garrest01,Stone,Garrett
garrs101,819427,garresp01,Spike,Garrett
garrt101,819421,garreto01,Len,Garrett
garrw001,114637,garriwe01,Webster,Garrison
garrw101,114632,garrewa01,Wayne,Garrett
gartr001,623439,gartory01,Ryan,Garton
garvj101,114642,garvije01,Jerry,Garvin
garvm001,641598,garvemi01,Mitch,Garver
garvn101,114643,garvine01,Ned,Garvin
garvn102,114640,garvene01,Ned,Garver
garvs001,114641,garvest01,Steve,Garvey
garvu101,819422,garvi02,,Garvin
garyc101,819418,garych01,Charles,Gary
garzj001,621057,garzaju01,Justin,Garza
garzm001,490063,garzama01,Matt,Garza
garzr001,621248,garzara01,Ralph,Garza
gasph101,114644,gaspaha01,Harry,Gaspar
gaspm001,681508,gaspemi01,Mickey,Gasper
gaspr101,114645,gasparo01,Rod,Gaspar
gassc101,114646,gassach01,Charlie,Gassaway
gassd001,434559,gassnda01,Dave,Gassner
gassr001,688107,gassero01,Robert,Gasser
gasta101,114649,gastoal01,Alex,Gaston
gastc101,114650,gastoci01,Cito,Gaston
gaste101,114648,gastfed01,Ed,Gastfield
gasth101,114653,gastrha01,Hank,Gastright
gastj001,518713,gastjo01,John,Gast
gastm101,114651,gastomi01,Milt,Gaston
gastr101,819416,gastoro01,Robert,Gaston
gastt101,114647,gastato01,Tom,Gastall
gastw101,114652,gastowe01,Welcome,Gaston
gatea101,114657,gatewau01,Aubrey,Gatewood
gateb001,114654,gatesbr01,Brent,Gates
gateb101,819408,gatewbi01,Bill,Gatewood
gatee101,819411,gatewer01,Ernest,Gatewood
gatej101,114655,gatesjo01,Joe,Gates
gatel101,819409,,Louis,Gatewood
gatem101,114656,gatesmi01,Mike,Gates
gathj001,431157,gathrjo01,Joey,Gathright
gatif101,114658,gatinfr01,Frank,Gatins
gatte001,594828,gattiev01,Evan,Gattis
gaubj001,453304,gaubjo01,John,Gaub
gaudc001,429985,gaudich01,Chad,Gaudin
gaudj101,114659,gaudeji01,Jim,Gaudet
gaulm101,114660,gaulemi01,Mike,Gaule
gausk001,592332,gausmke01,Kevin,Gausman
gautd101,114661,gautrdo01,Doc,Gautreau
gauts101,114662,gautrsi01,Sid,Gautreaux
gaveu101,114663,gaver01,Tom,McGovern
gavis001,543208,gavigsa01,Sam,Gaviglio
gaviu101,819407,gavin01,,Gavin
gaw-c101,114664,gawch01,George,Gaw
gay-f101,,,Fred,Gay
gay-h101,819410,gayhe01,Herbert,Gay
gay-w101,819406,gaywi01,Willie,Gay
gazem101,114665,gazelmi01,Mike,Gazella
gearb101,114670,gearybo01,Bob,Geary
gearc001,518715,gearrco01,Cory,Gearrin
geard101,114668,gearidi01,Dinty,Gearin
geard102,114666,gearda01,Dale,Gear
gearg001,407783,gearyge01,Geoff,Geary
gearg101,114667,gearhga01,Lloyd,Gearhart
gearh101,114669,gearyhu01,Huck,Geary
gebhb101,114671,gebhabo01,Bob,Gebhard
gebrp101,114672,gebripe01,Pete,Gebrian
geddj101,114673,geddeji01,Jim,Geddes
gedej101,114675,gedeojo01,Joe,Gedeon
gedej102,114674,gedeoel01,Elmer,Gedeon
gedmr001,114676,gedmari01,Rich,Gedman
gednc101,114677,gedneco01,Count,Gedney
gee-d001,518716,geedi01,Dillon,Gee
gee-j101,114678,geejo01,Johnny,Gee
gee-r101,819400,geeri01,Rich,Gee
gee-s101,819401,geesa01,Sammy,Gee
gee-t101,819405,geeto01,Tom,Gee
geerb101,114679,geerbi01,Billy,Geer
geerc101,,,Clifford,Geer
geerj001,446207,geerjo01,Josh,Geer
gehrc101,114682,gehrich01,Charlie,Gehringer
gehrh101,114681,gehrihe01,Hank,Gehring
gehrl101,114680,gehrilo01,Lou,Gehrig
gehrp101,114683,gehrmpa01,Paul,Gehrman
geibj701,669525,,Jillian,Geib
geiep101,114684,geierph01,Phil,Geier
geigg101,114685,geigega01,Gary,Geiger
geisb101,114687,geisbi01,Bill,Geiss
geisd001,114688,geiseda01,Dave,Geisel
geise101,114690,geissem01,Emil,Geiss
geish901,,,Harry,Geisel
geisv101,114689,geishve01,Vern,Geishert
gelbc101,114691,gelbech01,Charlie,Gelbert
gellm801,610971,,Mike,Gellinger
gelnj101,114692,gelnajo01,John,Gelnar
geloz001,680869,gelofza01,Zack,Gelof
gelts001,544993,geltzst01,Steve,Geltz
genej101,114693,genewjo01,Joe,Genewich
genif101,114694,geninfr01,Frank,Genins
genns001,571697,gennesc01,Scooter,Gennett
genog101,114695,genovge01,George,Genovese
gentc001,502226,gentrcr01,Craig,Gentry
gentg101,114698,gentrga01,Gary,Gentry
genth101,114699,gentrha01,Harvey,Gentry
gentj101,114696,gentiji01,Jim,Gentile
gentr101,114700,gentrru01,Rufe,Gentry
gents101,114697,gentisa01,Sam,Gentile
gentt001,694355,gentrty01,Tyler,Gentry
geora101,114701,georgal01,Alex,George
georb101,114705,georgbi01,Bill,George
georc001,114703,georgch01,Chris,George
georc002,150203,georgch02,Chris,George
geore901,,,Ed,George
georg101,114702,georggr01,Charles,George
georj101,819402,georgjo01,John,George
georl101,114704,georgle01,Lefty,George
georo101,114706,georgos01,Oscar,Georgy
geraa101,819404,geraral01,Alphonso,Gerard
gerab101,114707,geragbe01,Ben,Geraghty
gerad101,114708,gerarda01,Dave,Gerard
gerbc001,114709,gerbecr01,Craig,Gerber
gerbg101,114711,gerbege01,George,Gerberman
gerbj001,680702,gerbejo01,Joey,Gerber
gerbm001,595222,gerbemi01,Mike,Gerber
gerbw101,114710,gerbewa01,Wally,Gerber
gereb001,114712,gerenbo01,Bob,Geren
gerha101,114716,gerheal01,Al,Gerheauser
gerhj101,114714,gerhajo01,Joe,Gerhardt
gerhk001,114715,gerhake01,Ken,Gerhart
gerhr101,114713,gerharu01,Rusty,Gerhardt
gerhu101,819396,gerha02,,Gerhart
gerkg101,114717,gerkege01,George,Gerken
gerks101,114718,gerkist01,Steve,Gerkin
gerlj101,114719,gerlajo01,Johnny,Gerlach
germd001,593334,germado01,Domingo,Germán
germe001,407397,germaes01,Esteban,Germán
germf001,407883,germafr01,Franklyn,Germán
germf002,681464,germafr02,Frank,German
germg001,542674,germego01,Gonzalez,Germen
germj001,430683,germaju01,Justin,Germano
germl101,114720,germale01,Les,German
gernd101,114722,gernedi01,Dick,Gernert
gerne101,114721,gerneed01,Ed,Gerner
geroc101,114723,geronce01,César,Gerónimo
gertl101,114724,gertelo01,Lou,Gertenrich
geruj001,425506,gerutjo01,Jody,Gerut
gervl101,114725,gervale01,Lefty,Gervais
gervp001,801434,gervapa01,Paul,Gervase
gervs001,463645,gervasa01,Sammy,Gervacio
gessc101,114727,gessnch01,Charlie,Gessner
gessd101,114726,gessldo01,Doc,Gessler
getta101,114728,getteal01,Al,Gettel
gettb001,430656,gettiby01,Byron,Gettis
gettc101,114729,gettich01,Charlie,Gettig
gettj101,114731,gettmja01,Jake,Gettman
gettt101,114730,gettito01,Tom,Gettinger
getzc001,460051,getzch01,Chris,Getz
getzg101,114732,getzgu01,Gus,Getz
getzp101,114733,getzich01,Pretzels,Getzien
geyer101,114734,geyerru01,Rube,Geyer
geygc101,114735,geygach01,Chappie,Geygan
gharp101,114736,gharrpa01,Patsy,Gharrity
ghelt101,114737,ghelfto01,Tony,Ghelfi
gialb101,114738,giallbo01,Bob,Giallombardo
giamj001,114739,giambja01,Jason,Giambi
giamj002,136605,giambje01,Jeremy,Giambi
giamt001,623508,giambtr01,Trent,Giambrone
gianj101,114741,giannjo01,Joe,Giannini
gianr001,114740,giannra01,Ray,Giannelli
giarb901,,,Bob,Giard
giarj101,114742,giardjo01,Joe,Giard
giart001,435218,giarrto01,Tony,Giarratano
giavj001,543213,giavojo01,Johnny,Giavotella
gibai001,664139,gibauia01,Ian,Gibaut
gibbb901,,,Brian,Gibbons
gibbj001,114744,gibbojo02,John,Gibbons
gibbj002,400158,gibboja01,Jay,Gibbons
gibbj101,114745,gibbsja01,Jake,Gibbs
gibbj102,114743,gibbojo01,Joe,Gibbon
gibbj103,819395,gibbojo03,John,Gibbons
gibbw101,819398,gibbowa01,Walter,Gibbons
gibrs001,114746,gibrast01,Steve,Gibralter
gibsb001,114757,gibsobo02,Bob,Gibson
gibsb101,114756,gibsobo01,Bob,Gibson
gibsc001,806188,gibsoca01,Cade,Gibson
gibsc101,114748,gibsoch02,Charlie,Gibson
gibsc102,114747,gibsoch01,Charlie,Gibson
gibsd001,136763,gibsode01,Derrick,Gibson
gibsf101,114749,gibsofr01,Frank,Gibson
gibsg101,114750,gibsoge01,George,Gibson
gibsg901,427184,,Greg,Gibson
gibsh902,503586,,Tripp,Gibson
gibsj101,,gibsojo99,Josh,Gibson
gibsj102,819389,,Jerry,Gibson
gibsk001,114752,gibsoki01,Kirk,Gibson
gibsk002,502043,gibsoky01,Kyle,Gibson
gibsn101,114754,gibsono01,Norwood,Gibson
gibsp001,114755,gibsopa01,Paul,Gibson
gibsp101,819392,gibsopa02,Roland,Gibson
gibsr101,114758,gibsoro01,Robert,Gibson
gibsr102,114751,gibsoru01,Russ,Gibson
gibss101,114759,gibsosa01,Sam,Gibson
gibsw101,114753,gibsowh01,Whitey,Gibson
gickg101,114760,gickge01,George,Gick
gideb001,114761,gideobr01,Brett,Gideon
gidej101,114762,gideoji01,Jim,Gideon
gider801,492488,,Ron,Gideon
giebf101,114764,giebefl01,Floyd,Giebell
giebj101,114763,giebejo01,Joe,Giebel
gielp101,114765,gielpa01,Paul,Giel
giesd001,435500,gieseda01,Dan,Giese
giffj801,819391,giffoji99,Jim,Gifford
giggb101,114766,giggibo01,Bob,Giggie
gigon101,114767,gigonno01,Norm,Gigon
gil-b001,114768,gilbe01,Benji,Gil
gil-g001,282594,gilge01,Gerónimo,Gil
gil-g101,114769,gilgu01,Gus,Gil
gil-j001,430667,gilje01,Jerry,Gil
gil-l001,661563,gillu01,Luis,Gil
gilba101,114772,gilbean01,Andy,Gilbert
gilbb101,114786,gilbrbi01,Bill,Gilbreth
gilbb102,114771,gilbebi01,Bill,Gilbert
gilbb103,114784,gilbebi02,Billy,Gilbert
gilbb104,114774,gilbebu01,Buddy,Gilbert
gilbc101,114773,gilbech01,Charlie,Gilbert
gilbd001,687551,gilbedr01,Drew,Gilbert
gilbh101,114776,gilbeha01,Harry,Gilbert
gilbj101,114779,gilbeja01,Jack,Gilbert
gilbj102,114778,gilbejo01,John,Gilbert
gilbj103,114777,gilbejo02,Joe,Gilbert
gilbl001,656458,gilbrlu01,Lucas,Gilbreath
gilbl002,669302,gilbelo01,Logan,Gilbert
gilbl101,114780,gilbela01,Larry,Gilbert
gilbm001,114781,gilbema01,Mark,Gilbert
gilbp101,114782,gilbepe01,Pete,Gilbert
gilbr101,114785,gilbrro01,Rod,Gilbreath
gilbs001,114770,gilbesh01,Shawn,Gilbert
gilbt001,656457,gilbety01,Tyler,Gilbert
gilbt101,114775,gilbeto01,Tookie,Gilbert
gilbw101,114783,gilbewa01,Wally,Gilbert
gilcd101,819390,gilchde01,Dennis,Gilchrist
gileb001,114788,gilesbr01,Brian,Giles
gileb002,114789,gilesbr02,Brian,Giles
giled101,114787,giledo01,Don,Gile
gileg101,819385,gilesge01,George,Giles
gilek001,571704,gileske01,Ken,Giles
gilem001,279578,gilesma01,Marcus,Giles
gilfj001,429360,gilfija01,Jason,Gilfillan
gilgh101,,gilgahu01,Hugh,Gilgan
gilhf101,114791,gilhofr01,Frank,Gilhooley
gilhg101,114790,gilhage01,George,Gilham
gilkb001,114792,gilkebe01,Bernard,Gilkey
gilkb101,114793,gilksbo01,Bob,Gilks
gilla101,819378,,Arthur,Gilliard
gillb101,114812,gilliba01,Barney,Gilligan
gillb102,114809,gillebo01,Bob,Gillespie
gillc001,543216,gillaco01,Conor,Gillaspie
gillc002,502261,gilleco01,Cole,Gillespie
gillc003,687362,gillico01,Connor,Gillispie
gillc101,114803,gillecl01,Claral,Gillenwater
gillc102,114802,gilleca01,Carden,Gillenwater
gille101,114794,gilled01,Ed,Gill
gillg101,114815,gillpge01,George,Gillpatrick
gillg102,114814,gilligr01,Grant,Gillis
gillg103,114795,gillge01,George,Gill
gillg104,819384,gillge02,George,Gill
gillh101,114796,gillha01,Haddie,Gill
gillh102,819383,gillehe01,Henry,Gillespie
gillj101,114813,gillija01,Jack,Gilligan
gillj102,114810,gilliji01,Jim,Gilliam
gillj103,114806,gillejo01,John,Gillespie
gillj104,114805,gilleji01,John,Gillespie
gillj105,114798,gilljo01,Johnny,Gill
gillj106,114797,gillji01,Jim,Gill
gilll001,670810,gillalo01,Logan,Gillaspie
gillm101,819380,gillimu01,Murray,Gillispie
gillp101,114808,gillepe01,Patrick,Gillespie
gillp102,114811,gillipa01,Paul,Gilliford
gillp103,114807,gillepa01,Paul,Gillespie
gillp104,819382,gillipe01,Pen,Gilliard
gills101,114800,gillesa01,Sam,Gillen
gillt001,114804,gilleto02,Tom,Gilles
gillt101,114801,gilleto01,Tom,Gillen
gillt901,,,Tommy,Gill
gillt902,,,Thomas,Gillean
gillw101,114799,gillwa01,Warren,Gill
gilmf101,114819,gilmofr01,Frank,Gilmore
gilmg101,114818,gilmogr01,Grover,Gilmore
gilmj101,114820,gilmoji01,Thomas,Gilmore
gilmj102,114816,gilmaji01,Jim,Gilman
gilml101,114821,gilmole01,Len,Gilmore
gilml102,819381,gilmole02,Lefty,Gilmore
gilmp101,114817,gilmapi01,Pit,Gilman
gilms001,543219,gilmase01,Sean,Gilmartin
gilpu101,819377,gilpi01,,Gilpin
gilrj101,114823,gilrojo01,John,Gilroy
gilru101,114822,gilro01,Henry,Gilroy
gilsh101,114824,gilsoha01,Hal,Gilson
gilyl101,819376,gilyalu01,Luther,Gilyard
gimea001,665926,gimenan01,Andrés,Giménez
gimec001,460269,gimench01,Chris,Gimenez
gimeh001,430591,gimenhe01,Héctor,Giménez
gindc001,518725,gindlca01,Caleb,Gindl
gingb101,114825,gingbi01,Billy,Ging
gingj101,114826,gingrjo01,Joe,Gingras
ginkk001,656464,ginkeke01,Kevin,Ginkel
ginnj001,669372,ginnjt01,J. T.,Ginn
ginnt101,114827,ginnti01,Tinsley,Ginn
ginsj101,114828,ginsbjo01,Joe,Ginsberg
gintk001,348562,ginteke01,Keith,Ginter
gintm001,215197,gintema01,Matt,Ginter
gioll001,608337,giolilu01,Lucas,Giolito
giona101,114829,gionfal01,Al,Gionfriddo
giort101,114830,giordto01,Tommy,Giordano
giove001,114831,giovaed01,Ed,Giovanola
gipsa101,819373,gipsoal01,Alvin,Gipson
gipsc001,133420,gipsoch01,Charles,Gipson
gipss001,687830,gipsosa01,Sawyer,Gipson-Long
girac101,114832,girarch01,Charlie,Girard
giraf101,,,Frank,Gira
giraj001,114833,girarjo01,Joe,Girardi
giroc001,643325,girodch01,Chad,Girodo
gisew101,819375,gisenwi01,Willie,Gisentaner
gisot901,580621,,Tony,Gisondi
gissc001,277414,gissech01,Chris,Gissell
gittc001,656467,gittech01,Chris,Gittens
giulj701,431030,,Joe,Giuliotti
giult101,114834,giulito01,Tony,Giuliani
giusd101,114835,giustda01,Dave,Giusti
giveb001,114836,givenbr01,Brian,Givens
givem001,571710,givenmy01,Mychal,Givens
giveo101,819370,givenos01,Oscar,Givens
gladb101,114841,gladmbu01,Buck,Gladmon
gladd001,114838,gladdda01,Dan,Gladden
gladf101,114840,gladefr01,Fred,Glade
gladf102,114839,gladdfr01,Fred,Gladding
gladj101,114837,gladdji01,Jim,Gladd
gladr101,114842,gladuro01,Roland,Gladu
gladu110,,gladn01,Elton,Gladney
glaij101,114843,glaisjo01,John,Glaiser
gland001,114844,glanvdo01,Doug,Glanville
glasb101,819372,glaspbe01,Ben,Glaspy
glasc101,819369,glassca01,Carl,Glass
glasj101,114846,glassja01,Jack,Glasscock
glasn101,,glaseno01,Norman,Glaser
glast001,607192,glasnty01,Tyler,Glasnow
glast101,114845,glassto01,Tom,Glass
glasu101,819368,glass02,,Glass
glauk001,150177,glaubke01,Keith,Glauber
glaut001,136267,glaustr01,Troy,Glaus
glavl101,114847,glavelu01,Luke,Glavenich
glavm001,430403,glavimi01,Mike,Glavine
glavt001,114849,glavito02,Tom,Glavine
glavt101,114848,glavito01,Tommy,Glaviano
glazr101,114850,glazera01,Ralph,Glaze
glazw101,114851,glaznwh01,Whitey,Glazner
gleab101,114859,gleasbi03,Billy,Gleason
gleab102,114857,gleasbi01,Bill,Gleason
gleab103,114856,gleasbi02,Bill,Gleason
gleah101,114852,gleasha01,Harry,Gleason
gleaj001,114860,gleatje01,Jerry Don,Gleaton
gleaj101,114854,gleasjo01,Joe,Gleason
gleaj102,114853,gleasja01,Jack,Gleason
gleak101,114858,gleaski01,Kid,Gleason
glear101,114855,gleasro01,Roy,Gleason
gleej101,114861,gleesji01,Jim,Gleeson
gleif101,114862,gleicfr01,Frank,Gleich
glenb001,543223,glennbr01,Brad,Glenn
glenb101,114865,glennbo01,Bob,Glenn
glenb102,114863,glenabo01,Bob,Glenalvin
glene101,114867,glenned02,Ed,Glenn
glene102,114866,glenned01,Ed,Glenn
glenh101,114868,glennha01,Harry,Glenn
glenh102,819371,glennha02,Hap,Glenn
glenh103,819364,glennhu01,Hubert,Glenn
glenj101,114871,glennjo02,Joe,Glenn
glenj102,114870,glennjo01,John,Glenn
glenj103,114869,glennjo03,John,Glenn
glenm101,114864,glendma01,Martin,Glendon
glens101,819363,glennst01,Stanley,Glenn
glias101,114872,gliatsa01,Sal,Gliatto
gling001,114873,glinage01,George,Glinatsis
gloar001,340393,gloadro01,Ross,Gload
glocn101,114874,glockno01,Norm,Glockson
glosa101,114875,glossal01,Al,Glossop
glovf901,,,Frank,Glover
glovg001,150474,glovega01,Gary,Glover
glovk001,606983,gloveko01,Koda,Glover
glovt101,819362,gloveto01,Tom,Glover
glovu101,819365,glove02,,Glover
glynb101,114877,glynnbi01,Bill,Glynn
glyne001,114876,glynned01,Ed,Glynn
glyng801,427186,,Gene,Glynn
glynr001,150281,glynnry01,Ryan,Glynn
goarj101,114878,goarjo01,Jot,Goar
gobbj001,425471,gobblji01,Jimmy,Gobble
gochj101,114879,gochnjo01,John,Gochnaur
godaj101,114880,godarjo01,John,Godar
godbd101,114881,godbyda01,Danny,Godby
goddj101,114882,goddajo01,Joe,Goddard
godfg001,453232,godfrgr01,Graham,Godfrey
godim101,819366,godinma01,Manuel,Godínez
godlz001,643327,godleza01,Zack,Godley
godoj001,608422,godoyjo01,José,Godoy
godwj101,114883,godwijo01,John,Godwin
