retro_id,mlbam_id,bbref_id,name_first,name_last
jumog101,116791,jumonge01,George,Jumonville
jumph901,,,Howard,Jumper
juncj101,818657,,José,Junco
junge001,407784,jungeer01,Eric,Junge
jungj001,673962,jungjo01,Josh,Jung
jungj002,690291,jungja01,Jace,Jung
jungk101,116792,jungeke01,Ken,Jungels
jungt001,543380,jungmta01,Taylor,Jungmann
junij001,596001,junisja01,Jakob,Junis
junkj001,676083,junkja01,Janson,Junk
juraa001,642558,juradar01,Ariel,Jurado
jurae001,116793,juraked01,Ed,Jurak
jurae101,818661,juranel01,Eli,Juran
juraj101,818659,juranjo01,Johnny,Juran
jurem101,116794,jurewmi01,Mike,Jurewicz
jurgb101,116795,jurgebi01,Billy,Jurges
juria101,116796,jurisal01,Al,Jurisich
jurrj001,457453,jurrjja01,Jair,Jurrjens
justc101,818658,justich01,Charley,Justice
justd001,116798,justida01,David,Justice
juste001,687145,justiev01,Evan,Justice
justj101,116797,justjo01,Joe,Just
justw101,116799,justiwa01,Walt,Justis
jutzs101,116800,jutzesk01,Skip,Jutze
juulh101,116801,juulhe02,Harry,Juul
juulh102,116802,juulhe01,Herb,Juul
kaaik001,451500,kaaihki01,Kila,Ka'aihue
kaatj101,116803,kaatji01,Jim,Kaat
kaczk001,664842,kaczmke01,Kevin,Kaczmarski
kadij101,116804,kadinja01,Jack,Kading
kafoj101,116805,kaforja01,Jake,Kafora
kahdi101,116806,kahdoik01,Ike,Kahdot
kahlb101,116808,kahlebo01,Bob,Kahle
kahlg101,116809,kahlege01,George,Kahler
kahln101,116807,kahlni01,Nick,Kahl
kahnl801,,,Lou,Kahn
kahno101,116810,kahnow01,Owen,Kahn
kahns901,,,S. L.,Kahn
kahnt001,592454,kahnlto01,Tommy,Kahnle
kahom101,116811,kahoemi01,Mike,Kahoe
kaind101,116812,kainedo01,Don,Kainer
kaisa101,116813,kaiseal01,Al,Kaiser
kaisb101,116816,kaisebo01,Bob,Kaiser
kaisc001,663731,kaiseco01,Connor,Kaiser
kaisc101,818652,kaisece01,Cecil,Kaiser
kaisd101,116814,kaisedo01,Don,Kaiser
kaisg101,116817,kaisege01,George,Kaiserling
kaisj001,116815,kaiseje01,Jeff,Kaiser
kaisk901,,,Ken,Kaiser
kalaj101,116818,kalahjo01,John,Kalahan
kalbc101,116819,kalbfch01,Charlie,Kalbfus
kalfb101,116820,kalfabi01,Bill,Kalfass
kalia101,116822,kalinal01,Al,Kaline
kalif101,116821,kalinfr01,Frank,Kalin
kalir001,501888,kalisry01,Ryan,Kalish
kallr101,116823,kalliru01,Rudy,Kallio
kamir001,641739,kaminro01,Rob,Kaminsky
kamis001,116824,kamiesc01,Scott,Kamieniecki
kammb101,116826,kammebo01,Bob,Kammeyer
kammw101,116825,kammwi01,Willie,Kamm
kampa101,116828,kampoal01,Alex,Kampouris
kampi101,116827,kampik01,Ike,Kamp
kanef101,116829,kanefr01,Frank,Kane
kaneh101,116830,kaneha01,Harry,Kane
kanej101,116835,kaneje01,Jerry,Kane
kanej102,116833,kanejo02,John,Kane
kanej103,116832,kanejo01,John,Kane
kanej104,116831,kaneji01,Jim,Kane
kaner101,116836,kanehro01,Rod,Kanehl
kanes901,,,Steve,Kane
kanet101,116834,kaneto01,Tom,Kane
kangj001,628356,kangju01,Jung Ho,Kang
kante101,116837,kantler01,Erv,Kantlehner
kanzj801,621483,,Jason,Kanzler
kapla901,,,Al,Kaplan
kaplb801,,,Brian,Kaplan
kaplg001,137002,kaplega01,Gabe,Kapler
kaplh701,670603,,Howard,Kaplan
kapph101,116838,kappehe01,Henry,Kappel
kappj101,116839,kappejo01,Joe,Kappel
kaprj001,621076,kaprija01,James,Kaprielian
karcm001,116840,karchma01,Matt,Karchner
karcr001,676689,karchri01,Ricky,Karcher
kardp101,116841,kardopa01,Paul,Kardow
karge101,116842,kargeed01,Ed,Karger
karij001,675916,karinja01,James,Karinchak
karkr001,116843,karkoro01,Ron,Karkovice
karla101,116844,karlan01,Andy,Karl
karlb101,116846,karlobi01,Bill,Karlon
karls001,116845,karlsc01,Scott,Karl
karnb101,116847,karnsbi01,Bill,Karns
karnj001,400112,karnuja01,Jason,Karnuth
karnn001,501992,karnsna01,Nate,Karns
karom101,116848,karowma01,Marty,Karow
karph101,116850,karpehe01,Herb,Karpel
karph701,431038,,Howie,Karpin
karpr001,116849,karpry01,Ryan,Karp
karrb101,116851,karrbe01,Benn,Karr
karre001,116852,karroer01,Eric,Karros
karrk001,691720,karroky01,Kyle,Karros
karsj001,444371,karstje01,Jeff,Karstens
karsj101,116854,karstjo01,John,Karst
karss001,116853,karsast01,Steve,Karsay
kasht001,116855,kashita01,Takashi,Kashiwada
kaske101,116856,kaskoed01,Eddie,Kasko
katam001,425632,katama01,Matt,Kata
katog001,641741,katohgo01,Gosuke,Katoh
katoj101,116857,katolja01,Jack,Katoll
kattr101,116858,kattra01,Ray,Katt
katzb101,116859,katzbo01,Bob,Katz
katze801,446363,,Ethan,Katz
katzt901,,,Travis,Katzenmeier
kaufb101,116860,kauffbe01,Benny,Kauff
kaufc001,116862,kaufmcu01,Curt,Kaufman
kaufd101,116861,kauffdi01,Dick,Kauffman
kaufk001,666154,kauffka01,Karl,Kauffmann
kauft101,116863,kaufmto01,Tony,Kaufmann
kavac101,116864,kavanch01,Charlie,Kavanagh
kaval101,116865,kavanle01,Leo,Kavanagh
kavam101,116866,kavanma01,Marty,Kavanagh
kavan001,694359,kavadni01,Niko,Kavadas
kavau101,116867,kavan01,James,Cavanagh
kavuj901,,,Joe,Kavulich
kawak001,499877,kawakke01,Kenshin,Kawakami
kawam001,493128,kawasmu01,Munenori,Kawasaki
kay-a001,641743,kayan01,Anthony,Kay
kay-b101,116868,kaybi01,Bill,Kay
kayej001,400086,kayeju01,Justin,Kaye
kayfc001,692216,kayfucj01,CJ,Kayfus
kazae101,116869,kazaked01,Eddie,Kazak
kazat101,116870,kazante01,Ted,Kazanski
kazms001,431148,kazmisc01,Scott,Kazmir
kazms002,453527,kazmase01,Sean,Kazmar
keagg001,116871,keaglgr01,Greg,Keagle
keals101,116872,kealest01,Steve,Kealey
keanj801,492654,keanejo99,Johnny,Keane
keanw101,818654,keanewl01,W. L.,Keane
keara001,400290,kearnau01,Austin,Kearns
kearb001,116873,kearnbo01,Bob,Kearney
keare101,116876,kearsed01,Eddie,Kearse
keart101,116875,kearnto01,Tom,Kearns
keart102,116874,kearnte01,Teddy,Kearns
kearu101,818655,kearn02,,Kearns
kease101,116877,keased01,Ed,Keas
keasl001,807712,keasclu01,Luke,Keaschall
keatb101,116879,keatibo01,Bob,Keating
keatc101,116880,keatich01,Walter,Keating
keatg101,116881,keatlgr01,Greg,Keatley
keatr101,116878,keatira01,Ray,Keating
keckc101,116882,keckca01,Cactus,Keck
keedp001,116883,keedypa01,Pat,Keedy
keefb101,116887,keefebo01,Bobby,Keefe
keefd101,116884,keefeda01,Dave,Keefe
keefg101,116885,keefege01,George,Keefe
keefj101,116886,keefejo01,John,Keefe
keeft101,116888,keefeti01,Tim,Keefe
keegb101,116890,keegabo01,Bob,Keegan
keege101,116889,keegaed01,Ed,Keegan
keelb101,116893,keelybo01,Bob,Keely
keelb102,116892,keelebu01,Burt,Keeley
keelu101,,keeli01,Ben,Keeling
keelw101,116891,keelewi01,Willie,Keeler
keenb101,116895,keenbi01,Bill,Keen
keenh101,116901,keeneha01,Josh,Keener
keenj101,116899,keeneje01,Jeff,Keener
keenj102,116900,keenejo01,Joe,Keener
keenj103,116898,keenaji02,Jimmie,Keenan
keenj104,116897,keenaji01,Jim,Keenan
keenk101,116896,keenaki01,Jack,Keenan
keenv101,116894,keenvi01,Vic,Keen
keerg101,116902,keerlge01,George,Keerl
keesj101,116903,keeseji01,Jim,Keesey
keete101,818647,keetoeu01,Eugene,Keeton
keetr101,116904,keetori01,Rickey,Keeton
kefff101,116905,keffefr01,Frank,Keffer
kehnc101,116906,kehnch01,Chet,Kehn
keifk101,116907,keifeka01,Katsy,Keifer
keird001,680577,keirsda01,DaShawn,Keirsey
keisb101,116908,keistbi01,Bill,Keister
keisr001,342892,keislra01,Randy,Keisler
keisw901,,,Wayne,Keister
keitc001,690993,keithco01,Colt,Keith
kekim101,116909,kekicmi01,Mike,Kekich
kelak001,605309,kelake01,Keone,Kela
kelbg101,116910,kelbge01,George,Kelb
kelej001,672284,kelenja01,Jarred,Kelenic
kelim101,116911,kelihmi01,Mickey,Keliher
kella101,116923,kelleal01,Al,Kellett
kella102,116933,kelloal01,Al,Kellogg
kella103,116931,kellnal01,Alex,Kellner
kellb001,116938,kellybr01,Bryan,Kelly
kellb002,116959,kellyro01,Roberto,Kelly
kellb003,641745,kellebr01,Brad,Keller
kellb101,116935,kellobi01,Bill,Kellogg
kellb102,116961,kellybi03,Bill,Kelly
kellb103,116958,kellybo01,Bob,Kelly
kellb104,116963,kellybi02,Billy,Kelly
kellb105,116962,kellybi01,Bill,Kelly
kellc001,543391,kellyca01,Casey,Kelly
kellc002,608348,kellyca02,Carson,Kelly
kellc101,116919,kellech01,Charlie,Keller
kellc102,116939,kellych01,Charlie,Kelly
kelld001,430603,kellydo01,Don,Kelly
kelld101,116914,kelledu01,Duke,Kelleher
kelld102,116928,kelledi01,Dick,Kelley
kelld801,427267,,Dave,Keller
kelld802,457528,,Dustin,Kelly
kelld901,665298,,Dexter,Kelley
kelle101,116941,kellyed01,Ed,Kelly
kellf101,116930,kellifr01,Frank,Kelliher
kellf102,116922,kellefr02,Frank,Kellert
kellf103,116915,kellefr01,Frankie,Kelleher
kellg101,116942,kellyge01,George,Kelly
kellg102,116913,kellge01,George,Kell
kellg901,,,Gene,Kelly
kellh101,116925,kelleha01,Harry,Kelley
kellh102,116944,kellyhe01,Herb,Kelly
kellh103,116920,kelleha03,Hal,Keller
kellh104,116916,kelleha02,Hal,Kelleher
kellj001,523260,kellyjo05,Joe,Kelly
kellj101,116951,kellyjo04,Joe,Kelly
kellj102,116950,kellyjo03,Joe,Kelly
kellj103,116948,kellyjo01,John,Kelly
kellj104,116947,kellyjo02,John,Kelly
kellj105,116945,kellyji01,Jim,Kelly
kellj106,116926,kellejo01,Joe,Kelley
kellj107,116917,kellejo02,John,Kelleher
kellj901,427269,,Jeff,Kellogg
kellj902,,,J. P.,Kelley
kellk001,220305,kellyke01,Kenny,Kelly
kellk002,276341,kellekr01,Kris,Keller
kellk003,664918,kelleky01,Kyle,Keller
kellk004,687330,kellyke02,Kevin,Kelly
kellk101,116953,kellyki01,King,Kelly
kellk102,116949,kellyki02,Kick,Kelly
kellk901,427268,,Kevin,Kelley
kelll101,818642,kellmle01,Leon,Kellman
kellm001,116954,kellymi02,Mike,Kelly
kellm002,518876,kellyme01,Merrill,Kelly
kellm003,656605,kellemi03,Mitch,Keller
kellm004,547184,kellymi03,Michael,Kelly
kellm101,116918,kellemi02,Mick,Kelleher
kellm102,116952,kellymi01,Mike,Kelly
kellm103,116927,kellemi01,Mike,Kelley
kellm801,,,Mike,Kelly
kelln101,116934,kellona01,Nate,Kellogg
kellp001,116955,kellypa03,Pat,Kelly
kellp101,116943,kellypa01,Pat,Kelly
kellp102,116940,kellypa02,Pat,Kelly
kellp103,818641,,Palmer,Kelley
kellr001,502462,kellyry01,Ryan,Kelly
kellr101,116921,kellero01,Ron,Keller
kellr102,116956,kellyre02,Ren,Kelly
kellr103,116937,kellyre01,Red,Kelly
kellr104,116924,kellere01,Red,Kellett
kells001,518875,kellesh01,Shawn,Kelley
kells101,116957,kellysp01,Speed,Kelly
kells102,116912,kellsk01,Skeeter,Kell
kellt001,571841,kellyty01,Ty,Kelly
kellt002,665001,kelletr01,Trevor,Kelley
kellt101,116946,kellyto01,Tom,Kelly
kellt102,116929,kelleto01,Tom,Kelley
kellt901,,,Toss,Kelly
kellv101,116960,kellyva01,Van,Kelly
kellw101,116932,kellnwa01,Walt,Kellner
kellw102,116936,kelluwi01,Win,Kellum
kellw103,818633,kellywi01,Bill,Kelly
kellw104,818638,kellywh01,W. H.,Kelly
kellw901,,,W. W.,Kelley
kellz001,677161,kellyza01,Zack,Kelly
kelsb101,116965,kelsobi01,Bill,Kelso
kelsb102,116964,kelsebi01,Billy,Kelsey
kelsu101,818631,kelse02,,Kelsey
keltd001,407778,keltoda01,David,Kelton
keltj101,116967,keltyjo01,John,Kelty
keltk101,116966,keltnke01,Ken,Keltner
kemmb101,116968,kemmebi01,Bill,Kemmer
kemmr101,116969,kemmeru01,Russ,Kemmerer
kemmr102,116970,kemmlru01,Rudy,Kemmler
kemnd101,116971,kemnedu01,Dutch,Kemner
kempe101,818634,kemped01,Ducky,Kemp
kempg101,818632,kempga01,Gabby,Kemp
kempg102,818630,kempge01,George,Kemp
kempj101,818635,kempjo01,John,Kemp
kempm001,461314,kempma01,Matt,Kemp
kempo001,805249,kempot01,Otto,Kemp
kemps001,116972,kempst01,Steve,Kemp
kempt001,643393,kempto01,Tony,Kemp
kenda101,116975,kendeal01,Al,Kenders
kendf101,116973,kendafr01,Fred,Kendall
kendh001,435062,kendrho01,Howie,Kendrick
kendj001,116974,kendaja01,Jason,Kendall
kendk001,452718,kendrky01,Kyle,Kendrick
kenna001,150456,kennead01,Adam,Kennedy
kenna101,116995,kennear01,Art,Kenney
kennb001,664028,kennebr02,Brett,Kennedy
kennb002,671083,kennebu01,Buddy,Kennedy
kennb101,116994,kennebr01,Brickyard,Kennedy
kennb102,116993,kennebi01,Bill,Kennedy
kennb103,116991,kennebi02,Bill,Kennedy
kennb104,116987,kennebo01,Bob,Kennedy
kennb701,431039,,Bob,Kenney
kennc901,,,Charles,Kennedy
kennd101,116984,kennedo01,Doc,Kennedy
kennd102,818629,kennada01,Dan,Kennard
kenne101,116992,kenneed02,Ed,Kennedy
kenne102,116978,kenneed01,Ed,Kennedy
kenne103,116977,kennaed01,Ed,Kenna
kenne104,116976,kennaed02,Eddie,Kenna
kenni001,453178,kenneia01,Ian,Kennedy
kennj001,406773,kennejo04,Joe,Kennedy
kennj101,116982,kenneju01,Junior,Kennedy
kennj102,116997,kennejo01,John,Kenney
kennj103,116996,kenneje01,Jerry,Kenney
kennj104,116981,kennejo02,John,Kennedy
kennj105,116980,kennejo03,John,Kennedy
kennj106,116979,kenneji01,Jim,Kennedy
kennj801,,kenneji99,Jim,Kennedy
kennk801,492655,kenneke99,Kevin,Kennedy
kennm101,116985,kennemo01,Monty,Kennedy
kennr101,116986,kennera01,Ray,Kennedy
kenns101,116988,kennesn01,Sherman,Kennedy
kennt001,116989,kennete02,Terry,Kennedy
kennt101,116990,kennete01,Ted,Kennedy
kennv101,116983,kenneve01,Vern,Kennedy
kensl001,434137,kensilo01,Logan,Kensing
kente101,116998,kented01,Ed,Kent
kentj001,116999,kentje01,Jeff,Kent
kentj901,,,John,Kent
kentm101,117000,kentma01,Maury,Kent
kents001,407902,kentst01,Steve,Kent
kentz001,687849,kentza01,Zak,Kent
kenwd101,117002,kenwobi01,Duke,Kenworthy
kenwd102,117001,kenwodi01,Dick,Kenworthy
kenwu101,818624,kenwo02,,Kenwood
kenyh101,818620,kenyoha01,Harry,Kenyon
keouj101,117003,keougjo01,Joe,Keough
keoum001,117004,keougma02,Matt,Keough
keoum101,117005,keougma01,Marty,Keough
keplm001,596146,keplema01,Max,Kepler
keppb001,430670,keppebo01,Bobby,Keppel
keppj001,433898,keppije01,Jeff,Keppinger
kepsk001,117006,kepshku01,Kurt,Kepshire
kerfc001,117007,kerfech01,Charlie,Kerfeld
kerig101,117008,keriagu01,Gus,Keriazakos
kerij101,117009,kerinjo01,Jack,Kerins
kerij901,,,John,Kerin
kerkb101,117010,kerksbi01,Bill,Kirksieck
kerko001,689147,kerkeor01,Orion,Kerkering
kerlo101,117011,kerlior01,Orie,Kerlin
kernb101,117013,kernbi01,Bill,Kern
kerng101,117015,kernege01,George,Kernek
kernj001,117012,kernji01,Jim,Kern
kernj101,117014,kernajo01,Joe,Kernan
kernj102,818623,kernejo01,John,Kerner
kernr101,117016,kernsru01,Russ,Kerns
kerrb101,117019,kerrbu01,Buddy,Kerr
kerrd101,117021,kerrdi01,Dickey,Kerr
kerrd102,117018,kerrdo01,Doc,Kerr
kerrf101,,,Billy,Kerr
kerrj101,117022,kerrijo01,Joe,Kerrigan
kerrj102,117017,kerrjo01,John,Kerr
kerrm101,117020,kerrme01,Mel,Kerr
kerrr001,678061,kerrra01,Ray,Kerr
kerrt101,,,Ted,Kerr
kerru101,818621,kerry01,,Kerry
kersc001,477132,kershcl01,Clayton,Kershaw
kersj001,424625,kershja01,Jason,Kershner
kerwd101,117023,kerwida01,Dan,Kerwin
kessd101,117024,kessido01,Don,Kessinger
kessg001,666197,kessigr01,Grae,Kessinger
kessh101,117026,kesslhe01,Henry,Kessler
kessk001,117025,kessike01,Keith,Kessinger
kessu101,818622,kessl02,,Kessler
kestr101,117027,kesteri01,Rick,Kester
ketcf101,117029,ketchfr01,Fred,Ketchum
ketcg101,117028,ketchgu01,Gus,Ketchum
kettp101,117030,ketteph01,Phil,Ketter
keucd001,572971,keuchda01,Dallas,Keuchel
keuph101,117031,keupphe01,Henry,Keupper
key-j001,117032,keyji01,Jimmy,Key
keyer101,818619,keyesro01,Robert,Keyes
keysb001,117033,keysebr01,Brian,Keyser
keysr101,818615,,Red,Keys
khals001,117034,khalisa01,Sam,Khalifa
kibbh101,117035,kibbiho01,Horace,Kibbie
kibbj101,117036,kibblja01,Jack,Kibble
kiblj901,,,John,Kibler
kickm001,592464,kickhmi01,Mike,Kickham
kidam001,150196,kidama01,Masao,Kida
kiebc001,666198,kieboca01,Carter,Kieboom
kiebs001,571851,kiebosp01,Spencer,Kieboom
kiecd001,117037,kieckda01,Dana,Kiecker
kiefj101,117038,kiefejo01,Joe,Kiefer
kiefm001,117039,kiefema01,Mark,Kiefer
kiefs001,117040,kiefest01,Steve,Kiefer
kiekd001,518883,kiekhde01,Dean,Kiekhefer
kielb001,282878,kieltbo01,Bobby,Kielty
kielj001,117041,kielyjo01,John,Kiely
kiell101,117042,kielyle01,Leo,Kiely
kienb101,117043,kienzbi01,Bill,Kienzle
kierk001,595281,kiermke01,Kevin,Kiermaier
kiesb001,117044,kiescbr01,Brooks,Kieschnick
kiesr001,523261,kiescro01,Roger,Kieschnick
kigem001,456577,kigerma01,Mark,Kiger
kikuy001,579328,kikucyu01,Yusei,Kikuchi
kilbb001,489020,kilbybr01,Brad,Kilby
kildp101,117045,kildupe01,Pete,Kilduff
kiled001,117046,kileda01,Darryl,Kile
kilej101,117047,kileyjo01,John,Kiley
kilgp001,117048,kilgupa01,Paul,Kilgus
kilhp101,117049,kilhupa01,Joe,Kilhullen
kilic001,668873,kiliaca01,Caleb,Kilian
kilkm101,117050,kilkemi01,Mike,Kilkenny
killb101,117055,killebi01,Bill,Killefer
kille101,117057,killied01,Ed,Killian
kille102,117052,killeev01,Evans,Killeen
killf101,117056,killefr01,Frank,Killen
killh101,117053,killehe01,Henry,Killeen
killh102,117051,killeha01,Harmon,Killebrew
killj101,117058,killija01,Jack,Killilay
killr101,117054,killere01,Red,Killefer
kilof001,642584,kilomfr01,Franklyn,Kilome
kilrm101,117060,kilromi01,Mike,Kilroy
kilrm102,117059,kilroma01,Matt,Kilroy
kim-b001,218294,kimby01,Byung-Hyun,Kim
kim-h001,547957,kimhy01,Hyun Soo,Kim
kim-h002,673490,kimha01,Ha-Seong,Kim
kim-h003,808975,kimhy02,Hyeseong,Kim
kim-k001,547942,kimkw01,Kwang Hyun,Kim
kim-s001,279615,kimsu01,Sun-Woo,Kim
kim-w801,427276,,Wendell,Kim
kimbc001,518886,kimbrcr01,Craig,Kimbrel
kimbc002,501993,kimbaco01,Cole,Kimball
kimbd101,117065,kimbldi01,Dick,Kimble
kimbg101,117061,kimbage01,Gene,Kimball
kimbh101,117064,kimbeha01,Harry,Kimberlin
kimbh102,818616,kimbrhe01,Henry,Kimbro
kimbh103,818617,,Howard,Kimbo
kimbl101,818609,kimbrla01,Larry,Kimbrough
kimbn101,117062,kimbane01,Newt,Kimball
kimbs101,117063,kimbesa01,Sam,Kimber
kimbs901,,,Shawn,Kimball
kimbt101,818614,,Ted,Kimbro
kimeh101,117066,kimeha01,Hal,Kime
kimmb101,117067,kimmbr01,Bruce,Kimm
kimmw101,117068,kimmiwa01,Wally,Kimmick
kimsc101,117069,kimsech01,Chad,Kimsey
kinar101,818613,kinarro01,Roosevelt,Kinard
kinch101,818611,kincaha01,Harry,Kincannon
kindb101,818610,kindlbi01,Bill,Kindle
kinde101,117071,kindeel01,Ellis,Kinder
kindj101,117070,kindaje01,Jerry,Kindall
kinei001,643396,kineris01,Isiah,Kiner-Falefa
kiner101,117072,kinerra01,Ralph,Kiner
kineu101,818612,kine02,,Kine
kingb001,687911,kingbr02,Bryan,King
kingb101,117091,kingmbr01,Brian,Kingman
kingb102,818608,kingbo01,Bob,King
kingb103,818605,kingbr01,Brennan,King
kingc001,117076,kingcu01,Curtis,King
kingc101,117075,kingcl01,Clyde,King
kingc102,117074,kingch01,Chick,King
kingc103,818607,kingch02,Charlie,King
kingc901,,,Charles,King
kingd001,117092,kingmda01,Dave,Kingman
kingd101,,kingdo01,Dolly,King
kinge001,117078,kinger01,Eric,King
kinge101,818600,kingea01,Earnest,King
kinge102,,,Ezell,King
kingg001,117094,kingsge01,Gene,Kingsale
kingh101,117093,kingmha01,Harry,Kingman
kingh102,117079,kingha01,Hal,King
kingj001,117081,kingje01,Jeff,King
kingj002,667463,kingjo01,John,King
kingj101,117080,kingji01,Jim,King
kingk001,117082,kingke01,Kevin,King
kingl101,117077,kingle01,Lee,King
kingl102,117084,kingly01,Lynn,King
kingl103,117083,kingle02,Lee,King
kingm001,117090,kingemi01,Mike,Kingery
kingm002,650633,kingmi01,Mike,King
kingm101,117085,kingma01,Marshall,King
kingn001,592468,kinghni01,Nick,Kingham
kingn101,117086,kingne01,Nelson,King
kingr001,150037,kingra01,Ray,King
kingr101,818601,kingri01,Richard,King
kings001,664068,kingesc01,Scott,Kingery
kings101,117088,kingst01,Steve,King
kings102,117087,kingsa01,Sam,King
kings103,117073,kingsi01,Silver,King
kingw101,117089,kingdwe01,Wes,Kingdon
kingw102,818599,kingwi01,Wilbert,King
kinkm001,136726,kinkami01,Mike,Kinkade
kinlt001,641755,kinlety01,Tyler,Kinley
kinlw101,117095,kinlowa01,Billy,Kinloch
kinnb901,,,Bill,Kinnamon
kinnd101,117096,kinnede01,Dennis,Kinney
kinnj001,448337,kinnejo01,Josh,Kinney
kinnm001,117098,kinnumi01,Mike,Kinnunen
kinnm002,150219,kinnema01,Matt,Kinney
kinnw101,117097,kinnewa01,Walt,Kinney
kinsb101,117100,kinsebo01,Bob,Kinsella
kinse101,117099,kinseed01,Ed,Kinsella
kinsi001,435079,kinslia01,Ian,Kinsler
kinst101,117102,kinslto01,Tom,Kinslow
kinsu101,117101,kinsl01,William,Kinsler
kintb001,445213,kintzbr01,Brandon,Kintzler
kinzh101,117105,kinzyha01,Harry,Kinzy
kinzm001,117103,kinzema01,Matt,Kinzer
kinzw101,117104,kinziwa01,Walt,Kinzie
kipnj001,543401,kipnija01,Jason,Kipnis
kippb001,117107,kippebo01,Bob,Kipper
kippe101,117109,kippeed01,Ed,Kippert
kippe901,,,Eden,Kipp
kippf101,117106,kippfr01,Fred,Kipp
kippt101,117108,kippeth01,Thornton,Kipper
kirbc101,117110,kirbycl01,Clay,Kirby
kirbg001,669923,kirbyge01,George,Kirby
kirbj101,117112,kirbyjo01,John,Kirby
kirbj102,117111,kirbyji01,Jim,Kirby
kirbk901,,,Ken,Kirby
kirbl101,117113,kirbyla01,LaRue,Kirby
kirbw001,117114,kirbywa01,Wayne,Kirby
kircm101,117115,kirchmi01,Mike,Kircher
kiria001,666135,kirilal01,Alex,Kirilloff
kirka001,672386,kirkal01,Alejandro,Kirk
kirkb101,117117,kirkbi01,Bill,Kirk
kirkd101,117122,kirkwdo01,Don,Kirkwood
kirke101,117121,kirkpen01,Enos,Kirkpatrick
kirke102,117120,kirkped01,Ed,Kirkpatrick
kirki101,818593,kirksiv01,Ivy,Kirksey
kirkj101,117118,kirkeja01,Jay,Kirke
kirkm001,457779,kirkmmi01,Michael,Kirkman
kirkt101,117116,kirkto01,Tom,Kirk
kirkw101,117119,kirklwi01,Willie,Kirkland
kirrj101,117123,kirrejo01,Joe,Kirrene
kirsh101,117124,kirscha01,Harry,Kirsch
kiseg001,117125,kiserga01,Garland,Kiser
kishe101,117126,kisher01,Ernie,Kish
kisir101,117127,kisinru01,Rube,Kisinger
kisob001,117128,kisonbr01,Bruce,Kison
kissb101,117129,kissibi01,Bill,Kissinger
kissg801,650050,,George,Kissell
kitca001,685116,kitchau01,Austin,Kitchen
kitsc101,117131,kitsoch01,Chris,Kitsos
kitsf101,117130,kitsofr01,Frank,Kitson
kitta001,552640,kittran01,Andrew,Kittredge
kitth801,650051,,Hub,Kittle
kittm101,117133,kittrma01,Malachi,Kittridge
kittr001,117132,kittlro01,Ron,Kittle
kivlp001,623182,kivlepa01,Patrick,Kivlehan
kjerh001,677008,kjershe01,Heston,Kjerstad
klaeh101,117134,klaerhu01,Hugo,Klaerner
klagf101,117135,klagefr01,Fred,Klages
klasd001,135782,klassda01,Danny,Klassen
klaub101,117137,klausbi01,Billy,Klaus
klaub102,117136,klausbo01,Bobby,Klaus
klawa101,117138,klawial01,Al,Klawitter
klawt001,117139,klawito01,Tom,Klawitter
kleeo101,117140,kleeol01,Ollie,Klee
kleic101,117141,kleinch01,Chuck,Klein
kleig901,,,Gus,Klein
kleih101,117143,kleinha01,Hal,Kleine
kleil101,117142,kleinlo01,Lou,Klein
klein101,117145,kleinnu01,Norbert,Kleinke
kleip001,607309,kleinph01,Phil,Klein
kleir101,117146,kleinre01,Red,Kleinow
kleir701,482386,,Ron,Kleinfelter
kleit101,117144,kleinte01,Ted,Kleinhans
kleiu901,,,Barney,Kleinbacher
kleiw001,694361,kleinwi01,Will,Klein
klemb901,427281,klembi99,Bill,Klem
klemj901,427282,,Jay,Klemm
klepe101,117147,klepfed01,Ed,Klepfer
klesr001,117148,kleskry01,Ryan,Klesko
klevj101,117149,kleveja01,Jay,Kleven
kliee101,117150,kliemed01,Ed,Klieman
kliml101,117151,klimclo01,Lou,Klimchock
klimr101,117152,klimkro01,Ron,Klimkowski
klinb001,571858,klinebr01,Branden,Kline
klinb101,117163,klingbo01,Bob,Klinger
klinb102,117160,klingbi01,Bill,Kling
klinb103,117154,klinebo01,Bob,Kline
klinb104,117153,klinebo02,Bobby,Kline
klinj001,117164,klinkjo01,Joe,Klink
klinj101,117158,klingjo01,Johnny,Kling
klinj102,117162,klingjo02,Joe,Klinger
klinr101,117159,klingru01,Rudy,Kling
klinr102,117155,klinero01,Ron,Kline
klins001,117161,klingsc01,Scott,Klingenbeck
klins002,117157,klinest02,Steve,Kline
klins101,117156,klinest01,Steve,Kline
klipj101,117165,klippjo01,Johnny,Klippstein
klobf101,117166,klobefr01,Fred,Klobedanz
klobg001,656620,kloboga01,Gabe,Klobosits
klofa001,680572,kloffad01,Adam,Kloffenstein
klonc701,427283,,Chuck,Klonke
klops101,117167,kloppst01,Stan,Klopp
klozn101,117168,klozana01,John,Kloza
klubc001,446372,klubeco01,Corey,Kluber
klugj101,117169,klugmjo01,Joe,Klugmann
klume101,117170,klumpel01,Elmer,Klumpp
klusb101,117171,klusmbi01,Billy,Klusman
klust101,117172,kluszte01,Ted,Kluszewski
klutc101,117174,kluttcl01,Clyde,Kluttz
klutm101,117173,kluttmi01,Mickey,Klutts
kmakj001,117175,kmakjo01,Joe,Kmak
knabo101,117176,knabeot01,Otto,Knabe
knacb001,117177,knackbr01,Brent,Knackert
knacl001,689017,knackla01,Landon,Knack
