Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,XP%,FGA,FGM,FG%,2PM,Sfty
2401,2002,North Texas,32,12,8,5,0,.615,249,192,57,32,31,25,80.6,15,10,66.7,1,0
2402,2025,Akron,31,12,5,7,0,.417,267,329,-62,31,28,27,96.4,23,16,69.6,3,0
2403,2025,Georgia State,31,12,1,11,0,.083,237,454,-217,31,21,20,95.2,16,7,43.8,3,2
2404,2025,Maryland,31,12,4,8,0,.333,282,318,-36,31,31,31,100.0,24,21,87.5,0,1
2405,2025,Rice,31,13,5,8,0,.385,248,428,-180,31,29,29,100.0,14,11,78.6,0,0
2406,2024,San Diego State,31,12,3,9,0,.250,256,355,-99,31,27,26,96.3,17,14,82.4,1,0
2407,2024,Utah,31,12,5,7,0,.417,283,248,35,31,26,26,100.0,25,19,76.0,4,0
2408,2024,Virginia,31,12,5,7,0,.417,272,345,-73,31,24,24,100.0,21,18,85.7,4,0
2409,2023,Buffalo,31,12,3,9,0,.250,251,329,-78,31,26,26,100.0,19,11,57.9,2,0
2410,2023,Eastern Michigan,31,13,6,7,0,.462,254,347,-93,31,28,25,89.3,17,13,76.5,1,1
2411,2023,Florida International,31,12,4,8,0,.333,241,382,-141,31,28,26,92.9,12,9,75.0,1,0
2412,2022,Connecticut,31,13,6,7,0,.462,252,341,-89,31,28,28,100.0,16,12,75.0,1,0
2413,2022,San Diego State,31,13,7,6,0,.538,279,267,12,31,31,31,100.0,25,20,80.0,0,1
2414,2021,Akron,31,12,2,10,0,.167,238,474,-236,31,30,29,96.7,11,7,63.6,1,0
2415,2021,New Mexico State,31,12,2,10,0,.167,271,485,-214,31,29,28,96.6,22,17,77.3,1,1
2416,2021,Rutgers,31,13,5,8,0,.385,256,333,-77,31,31,30,96.8,16,12,75.0,0,1
2417,2020,UAB,31,9,6,3,0,.667,256,193,63,31,32,31,96.9,12,11,91.7,0,0
2418,2020,Boise State,31,7,5,2,0,.714,237,190,47,31,31,30,96.8,8,7,87.5,0,0
2419,2020,Houston,31,8,3,5,0,.375,240,256,-16,31,28,28,100.0,11,8,72.7,1,0
2420,2020,Missouri,31,10,5,5,0,.500,267,323,-56,31,28,28,100.0,20,17,85.0,1,0
2421,2020,Southern Mississippi,31,10,3,7,0,.300,253,323,-70,31,29,29,100.0,16,12,75.0,1,0
2422,2019,Arkansas,31,12,2,10,0,.167,257,442,-185,31,30,29,96.7,19,14,73.7,0,0
2423,2019,Massachusetts,31,12,1,11,0,.083,237,632,-395,31,31,30,96.8,9,7,77.8,0,0
2424,2019,Nevada,31,13,7,6,0,.538,277,415,-138,31,29,28,96.6,25,21,84.0,0,0
2425,2019,South Carolina,31,12,4,8,0,.333,269,313,-44,31,30,29,96.7,22,18,81.8,0,0
2426,2019,UTSA,31,12,4,8,0,.333,244,407,-163,31,25,25,100.0,11,9,81.8,3,0
2427,2018,East Carolina,31,12,3,9,0,.250,273,448,-175,31,29,28,96.6,21,19,90.5,1,0
2428,2018,San Diego State,31,13,7,6,0,.538,268,288,-20,31,27,27,100.0,22,17,77.3,2,0
2429,2018,San Jose State,31,12,1,11,0,.083,255,439,-184,31,27,25,92.6,19,14,73.7,0,1
2430,2017,Idaho,31,12,4,8,0,.333,251,309,-58,31,30,29,96.7,17,12,70.6,0,0
2431,2017,New Mexico,31,12,3,9,0,.250,248,382,-134,31,28,28,100.0,15,10,66.7,1,0
2432,2016,Georgia State,31,12,3,9,0,.250,239,319,-80,31,30,26,86.7,17,9,52.9,0,0
2433,2015,Florida Atlantic,31,12,3,9,0,.250,270,345,-75,31,28,28,100.0,27,18,66.7,0,1
2434,2013,Akron,31,12,5,7,0,.417,242,343,-101,31,30,29,96.7,15,9,60.0,0,0
2435,2013,Kent State,31,12,4,8,0,.333,249,323,-74,31,29,29,100.0,17,10,58.8,2,0
2436,2013,North Carolina State,31,12,3,9,0,.250,274,362,-88,31,31,31,100.0,23,19,82.6,0,0
2437,2012,Hawaii,31,12,3,9,0,.250,254,428,-174,31,29,29,100.0,21,13,61.9,0,0
2438,2012,New Mexico State,31,12,1,11,0,.083,224,473,-249,31,30,30,100.0,6,2,33.3,1,0
2439,2012,North Texas,31,12,4,8,0,.333,251,334,-83,31,29,28,96.6,17,11,64.7,1,1
