Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,FGA,FGM,Sfty
801,2008,Michigan,42,12,3,9,0,.250,243,347,-104,42,41,39,25,18,1
802,2007,Arkansas,42,13,8,5,0,.615,485,345,140,42,36,35,22,16,2
803,2007,Buffalo,42,12,5,7,0,.417,291,331,-40,42,42,40,23,13,0
804,2007,Fresno State,42,13,9,4,0,.692,427,351,76,42,40,39,26,18,1
805,2007,Kent State,42,12,3,9,0,.250,259,350,-91,42,39,39,25,19,0
806,2007,Michigan State,42,13,7,6,0,.538,430,346,84,42,42,41,21,17,1
807,2007,Nevada-Las Vegas,42,12,2,10,0,.167,218,343,-125,42,38,36,19,17,0
808,2007,Notre Dame,42,12,3,9,0,.250,197,345,-148,42,40,38,26,17,0
809,2007,Texas Tech,42,13,9,4,0,.692,532,337,195,42,42,42,17,13,2
810,2006,UCF,42,12,4,8,0,.333,232,345,-113,42,39,35,24,18,2
811,2006,Central Michigan,42,14,10,4,0,.714,416,312,104,42,40,37,14,7,0
812,2006,Eastern Michigan,42,12,1,11,0,.083,167,322,-155,42,40,38,13,10,0
813,2006,Oregon,42,13,7,6,0,.538,383,345,38,42,41,39,22,18,0
814,2006,Toledo,42,12,5,7,0,.417,281,332,-51,42,38,36,17,12,1
815,2005,Florida International,42,11,5,6,0,.455,257,323,-66,42,40,37,14,10,1
816,2005,Louisiana,42,11,6,5,0,.545,286,304,-18,42,41,38,13,4,0
817,2005,New Mexico,42,11,6,5,0,.545,326,327,-1,42,37,34,16,11,1
818,2005,Oklahoma State,42,11,4,7,0,.364,222,344,-122,42,40,39,24,17,0
819,2004,Boise State,42,12,11,1,0,.917,587,308,279,42,39,38,12,6,0
820,2003,Northwestern,42,13,6,7,0,.462,263,326,-63,42,41,38,23,12,0
821,2003,Wake Forest,42,12,5,7,0,.417,335,347,-12,42,39,35,20,18,0
822,2002,BYU,42,12,5,7,0,.417,272,333,-61,42,36,36,22,13,0
823,2002,Clemson,42,13,7,6,0,.538,330,349,-19,42,38,36,22,19,1
824,2002,Memphis,42,12,3,9,0,.250,303,327,-24,42,39,35,20,12,1
825,2002,Miami (OH),42,12,7,5,0,.583,384,325,59,42,40,35,16,12,1
826,2002,Minnesota,42,13,8,5,0,.615,376,319,57,42,38,38,15,7,2
827,2025,Cincinnati,41,13,7,6,0,.538,394,333,61,41,34,34,19,15,0
828,2025,Georgia Tech,41,13,9,4,0,.692,418,325,93,41,35,33,20,14,0
829,2025,Navy,41,13,11,2,0,.846,409,325,84,41,34,33,19,14,0
830,2025,North Carolina State,41,13,8,5,0,.615,393,353,40,41,37,37,30,22,1
831,2025,Pitt,41,13,8,5,0,.615,438,322,116,41,39,38,16,12,0
832,2025,Stanford,41,12,4,8,0,.333,226,350,-124,41,39,39,26,21,1
833,2025,Tulane,41,14,11,3,0,.786,388,335,53,41,29,29,20,16,0
834,2024,Boise State,41,14,12,2,0,.857,522,316,206,41,37,36,16,10,0
835,2024,Iowa State,41,14,11,3,0,.786,435,321,114,41,37,37,17,12,0
836,2024,Louisiana,41,14,10,4,0,.714,433,338,95,41,36,35,21,17,0
837,2024,Virginia,41,12,5,7,0,.417,272,345,-73,41,39,39,27,20,0
838,2024,Wyoming,41,12,3,9,0,.250,232,340,-108,41,38,38,24,18,0
839,2023,Colorado State,41,12,5,7,0,.417,313,355,-42,41,36,33,31,24,0
840,2023,Pitt,41,12,3,9,0,.250,242,328,-86,41,41,40,16,14,0
841,2022,Colorado State,41,12,3,9,0,.250,158,323,-165,41,41,41,19,12,0
842,2022,Florida Atlantic,41,12,5,7,0,.417,357,319,38,41,38,36,14,11,0
843,2022,Michigan State,41,12,5,7,0,.417,293,329,-36,41,39,38,19,13,1
844,2022,Ole Miss,41,13,8,5,0,.615,435,332,103,41,37,36,20,16,0
845,2022,Missouri,41,13,6,7,0,.462,323,327,-4,41,41,39,23,14,0
846,2022,Nebraska,41,12,4,8,0,.333,271,331,-60,41,39,37,21,16,0
847,2022,Nevada-Las Vegas,41,12,5,7,0,.417,316,342,-26,41,39,38,23,18,1
848,2022,UTEP,41,12,5,7,0,.417,293,324,-31,41,39,37,20,13,0
849,2014,Appalachian State,41,12,7,5,0,.583,428,328,100,41,38,34,2,14,1
850,2012,Arizona State,41,13,8,5,0,.615,499,316,183,41,39,36,14,10,0
851,2012,Navy,41,13,8,5,0,.615,325,334,-9,41,40,37,20,17,0
852,2012,North Carolina State,41,13,7,6,0,.538,365,333,32,41,36,33,21,14,3
853,2012,Ohio,41,13,9,4,0,.692,412,322,90,41,41,41,15,11,1
854,2012,Oklahoma,41,13,10,3,0,.769,496,331,165,41,36,33,22,16,0
855,2012,Western Kentucky,41,13,7,6,0,.538,366,331,35,41,39,38,21,15,0
856,2010,Rutgers,41,12,4,8,0,.333,250,318,-68,41,40,37,15,11,1
857,2009,Ball State,41,12,2,10,0,.167,230,338,-108,41,38,38,21,14,3
858,2009,Georgia,41,13,8,5,0,.615,376,337,39,41,37,36,20,17,1
859,2009,Marshall,41,13,7,6,0,.538,283,316,-33,41,40,38,16,10,0
860,2009,Mississippi State,41,12,5,7,0,.417,307,321,-14,41,41,39,16,12,0
861,2009,Northwestern,41,13,8,5,0,.615,337,318,19,41,39,39,16,11,0
862,2009,Western Michigan,41,12,5,7,0,.417,296,330,-34,41,37,36,24,16,0
863,2008,Colorado,41,12,5,7,0,.417,242,351,-109,41,41,41,24,20,2
864,2008,Ohio,41,12,4,8,0,.333,289,327,-38,41,40,35,21,14,1
865,2008,Western Michigan,41,13,9,4,0,.692,372,324,48,41,40,39,20,13,0
866,2007,Hawaii,41,13,12,1,0,.923,564,331,233,41,39,37,21,16,0
867,2007,Purdue,41,13,8,5,0,.615,446,345,101,41,40,37,24,20,0
868,2006,Arizona State,41,13,7,6,0,.538,348,326,22,41,41,41,18,13,0
869,2006,Oklahoma State,41,13,7,6,0,.538,458,333,125,41,38,35,20,16,0
870,2006,San Diego State,41,12,3,9,0,.250,170,325,-155,41,41,37,25,14,0
871,2005,Bowling Green,41,11,6,5,0,.545,372,304,68,41,40,40,9,6,0
872,2005,Buffalo,41,11,1,10,0,.091,110,327,-217,41,41,39,19,14,0
873,2005,San Diego State,41,12,5,7,0,.417,323,325,-2,41,40,37,19,14,0
874,2005,Washington,41,11,2,9,0,.182,237,337,-100,41,40,37,22,18,0
875,2004,Cincinnati,41,12,7,5,0,.583,344,320,24,41,35,33,21,13,1
876,2004,Colorado State,41,11,4,7,0,.364,261,325,-64,41,40,38,19,13,0
877,2004,Florida International,41,10,3,7,0,.300,261,325,-64,41,35,34,19,13,0
878,2003,Arizona State,41,12,5,7,0,.417,298,328,-30,41,40,40,18,14,0
879,2002,Marshall,41,13,11,2,0,.846,457,315,142,41,36,33,14,10,0
880,2002,Ole Miss,41,13,7,6,0,.538,351,331,20,41,38,37,19,14,1
881,2002,Nebraska,41,14,7,7,0,.500,383,335,48,41,39,38,21,17,0
882,2002,UCLA,41,13,8,5,0,.615,387,326,61,41,38,37,21,13,0
883,2002,Virginia,41,14,9,5,0,.643,402,348,54,41,35,32,24,22,1
884,2002,Wake Forest,41,13,7,6,0,.538,356,327,29,41,38,35,23,14,1
885,2002,Washington,41,13,7,6,0,.538,398,342,56,41,40,39,27,19,0
