Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,FGA,FGM,Sfty
2601,2021,Ole Miss,15,13,10,3,0,.769,438,321,117,15,36,36,21,13,1
2602,2021,Notre Dame,15,13,11,2,0,.846,458,256,202,15,24,23,30,21,0
2603,2021,UCLA,15,12,8,4,0,.667,438,321,117,15,36,35,20,16,1
2604,2021,Wisconsin,15,13,9,4,0,.692,330,210,120,15,24,22,16,12,0
2605,2020,Ball State,15,8,7,1,0,.875,274,206,68,15,22,22,11,6,0
2606,2020,BYU,15,12,11,1,0,.917,522,184,338,15,20,19,10,9,0
2607,2020,Eastern Michigan,15,6,2,4,0,.333,199,216,-17,15,25,24,11,8,1
2608,2020,Notre Dame,15,12,10,2,0,.833,401,236,165,15,24,24,18,16,0
2609,2020,South Alabama,15,11,4,7,0,.364,219,300,-81,15,33,31,16,13,1
2610,2020,USC,15,6,5,1,0,.833,200,156,44,15,19,18,9,8,0
2611,2020,West Virginia,15,10,6,4,0,.600,265,205,60,15,26,25,14,8,0
2612,2019,Iowa,15,13,10,3,0,.769,335,182,153,15,21,20,18,12,0
2613,2019,Wyoming,15,13,8,5,0,.615,330,231,99,15,24,24,26,19,0
2614,2018,UAB,15,14,11,3,0,.786,418,238,180,15,27,25,19,15,0
2615,2018,Ball State,15,12,4,8,0,.333,290,389,-99,15,49,48,15,11,0
2616,2018,BYU,15,13,7,6,0,.538,354,278,76,15,33,33,19,7,0
2617,2018,Clemson,15,15,15,0,0,1.000,664,197,467,15,22,20,17,13,0
2618,2018,Eastern Michigan,15,13,7,6,0,.538,351,287,64,15,31,29,23,18,0
2619,2018,Fresno State,15,14,12,2,0,.857,485,198,287,15,21,19,21,13,0
2620,2018,Georgia,15,14,11,3,0,.786,530,269,261,15,28,28,18,15,0
2621,2018,Kentucky,15,13,10,3,0,.769,346,219,127,15,25,24,18,11,0
2622,2018,Michigan,15,13,10,3,0,.769,457,252,205,15,31,30,10,10,0
2623,2017,Florida State,15,13,7,6,0,.538,362,276,86,15,32,28,21,14,0
2624,2017,South Carolina,15,13,9,4,0,.692,315,269,46,15,28,26,24,21,0
2625,2017,Washington State,15,13,9,4,0,.692,394,335,59,15,40,40,17,15,1
2626,2017,Western Kentucky,15,13,6,7,0,.462,331,349,-18,15,41,41,24,18,0
2627,2016,Auburn,15,13,8,5,0,.615,406,222,184,15,23,21,28,21,0
2628,2016,Wisconsin,15,14,11,3,0,.786,397,218,179,15,24,23,23,17,0
2629,2015,BYU,15,13,9,4,0,.692,438,297,141,15,37,36,19,11,0
2630,2015,Colorado State,15,13,7,6,0,.538,385,354,31,15,40,38,27,21,0
2631,2015,Florida State,15,13,10,3,0,.769,412,227,185,15,25,24,17,15,1
2632,2015,Marshall,15,13,10,3,0,.769,407,231,176,15,24,24,17,12,0
2633,2015,North Carolina,15,14,11,3,0,.786,570,343,227,15,38,37,22,12,0
2634,2011,LSU,15,14,13,1,0,.929,500,158,342,15,14,13,25,17,1
2635,2005,Alabama,15,12,10,2,0,.833,263,128,135,15,14,14,18,8,0
2636,2021,BYU,14,13,10,3,0,.769,430,322,108,14,34,34,21,18,1
2637,2021,Illinois,14,12,5,7,0,.417,242,263,-21,14,30,27,26,18,0
2638,2021,Texas A&M,14,12,8,4,0,.667,352,191,161,14,20,20,19,13,2
2639,2020,Akron,14,6,1,5,0,.167,103,248,-145,14,33,32,7,4,0
2640,2020,Hawaii,14,9,5,4,0,.556,236,248,-12,14,30,29,13,11,0
2641,2020,Indiana,14,8,6,2,0,.750,231,162,69,14,18,17,12,5,0
2642,2020,Nevada,14,9,7,2,0,.778,277,210,67,14,22,20,12,10,1
