Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,FGA,FGM,Sfty
1401,2024,Toledo,33,13,8,5,0,.615,368,302,66,33,29,29,23,21,1
1402,2023,East Carolina,33,12,2,10,0,.167,208,269,-61,33,31,29,26,14,0
1403,2023,Northern Illinois,33,13,7,6,0,.538,324,273,51,33,31,31,19,14,1
1404,2023,Toledo,33,14,11,3,0,.786,452,284,168,33,28,27,25,19,0
1405,2023,Tulane,33,14,11,3,0,.786,369,287,82,33,30,30,22,19,0
1406,2023,Wisconsin,33,13,7,6,0,.538,305,262,43,33,33,32,14,10,1
1407,2022,Boise State,33,14,10,4,0,.714,413,273,140,33,31,31,19,14,0
1408,2022,Cincinnati,33,13,9,4,0,.692,380,268,112,33,30,30,16,12,2
1409,2022,Ohio State,33,13,11,2,0,.846,575,273,302,33,31,30,16,13,0
1410,2022,San Jose State,33,12,7,5,0,.583,329,264,65,33,28,28,12,10,1
1411,2022,Texas,33,13,8,5,0,.615,448,281,167,33,31,31,21,16,1
1412,2022,Wisconsin,33,13,7,6,0,.538,342,263,79,33,32,32,15,11,0
1413,2019,Connecticut,33,12,2,10,0,.167,227,486,-259,33,67,66,7,6,0
1414,2019,UCLA,33,12,4,8,0,.333,320,417,-97,33,53,52,17,11,0
1415,2018,Illinois,33,12,4,8,0,.333,312,473,-161,33,62,61,13,8,1
1416,2018,SMU,33,12,5,7,0,.417,365,423,-58,33,51,50,22,15,1
1417,2016,Louisiana Tech,33,14,9,5,0,.643,620,470,150,33,61,60,17,12,0
1418,2015,Louisiana-Monroe,33,13,2,11,0,.154,273,475,-202,33,59,57,28,16,1
1419,2015,Oregon,33,13,9,4,0,.692,559,488,71,33,52,52,25,18,0
1420,2013,BYU,33,13,8,5,0,.615,392,287,105,33,31,31,3,18,1
1421,2012,Ohio State,33,12,12,0,0,1.000,446,274,172,33,29,26,23,14,1
1422,2012,Pitt,33,13,6,7,0,.462,346,274,72,33,30,29,19,15,0
1423,2012,Wisconsin,33,14,8,6,0,.571,414,268,146,33,31,29,18,13,0
1424,2011,Arkansas State,33,13,10,3,0,.769,422,270,152,33,30,30,19,12,2
1425,2011,Boise State,33,13,12,1,0,.923,575,243,332,33,28,24,6,5,0
1426,2011,BYU,33,13,10,3,0,.769,391,265,126,33,33,31,17,12,0
1427,2011,Florida,33,13,7,6,0,.538,331,264,67,33,32,31,20,11,1
1428,2011,Louisville,33,13,7,6,0,.538,285,261,24,33,32,31,17,10,0
1429,2011,Michigan State,33,14,11,3,0,.786,434,257,177,33,30,29,13,8,1
1430,2011,Notre Dame,33,13,8,5,0,.615,380,269,111,33,28,27,20,14,0
1431,2011,Ohio State,33,13,6,7,0,.462,318,273,45,33,30,30,17,13,1
1432,2011,Tennessee,33,12,5,7,0,.417,244,271,-27,33,32,32,18,13,1
1433,2011,Texas Christian,33,13,11,2,0,.846,531,279,252,33,31,28,21,17,0
1434,2010,Connecticut,33,13,8,5,0,.615,343,286,57,33,32,31,21,19,0
1435,2010,Florida,33,13,8,5,0,.615,388,277,111,33,30,29,18,16,0
1436,2010,Kent State,33,12,5,7,0,.417,256,275,-19,33,33,32,17,15,0
1437,2010,Northern Illinois,33,14,11,3,0,.786,532,265,267,33,31,30,18,11,1
1438,2010,Wisconsin,33,13,11,2,0,.846,539,267,272,33,32,28,19,13,0
1439,2009,Clemson,33,14,9,5,0,.643,436,286,150,33,31,31,23,19,0
1440,2009,Vanderbilt,33,12,2,10,0,.167,196,280,-84,33,32,31,17,17,0
1441,2008,California,33,13,9,4,0,.692,424,259,165,33,32,31,17,10,0
1442,2008,Georgia Tech,33,13,9,4,0,.692,317,264,53,33,31,31,14,11,0
1443,2008,North Carolina,33,13,8,5,0,.615,360,275,85,33,30,29,22,16,0
1444,2007,Air Force,33,13,9,4,0,.692,389,274,115,33,30,29,22,15,0
1445,2007,Georgia Tech,33,13,7,6,0,.538,341,271,70,33,30,29,20,14,0
1446,2006,Colorado State,33,12,4,8,0,.333,202,263,-61,33,33,32,15,11,0
1447,2006,Ole Miss,33,12,4,8,0,.333,188,275,-87,33,31,30,24,15,0
1448,2006,Navy,33,13,9,4,0,.692,367,261,106,33,31,27,15,12,0
1449,2006,Nevada,33,13,8,5,0,.615,391,249,142,33,33,33,14,6,0
1450,2006,Ohio,33,14,9,5,0,.643,276,253,23,33,32,31,16,8,0
1451,2006,Utah,33,13,8,5,0,.615,363,258,105,33,28,25,16,11,0
1452,2006,West Virginia,33,13,11,2,0,.846,505,282,223,33,29,29,20,17,0
1453,2005,Arkansas,33,11,4,7,0,.364,283,271,12,33,32,31,16,12,2
1454,2005,Kansas,33,12,7,5,0,.583,269,264,5,33,29,28,15,10,3
1455,2005,Marshall,33,11,4,7,0,.364,204,285,-81,33,31,30,23,19,0
1456,2005,Memphis,33,12,7,5,0,.583,326,276,50,33,30,28,20,16,0
1457,2005,Miami (OH),33,11,7,4,0,.636,371,258,113,33,31,27,12,9,3
1458,2005,Northern Illinois,33,12,7,5,0,.583,389,274,115,33,31,30,22,14,1
1459,2005,Toledo,33,12,9,3,0,.750,429,261,168,33,33,31,15,10,1
1460,2004,Iowa State,33,12,7,5,0,.583,246,259,-13,33,33,26,17,11,0
1461,2004,Oregon,33,11,5,6,0,.455,282,282,0,33,32,31,26,17,0
1462,2004,San Diego State,33,11,4,7,0,.364,234,282,-48,33,33,31,24,17,1
1463,2003,UAB,33,12,5,7,0,.417,245,287,-42,33,28,26,23,17,1
1464,2003,Florida,33,13,8,5,0,.615,390,271,119,33,30,30,21,13,1
1465,2003,New Mexico,33,13,8,5,0,.615,391,290,101,33,27,27,22,19,0
1466,2003,North Texas,33,12,9,4,0,.692,358,285,73,33,30,29,20,14,0
1467,2003,Texas Christian,33,13,11,2,0,.846,380,276,104,33,29,29,22,15,0
1468,2025,Florida State,32,12,5,7,0,.417,396,264,132,32,30,29,15,13,0
1469,2025,LSU,32,13,7,6,0,.538,297,258,39,32,31,31,15,11,0
1470,2025,Louisiana Tech,32,13,8,5,0,.615,355,270,85,32,27,27,24,15,0
1471,2025,Louisville,32,13,9,4,0,.692,389,275,114,32,27,27,19,16,1
1472,2025,Northwestern,32,13,7,6,0,.538,304,258,46,32,31,31,19,11,0
1473,2025,Penn State,32,13,7,6,0,.538,403,267,136,32,24,24,21,15,0
1474,2025,Texas A&M,32,13,11,2,0,.846,439,273,166,32,26,25,22,16,1
1475,2024,Kentucky,32,12,4,8,0,.333,247,265,-18,32,31,31,20,14,0
1476,2024,Missouri,32,13,10,3,0,.769,376,265,111,32,31,31,18,14,0
1477,2024,Nebraska,32,13,7,6,0,.538,306,253,53,32,30,30,18,9,0
1478,2024,Oregon,32,14,13,1,0,.929,488,272,216,32,28,28,20,16,0
1479,2023,Alabama,32,14,12,2,0,.857,476,266,210,32,31,30,21,14,0
