Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,XP%,FGA,FGM,FG%,2PM,Sfty
2222,2015,Massachusetts,34,12,3,9,0,.250,266,377,-111,34,0,32,,14,10,71.4,0,0
2223,2015,Minnesota,34,13,6,7,0,.462,292,327,-35,34,1,31,3100.0,21,17,81.0,3,0
2224,2014,Iowa State,34,12,2,10,0,.167,278,466,-188,34,35,35,100.0,14,11,78.6,0,0
2225,2014,Nevada-Las Vegas,34,13,2,11,0,.154,285,500,-215,34,33,32,97.0,24,15,62.5,1,1
2226,2014,Purdue,34,12,3,9,0,.250,286,380,-94,34,33,32,97.0,20,16,80.0,1,0
2227,2014,South Alabama,34,13,6,7,0,.462,293,343,-50,34,33,30,90.9,24,19,79.2,0,0
2228,2014,Texas,34,13,6,7,0,.462,278,310,-32,34,32,30,93.8,20,14,70.0,0,0
2229,2014,Virginia,34,12,5,7,0,.417,310,289,21,34,35,34,97.1,27,22,81.5,0,0
2230,2013,Virginia Tech,34,13,8,5,0,.615,293,251,42,34,34,32,94.1,26,15,57.7,1,0
2231,2012,Miami (OH),34,12,4,8,0,.333,280,419,-139,34,25,23,92.0,18,15,83.3,4,0
2232,2012,Virginia,34,12,4,8,0,.333,273,347,-74,34,32,32,100.0,17,11,64.7,0,2
2233,2011,Buffalo,34,12,3,9,0,.250,266,353,-87,34,30,27,90.0,16,11,68.8,1,0
2234,2011,Tulane,34,13,2,11,0,.154,274,487,-213,34,34,33,97.1,18,11,61.1,0,2
2235,2010,Duke,34,12,3,9,0,.250,303,425,-122,34,32,32,100.0,24,21,87.5,1,1
2236,2010,Iowa State,34,12,5,7,0,.417,260,346,-86,34,33,32,97.0,17,8,47.1,0,0
2237,2010,Syracuse,34,13,8,5,0,.615,288,251,37,34,32,30,93.8,19,18,94.7,0,0
2238,2010,Wake Forest,34,12,3,9,0,.250,273,430,-157,34,31,31,100.0,13,12,92.3,1,0
2239,2009,Arizona State,34,12,4,8,0,.333,268,253,15,34,32,29,90.6,17,11,64.7,1,0
2240,2009,Colorado,34,12,3,9,0,.250,267,346,-79,34,32,31,96.9,18,10,55.6,1,0
2241,2009,Indiana,34,12,4,8,0,.333,282,354,-72,34,34,34,100.0,25,14,56.0,0,1
2242,2009,Kansas State,34,12,6,6,0,.500,276,280,-4,34,32,29,90.6,21,13,61.9,1,1
2243,2009,Marshall,34,13,7,6,0,.538,283,316,-33,34,34,34,100.0,17,15,88.2,0,0
2244,2008,Arkansas,34,12,5,7,0,.417,263,374,-111,34,32,30,93.8,16,9,56.3,1,0
2245,2008,Maryland,34,13,8,5,0,.615,283,292,-9,34,33,32,97.0,24,15,62.5,1,0
2246,2008,Virginia Tech,34,14,10,4,0,.714,309,234,75,34,34,32,94.1,29,23,79.3,1,1
2247,2006,Alabama,34,13,6,7,0,.462,298,250,48,34,31,29,93.5,30,21,70.0,0,1
2248,2006,Connecticut,34,12,4,8,0,.333,257,324,-67,34,31,28,90.3,16,7,43.8,2,0
2249,2006,Memphis,34,12,2,10,0,.167,281,365,-84,34,32,30,93.8,22,15,68.2,1,0
2250,2006,Ohio,34,14,9,5,0,.643,276,253,23,34,32,29,90.6,18,13,72.2,1,1
2251,2005,Connecticut,34,11,5,6,0,.455,272,211,61,34,33,30,90.9,21,12,57.1,0,1
2252,2005,Indiana,34,11,4,7,0,.364,248,361,-113,34,34,31,91.2,6,3,50.0,0,2
2253,2005,Nebraska,34,12,8,4,0,.667,296,252,44,34,32,31,96.9,23,19,82.6,1,1
2254,2004,Central Michigan,34,11,4,7,0,.364,260,378,-118,34,32,28,87.5,16,8,50.0,2,0
2255,2004,Colorado,34,13,8,5,0,.615,304,332,-28,34,33,31,93.9,29,23,79.3,0,0
2256,2004,Florida Atlantic,34,12,9,3,0,.750,299,207,92,34,32,30,93.8,28,20,71.4,0,2
2257,2004,New Mexico State,34,11,5,6,0,.455,273,355,-82,34,25,21,84.0,18,12,66.7,6,0
2258,2003,South Florida,34,11,7,4,0,.636,276,224,52,34,31,30,96.8,20,12,60.0,3,0
2259,2002,BYU,34,12,5,7,0,.417,272,333,-61,34,30,27,90.0,16,13,81.3,1,0
2260,2025,Kent State,33,12,5,7,0,.417,255,403,-148,33,31,31,100.0,11,8,72.7,1,0
2261,2025,Tulsa,33,12,4,8,0,.333,278,347,-69,33,27,27,100.0,21,17,81.0,1,0
2262,2025,West Virginia,33,12,4,8,0,.333,261,370,-109,33,32,31,96.9,12,10,83.3,0,1
2263,2024,Hawaii,33,12,5,7,0,.417,268,312,-44,33,32,32,100.0,16,12,75.0,1,0
2264,2024,Massachusetts,33,12,2,10,0,.167,270,426,-156,33,32,31,96.9,21,13,61.9,1,0
2265,2024,Rice,33,12,4,8,0,.333,266,305,-39,33,29,28,96.6,19,12,63.2,2,0
2266,2024,Stanford,33,12,3,9,0,.250,274,404,-130,33,32,32,100.0,17,14,82.4,1,0
2267,2024,Wisconsin,33,12,5,7,0,.417,271,277,-6,33,31,31,100.0,19,12,63.2,2,1
2268,2023,Indiana,33,12,3,9,0,.250,266,359,-93,33,32,31,96.9,15,11,73.3,2,0
2269,2023,Southern Mississippi,33,12,3,9,0,.250,278,429,-151,33,30,29,96.7,24,17,70.8,0,0
2270,2023,Temple,33,12,3,9,0,.250,253,428,-175,33,26,24,92.3,12,7,58.3,5,0
2271,2023,Tulsa,33,12,4,8,0,.333,281,406,-125,33,31,30,96.8,20,17,85.0,0,1
2272,2022,Ball State,33,12,5,7,0,.417,279,323,-44,33,29,28,96.6,21,17,81.0,1,0
2273,2022,Miami (FL),33,12,5,7,0,.417,283,321,-38,33,32,32,100.0,20,17,85.0,1,0
2274,2022,North Carolina State,33,13,8,5,0,.615,316,249,67,33,31,31,100.0,31,29,93.5,0,0
2275,2022,Texas A&M,33,12,5,7,0,.417,273,254,19,33,31,31,100.0,20,14,70.0,1,0
2276,2021,Duke,33,12,3,9,0,.250,274,477,-203,33,32,32,100.0,21,14,66.7,0,1
2277,2021,Texas State,33,12,4,8,0,.333,277,396,-119,33,32,32,100.0,18,15,83.3,0,0
2278,2020,Duke,33,11,2,9,0,.182,273,419,-146,33,32,30,93.8,15,13,86.7,1,1
2279,2020,Kansas State,33,10,4,6,0,.400,266,322,-56,33,30,30,100.0,17,12,70.6,1,0
2280,2020,Louisiana Tech,33,10,5,5,0,.500,267,347,-80,33,33,33,100.0,14,12,85.7,0,0
2281,2020,UCLA,33,7,3,4,0,.429,248,215,33,33,31,30,96.8,7,6,85.7,1,0
2282,2019,Colorado,33,12,5,7,0,.417,282,382,-100,33,32,31,96.9,22,17,77.3,1,0
2283,2019,New Mexico State,33,12,2,10,0,.167,260,492,-232,33,32,32,100.0,16,10,62.5,0,0
2284,2019,South Florida,33,12,4,8,0,.333,250,347,-97,33,33,31,93.9,14,7,50.0,0,0
2285,2018,Florida State,33,12,5,7,0,.417,263,378,-115,33,31,30,96.8,17,11,64.7,1,0
2286,2017,Baylor,33,12,1,11,0,.083,292,431,-139,33,31,30,96.8,24,20,83.3,1,1
2287,2016,Boston College,33,13,7,6,0,.538,265,325,-60,33,32,29,90.6,16,12,75.0,1,0
2288,2016,South Carolina,33,13,6,7,0,.462,270,344,-74,33,31,31,100.0,17,13,76.5,1,0
2289,2015,Ball State,33,12,3,9,0,.250,277,430,-153,33,0,31,,21,16,76.2,0,0
2290,2014,Akron,33,12,5,7,0,.417,271,277,-6,33,33,32,97.0,18,13,72.2,0,0
2291,2014,Northwestern,33,12,5,7,0,.417,276,302,-26,33,28,26,92.9,18,14,77.8,3,0
2292,2014,Troy,33,12,3,9,0,.250,262,434,-172,33,32,32,100.0,14,10,71.4,0,1
2293,2014,Virginia Tech,33,13,7,6,0,.538,313,262,51,33,34,33,97.1,28,20,71.4,1,0
2294,2013,UTEP,33,12,2,10,0,.167,261,472,-211,33,32,32,100.0,15,7,46.7,1,1
2295,2012,California,33,12,3,9,0,.250,276,397,-121,33,33,30,90.9,23,16,69.6,0,0
2296,2012,Colorado State,33,12,4,8,0,.333,254,363,-109,33,31,29,93.5,10,9,90.0,0,0
2297,2012,Eastern Michigan,33,12,2,10,0,.167,256,451,-195,33,32,28,87.5,12,10,83.3,0,0
2298,2012,Temple,33,11,4,7,0,.364,272,343,-71,33,33,32,97.0,17,14,82.4,0,0
2299,2011,Central Michigan,33,12,3,9,0,.250,271,400,-129,33,32,32,100.0,16,13,81.3,1,0
2300,2011,Rice,33,12,4,8,0,.333,280,400,-120,33,32,31,96.9,21,17,81.0,0,0
2301,2011,San Jose State,33,12,5,7,0,.417,294,364,-70,33,30,30,100.0,30,20,66.7,2,1
2302,2010,Marshall,33,12,5,7,0,.417,250,345,-95,33,32,31,96.9,8,5,62.5,2,1
2303,2010,Utah State,33,12,4,8,0,.333,264,405,-141,33,33,33,100.0,17,11,64.7,0,0
2304,2009,Arkansas State,33,12,4,8,0,.333,272,279,-7,33,31,27,87.1,19,15,78.9,1,0
2305,2009,Colorado State,33,12,3,9,0,.250,260,358,-98,33,29,26,89.7,16,12,75.0,0,0
2306,2009,Iowa State,33,13,7,6,0,.538,267,284,-17,33,30,26,86.7,20,13,65.0,2,0
2307,2009,Memphis,33,12,2,10,0,.167,262,418,-156,33,33,31,93.9,16,11,68.8,0,0
2308,2009,Minnesota,33,13,6,7,0,.462,272,309,-37,33,31,31,100.0,17,13,76.5,2,0
2309,2007,New Mexico,33,13,9,4,0,.692,321,247,74,33,31,30,96.8,35,29,82.9,2,1
2310,2006,East Carolina,33,13,7,6,0,.538,280,270,10,33,31,31,100.0,28,17,60.7,0,0
2311,2006,Wake Forest,33,14,11,3,0,.786,302,215,87,33,33,33,100.0,31,23,74.2,0,1
2312,2006,Washington,33,12,5,7,0,.417,262,311,-49,33,32,32,100.0,12,10,83.3,1,0
2313,2005,Arizona,33,11,3,8,0,.273,252,290,-38,33,33,31,93.9,11,7,63.6,0,1
2314,2005,Central Michigan,33,11,6,5,0,.545,260,260,0,33,33,32,97.0,19,10,52.6,0,0
2315,2005,Colorado,33,13,7,6,0,.538,305,307,-2,33,32,32,100.0,30,23,76.7,1,2
2316,2004,Florida State,33,12,9,3,0,.750,302,169,133,33,33,33,100.0,34,23,67.6,0,1
2317,2004,Idaho,33,12,3,9,0,.250,245,473,-228,33,28,27,96.4,12,4,33.3,4,0
2318,2004,Indiana,33,11,3,8,0,.273,262,343,-81,33,27,23,85.2,14,11,78.6,3,1
2319,2004,Iowa,33,12,10,2,0,.833,292,211,81,33,32,29,90.6,26,21,80.8,0,1
2320,2004,Western Michigan,33,11,1,10,0,.091,248,436,-188,33,33,32,97.0,15,6,40.0,0,0
2321,2003,Arkansas State,33,12,5,7,0,.417,242,401,-159,33,32,31,96.9,7,3,42.9,1,1
2322,2003,Idaho,33,12,3,9,0,.250,248,314,-66,33,27,24,88.9,15,6,40.0,2,2
2323,2003,Louisiana,33,12,4,8,0,.333,266,415,-149,33,29,28,96.6,15,12,80.0,2,0
2324,2003,San Jose State,33,11,3,8,0,.273,259,386,-127,33,29,28,96.6,17,11,64.7,0,0
2325,2002,Arkansas State,33,13,6,7,0,.462,259,361,-102,33,32,31,96.9,22,10,45.5,0,0
2326,2002,Central Michigan,33,12,4,8,0,.333,267,384,-117,33,31,27,87.1,20,14,70.0,0,0
2327,2002,Indiana,33,12,3,9,0,.250,258,445,-187,33,28,23,82.1,13,9,69.2,2,3
2328,2002,Kansas,33,12,2,10,0,.167,248,507,-259,33,27,23,85.2,17,7,41.2,2,1
2329,2002,Rice,33,11,4,7,0,.364,253,296,-43,33,33,31,93.9,15,8,53.3,0,0
2330,2002,Southern Mississippi,33,13,7,6,0,.538,282,238,44,33,31,31,100.0,26,15,57.7,1,3
2331,2025,Colorado,32,12,3,9,0,.250,251,366,-115,32,31,30,96.8,12,9,75.0,0,1
2332,2025,LSU,32,13,7,6,0,.538,297,258,39,32,30,29,96.7,29,24,82.8,1,1
2333,2025,San Jose State,32,12,3,9,0,.250,257,390,-133,32,30,29,96.7,23,12,52.2,0,0
2334,2024,Central Michigan,32,12,4,8,0,.333,271,356,-85,32,27,25,92.6,18,16,88.9,3,0
2335,2024,Louisiana Tech,32,13,5,8,0,.385,272,273,-1,32,31,29,93.5,22,15,68.2,0,3
2336,2024,Michigan,32,13,8,5,0,.615,286,259,27,32,28,27,96.4,22,21,95.5,1,1
2337,2023,Baylor,32,12,3,9,0,.250,277,400,-123,32,23,21,91.3,25,18,72.0,4,1
2338,2023,Virginia,32,12,3,9,0,.250,279,405,-126,32,31,31,100.0,21,18,85.7,1,0
2339,2022,Akron,32,12,2,10,0,.167,261,402,-141,32,29,28,96.6,21,13,61.9,0,1
2340,2022,Kentucky,32,13,7,6,0,.538,265,250,15,32,27,25,92.6,24,16,66.7,0,0
2341,2022,Navy,32,12,4,8,0,.333,263,292,-29,32,27,26,96.3,20,13,65.0,2,1
2342,2022,Temple,32,12,3,9,0,.250,263,351,-88,32,29,28,96.6,16,13,81.3,1,1
2343,2022,UTEP,32,12,5,7,0,.417,293,324,-31,32,31,31,100.0,24,22,91.7,1,1
2344,2021,Florida International,32,12,1,11,0,.083,244,476,-232,32,30,28,93.3,13,8,61.5,0,0
2345,2021,Kansas,32,12,2,10,0,.167,249,506,-257,32,27,26,96.3,15,9,60.0,2,0
2346,2021,Ohio,32,12,3,9,0,.250,271,364,-93,32,29,27,93.1,24,16,66.7,0,1
2347,2021,Washington,32,12,4,8,0,.333,258,272,-14,32,29,29,100.0,14,11,78.6,1,1
2348,2020,East Carolina,32,9,3,6,0,.333,272,319,-47,32,31,30,96.8,21,14,66.7,1,0
2349,2020,West Virginia,32,10,6,4,0,.600,265,205,60,32,29,29,100.0,20,14,70.0,0,0
2350,2019,Michigan State,32,13,7,6,0,.538,291,293,-2,32,31,31,100.0,32,22,68.8,0,1
2351,2019,Northern Illinois,32,12,5,7,0,.417,274,338,-64,32,30,30,100.0,18,14,77.8,1,1
2352,2018,Kansas State,32,12,5,7,0,.417,270,305,-35,32,31,29,93.5,20,15,75.0,1,1
2353,2018,Texas State,32,12,3,9,0,.250,237,332,-95,32,31,27,87.1,14,6,42.9,0,0
2354,2018,Western Kentucky,32,12,3,9,0,.250,253,334,-81,32,29,27,93.1,17,10,58.8,1,1
2355,2017,Cincinnati,32,12,4,8,0,.333,251,382,-131,32,27,24,88.9,17,9,52.9,4,0
2356,2017,Minnesota,32,12,5,7,0,.417,265,274,-9,32,32,31,96.9,20,14,70.0,0,0
2357,2015,Wyoming,32,12,2,10,0,.167,228,408,-180,32,0,28,,8,2,25.0,1,0
2358,2014,Florida International,32,12,4,8,0,.333,276,298,-22,32,30,29,96.7,20,15,75.0,1,2
2359,2013,California,32,12,1,11,0,.083,276,551,-275,32,32,31,96.9,20,17,85.0,0,1
2360,2013,New Mexico State,32,12,2,10,0,.167,251,535,-284,32,32,29,90.6,12,10,83.3,0,0
2361,2012,Buffalo,32,12,4,8,0,.333,255,342,-87,32,29,28,96.6,15,11,73.3,1,0
2362,2012,Florida Atlantic,32,12,3,9,0,.250,246,370,-124,32,30,28,93.3,17,8,47.1,1,0
2363,2012,UTEP,32,12,3,9,0,.250,254,357,-103,32,28,26,92.9,18,10,55.6,3,0
2364,2011,Colorado,32,13,3,10,0,.231,257,475,-218,32,32,30,93.8,16,11,68.8,0,1
2365,2011,Colorado State,32,12,3,9,0,.250,257,375,-118,32,28,27,96.4,16,10,62.5,3,1
2366,2011,Connecticut,32,12,5,7,0,.417,291,292,-1,32,30,29,96.7,28,22,78.6,2,0
2367,2010,Ball State,32,12,4,8,0,.333,264,365,-101,32,32,30,93.8,17,14,82.4,0,0
2368,2010,Kent State,32,12,5,7,0,.417,256,275,-19,32,31,31,100.0,17,11,64.7,0,0
2369,2010,Louisiana-Monroe,32,12,5,7,0,.417,250,389,-139,32,29,26,89.7,10,8,80.0,3,1
2370,2009,Baylor,32,12,4,8,0,.333,249,327,-78,32,30,28,93.3,14,9,64.3,1,0
2371,2008,Colorado,32,12,5,7,0,.417,242,351,-109,32,31,30,96.8,17,6,35.3,1,0
2372,2008,SMU,32,12,1,11,0,.083,256,458,-202,32,30,29,96.7,15,11,73.3,1,0
2373,2008,Toledo,32,12,3,9,0,.250,269,377,-108,32,32,29,90.6,21,16,76.2,0,0
2374,2007,Florida State,32,13,7,6,0,.538,303,298,5,32,29,28,96.6,34,27,79.4,0,1
2375,2007,Vanderbilt,32,12,5,7,0,.417,260,271,-11,32,30,29,96.7,20,13,65.0,0,0
2376,2006,Akron,32,12,5,7,0,.417,236,271,-35,32,28,22,78.6,14,6,42.9,2,0
2377,2006,Bowling Green,32,12,4,8,0,.333,234,340,-106,32,31,28,90.3,9,4,44.4,1,0
2378,2006,Louisiana-Monroe,32,12,4,8,0,.333,262,267,-5,32,28,25,89.3,17,15,88.2,0,0
2379,2006,Maryland,32,13,9,4,0,.692,284,284,0,32,32,32,100.0,25,20,80.0,0,0
2380,2006,New Mexico,32,13,6,7,0,.462,284,312,-28,32,31,31,100.0,23,19,82.6,0,2
2381,2006,Penn State,32,13,9,4,0,.692,290,187,103,32,31,30,96.8,34,22,64.7,0,1
2382,2006,Wyoming,32,12,6,6,0,.500,258,264,-6,32,32,30,93.8,20,12,60.0,0,0
2383,2005,Florida International,32,11,5,6,0,.455,257,323,-66,32,32,32,100.0,14,11,78.6,0,0
2384,2005,Kansas,32,12,7,5,0,.583,269,264,5,32,29,27,93.1,20,14,70.0,2,2
2385,2005,Maryland,32,11,5,6,0,.455,270,275,-5,32,25,23,92.0,25,17,68.0,2,0
2386,2005,Oregon State,32,11,5,6,0,.455,293,365,-72,32,32,32,100.0,28,23,82.1,0,0
2387,2005,Rice,32,11,1,10,0,.091,241,447,-206,32,30,29,96.7,10,6,60.0,1,0
2388,2005,Stanford,32,11,5,6,0,.455,269,337,-68,32,32,32,100.0,23,15,65.2,0,0
2389,2005,Tulane,32,11,2,9,0,.182,234,348,-114,32,30,28,93.3,6,4,66.7,1,0
2390,2004,BYU,32,11,5,6,0,.455,267,295,-28,32,32,30,93.8,22,15,68.2,0,0
2391,2004,Florida International,32,10,3,7,0,.300,261,325,-64,32,31,28,90.3,19,13,68.4,1,0
2392,2004,Kansas,32,11,4,7,0,.364,262,235,27,32,31,30,96.8,21,12,57.1,0,2
2393,2004,Middle Tennessee State,32,11,5,6,0,.455,269,293,-24,32,32,32,100.0,17,15,88.2,0,0
2394,2004,Missouri,32,11,5,6,0,.455,256,215,41,32,30,29,96.7,19,11,57.9,1,0
2395,2004,North Carolina State,32,11,5,6,0,.455,264,218,46,32,29,29,100.0,22,13,59.1,2,0
2396,2004,Rutgers,32,11,4,7,0,.364,269,343,-74,32,29,28,96.6,24,15,62.5,1,1
2397,2003,Ball State,32,12,4,8,0,.333,261,386,-125,32,29,27,93.1,22,14,63.6,0,0
2398,2003,Georgia Tech,32,13,7,6,0,.538,274,266,8,32,32,31,96.9,21,17,81.0,0,0
2399,2003,New Mexico State,32,12,3,9,0,.250,262,341,-79,32,30,27,90.0,22,13,59.1,1,1
2400,2002,Louisiana-Monroe,32,12,3,9,0,.250,236,451,-215,32,30,27,90.0,12,5,41.7,0,1
