Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,XP%,FGA,FGM,FG%,2PM,Sfty
1601,2014,UTEP,42,13,7,6,0,.538,346,365,-19,42,44,43,97.7,15,13,86.7,0,0
1602,2013,Notre Dame,42,13,9,4,0,.692,354,291,63,42,42,42,100.0,27,20,74.1,0,0
1603,2013,Utah,42,12,5,7,0,.417,350,336,14,42,41,41,100.0,20,17,85.0,0,0
1604,2012,Navy,42,13,8,5,0,.615,325,334,-9,42,41,41,100.0,15,10,66.7,1,0
1605,2012,Utah,42,12,5,7,0,.417,320,301,19,42,39,38,97.4,13,8,61.5,3,0
1606,2011,Army,42,12,3,9,0,.250,298,339,-41,42,38,33,86.8,6,3,50.0,2,0
1607,2011,Auburn,42,13,8,5,0,.615,334,376,-42,42,42,41,97.6,18,13,72.2,0,1
1608,2011,Bowling Green,42,12,5,7,0,.417,318,346,-28,42,41,37,90.2,13,9,69.2,0,1
1609,2011,Mississippi State,42,13,7,6,0,.538,329,256,73,42,40,39,97.5,19,12,63.2,0,1
1610,2011,Purdue,42,13,7,6,0,.538,350,349,1,42,40,39,97.5,25,19,76.0,0,1
1611,2011,South Florida,42,12,5,7,0,.417,351,272,79,42,42,42,100.0,26,19,73.1,0,0
1612,2011,UCLA,42,14,6,8,0,.429,323,439,-116,42,39,34,87.2,17,11,64.7,1,1
1613,2010,UAB,42,12,4,8,0,.333,316,379,-63,42,38,37,97.4,17,7,41.2,3,0
1614,2010,Cincinnati,42,12,4,8,0,.333,325,336,-11,42,40,38,95.0,14,11,78.6,0,1
1615,2010,Georgia Tech,42,13,6,7,0,.462,338,328,10,42,39,37,94.9,17,15,88.2,2,0
1616,2010,Idaho,42,13,6,7,0,.462,346,368,-22,42,41,40,97.6,25,18,72.0,0,0
1617,2010,West Virginia,42,13,9,4,0,.692,327,176,151,42,41,41,100.0,17,10,58.8,1,1
1618,2009,UAB,42,12,5,7,0,.417,333,388,-55,42,38,35,92.1,21,14,66.7,2,0
1619,2009,Missouri,42,13,8,5,0,.615,377,330,47,42,39,39,100.0,27,26,96.3,0,4
1620,2009,North Texas,42,12,2,10,0,.167,319,427,-108,42,41,35,85.4,15,10,66.7,0,1
1621,2009,Purdue,42,12,5,7,0,.417,334,349,-15,42,41,40,97.6,21,14,66.7,0,0
1622,2008,Florida Atlantic,42,12,7,6,0,.538,326,373,-47,42,40,37,92.5,14,11,78.6,2,0
1623,2008,Miami (FL),42,13,7,6,0,.538,352,314,38,42,40,40,100.0,20,18,90.0,1,2
1624,2008,Ohio State,42,13,10,3,0,.769,359,181,178,42,40,39,97.5,27,22,81.5,0,1
1625,2008,Pitt,42,13,9,4,0,.692,352,279,73,42,38,38,100.0,24,20,83.3,1,0
1626,2008,Wisconsin,42,13,7,6,0,.538,357,345,12,42,40,39,97.5,24,20,83.3,1,2
1627,2007,Minnesota,42,12,1,11,0,.083,315,440,-125,42,37,37,100.0,13,8,61.5,1,0
1628,2006,Boston College,42,13,10,3,0,.769,338,204,134,42,39,35,89.7,22,15,68.2,1,2
1629,2006,Florida State,42,13,7,6,0,.538,345,258,87,42,40,39,97.5,20,14,70.0,4,2
1630,2005,Iowa State,42,12,7,5,0,.583,339,230,109,42,41,39,95.1,20,14,70.0,1,2
1631,2005,New Mexico,42,11,6,5,0,.545,326,327,-1,42,38,33,86.8,15,13,86.7,1,0
1632,2004,Tulane,42,11,5,6,0,.455,300,361,-61,42,38,36,94.7,10,4,40.0,0,0
1633,2003,Miami (FL),42,13,11,2,0,.846,361,196,165,42,39,39,100.0,28,22,78.6,1,1
1634,2003,Middle Tennessee State,42,12,4,8,0,.333,332,375,-43,42,40,37,92.5,16,13,81.3,2,0
1635,2003,Rutgers,42,12,5,7,0,.417,329,354,-25,42,37,34,91.9,25,13,52.0,1,1
1636,2003,Texas Christian,42,13,11,2,0,.846,380,276,104,42,38,38,100.0,34,28,82.4,3,0
