Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,FGA,FGM,Sfty
201,2012,Kansas,54,12,1,11,0,.083,219,433,-214,54,53,52,24,19,0
202,2012,Nevada-Las Vegas,54,13,2,11,0,.154,286,424,-138,54,53,51,22,15,1
203,2012,New Mexico,54,13,4,9,0,.308,335,393,-58,54,51,50,9,5,0
204,2011,Arizona,54,12,4,8,0,.333,369,425,-56,54,54,51,21,16,1
205,2011,Ball State,54,12,6,6,0,.500,304,416,-112,54,52,50,21,14,0
206,2011,Northern Illinois,54,14,11,3,0,.786,536,424,112,54,47,45,24,17,1
207,2010,Colorado State,54,12,3,9,0,.250,198,416,-218,54,53,53,13,13,0
208,2010,Louisiana,54,12,3,9,0,.250,268,444,-176,54,52,49,25,23,0
209,2010,Minnesota,54,12,3,9,0,.250,278,396,-118,54,48,46,13,8,1
210,2010,Western Kentucky,54,12,2,10,0,.167,274,398,-124,54,53,51,11,7,0
211,2009,North Texas,54,12,2,10,0,.167,319,427,-108,54,53,48,19,17,1
212,2009,San Jose State,54,12,2,10,0,.167,165,414,-249,54,54,51,21,13,0
213,2009,Utah State,54,12,4,8,0,.333,349,408,-59,54,51,51,12,9,2
214,2007,Baylor,54,12,3,9,0,.250,218,444,-226,54,54,54,36,22,0
215,2006,Duke,54,12,0,12,0,.000,179,406,-227,54,53,50,15,10,0
216,2006,Indiana,54,12,5,7,0,.417,277,394,-117,54,52,49,13,7,0
217,2006,Rice,54,12,7,6,0,.538,350,432,-82,54,51,49,23,19,0
218,2005,Duke,54,11,1,10,0,.091,177,408,-231,54,54,54,15,10,0
219,2004,SMU,54,11,3,8,0,.273,202,420,-218,54,53,51,21,13,2
220,2003,Ball State,54,12,4,8,0,.333,261,386,-125,54,51,49,10,3,0
221,2003,Tulane,54,12,5,7,0,.417,337,424,-87,54,49,47,18,15,0
222,2002,Idaho,54,12,2,10,0,.167,285,428,-143,54,49,48,22,16,0
223,2002,San Diego State,54,13,4,9,0,.308,309,411,-102,54,46,43,19,12,2
224,2002,Wyoming,54,12,2,10,0,.167,288,432,-144,54,52,50,23,18,1
225,2025,Georgia Southern,53,13,7,6,0,.538,363,420,-57,53,49,49,21,17,0
226,2025,Syracuse,53,12,3,9,0,.250,242,419,-177,53,53,53,20,16,0
227,2023,Hawaii,53,13,5,8,0,.385,278,419,-141,53,49,49,22,16,0
228,2023,Louisiana Tech,53,12,3,9,0,.250,311,401,-90,53,53,53,13,10,0
229,2022,Indiana,53,12,4,8,0,.333,279,407,-128,53,51,50,20,13,0
230,2022,Louisiana-Monroe,53,12,4,8,0,.333,268,413,-145,53,53,53,17,14,0
231,2012,Akron,53,12,1,11,0,.083,313,428,-115,53,50,49,27,19,0
232,2012,Ball State,53,13,9,4,0,.692,437,416,21,53,48,43,20,15,1
233,2012,California,53,12,3,9,0,.250,276,397,-121,53,52,50,16,9,0
234,2012,Rice,53,13,7,6,0,.538,414,396,18,53,47,44,16,8,0
235,2012,Tennessee,53,12,5,7,0,.417,434,428,6,53,50,46,25,20,0
236,2012,Texas State,53,12,4,8,0,.333,343,402,-59,53,53,51,19,11,0
237,2012,Wyoming,53,12,4,8,0,.333,322,401,-79,53,51,50,17,11,0
238,2011,Maryland,53,12,2,10,0,.167,277,411,-134,53,52,52,18,13,0
239,2011,Rice,53,12,4,8,0,.333,280,400,-120,53,53,50,15,10,1
240,2010,Akron,53,12,1,11,0,.083,187,421,-234,53,52,49,21,18,0
241,2010,Kansas,53,12,3,9,0,.250,205,413,-208,53,52,51,17,14,0
242,2010,Troy,53,13,8,5,0,.615,443,393,50,53,52,51,12,8,0
243,2010,Tulsa,53,13,10,3,0,.769,538,394,144,53,49,47,13,9,0
244,2009,Florida State,53,13,7,6,0,.538,391,390,1,53,51,46,14,8,0
245,2009,Memphis,53,12,2,10,0,.167,262,418,-156,53,52,49,18,17,0
246,2009,New Mexico State,53,13,3,10,0,.231,149,411,-262,53,52,52,23,13,0
247,2009,UTEP,53,12,4,8,0,.333,358,402,-44,53,50,49,19,11,1
248,2008,New Mexico State,53,12,3,9,0,.250,266,409,-143,53,49,47,21,14,0
249,2008,Utah State,53,12,3,9,0,.250,288,416,-128,53,53,51,21,15,1
250,2007,UAB,53,12,2,10,0,.167,235,421,-186,53,51,50,21,17,0
251,2007,San Diego State,53,12,4,8,0,.333,301,413,-112,53,52,50,17,15,0
252,2007,Syracuse,53,12,2,10,0,.167,197,418,-221,53,53,52,22,16,0
253,2005,UCLA,53,12,10,2,0,.833,469,410,59,53,51,48,18,14,0
