Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,XP%,FGA,FGM,FG%,2PM,Sfty
1967,2023,Rutgers,37,13,7,6,0,.538,302,276,26,37,34,33,97.1,19,15,78.9,1,0
1968,2023,Wisconsin,37,13,7,6,0,.538,305,262,43,37,34,34,100.0,19,15,78.9,2,0
1969,2022,Missouri,37,13,6,7,0,.462,323,327,-4,37,33,33,100.0,28,22,78.6,1,0
1970,2022,Nevada-Las Vegas,37,12,5,7,0,.417,316,342,-26,37,34,34,100.0,19,18,94.7,2,1
1971,2021,Ball State,37,13,6,7,0,.462,313,369,-56,37,36,35,97.2,24,18,75.0,0,1
1972,2021,Boise State,37,12,7,5,0,.583,350,228,122,37,39,38,97.4,28,26,92.9,0,0
1973,2021,Boston College,37,12,6,6,0,.500,296,266,30,37,36,35,97.2,14,13,92.9,0,0
1974,2020,Texas Tech,37,10,4,6,0,.400,291,367,-76,37,34,32,94.1,16,9,56.3,2,0
1975,2020,Troy,37,11,5,6,0,.455,301,283,18,37,35,34,97.1,21,13,61.9,1,2
1976,2019,Missouri,37,12,6,6,0,.500,304,233,71,37,36,34,94.4,23,16,69.6,0,0
1977,2019,Nevada-Las Vegas,37,12,4,8,0,.333,290,396,-106,37,36,35,97.2,14,11,78.6,0,0
1978,2018,Ball State,37,12,4,8,0,.333,290,389,-99,37,35,35,100.0,16,11,68.8,0,0
1979,2017,Miami (OH),37,12,5,7,0,.417,293,289,4,37,36,35,97.2,16,12,75.0,0,0
1980,2017,Syracuse,37,12,4,8,0,.333,329,386,-57,37,36,35,97.2,30,22,73.3,1,1
1981,2017,Wyoming,37,13,8,5,0,.615,305,228,77,37,37,36,97.3,18,15,83.3,0,1
1982,2016,Massachusetts,37,12,2,10,0,.167,280,426,-146,37,37,35,94.6,11,7,63.6,0,0
1983,2016,New Mexico State,37,12,3,9,0,.250,298,466,-168,37,34,29,85.3,19,15,78.9,0,1
1984,2016,Tulane,37,12,4,8,0,.333,289,332,-43,37,34,33,97.1,16,10,62.5,2,0
1985,2016,Virginia,37,12,2,10,0,.167,270,405,-135,37,30,28,93.3,10,5,50.0,1,0
1986,2015,Iowa State,37,12,3,9,0,.250,300,392,-92,37,36,37,102.8,19,14,73.7,0,0
1987,2015,Old Dominion,37,12,5,7,0,.417,291,429,-138,37,0,31,,17,12,70.6,1,0
1988,2015,Virginia,37,12,4,8,0,.333,309,386,-77,37,35,34,97.1,22,17,77.3,0,1
1989,2014,Army,37,12,4,8,0,.333,299,395,-96,37,38,36,94.7,13,7,53.8,1,0
1990,2014,Indiana,37,12,4,8,0,.333,301,394,-93,37,35,35,100.0,22,14,63.6,1,0
1991,2013,Iowa State,37,12,3,9,0,.250,298,432,-134,37,36,35,97.2,18,13,72.2,1,0
1992,2013,Texas Christian,37,12,4,8,0,.333,301,303,-2,37,37,37,100.0,18,14,77.8,0,0
1993,2013,UTSA,37,12,7,5,0,.583,307,316,-9,37,38,38,100.0,19,11,57.9,1,0
1994,2013,Tulane,37,13,7,6,0,.538,322,278,44,37,38,38,100.0,22,16,72.7,0,0
1995,2011,Ball State,37,12,6,6,0,.500,304,416,-112,37,37,37,100.0,20,15,75.0,0,0
1996,2011,Florida,37,13,7,6,0,.538,331,264,67,37,33,33,100.0,29,24,82.8,1,1
1997,2011,Florida International,37,13,8,5,0,.615,325,253,72,37,37,37,100.0,26,22,84.6,0,0
1998,2011,Western Kentucky,37,12,7,5,0,.583,275,298,-23,37,34,30,88.2,20,5,25.0,2,2
1999,2010,Colorado,37,12,5,7,0,.417,290,369,-79,37,33,32,97.0,16,10,62.5,2,1
2000,2010,Penn State,37,13,7,6,0,.538,319,308,11,37,35,35,100.0,25,20,80.0,0,1
