Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,XP%,FGA,FGM,FG%,2PM,Sfty
201,2018,Toledo,67,13,7,6,0,.538,525,397,128,67,66,64,97.0,20,15,75.0,1,0
202,2017,Georgia,67,15,13,2,0,.867,531,246,285,67,64,64,100.0,24,21,87.5,1,0
203,2016,Middle Tennessee State,67,13,8,5,0,.615,516,465,51,67,66,64,97.0,19,16,84.2,1,0
204,2014,Alabama,67,14,12,2,0,.857,517,258,259,67,65,63,96.9,22,14,63.6,1,0
205,2014,Georgia,67,13,10,3,0,.769,537,269,268,67,68,67,98.5,21,16,76.2,1,0
206,2013,Clemson,67,13,11,2,0,.846,522,288,234,67,67,66,98.5,16,14,87.5,0,1
207,2012,UCF,67,14,10,4,0,.714,496,309,187,67,65,60,92.3,14,10,71.4,1,1
208,2025,Vanderbilt,66,13,10,3,0,.769,500,297,203,66,64,63,98.4,14,13,92.9,1,0
209,2024,Jacksonville State,66,14,9,5,0,.643,504,366,138,66,64,62,96.9,20,14,70.0,1,1
210,2022,Oregon,66,13,10,3,0,.769,504,356,148,66,64,64,100.0,16,14,87.5,1,0
211,2022,Tulane,66,14,12,2,0,.857,504,311,193,66,64,64,100.0,18,14,77.8,0,1
212,2022,UCLA,66,13,9,4,0,.692,510,377,133,66,63,63,100.0,21,15,71.4,2,1
213,2020,North Carolina,66,12,8,4,0,.667,500,353,147,66,64,64,100.0,18,12,66.7,1,0
214,2018,Buffalo,66,14,10,4,0,.714,484,363,121,66,62,54,87.1,15,10,66.7,2,0
215,2017,Alabama,66,14,13,1,0,.929,519,167,352,66,64,64,100.0,28,19,67.9,1,0
216,2017,Ohio,66,13,9,4,0,.692,508,315,193,66,64,61,95.3,18,15,83.3,1,2
217,2016,Ohio State,66,13,11,2,0,.846,512,201,311,66,65,63,96.9,22,17,77.3,0,1
218,2016,Washington State,66,13,8,5,0,.615,496,343,153,66,65,63,96.9,15,9,60.0,1,1
219,2016,Wyoming,66,14,8,6,0,.571,503,477,26,66,64,64,100.0,20,13,65.0,1,1
220,2015,Oklahoma State,66,13,10,3,0,.769,514,396,118,66,64,62,96.9,21,16,76.2,0,1
221,2013,Oklahoma State,66,13,10,3,0,.769,508,281,227,66,68,67,98.5,17,11,64.7,0,0
222,2012,Fresno State,66,13,9,4,0,.692,493,310,183,66,63,57,90.5,15,12,80.0,2,0
223,2012,Nevada,66,13,7,6,0,.538,492,439,53,66,65,64,98.5,13,10,76.9,1,0
224,2009,Cincinnati,66,13,12,1,0,.923,502,300,202,66,65,63,96.9,19,13,68.4,1,1
225,2008,USC,66,13,12,1,0,.923,488,117,371,66,66,65,98.5,13,9,69.2,0,0
226,2007,Central Michigan,66,14,8,6,0,.571,487,517,-30,66,64,60,93.8,14,9,64.3,2,0
227,2007,LSU,66,14,12,2,0,.857,541,279,262,66,63,63,100.0,33,26,78.8,2,0
228,2003,Minnesota,66,13,10,3,0,.769,503,285,218,66,63,61,96.8,18,14,77.8,2,0
229,2002,Hawaii,66,14,10,4,0,.714,502,389,113,66,56,55,98.2,23,15,65.2,2,1
230,2002,Toledo,66,14,9,5,0,.643,495,378,117,66,62,54,87.1,16,13,81.3,3,0
231,2025,Ole Miss,65,15,13,2,0,.867,554,316,238,65,59,59,100.0,35,31,88.6,4,2
232,2024,Tulane,65,14,9,5,0,.643,491,289,202,65,62,58,93.5,18,13,72.2,2,0
233,2024,Washington State,65,13,8,5,0,.615,476,389,87,65,58,56,96.6,13,8,61.5,3,0
234,2023,Notre Dame,65,13,10,3,0,.769,509,207,302,65,65,64,98.5,22,15,68.2,1,1
235,2022,LSU,65,14,10,4,0,.714,483,315,168,65,61,59,96.7,14,10,71.4,1,1
236,2022,Washington,65,13,11,2,0,.846,516,336,180,65,61,59,96.7,22,19,86.4,3,2
237,2022,Western Kentucky,65,14,9,5,0,.643,510,328,182,65,64,64,100.0,25,18,72.0,1,0
238,2021,Cincinnati,65,14,13,1,0,.929,516,236,280,65,62,60,96.8,19,9,47.4,1,0
239,2021,Houston,65,14,12,2,0,.857,502,286,216,65,63,62,98.4,23,16,69.6,0,1
240,2018,Washington State,65,13,11,2,0,.846,488,303,185,65,63,60,95.2,15,10,66.7,0,0
241,2016,Michigan,65,13,10,3,0,.769,524,183,341,65,63,63,100.0,24,19,79.2,1,0
242,2016,Penn State,65,14,11,3,0,.786,526,356,170,65,62,62,100.0,24,22,91.7,1,0
243,2014,Louisiana Tech,65,14,9,5,0,.643,523,346,177,65,66,64,97.0,27,17,63.0,0,0
244,2013,Alabama,65,13,11,2,0,.846,496,181,315,65,65,65,100.0,20,13,65.0,0,0
245,2012,Arizona,65,13,8,5,0,.615,496,459,37,65,59,58,98.3,20,14,70.0,3,0
246,2012,Arizona State,65,13,8,5,0,.615,499,316,183,65,62,60,96.8,23,15,65.2,1,1
247,2012,Marshall,65,12,5,7,0,.417,491,517,-26,65,60,60,100.0,16,13,81.3,1,0
248,2012,Tulsa,65,14,11,3,0,.786,486,331,155,65,59,52,88.1,18,12,66.7,3,1
249,2011,LSU,65,14,13,1,0,.929,500,158,342,65,64,62,96.9,18,16,88.9,0,0
250,2009,Texas Christian,65,13,12,1,0,.923,498,166,332,65,63,61,96.8,18,15,83.3,0,1
251,2007,Navy,65,13,8,5,0,.615,511,473,38,65,60,58,96.7,27,17,63.0,5,1
252,2006,West Virginia,65,13,11,2,0,.846,505,282,223,65,62,62,100.0,22,17,77.3,1,0
253,2004,Fresno State,65,12,9,3,0,.750,482,253,229,65,61,60,98.4,14,10,71.4,1,0
254,2003,North Carolina State,65,13,8,5,0,.615,489,385,104,65,64,61,95.3,17,12,70.6,1,0
255,2002,Bowling Green,65,12,9,3,0,.750,490,304,186,65,62,60,96.8,14,12,85.7,2,0
256,2023,Kansas State,64,13,9,4,0,.692,482,273,209,64,59,57,96.6,14,11,78.6,3,0
257,2022,UTSA,64,14,11,3,0,.786,515,363,152,64,59,59,100.0,27,22,81.5,2,1
258,2019,Florida Atlantic,64,14,11,3,0,.786,510,318,192,64,60,56,93.3,26,18,69.2,4,0
259,2019,Navy,64,13,11,2,0,.846,483,290,193,64,62,61,98.4,17,12,70.6,1,0
260,2018,Oklahoma State,64,13,7,6,0,.538,499,422,77,64,63,61,96.8,22,16,72.7,0,0
261,2017,Louisville,64,13,8,5,0,.615,495,356,139,64,59,58,98.3,20,17,85.0,1,0
262,2017,SMU,64,13,7,6,0,.538,492,477,15,64,63,57,90.5,21,15,71.4,1,1
263,2016,Toledo,64,13,9,4,0,.692,494,334,160,64,62,61,98.4,19,13,68.4,2,0
264,2015,Alabama,64,15,14,1,0,.933,526,227,299,64,62,63,101.6,33,23,69.7,0,2
265,2015,Memphis,64,13,9,4,0,.692,522,355,167,64,63,63,100.0,28,23,82.1,1,2
266,2014,Arkansas State,64,13,7,6,0,.538,477,396,81,64,59,51,86.4,18,11,61.1,1,0
267,2014,Georgia Southern,64,12,9,3,0,.750,469,281,188,64,61,53,86.9,14,10,71.4,1,0
268,2012,Kansas State,64,13,11,2,0,.846,505,288,217,64,64,64,100.0,23,19,82.6,0,0
269,2012,Oklahoma,64,13,10,3,0,.769,496,331,165,64,59,57,96.6,21,17,81.0,1,1
270,2010,Oklahoma,64,14,12,2,0,.857,521,305,216,64,63,62,98.4,29,23,79.3,0,3
271,2009,Texas Tech,64,13,9,4,0,.692,481,292,189,64,61,60,98.4,14,11,78.6,2,0
272,2008,Nevada,64,13,7,6,0,.538,489,420,69,64,64,63,98.4,17,14,82.4,0,0
273,2005,Boise State,64,13,9,4,0,.692,469,317,152,64,62,61,98.4,10,6,60.0,2,1
274,2004,USC,64,13,13,0,0,1.000,496,169,327,64,64,64,100.0,25,16,64.0,0,0
275,2025,Duke,63,14,9,5,0,.643,484,412,72,63,56,56,100.0,19,14,73.7,4,0
276,2025,Miami (FL),63,16,13,3,0,.813,495,237,258,63,61,61,100.0,25,18,72.0,1,0
277,2024,Oregon,63,14,13,1,0,.929,488,272,216,63,56,54,96.4,20,16,80.0,4,0
278,2022,North Carolina,63,14,9,5,0,.643,482,431,51,63,58,57,98.3,21,15,71.4,1,0
279,2022,SMU,63,13,7,6,0,.538,484,440,44,63,58,58,100.0,20,16,80.0,0,0
280,2021,Oklahoma,63,13,11,2,0,.846,508,335,173,63,62,61,98.4,27,21,77.8,1,1
281,2021,UTSA,63,14,12,2,0,.857,516,345,171,63,63,63,100.0,31,25,80.6,0,0
282,2019,Boise State,63,14,12,2,0,.857,486,306,180,63,62,61,98.4,19,15,78.9,0,0
283,2018,Appalachian State,63,13,11,2,0,.846,485,201,284,63,64,63,98.4,16,12,75.0,0,1
284,2018,Cincinnati,63,13,11,2,0,.846,454,224,230,63,61,59,96.7,12,5,41.7,0,1
285,2017,Missouri,63,13,7,6,0,.538,488,414,74,63,62,59,95.2,20,17,85.0,0,0
286,2017,Oregon,63,13,7,6,0,.538,468,377,91,63,63,63,100.0,12,9,75.0,0,0
287,2016,Memphis,63,13,8,5,0,.615,505,375,130,63,58,58,100.0,26,21,80.8,3,0
288,2016,New Mexico,63,13,9,4,0,.692,477,409,68,63,61,60,98.4,13,12,92.3,1,0
289,2016,Oklahoma State,63,13,10,3,0,.769,502,345,157,63,62,60,96.8,26,20,76.9,1,0
290,2016,Tennessee,63,13,9,4,0,.692,473,375,98,63,62,62,100.0,16,11,68.8,0,0
291,2015,California,63,13,8,5,0,.615,493,399,94,63,55,53,96.4,21,18,85.7,4,0
292,2015,Navy,63,13,11,2,0,.846,478,284,194,63,62,59,95.2,15,13,86.7,0,1
293,2015,USC,63,14,8,6,0,.571,475,360,115,63,60,58,96.7,17,13,76.5,0,0
294,2014,BYU,63,13,8,5,0,.615,482,358,124,63,63,62,98.4,14,12,85.7,0,0
295,2014,USC,63,13,9,4,0,.692,466,327,139,63,62,61,98.4,11,9,81.8,0,0
296,2013,Ball State,63,13,10,3,0,.769,501,321,180,63,62,60,96.8,22,19,86.4,0,0
297,2013,Boise State,63,13,8,5,0,.615,488,323,165,63,60,57,95.0,19,17,89.5,1,0
298,2013,UCLA,63,13,10,3,0,.769,480,301,179,63,61,61,100.0,21,14,66.7,0,1
299,2013,Washington,63,13,9,4,0,.692,493,297,196,63,63,62,98.4,16,15,93.8,0,0
300,2012,Georgia Tech,63,14,7,7,0,.500,470,396,74,63,60,57,95.0,18,11,61.1,1,0
301,2011,Oklahoma,63,13,10,3,0,.769,514,287,227,63,63,61,96.8,28,25,89.3,0,0
302,2011,Southern Mississippi,63,14,12,2,0,.857,516,291,225,63,62,61,98.4,36,25,69.4,1,0
303,2011,West Virginia,63,13,10,3,0,.769,489,348,141,63,63,61,96.8,22,16,72.7,0,1
304,2010,Ohio State,63,13,12,1,0,.923,504,186,318,63,62,62,100.0,26,20,76.9,1,1
305,2009,Florida,63,14,13,1,0,.929,502,174,328,63,63,58,92.1,31,22,71.0,0,0
306,2008,Ball State,63,14,12,2,0,.857,489,287,202,63,63,63,100.0,21,16,76.2,0,0
307,2008,Boise State,63,13,12,1,0,.923,489,164,325,63,61,60,98.4,26,17,65.4,0,0
308,2008,Penn State,63,13,11,2,0,.846,506,187,319,63,63,63,100.0,25,21,84.0,0,1
309,2007,Cincinnati,63,13,10,3,0,.769,472,244,228,63,61,57,93.4,19,11,57.9,0,2
310,2006,BYU,63,13,11,2,0,.846,478,191,287,63,62,58,93.5,18,14,77.8,0,0
311,2006,Texas,63,13,10,3,0,.769,467,238,229,63,62,60,96.8,12,9,75.0,0,1
312,2005,Fresno State,63,13,8,5,0,.615,491,292,199,63,59,54,91.5,21,17,81.0,2,2
313,2004,Hawaii,63,13,8,5,0,.615,467,499,-32,63,60,54,90.0,15,11,73.3,1,0
314,2003,Hawaii,63,14,9,5,0,.643,486,427,59,63,60,51,85.0,27,17,63.0,2,1
315,2003,LSU,63,14,13,1,0,.929,475,154,321,63,61,57,93.4,20,12,60.0,1,1
316,2025,Nevada-Las Vegas,62,14,10,4,0,.714,477,392,85,62,58,58,100.0,20,15,75.0,1,0
317,2024,Clemson,62,14,10,4,0,.714,486,328,158,62,62,60,96.8,25,18,72.0,0,0
318,2024,Ole Miss,62,13,10,3,0,.769,502,187,315,62,60,58,96.7,29,24,82.8,0,0
319,2024,SMU,62,14,11,3,0,.786,511,309,202,62,55,55,100.0,33,24,72.7,4,2
320,2023,Texas State,62,13,8,5,0,.615,477,427,50,62,59,58,98.3,15,15,100.0,1,0
321,2022,Florida State,62,13,10,3,0,.769,469,268,201,62,58,57,98.3,20,12,60.0,2,0
322,2022,Kansas,62,13,6,7,0,.462,463,461,2,62,57,57,100.0,14,8,57.1,2,0
323,2022,Wake Forest,62,13,8,5,0,.615,469,368,101,62,60,59,98.3,14,12,85.7,1,0
324,2021,Michigan,62,14,12,2,0,.857,501,243,258,62,56,56,100.0,25,23,92.0,2,0
325,2019,Washington State,62,13,6,7,0,.462,491,408,83,62,57,55,96.5,21,20,95.2,1,0
326,2019,Wisconsin,62,14,10,4,0,.714,477,237,240,62,62,61,98.4,21,14,66.7,0,1
327,2018,Oregon,62,13,9,4,0,.692,453,330,123,62,58,57,98.3,11,6,54.5,2,1
328,2017,Clemson,62,14,12,2,0,.857,466,190,276,62,62,58,93.5,19,12,63.2,0,0
329,2017,North Texas,62,14,9,5,0,.643,497,490,7,62,56,55,98.2,22,20,90.9,2,0
330,2017,Texas Christian,62,14,11,3,0,.786,470,266,204,62,60,56,93.3,16,14,87.5,0,0
331,2017,Toledo,62,14,11,3,0,.786,509,367,142,62,59,56,94.9,31,25,80.6,2,0
332,2017,Washington,62,13,10,3,0,.769,471,209,262,62,61,58,95.1,22,13,59.1,1,0
333,2016,San Diego State,62,14,11,3,0,.786,493,283,210,62,58,56,96.6,23,21,91.3,1,0
334,2015,Air Force,62,14,8,6,0,.571,473,357,116,62,30,58,193.3,16,13,81.3,2,0
335,2015,Appalachian State,62,13,11,2,0,.846,477,248,229,62,61,61,100.0,17,14,82.4,0,1
336,2015,Arizona,62,13,7,6,0,.538,486,465,21,62,62,60,96.8,22,18,81.8,0,0
337,2015,Arkansas,62,13,8,5,0,.615,467,356,111,62,19,58,305.3,15,9,60.0,4,1
338,2015,Boise State,62,13,9,4,0,.692,508,263,245,62,61,59,96.7,30,25,83.3,0,1
339,2015,Ohio State,62,13,12,1,0,.923,464,196,268,62,62,62,100.0,15,10,66.7,0,0
340,2015,Tulsa,62,13,6,7,0,.462,483,518,-35,62,60,58,96.7,25,17,68.0,1,0
341,2014,Mississippi State,62,13,10,3,0,.769,480,282,198,62,64,60,93.8,16,12,75.0,0,0
342,2014,Nebraska,62,12,9,4,0,.692,491,343,148,62,60,60,100.0,22,15,68.2,1,1
343,2014,Oklahoma,62,13,8,5,0,.615,473,337,136,62,62,60,96.8,18,13,72.2,0,0
344,2013,Colorado State,62,14,8,6,0,.571,507,417,90,62,58,58,100.0,24,21,87.5,3,0
345,2013,Indiana,62,12,5,7,0,.417,461,466,-5,62,56,56,100.0,11,9,81.8,2,0
346,2012,North Carolina,62,12,8,4,0,.667,487,308,179,62,56,56,100.0,22,17,77.3,4,0
347,2012,Texas,62,13,9,4,0,.692,464,380,84,62,60,57,95.0,19,11,57.9,1,0
348,2012,Texas Tech,62,13,8,5,0,.615,487,413,74,62,59,59,100.0,25,18,72.0,1,0
349,2012,UCLA,62,14,9,5,0,.643,482,386,96,62,59,56,94.9,22,16,72.7,1,2
350,2010,East Carolina,62,13,6,7,0,.462,478,572,-94,62,57,56,98.2,18,16,88.9,1,0
351,2009,BYU,62,13,11,2,0,.846,461,280,181,62,61,59,96.7,14,10,71.4,0,0
352,2009,Georgia Tech,62,14,11,3,0,.786,473,347,126,62,60,59,98.3,20,14,70.0,0,0
353,2008,Arizona,62,13,8,5,0,.615,476,277,199,62,60,60,100.0,16,14,87.5,1,0
354,2007,Arkansas,62,13,8,5,0,.615,485,345,140,62,60,58,96.7,23,17,73.9,1,1
