Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,FGA,FGM,Sfty
2467,2019,Tulsa,18,12,4,8,0,.333,317,376,-59,18,45,44,17,14,1
2468,2018,Akron,18,12,4,8,0,.333,227,326,-99,18,39,39,19,13,0
2469,2018,Army,18,13,11,2,0,.846,426,230,196,18,25,23,9,7,0
2470,2018,Boise State,18,13,10,3,0,.769,460,287,173,18,32,32,22,15,0
2471,2018,UCF,18,13,12,1,0,.923,562,295,267,18,32,31,24,18,0
2472,2018,Nebraska,18,12,4,8,0,.333,360,375,-15,18,40,39,20,15,2
2473,2018,North Texas,18,13,9,4,0,.692,450,314,136,18,36,35,21,15,1
2474,2018,Penn State,18,13,9,4,0,.692,439,267,172,18,32,32,16,9,2
2475,2018,Western Kentucky,18,12,3,9,0,.250,253,334,-81,18,33,33,29,23,2
2476,2017,Air Force,18,12,5,7,0,.417,377,389,-12,18,48,48,18,15,0
2477,2017,Buffalo,18,12,6,6,0,.500,342,298,44,18,35,35,19,9,0
2478,2017,Duke,18,13,7,6,0,.538,345,263,82,18,34,32,13,9,0
2479,2017,Eastern Michigan,18,12,5,7,0,.417,313,280,33,18,34,34,23,12,0
2480,2017,Florida Atlantic,18,14,11,3,0,.786,568,318,250,18,37,35,21,13,1
2481,2017,Northern Illinois,18,13,8,5,0,.615,376,286,90,18,32,31,27,19,0
2482,2017,Texas,18,13,7,6,0,.538,383,276,107,18,30,30,22,16,0
2483,2017,Vanderbilt,18,12,5,7,0,.417,295,376,-81,18,48,47,15,13,1
2484,2016,Arkansas State,18,13,8,5,0,.615,355,279,76,18,30,28,26,21,1
2485,2016,Baylor,18,13,7,6,0,.538,450,377,73,18,46,45,17,14,1
2486,2016,Georgia Southern,18,12,5,7,0,.417,319,318,1,18,39,37,21,15,0
2487,2016,Miami (FL),18,13,9,4,0,.692,446,241,205,18,28,28,20,15,0
2488,2016,Miami (OH),18,13,6,7,0,.462,297,309,-12,18,37,36,16,13,0
2489,2016,Nebraska,18,13,9,4,0,.692,345,311,34,18,34,31,17,12,1
2490,2016,Stanford,18,13,10,3,0,.769,342,265,77,18,30,29,21,12,0
2491,2016,Wake Forest,18,13,7,6,0,.538,265,288,-23,18,35,34,17,10,1
2492,2016,Western Michigan,18,14,13,1,0,.929,582,277,305,18,35,34,12,11,0
2493,2015,Florida,18,14,10,4,0,.714,325,256,69,18,30,29,20,15,1
2494,2015,Houston,18,14,13,1,0,.929,566,290,276,18,31,31,18,12,0
2495,2015,Illinois,18,12,5,7,0,.417,272,279,-7,18,32,29,17,14,1
2496,2015,Miami (FL),18,13,8,5,0,.615,361,366,-5,18,37,36,25,20,2
2497,2015,Mississippi State,18,13,9,4,0,.692,447,302,145,18,32,32,28,21,0
2498,2015,Penn State,18,13,7,6,0,.538,301,284,17,18,37,35,14,9,0
2499,2015,Texas Christian,18,13,11,2,0,.846,547,354,193,18,44,44,16,13,0
2500,2015,Toledo,18,12,10,2,0,.833,420,249,171,18,24,24,23,17,1
2501,2009,Alabama,18,14,14,0,0,1.000,449,164,285,18,16,16,17,12,1
2502,2009,Florida,18,14,13,1,0,.929,502,174,328,18,16,15,21,17,0
2503,2008,Texas Christian,18,13,11,2,0,.846,437,147,290,18,18,18,9,7,0
2504,2006,Wisconsin,18,13,12,1,0,.923,380,157,223,18,18,17,14,10,0
2505,2004,Florida State,18,12,9,3,0,.750,302,169,133,18,16,14,21,15,1
2506,2004,Penn State,18,11,4,7,0,.364,195,168,27,18,18,16,20,14,1
2507,2004,Virginia Tech,18,13,10,3,0,.769,400,167,233,18,17,17,22,14,0
2508,2023,Michigan,17,15,15,0,0,1.000,538,156,382,17,15,15,18,13,0
2509,2021,Arkansas,17,13,9,4,0,.692,402,298,104,17,32,31,26,17,0
2510,2021,Boston College,17,12,6,6,0,.500,296,266,30,17,32,31,14,13,2
2511,2021,Bowling Green,17,12,4,8,0,.333,257,368,-111,17,45,44,18,14,0
2512,2021,Fresno State,17,13,10,3,0,.769,434,267,167,17,27,27,21,16,0
2513,2021,Kansas State,17,13,8,5,0,.615,358,273,85,17,29,28,24,19,1
2514,2021,Louisiana,17,14,13,1,0,.929,435,259,176,17,29,26,16,11,0
2515,2021,Miami (OH),17,13,7,6,0,.538,376,300,76,17,31,30,14,9,0
2516,2021,Michigan,17,14,12,2,0,.857,501,243,258,17,23,23,21,14,0
2517,2021,Minnesota,17,13,9,4,0,.692,331,225,106,17,25,24,14,11,0
2518,2021,Ohio,17,12,3,9,0,.250,271,364,-93,17,38,36,26,22,3
2519,2021,Stanford,17,12,3,9,0,.250,245,389,-144,17,47,46,17,13,0
2520,2020,UAB,17,9,6,3,0,.667,256,193,63,17,22,22,15,11,0
2521,2020,Northern Illinois,17,6,0,6,0,.000,149,232,-83,17,28,27,9,7,1
2522,2020,Troy,17,11,5,6,0,.455,301,283,18,17,33,31,21,16,0
2523,2020,Wake Forest,17,9,4,5,0,.444,324,295,29,17,37,37,17,12,0
2524,2019,Alabama,17,13,11,2,0,.846,614,242,372,17,23,22,20,20,0
2525,2019,Army,17,13,5,8,0,.385,370,299,71,17,35,34,17,11,0
2526,2019,Florida International,17,13,6,7,0,.462,344,354,-10,17,39,37,22,19,0
2527,2019,Memphis,17,14,12,2,0,.857,566,370,196,17,39,38,25,18,0
2528,2019,Miami (FL),17,13,6,7,0,.462,334,263,71,17,29,28,21,17,1
2529,2019,Michigan,17,13,9,4,0,.692,412,269,143,17,36,36,6,3,0
2530,2019,Tennessee,17,13,8,5,0,.615,314,282,32,17,32,30,19,16,0
2531,2018,Auburn,17,13,8,5,0,.615,402,249,153,17,25,25,30,22,1
2532,2018,Florida,17,13,10,3,0,.769,455,260,195,17,26,25,23,17,1
2533,2018,South Florida,17,13,7,6,0,.538,370,416,-46,17,52,51,18,15,0
2534,2018,Southern Mississippi,17,11,6,5,0,.545,288,218,70,17,25,24,17,10,0
2535,2018,Washington State,17,13,11,2,0,.846,488,303,185,17,35,33,14,12,1
2536,2017,Clemson,17,14,12,2,0,.857,466,190,276,17,22,22,19,12,0
2537,2017,Idaho,17,12,4,8,0,.333,251,309,-58,17,34,31,28,20,0
2538,2017,Minnesota,17,12,5,7,0,.417,265,274,-9,17,32,29,15,9,0
2539,2017,Mississippi State,17,13,9,4,0,.692,416,272,144,17,34,33,14,11,0
2540,2017,Nevada-Las Vegas,17,12,5,7,0,.417,346,381,-35,17,47,44,17,13,1
2541,2017,San Diego State,17,13,10,3,0,.769,400,263,137,17,28,28,11,9,0
2542,2017,Virginia Tech,17,13,9,4,0,.692,366,192,174,17,24,24,15,8,0
2543,2016,UCF,17,13,6,7,0,.462,374,320,54,17,37,36,23,14,0
2544,2016,Georgia,17,13,8,5,0,.615,319,312,7,17,40,39,13,9,0
2545,2016,South Alabama,17,13,6,7,0,.462,330,351,-21,17,37,34,24,15,0
2546,2016,Texas A&M,17,13,8,5,0,.615,453,319,134,17,33,32,27,19,0
2547,2015,East Carolina,17,12,5,7,0,.417,329,312,17,17,36,35,20,13,1
2548,2015,Iowa,17,14,12,2,0,.857,433,285,148,17,29,29,24,20,0
2549,2015,Minnesota,17,13,6,7,0,.462,292,327,-35,17,38,37,22,16,0
2550,2015,Ohio,17,13,8,5,0,.615,358,329,29,17,38,37,17,14,0
2551,2015,Utah State,17,13,6,7,0,.462,377,347,30,17,42,39,13,12,0
2552,2010,West Virginia,17,13,9,4,0,.692,327,176,151,17,17,17,23,19,0
2553,2009,Penn State,17,13,11,2,0,.846,375,159,216,17,16,16,18,13,1
2554,2008,Iowa,17,13,9,4,0,.692,394,169,225,17,16,14,23,17,1
2555,2022,Illinois,16,13,8,5,0,.615,315,166,149,16,15,13,24,19,0
2556,2021,Air Force,16,13,10,3,0,.769,403,257,146,16,32,31,8,6,0
2557,2021,Iowa,16,14,10,4,0,.714,328,269,59,16,29,29,21,18,0
2558,2021,Liberty,16,13,8,5,0,.615,437,280,157,16,32,31,18,12,0
2559,2020,Alabama,16,13,13,0,0,1.000,630,252,378,16,28,28,19,14,0
2560,2020,Appalachian State,16,12,9,3,0,.750,406,240,166,16,22,20,14,12,0
2561,2020,Central Michigan,16,6,3,3,0,.500,188,181,7,16,23,22,9,7,0
2562,2020,Georgia,16,10,8,2,0,.800,323,200,123,16,24,23,14,11,0
2563,2020,Louisville,16,11,4,7,0,.364,325,293,32,16,30,29,17,16,1
2564,2020,Ohio State,16,8,7,1,0,.875,328,206,122,16,21,21,8,7,1
2565,2019,Baylor,16,14,11,3,0,.786,471,277,194,16,29,28,24,19,0
2566,2019,California,16,13,8,5,0,.615,276,285,-9,16,29,29,26,20,0
2567,2019,Louisiana Tech,16,13,10,3,0,.769,422,284,138,16,35,35,20,13,0
2568,2019,Missouri,16,12,6,6,0,.500,304,233,71,16,27,24,19,13,0
2569,2019,Nebraska,16,12,5,7,0,.417,336,333,3,16,40,38,16,15,1
2570,2019,Utah,16,14,11,3,0,.786,452,210,242,16,23,23,15,11,1
2571,2019,Washington,16,13,8,5,0,.615,416,252,164,16,28,27,18,15,0
2572,2018,Louisiana Tech,16,13,8,5,0,.615,321,299,22,16,37,36,14,9,1
2573,2018,Michigan State,16,13,7,6,0,.538,243,223,20,16,22,22,23,17,1
2574,2018,Stanford,16,13,9,4,0,.692,369,298,71,16,32,32,29,22,1
2575,2018,Tulsa,16,12,3,9,0,.250,289,355,-66,16,41,38,21,19,1
2576,2018,Virginia,16,13,8,5,0,.615,370,261,109,16,26,25,21,16,1
2577,2018,Wisconsin,16,13,8,5,0,.615,386,294,92,16,32,31,28,21,0
2578,2018,Wyoming,16,12,6,6,0,.500,248,264,-16,16,30,30,17,12,0
2579,2017,Appalachian State,16,13,9,4,0,.692,435,263,172,16,30,29,23,18,0
2580,2017,Army,16,13,10,3,0,.769,399,286,113,16,36,34,11,6,0
2581,2017,Fresno State,16,14,10,4,0,.714,380,251,129,16,28,27,20,14,0
2582,2017,Tennessee,16,12,4,8,0,.333,238,349,-111,16,41,38,18,13,0
2583,2016,Alabama,16,15,14,1,0,.933,582,195,387,16,19,19,21,16,0
2584,2016,Arkansas,16,13,7,6,0,.538,394,404,-10,16,52,51,16,9,0
2585,2016,Army,16,13,8,5,0,.615,389,258,131,16,32,30,14,10,0
2586,2016,Georgia Tech,16,13,9,4,0,.692,367,318,49,16,38,38,20,12,1
2587,2016,North Carolina State,16,13,7,6,0,.538,351,296,55,16,32,30,24,20,0
2588,2016,Temple,16,14,10,4,0,.714,453,258,195,16,31,28,16,10,0
2589,2016,UCLA,16,12,4,8,0,.333,299,330,-31,16,35,34,28,24,0
2590,2015,Navy,16,13,11,2,0,.846,478,284,194,16,33,33,17,10,0
2591,2015,San Diego State,16,14,11,3,0,.786,450,230,220,16,29,29,13,9,0
2592,2015,San Jose State,16,13,6,7,0,.462,363,354,9,16,43,40,18,11,2
2593,2015,South Carolina,16,12,3,9,0,.250,263,330,-67,16,41,40,13,12,0
2594,2015,South Florida,16,13,8,5,0,.615,437,298,139,16,34,34,23,18,0
2595,2012,Notre Dame,16,13,12,1,0,.923,335,166,169,16,16,16,24,18,0
2596,2009,Nebraska,16,14,10,4,0,.714,352,146,206,16,14,12,24,12,1
2597,2023,Ohio State,15,13,11,2,0,.846,397,146,251,15,14,14,20,14,0
2598,2021,UCF,15,13,9,4,0,.692,415,319,96,15,40,40,18,13,0
2599,2021,Clemson,15,13,10,3,0,.769,342,193,149,15,19,18,20,13,1
2600,2021,Coastal Carolina,15,13,11,2,0,.846,532,281,251,15,30,29,11,10,0
