Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,XP%,FGA,FGM,FG%,2PM,Sfty
1001,2022,Eastern Michigan,49,13,9,4,0,.692,387,370,17,49,47,47,100.0,17,14,82.4,1,0
1002,2022,Florida,49,13,6,7,0,.462,384,375,9,49,43,42,97.7,21,14,66.7,2,1
1003,2022,Pitt,49,13,9,4,0,.692,407,316,91,49,47,47,100.0,24,20,83.3,2,1
1004,2021,UAB,49,13,9,4,0,.692,384,302,82,49,50,49,98.0,16,11,68.8,0,0
1005,2021,Arkansas,49,13,9,4,0,.692,402,298,104,49,46,46,100.0,24,20,83.3,1,0
1006,2021,Maryland,49,13,7,6,0,.538,381,399,-18,49,46,41,89.1,21,14,66.7,1,0
1007,2020,Louisiana,49,11,10,1,0,.909,370,242,128,49,46,44,95.7,15,10,66.7,1,0
1008,2020,Notre Dame,49,12,10,2,0,.833,401,236,165,49,50,50,100.0,23,15,65.2,0,0
1009,2019,Florida State,49,13,6,7,0,.462,363,362,1,49,47,46,97.9,14,7,50.0,1,0
1010,2019,Virginia Tech,49,13,8,5,0,.615,401,321,80,49,44,44,100.0,23,19,82.6,0,0
1011,2019,Wake Forest,49,13,8,5,0,.615,414,378,36,49,48,48,100.0,25,24,96.0,0,0
1012,2018,Arkansas State,49,13,8,5,0,.615,394,333,61,49,46,42,91.3,23,14,60.9,3,2
1013,2018,Miami (FL),49,13,7,6,0,.538,374,253,121,49,48,47,97.9,12,9,75.0,0,0
1014,2018,Middle Tennessee State,49,14,8,6,0,.571,392,374,18,49,45,40,88.9,24,18,75.0,2,0
1015,2018,Ole Miss,49,12,5,7,0,.417,407,434,-27,49,48,47,97.9,27,22,81.5,0,0
1016,2018,Purdue,49,13,6,7,0,.462,397,390,7,49,47,44,93.6,25,19,76.0,1,0
1017,2018,Troy,49,13,10,3,0,.769,399,286,113,49,45,45,100.0,24,18,75.0,2,1
1018,2018,Virginia Tech,49,13,6,7,0,.462,388,403,-15,49,48,48,100.0,19,12,63.2,2,0
1019,2017,Central Michigan,49,13,8,5,0,.615,370,358,12,49,46,45,97.8,11,7,63.6,1,1
1020,2017,Northwestern,49,13,10,3,0,.769,380,261,119,49,46,45,97.8,16,13,81.3,1,0
1021,2017,Texas,49,13,7,6,0,.538,383,276,107,49,48,48,100.0,19,11,57.9,0,1
1022,2016,Kentucky,49,13,7,6,0,.538,390,407,-17,49,45,44,97.8,19,16,84.2,2,0
1023,2014,Air Force,49,13,10,3,0,.769,409,314,95,49,46,46,100.0,22,19,86.4,2,0
1024,2014,Fresno State,49,14,6,8,0,.429,371,454,-83,49,48,46,95.8,14,9,64.3,0,0
1025,2014,Washington,49,14,8,6,0,.571,423,347,76,49,48,47,97.9,24,20,83.3,2,1
1026,2013,Vanderbilt,49,13,9,4,0,.692,391,320,71,49,48,48,100.0,19,15,78.9,1,0
1027,2012,Air Force,49,13,6,7,0,.462,356,377,-21,49,47,46,97.9,10,4,40.0,2,0
1028,2012,Mississippi State,49,13,8,5,0,.615,383,303,80,49,48,47,97.9,22,14,63.6,0,0
1029,2012,Ohio,49,13,9,4,0,.692,412,322,90,49,49,49,100.0,31,23,74.2,0,0
1030,2012,SMU,49,13,7,6,0,.538,403,334,69,49,49,47,95.9,26,18,69.2,0,1
1031,2012,Stanford,49,14,12,2,0,.857,390,241,149,49,46,45,97.8,27,17,63.0,0,0
1032,2012,Syracuse,49,13,8,5,0,.615,390,322,68,49,43,43,100.0,23,15,65.2,2,2
1033,2012,Toledo,49,13,9,4,0,.692,410,369,41,49,47,44,93.6,29,24,82.8,0,0
1034,2011,Arizona,49,12,4,8,0,.333,369,425,-56,49,42,37,88.1,18,10,55.6,4,0
1035,2011,BYU,49,13,10,3,0,.769,391,265,126,49,48,48,100.0,25,15,60.0,1,1
1036,2011,Fresno State,49,13,4,9,0,.308,371,457,-86,49,47,47,100.0,17,10,58.8,0,0
1037,2011,North Carolina,49,13,7,6,0,.538,364,323,41,49,49,49,100.0,11,7,63.6,0,0
1038,2010,Michigan State,49,13,11,2,0,.846,383,290,93,49,46,45,97.8,15,14,93.3,1,0
1039,2010,Toledo,49,13,8,5,0,.615,363,371,-8,49,44,41,93.2,14,6,42.9,2,3
1040,2009,Ole Miss,49,13,9,4,0,.692,384,230,154,49,48,45,93.8,20,15,75.0,0,0
1041,2009,Oregon State,49,13,8,5,0,.615,409,325,84,49,47,45,95.7,27,22,81.5,1,1
1042,2009,Tennessee,49,13,7,6,0,.538,381,289,92,49,47,46,97.9,21,13,61.9,0,1
1043,2008,Fresno State,49,13,7,6,0,.538,385,404,-19,49,47,46,97.9,22,15,68.2,0,0
1044,2008,Rutgers,49,13,8,5,0,.615,377,245,132,49,48,45,93.8,17,12,70.6,0,1
1045,2007,Bowling Green,49,13,8,5,0,.615,392,417,-25,49,47,47,100.0,19,15,78.9,2,1
1046,2007,California,49,13,7,6,0,.538,381,348,33,49,49,48,98.0,20,13,65.0,0,0
1047,2006,Pitt,49,12,6,6,0,.500,381,274,107,49,47,47,100.0,14,12,85.7,0,2
1048,2005,Oregon,49,12,10,2,0,.833,414,278,136,49,43,39,90.7,33,23,69.7,5,1
1049,2004,Florida,49,12,7,5,0,.583,382,253,129,49,49,49,100.0,19,13,68.4,0,0
1050,2003,Colorado State,49,13,7,6,0,.538,381,318,63,49,48,46,95.8,19,13,68.4,1,0
1051,2003,New Mexico,49,13,8,5,0,.615,391,290,101,49,48,45,93.8,18,16,88.9,1,1
1052,2003,West Virginia,49,13,8,5,0,.615,376,297,79,49,49,47,95.9,18,11,61.1,0,1
1053,2002,Miami (OH),49,12,7,5,0,.583,384,325,59,49,46,44,95.7,14,14,100.0,2,0
1054,2002,San Jose State,49,13,6,7,0,.462,376,467,-91,49,44,42,95.5,20,12,60.0,2,0
1055,2025,Georgia Tech,48,13,9,4,0,.692,418,325,93,48,45,45,100.0,29,25,86.2,2,0
1056,2025,Kennesaw State,48,14,10,4,0,.714,374,357,17,48,46,43,93.5,20,13,65.0,0,2
1057,2025,Texas,48,13,10,3,0,.769,396,264,132,48,48,48,100.0,24,20,83.3,0,0
1058,2024,BYU,48,13,11,2,0,.846,405,255,150,48,41,41,100.0,27,24,88.9,2,0
1059,2024,UCF,48,12,4,8,0,.333,365,323,42,48,45,44,97.8,15,9,60.0,2,1
1060,2024,Texas A&M,48,13,8,5,0,.615,395,289,106,48,47,47,100.0,24,20,83.3,0,0
1061,2024,Western Michigan,48,13,6,7,0,.462,376,407,-31,48,47,47,100.0,16,13,81.3,0,1
1062,2023,Oklahoma State,48,14,10,4,0,.714,414,400,14,48,45,43,95.6,34,27,79.4,1,0
1063,2023,Texas Christian,48,12,5,7,0,.417,376,334,42,48,46,44,95.7,21,14,66.7,1,0
1064,2021,Arizona State,48,13,8,5,0,.615,369,271,98,48,46,43,93.5,13,8,61.5,2,1
1065,2021,Eastern Michigan,48,13,7,6,0,.538,392,390,2,48,47,47,100.0,22,19,86.4,0,0
1066,2021,Iowa State,48,13,7,6,0,.538,407,267,140,48,47,47,100.0,27,24,88.9,0,0
1067,2021,Mississippi State,48,13,7,6,0,.538,378,337,41,48,42,42,100.0,25,14,56.0,2,1
1068,2020,SMU,48,10,7,3,0,.700,386,309,77,48,46,43,93.5,21,17,81.0,1,1
1069,2019,Boston College,48,13,6,7,0,.462,377,418,-41,48,45,45,100.0,18,12,66.7,1,0
1070,2019,Eastern Michigan,48,13,6,7,0,.462,379,398,-19,48,38,35,92.1,19,14,73.7,4,0
1071,2019,Mississippi State,48,13,6,7,0,.462,359,375,-16,48,45,44,97.8,12,9,75.0,0,0
1072,2018,Arizona State,48,13,7,6,0,.538,389,332,57,48,45,45,100.0,22,18,81.8,1,0
1073,2018,LSU,48,13,10,3,0,.769,421,283,138,48,42,42,100.0,33,29,87.9,2,0
1074,2018,Mississippi State,48,13,8,5,0,.615,371,171,200,48,47,47,100.0,16,12,75.0,0,0
1075,2017,Iowa,48,13,8,5,0,.615,367,259,108,48,44,44,100.0,13,11,84.6,0,1
1076,2017,Ole Miss,48,12,6,6,0,.500,394,415,-21,48,44,42,95.5,24,19,79.2,2,1
1077,2017,Northern Illinois,48,13,8,5,0,.615,376,286,90,48,49,49,100.0,16,9,56.3,0,0
1078,2017,Washington State,48,13,9,4,0,.692,394,335,59,48,47,46,97.9,24,20,83.3,0,0
1079,2016,Appalachian State,48,13,10,3,0,.769,380,232,148,48,48,47,97.9,21,15,71.4,0,0
1080,2016,Northern Illinois,48,12,5,7,0,.417,366,364,2,48,46,45,97.8,18,11,61.1,0,0
1081,2016,Texas,48,12,5,7,0,.417,383,378,5,48,44,40,90.9,24,17,70.8,0,2
1082,2016,UTSA,48,13,6,7,0,.462,379,363,16,48,45,43,95.6,17,12,70.6,2,0
1083,2016,Wisconsin,48,14,11,3,0,.786,397,218,179,48,47,45,95.7,27,20,74.1,1,1
1084,2015,Colorado State,48,13,7,6,0,.538,385,354,31,48,46,43,93.5,23,16,69.6,2,1
1085,2015,San Jose State,48,13,6,7,0,.462,363,354,9,48,45,42,93.3,19,11,57.9,0,0
1086,2015,Temple,48,14,10,4,0,.714,417,281,136,48,1,44,4400.0,28,23,82.1,4,0
1087,2015,Utah State,48,13,6,7,0,.462,377,347,30,48,48,46,95.8,17,11,64.7,0,1
1088,2014,Buffalo,48,12,5,6,0,.455,355,347,8,48,44,41,93.2,14,6,42.9,1,0
1089,2014,Minnesota,48,13,8,5,0,.615,369,314,55,48,47,45,95.7,17,12,70.6,0,0
1090,2014,Ole Miss,48,13,9,4,0,.692,368,208,160,48,49,47,95.9,16,9,56.3,0,0
1091,2014,Nevada,48,13,7,6,0,.538,379,354,25,48,45,43,95.6,18,14,77.8,2,1
1092,2014,Rice,48,13,8,5,0,.615,374,370,4,48,49,48,98.0,20,13,65.0,0,0
1093,2014,Texas Tech,48,12,4,8,0,.333,366,495,-129,48,44,42,95.5,14,10,71.4,0,0
1094,2014,Utah,48,13,9,4,0,.692,407,324,83,48,45,44,97.8,28,23,82.1,0,0
1095,2014,West Virginia,48,13,7,6,0,.538,435,359,76,48,47,47,100.0,39,30,76.9,0,1
1096,2013,Michigan State,48,14,13,1,0,.929,411,185,226,48,51,48,94.1,22,19,86.4,0,2
1097,2013,Middle Tennessee State,48,13,8,5,0,.615,377,341,36,48,47,47,100.0,16,12,75.0,0,1
1098,2013,Mississippi State,48,13,7,6,0,.538,360,299,61,48,42,40,95.2,21,10,47.6,1,2
1099,2013,Oklahoma,48,13,11,2,0,.846,427,287,140,48,48,47,97.9,26,24,92.3,1,0
1100,2012,Michigan,48,13,8,5,0,.615,388,258,130,48,46,46,100.0,21,18,85.7,0,0
1101,2012,Western Kentucky,48,13,7,6,0,.538,366,331,35,48,45,44,97.8,15,10,66.7,1,1
1102,2011,Florida State,48,13,9,4,0,.692,398,196,202,48,44,44,100.0,27,22,81.5,0,0
1103,2011,North Carolina State,48,13,8,5,0,.615,367,321,46,48,48,46,95.8,16,11,68.8,0,0
1104,2011,Virginia Tech,48,14,11,3,0,.786,391,247,144,48,46,45,97.8,25,18,72.0,1,1
1105,2010,Arizona State,48,12,6,6,0,.500,387,300,87,48,45,42,93.3,24,17,70.8,2,1
1106,2010,Iowa,48,13,8,5,0,.615,376,221,155,48,47,44,93.6,17,14,82.4,0,1
1107,2010,Mississippi State,48,13,9,4,0,.692,377,258,119,48,48,48,100.0,19,13,68.4,0,1
1108,2010,Missouri,48,13,10,3,0,.769,388,209,179,48,47,45,95.7,19,17,89.5,0,2
1109,2010,SMU,48,14,7,7,0,.500,360,359,1,48,48,48,100.0,14,8,57.1,0,0
1110,2009,Bowling Green,48,13,7,6,0,.538,370,357,13,48,46,44,95.7,21,12,57.1,0,1
1111,2009,California,48,13,8,5,0,.615,378,331,47,48,46,45,97.8,24,15,62.5,0,0
1112,2009,Florida State,48,13,7,6,0,.538,391,390,1,48,44,40,90.9,27,19,70.4,3,0
1113,2009,North Carolina State,48,12,5,7,0,.417,364,374,-10,48,47,46,97.9,12,10,83.3,0,0
1114,2009,Temple,48,13,9,4,0,.692,384,290,94,48,48,45,93.8,25,17,68.0,0,0
1115,2008,Central Michigan,48,13,8,5,0,.615,384,393,-9,48,46,44,95.7,21,16,76.2,2,0
1116,2008,Iowa,48,13,9,4,0,.692,394,169,225,48,47,45,95.7,24,19,79.2,1,1
1117,2008,UTEP,48,12,5,7,0,.417,395,444,-49,48,46,45,97.8,27,20,74.1,1,0
1118,2008,Western Michigan,48,13,9,4,0,.692,372,324,48,48,43,41,95.3,16,11,68.8,3,2
1119,2007,Air Force,48,13,9,4,0,.692,389,274,115,48,46,44,95.7,27,19,70.4,0,0
1120,2007,Penn State,48,13,9,4,0,.692,394,228,166,48,48,46,95.8,26,20,76.9,0,0
1121,2007,Virginia Tech,48,14,11,3,0,.786,402,225,177,48,47,45,95.7,26,21,80.8,2,1
1122,2007,Washington,48,13,4,9,0,.308,380,411,-31,48,46,45,97.8,21,15,71.4,1,0
1123,2006,Missouri,48,13,8,5,0,.615,391,254,137,48,45,45,100.0,21,18,85.7,0,2
1124,2006,Navy,48,13,9,4,0,.692,367,261,106,48,48,47,97.9,14,10,71.4,0,1
1125,2006,Oregon,48,13,7,6,0,.538,383,345,38,48,45,43,95.6,25,16,64.0,2,0
1126,2006,Purdue,48,14,8,6,0,.571,364,374,-10,48,48,47,97.9,21,9,42.9,0,1
1127,2006,Wisconsin,48,13,12,1,0,.923,380,157,223,48,47,47,100.0,20,15,75.0,0,0
