Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,XP%,FGA,FGM,FG%,2PM,Sfty
3201,2001,Miami (OH),,12,7,5,0,.583,319,309,10,,42,35,83.3,18,8,44.4,,
3202,2001,Michigan,,11,8,4,0,.667,303,192,111,,35,35,100.0,19,12,63.2,,
3203,2001,Michigan State,,11,7,5,0,.583,330,276,54,,42,40,95.2,18,8,44.4,,
3204,2001,Middle Tennessee State,,11,8,3,0,.727,408,286,122,,46,44,95.7,9,6,66.7,,
3205,2001,Minnesota,,11,4,7,0,.364,308,299,9,,37,37,100.0,15,9,60.0,,
3206,2001,Ole Miss,,11,7,4,0,.636,391,310,81,,50,47,94.0,8,4,50.0,,
3207,2001,Mississippi State,,11,3,8,0,.273,196,288,-92,,23,20,87.0,16,8,50.0,,
3208,2001,Missouri,,11,4,7,0,.364,240,330,-90,,24,23,95.8,16,11,68.8,,
3209,2001,Navy,,10,0,10,0,.000,183,344,-161,,18,16,88.9,16,15,93.8,,
3210,2001,Nebraska,,12,11,2,0,.846,449,189,260,,53,49,92.5,17,12,70.6,,
3211,2001,Nevada,,11,3,8,0,.273,286,431,-145,,26,23,88.5,23,15,65.2,,
3212,2001,Nevada-Las Vegas,,11,4,7,0,.364,284,270,14,,35,33,94.3,12,7,58.3,,
3213,2001,New Mexico,,11,6,5,0,.545,304,243,61,,32,31,96.9,22,19,86.4,,
3214,2001,New Mexico State,,12,5,7,0,.417,286,400,-114,,30,28,93.3,11,8,72.7,,
3215,2001,North Carolina,,12,8,5,0,.615,321,261,60,,41,39,95.1,16,12,75.0,,
3216,2001,North Carolina State,,11,7,5,0,.583,300,223,77,,33,28,84.8,18,16,88.9,,
3217,2001,North Texas,,11,5,7,0,.417,255,248,7,,31,30,96.8,14,9,64.3,,
3218,2001,Northern Illinois,,11,6,5,0,.545,303,292,11,,32,31,96.9,26,20,76.9,,
3219,2001,Northwestern,,11,4,7,0,.364,320,378,-58,,40,37,92.5,13,7,53.8,,
3220,2001,Notre Dame,,11,5,6,0,.455,214,215,-1,,23,23,100.0,17,15,88.2,,
3221,2001,Ohio,,11,1,10,0,.091,198,323,-125,,23,21,91.3,12,7,58.3,,
3222,2001,Ohio State,,11,7,5,0,.583,284,213,71,,34,32,94.1,24,10,41.7,,
3223,2001,Oklahoma,,12,11,2,0,.846,387,166,221,,47,45,95.7,28,20,71.4,,
3224,2001,Oklahoma State,,11,4,7,0,.364,242,281,-39,,27,27,100.0,17,15,88.2,,
3225,2001,Oregon,,11,11,1,0,.917,374,240,134,,50,48,96.0,12,6,50.0,,
3226,2001,Oregon State,,11,5,6,0,.455,287,259,28,,34,34,100.0,20,13,65.0,,
3227,2001,Penn State,,11,5,6,0,.455,248,281,-33,,31,30,96.8,10,6,60.0,,
3228,2001,Pitt,,11,7,5,0,.583,262,226,36,,32,31,96.9,17,11,64.7,,
3229,2001,Purdue,,11,6,6,0,.500,223,245,-22,,25,20,80.0,22,17,77.3,,
3230,2001,Rice,,12,8,4,0,.667,333,335,-2,,41,39,95.1,23,12,52.2,,
3231,2001,Rutgers,,11,2,9,0,.182,119,397,-278,,11,8,72.7,11,7,63.6,,
3232,2001,San Diego State,,11,3,8,0,.273,184,290,-106,,22,20,90.9,13,10,76.9,,
3233,2001,San Jose State,,12,3,9,0,.250,295,461,-166,,33,31,93.9,17,10,58.8,,
3234,2001,South Carolina,,11,9,3,0,.750,279,202,77,,33,31,93.9,16,12,75.0,,
3235,2001,South Florida,,11,8,3,0,.727,387,231,156,,52,44,84.6,12,3,25.0,,
3236,2001,USC,,11,6,6,0,.500,292,197,95,,33,31,93.9,17,15,88.2,,
