Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,XP%,FGA,FGM,FG%,2PM,Sfty
3001,2020,Colorado State,11,4,1,3,0,.250,89,143,-54,11,11,11,100.0,7,4,57.1,0,0
3002,2020,Miami (OH),11,3,2,1,0,.667,86,80,6,11,11,11,100.0,4,3,75.0,0,0
3003,2020,Arizona,10,5,0,5,0,.000,87,199,-112,10,10,9,90.0,7,6,85.7,0,0
3004,2020,California,10,4,1,3,0,.250,81,106,-25,10,10,9,90.0,5,4,80.0,0,0
3005,2020,Bowling Green,6,5,0,5,0,.000,57,225,-168,6,6,6,100.0,7,5,71.4,0,0
3006,2020,New Mexico State,6,2,1,1,0,.500,53,72,-19,6,5,5,100.0,4,4,100.0,0,0
3007,2020,Massachusetts,1,4,0,4,0,.000,12,161,-149,1,1,1,100.0,3,1,33.3,0,1
3008,2026,Air Force,,0,0,0,0,,,,,,,,,,,,,
3009,2026,Akron,,0,0,0,0,,,,,,,,,,,,,
3010,2026,Alabama,,0,0,0,0,,,,,,,,,,,,,
3011,2026,UAB,,0,0,0,0,,,,,,,,,,,,,
3012,2026,Appalachian State,,0,0,0,0,,,,,,,,,,,,,
3013,2026,Arizona,,0,0,0,0,,,,,,,,,,,,,
3014,2026,Arizona State,,0,0,0,0,,,,,,,,,,,,,
3015,2026,Arkansas,,0,0,0,0,,,,,,,,,,,,,
3016,2026,Arkansas State,,0,0,0,0,,,,,,,,,,,,,
3017,2026,Army,,0,0,0,0,,,,,,,,,,,,,
3018,2026,Auburn,,0,0,0,0,,,,,,,,,,,,,
3019,2026,Ball State,,0,0,0,0,,,,,,,,,,,,,
3020,2026,Baylor,,0,0,0,0,,,,,,,,,,,,,
3021,2026,Boise State,,0,0,0,0,,,,,,,,,,,,,
3022,2026,Boston College,,0,0,0,0,,,,,,,,,,,,,
3023,2026,Bowling Green,,0,0,0,0,,,,,,,,,,,,,
3024,2026,BYU,,0,0,0,0,,,,,,,,,,,,,
3025,2026,Buffalo,,0,0,0,0,,,,,,,,,,,,,
3026,2026,California,,0,0,0,0,,,,,,,,,,,,,
3027,2026,UCF,,0,0,0,0,,,,,,,,,,,,,
3028,2026,Central Michigan,,0,0,0,0,,,,,,,,,,,,,
3029,2026,Charlotte,,0,0,0,0,,,,,,,,,,,,,
3030,2026,Cincinnati,,0,0,0,0,,,,,,,,,,,,,
3031,2026,Clemson,,0,0,0,0,,,,,,,,,,,,,
3032,2026,Coastal Carolina,,0,0,0,0,,,,,,,,,,,,,
3033,2026,Colorado,,0,0,0,0,,,,,,,,,,,,,
3034,2026,Colorado State,,0,0,0,0,,,,,,,,,,,,,
3035,2026,Connecticut,,0,0,0,0,,,,,,,,,,,,,
3036,2026,Delaware,,0,0,0,0,,,,,,,,,,,,,
3037,2026,Duke,,0,0,0,0,,,,,,,,,,,,,
3038,2026,East Carolina,,0,0,0,0,,,,,,,,,,,,,
3039,2026,Eastern Michigan,,0,0,0,0,,,,,,,,,,,,,
3040,2026,Florida,,0,0,0,0,,,,,,,,,,,,,
3041,2026,Florida Atlantic,,0,0,0,0,,,,,,,,,,,,,
3042,2026,Florida International,,0,0,0,0,,,,,,,,,,,,,
3043,2026,Florida State,,0,0,0,0,,,,,,,,,,,,,
3044,2026,Fresno State,,0,0,0,0,,,,,,,,,,,,,
3045,2026,Georgia,,0,0,0,0,,,,,,,,,,,,,
3046,2026,Georgia Southern,,0,0,0,0,,,,,,,,,,,,,
3047,2026,Georgia State,,0,0,0,0,,,,,,,,,,,,,
3048,2026,Georgia Tech,,0,0,0,0,,,,,,,,,,,,,
3049,2026,Hawaii,,0,0,0,0,,,,,,,,,,,,,
3050,2026,Houston,,0,0,0,0,,,,,,,,,,,,,
3051,2026,Illinois,,0,0,0,0,,,,,,,,,,,,,
3052,2026,Indiana,,0,0,0,0,,,,,,,,,,,,,
3053,2026,Iowa,,0,0,0,0,,,,,,,,,,,,,
3054,2026,Iowa State,,0,0,0,0,,,,,,,,,,,,,
3055,2026,Jacksonville State,,0,0,0,0,,,,,,,,,,,,,
3056,2026,James Madison,,0,0,0,0,,,,,,,,,,,,,
3057,2026,Kansas,,0,0,0,0,,,,,,,,,,,,,
3058,2026,Kansas State,,0,0,0,0,,,,,,,,,,,,,
3059,2026,Kennesaw State,,0,0,0,0,,,,,,,,,,,,,
3060,2026,Kent State,,0,0,0,0,,,,,,,,,,,,,
3061,2026,Kentucky,,0,0,0,0,,,,,,,,,,,,,
3062,2026,Liberty,,0,0,0,0,,,,,,,,,,,,,
3063,2026,Louisiana,,0,0,0,0,,,,,,,,,,,,,
3064,2026,Louisiana-Monroe,,0,0,0,0,,,,,,,,,,,,,
