Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,XP%,FGA,FGM,FG%,2PM,Sfty
601,2007,Nevada,56,13,6,7,0,.462,435,418,17,56,54,51,94.4,21,16,76.2,0,0
602,2007,Purdue,56,13,8,5,0,.615,446,345,101,56,56,56,100.0,22,18,81.8,0,0
603,2007,South Florida,56,13,9,4,0,.692,451,304,147,56,53,52,98.1,29,19,65.5,1,2
604,2007,Tennessee,56,14,10,4,0,.714,455,382,73,56,53,52,98.1,29,21,72.4,1,1
605,2005,Minnesota,56,12,7,5,0,.583,429,348,81,56,53,45,84.9,20,14,70.0,3,0
606,2005,Toledo,56,12,9,3,0,.750,429,261,168,56,55,54,98.2,13,13,100.0,0,0
607,2003,Arkansas,56,13,9,4,0,.692,436,305,131,56,51,50,98.0,21,14,66.7,4,0
608,2002,Air Force,56,13,8,5,0,.615,440,303,137,56,53,50,94.3,18,16,88.9,1,2
609,2002,Texas,56,13,11,2,0,.846,439,212,227,56,55,55,100.0,26,16,61.5,0,0
610,2002,Virginia Tech,56,14,10,4,0,.714,429,263,166,56,53,51,96.2,23,12,52.2,1,2
611,2025,Boise State,55,14,9,5,0,.643,418,337,81,55,51,50,98.0,17,12,70.6,1,0
612,2023,Arizona,55,13,10,3,0,.769,450,274,176,55,53,53,100.0,24,19,79.2,2,0
613,2023,North Carolina,55,13,8,5,0,.615,449,355,94,55,51,51,100.0,24,22,91.7,1,0
614,2023,San Jose State,55,13,7,6,0,.538,414,333,81,55,55,54,98.2,15,10,66.7,0,0
615,2022,East Carolina,55,13,8,5,0,.615,423,353,70,55,51,46,90.2,20,13,65.0,3,1
616,2022,Oklahoma,55,13,6,7,0,.462,427,390,37,55,53,53,100.0,18,12,66.7,2,1
617,2022,South Carolina,55,13,8,5,0,.615,418,375,43,55,47,45,95.7,11,11,100.0,5,0
618,2022,Texas,55,13,8,5,0,.615,448,281,167,55,55,55,100.0,26,21,80.8,0,0
619,2022,Texas Tech,55,13,8,5,0,.615,445,379,66,55,49,48,98.0,26,21,80.8,2,0
620,2021,Kentucky,55,13,10,3,0,.769,420,282,138,55,56,54,96.4,13,10,76.9,0,0
621,2021,Texas,55,12,5,7,0,.417,423,373,50,55,53,52,98.1,15,13,86.7,0,1
622,2021,Toledo,55,13,7,6,0,.538,434,283,151,55,52,52,100.0,24,14,58.3,1,1
623,2020,UCF,55,10,6,4,0,.600,422,332,90,55,49,46,93.9,17,12,70.6,4,1
624,2019,Central Michigan,55,14,8,6,0,.571,426,396,30,55,47,47,100.0,21,13,61.9,4,1
625,2019,Florida,55,13,11,2,0,.846,432,201,231,55,52,51,98.1,19,17,89.5,0,0
626,2018,Western Michigan,55,13,7,6,0,.538,416,449,-33,55,50,47,94.0,16,11,68.8,3,0
627,2017,Appalachian State,55,13,9,4,0,.692,435,263,172,55,54,52,96.3,24,17,70.8,0,1
628,2017,Army,55,13,10,3,0,.769,399,286,113,55,52,50,96.2,8,3,37.5,2,0
629,2017,North Carolina State,55,13,9,4,0,.692,419,328,91,55,52,49,94.2,20,10,50.0,2,0
630,2017,Stanford,55,14,9,5,0,.643,453,318,135,55,54,54,100.0,26,21,80.8,0,0
631,2016,Air Force,55,13,10,3,0,.769,457,341,116,55,51,51,100.0,25,22,88.0,2,0
632,2016,Colorado,55,14,10,4,0,.714,435,304,131,55,53,50,94.3,26,17,65.4,2,0
633,2016,Miami (FL),55,13,9,4,0,.692,446,241,205,55,55,53,96.4,26,21,80.8,0,0
634,2016,Southern Mississippi,55,13,7,6,0,.538,427,384,43,55,52,50,96.2,18,15,83.3,1,0
635,2015,Michigan State,55,14,12,2,0,.857,417,304,113,55,53,51,96.2,19,12,63.2,0,0
636,2014,Florida State,55,14,13,1,0,.929,472,358,114,55,55,55,100.0,30,27,90.0,0,0
