Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,FGA,FGM,Sfty
601,2011,Kansas State,45,13,10,3,0,.769,413,363,50,45,43,40,24,17,0
602,2011,Northwestern,45,13,6,7,0,.462,376,360,16,45,42,41,21,15,0
603,2011,Texas A&M,45,13,7,6,0,.538,508,366,142,45,41,41,21,17,0
604,2011,Utah State,45,13,7,6,0,.538,437,363,74,45,42,41,21,16,0
605,2010,Arkansas State,45,12,4,8,0,.333,360,369,-9,45,40,37,25,18,0
606,2010,Buffalo,45,12,2,10,0,.167,170,334,-164,45,44,40,16,8,0
607,2010,Colorado,45,12,5,7,0,.417,290,369,-79,45,43,43,20,16,2
608,2010,Florida International,45,13,7,6,0,.538,374,355,19,45,42,42,20,13,0
609,2010,North Texas,45,12,3,9,0,.250,287,356,-69,45,44,44,20,14,0
610,2010,Purdue,45,12,4,8,0,.333,236,345,-109,45,41,38,19,11,0
611,2010,USC,45,13,8,5,0,.615,403,347,56,45,40,36,17,13,0
612,2009,Illinois,45,12,3,9,0,.250,290,362,-72,45,43,43,22,15,0
613,2009,Indiana,45,12,4,8,0,.333,282,354,-72,45,43,43,17,11,3
614,2008,Baylor,45,12,4,8,0,.333,336,352,-16,45,43,42,15,12,1
615,2008,Louisiana-Monroe,45,12,4,8,0,.333,284,374,-90,45,42,40,28,20,1
616,2008,Memphis,45,13,6,7,0,.462,353,353,0,45,41,39,18,14,0
617,2008,Oklahoma,45,14,12,2,0,.857,716,343,373,45,41,40,15,9,1
618,2007,Colorado State,45,12,3,9,0,.250,304,369,-65,45,44,43,22,18,0
619,2006,Army,45,12,3,9,0,.250,232,335,-103,45,45,40,16,7,2
620,2006,Minnesota,45,13,6,7,0,.462,376,338,38,45,41,39,16,9,1
621,2006,Purdue,45,14,8,6,0,.571,364,374,-10,45,39,38,27,20,0
622,2005,Colorado State,45,12,6,6,0,.500,321,369,-48,45,44,38,21,19,1
623,2005,Missouri,45,12,7,5,0,.583,369,350,19,45,43,40,17,12,1
624,2005,San Jose State,45,11,3,8,0,.273,248,357,-109,45,45,44,18,13,1
625,2005,Utah State,45,11,3,8,0,.273,208,360,-152,45,45,44,22,14,1
626,2004,UCF,45,11,0,11,0,.000,175,362,-187,45,44,43,20,15,2
627,2004,Kansas State,45,11,4,7,0,.364,326,337,-11,45,44,43,13,8,0
628,2004,Nevada-Las Vegas,45,11,2,9,0,.182,229,357,-128,45,43,43,20,12,2
629,2004,North Texas,45,12,7,5,0,.583,309,358,-49,45,40,38,21,14,0
630,2004,South Florida,45,11,4,7,0,.364,271,351,-80,45,43,38,16,13,0
631,2003,Louisville,45,13,9,4,0,.692,450,361,89,45,42,40,19,15,1
632,2003,Oregon,45,13,8,5,0,.615,356,348,8,45,42,37,22,13,0
633,2003,Wyoming,45,12,4,8,0,.333,286,360,-74,45,44,40,19,14,3
634,2002,Ball State,45,12,6,6,0,.500,278,333,-55,45,43,40,15,7,0
635,2002,Colorado State,45,14,10,4,0,.714,418,332,86,45,37,32,12,6,1
636,2002,Nevada-Las Vegas,45,12,5,7,0,.417,292,366,-74,45,42,39,25,15,2
637,2002,Vanderbilt,45,12,2,10,0,.167,221,368,-147,45,41,40,23,18,1
638,2025,Air Force,44,12,4,8,0,.333,358,364,-6,44,41,41,20,19,0
639,2025,Tulsa,44,12,4,8,0,.333,278,347,-69,44,38,38,14,13,0
640,2025,Virginia Tech,44,12,3,9,0,.250,257,362,-105,44,43,42,21,18,0
641,2024,Florida Atlantic,44,12,3,9,0,.250,311,363,-52,44,39,39,25,18,2
642,2024,Jacksonville State,44,14,9,5,0,.643,504,366,138,44,42,41,26,19,1
643,2024,Maryland,44,12,4,8,0,.333,284,365,-81,44,42,42,23,19,0
644,2024,Oregon State,44,12,5,7,0,.417,291,359,-68,44,39,39,19,16,1
645,2024,Rutgers,44,13,7,6,0,.538,376,330,46,44,35,33,14,7,1
646,2024,San Jose State,44,13,7,6,0,.538,369,358,11,44,41,40,20,16,0
647,2023,Boise State,44,14,8,6,0,.571,450,358,92,44,41,40,19,16,0
648,2023,Liberty,44,14,13,1,0,.929,536,340,196,44,37,36,14,10,0
649,2023,Minnesota,44,13,6,7,0,.462,272,347,-75,44,41,41,16,14,0
650,2023,Purdue,44,12,4,8,0,.333,287,365,-78,44,41,40,23,17,0
651,2023,Rice,44,13,6,7,0,.462,384,365,19,44,39,38,24,19,0
652,2023,San Jose State,44,13,7,6,0,.538,414,333,81,44,43,43,11,8,0
653,2023,West Virginia,44,13,9,4,0,.692,409,340,69,44,43,43,20,11,0
654,2022,Baylor,44,13,6,7,0,.462,418,349,69,44,41,39,18,14,1
655,2022,Buffalo,44,13,7,6,0,.538,371,347,24,44,38,38,14,13,1
656,2022,Central Michigan,44,12,4,8,0,.333,297,338,-41,44,41,39,19,9,2
657,2022,East Carolina,44,13,8,5,0,.615,423,353,70,44,41,41,15,14,0
658,2022,Memphis,44,13,7,6,0,.538,459,338,121,44,38,38,12,10,0
659,2022,Temple,44,12,3,9,0,.250,263,351,-88,44,43,43,22,14,0
660,2022,UTSA,44,14,11,3,0,.786,515,363,152,44,42,42,22,17,0
661,2012,Auburn,44,12,3,9,0,.250,224,340,-116,44,44,44,20,10,1
662,2012,Memphis,44,12,4,8,0,.333,293,363,-70,44,43,42,20,19,0
663,2012,Miami (FL),44,12,7,5,0,.583,377,366,11,44,41,39,27,19,1
664,2012,Ole Miss,44,13,7,6,0,.538,409,359,50,44,42,40,22,17,1
665,2012,North Texas,44,12,4,8,0,.333,251,334,-83,44,42,40,14,10,0
666,2012,Temple,44,11,4,7,0,.364,272,343,-71,44,41,40,17,11,1
667,2012,UTSA,44,12,8,4,0,.667,374,345,29,44,43,42,19,13,0
668,2012,Tulsa,44,14,11,3,0,.786,486,331,155,44,40,36,18,9,0
669,2012,Virginia,44,12,4,8,0,.333,273,347,-74,44,41,39,21,14,1
670,2011,Nevada,44,13,7,6,0,.538,412,327,85,44,40,38,14,7,0
671,2011,Oklahoma State,44,13,12,1,0,.923,633,348,285,44,42,41,19,13,2
672,2010,Cincinnati,44,12,4,8,0,.333,325,336,-11,44,44,43,14,9,1
673,2010,Miami (OH),44,14,10,4,0,.714,302,325,-23,44,44,40,14,7,0
674,2009,Oregon State,44,13,8,5,0,.615,409,325,84,44,39,38,7,5,1
675,2009,San Diego State,44,12,4,8,0,.333,280,366,-86,44,44,42,27,20,0
676,2009,Stanford,44,13,8,5,0,.615,461,345,116,44,43,42,16,13,0
677,2009,Syracuse,44,12,4,8,0,.333,254,335,-81,44,42,40,17,9,1
678,2009,Wyoming,44,13,7,6,0,.538,238,355,-117,44,42,41,20,16,0
679,2008,Oregon,44,13,10,3,0,.769,545,367,178,44,41,40,27,19,2
680,2008,UCLA,44,12,4,8,0,.333,212,348,-136,44,43,42,22,14,0
681,2007,UCF,44,14,10,4,0,.714,502,372,130,44,40,38,28,22,2
682,2007,Ole Miss,44,12,3,9,0,.250,241,342,-101,44,42,40,22,12,0
683,2007,Ohio,44,12,6,6,0,.500,366,359,7,44,43,41,21,18,0
684,2007,Western Michigan,44,12,5,7,0,.417,323,347,-24,44,43,39,19,14,1
685,2005,Air Force,44,11,4,7,0,.364,330,349,-19,44,40,38,19,15,0
686,2005,Arizona State,44,12,7,5,0,.583,442,359,83,44,43,43,23,16,1
687,2005,Minnesota,44,12,7,5,0,.583,429,348,81,44,43,43,20,13,0
688,2005,Washington State,44,11,4,7,0,.364,368,346,22,44,40,39,17,13,0
689,2004,Air Force,44,11,5,6,0,.455,326,342,-16,44,42,40,13,12,1
690,2004,UAB,44,12,7,5,0,.583,372,351,21,44,41,41,22,14,0
691,2004,Indiana,44,11,3,8,0,.273,262,343,-81,44,41,41,16,12,0
692,2004,Kentucky,44,11,2,9,0,.182,173,341,-168,44,39,36,18,11,1
693,2004,Northwestern,44,12,6,6,0,.500,295,342,-47,44,43,40,23,12,0
694,2004,Syracuse,44,12,6,6,0,.500,287,344,-57,44,43,40,24,12,1
695,2004,Utah State,44,11,3,8,0,.273,184,333,-149,44,41,40,12,9,0
696,2003,Boston College,44,13,8,5,0,.615,370,331,39,44,38,33,21,10,2
697,2003,California,44,14,8,6,0,.571,457,341,116,44,41,40,20,11,1
698,2002,Duke,44,12,2,10,0,.167,227,353,-126,44,42,39,22,16,1
699,2002,Mississippi State,44,12,3,9,0,.250,227,339,-112,44,42,39,19,10,2
