Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,FGA,FGM,Sfty
2936,2013,LSU,,13,10,3,0,.769,465,286,179,,31,31,,21,0
2937,2013,Louisiana Tech,,12,4,8,0,.333,230,315,-85,,39,39,,14,1
2938,2013,Louisville,,13,12,1,0,.923,457,158,299,,18,18,,10,0
2939,2013,Marshall,,14,10,4,0,.714,590,321,269,,36,33,,14,0
2940,2013,Maryland,,13,7,6,0,.538,340,329,11,,37,36,,21,2
2941,2013,Massachusetts,,12,1,11,0,.083,140,396,-256,,50,49,,15,0
2942,2013,Miami (FL),,13,9,4,0,.692,440,348,92,,42,39,,17,1
2943,2013,Miami (OH),,12,0,12,0,.000,117,428,-311,,54,54,,14,0
2944,2013,Michigan,,13,7,6,0,.538,419,349,70,,38,37,,24,0
2945,2013,Michigan State,,14,13,1,0,.929,411,185,226,,20,20,,13,0
2946,2013,Middle Tennessee State,,13,8,5,0,.615,377,341,36,,39,38,,13,0
2947,2013,Minnesota,,12,8,5,0,.615,334,289,45,,33,31,,14,0
2948,2013,Ole Miss,,13,8,5,0,.615,390,308,82,,37,36,,14,1
2949,2013,Mississippi State,,13,7,6,0,.538,360,299,61,,35,35,,14,0
2950,2013,Missouri,,14,12,2,0,.857,548,323,225,,36,36,,17,0
2951,2013,Navy,,13,9,4,0,.692,436,317,119,,37,36,,9,0
2952,2013,Nebraska,,13,9,4,0,.692,415,323,92,,37,36,,19,1
2953,2013,Nevada,,12,4,8,0,.333,323,413,-90,,50,47,,12,0
2954,2013,Nevada-Las Vegas,,13,7,6,0,.538,389,414,-25,,51,49,,11,0
2955,2013,New Mexico,,12,3,9,0,.250,393,513,-120,,71,69,,6,0
2956,2013,North Carolina,,13,7,6,0,.538,425,318,107,,37,36,,18,1
2957,2013,North Carolina State,,12,3,9,0,.250,274,362,-88,,45,43,,9,0
2958,2013,North Texas,,13,9,4,0,.692,414,231,183,,29,28,,7,0
2959,2013,Northern Illinois,,14,12,2,0,.857,555,351,204,,40,37,,18,0
2960,2013,Northwestern,,12,5,7,0,.417,314,325,-11,,37,35,,16,0
2961,2013,Notre Dame,,13,9,4,0,.692,354,291,63,,33,31,,18,0
2962,2013,Ohio,,13,7,6,0,.538,356,357,-1,,45,43,,12,0
2963,2013,Ohio State,,14,12,2,0,.857,637,317,320,,37,36,,9,3
2964,2013,Oklahoma,,13,11,2,0,.846,427,287,140,,35,32,,13,1
2965,2013,Oklahoma State,,13,10,3,0,.769,508,281,227,,31,30,,17,0
2966,2013,Oregon,,13,11,2,0,.846,591,266,325,,30,29,,15,0
2967,2013,Oregon State,,13,7,6,0,.538,452,408,44,,47,43,,19,1
2968,2013,Penn State,,12,7,5,0,.583,344,314,30,,37,37,,15,0
2969,2013,Pitt,,13,7,6,0,.538,342,353,-11,,39,38,,17,0
2970,2013,Purdue,,12,1,11,0,.083,179,456,-277,,61,61,,9,1
2971,2013,Rice,,14,10,4,0,.714,415,342,73,,42,40,,14,1
2972,2013,Rutgers,,13,6,7,0,.462,345,387,-42,,48,46,,15,0
2973,2013,San Diego State,,13,8,5,0,.615,387,412,-25,,53,49,,11,1
2974,2013,San Jose State,,12,6,6,0,.500,389,421,-32,,51,45,,14,0
2975,2013,South Alabama,,12,6,6,0,.500,353,302,51,,32,32,,16,0
2976,2013,South Carolina,,13,11,2,0,.846,443,264,179,,29,29,,13,0
2977,2013,South Florida,,12,2,10,0,.167,165,343,-178,,43,41,,14,0
2978,2013,USC,,14,10,4,0,.714,416,297,119,,37,36,,7,1
2979,2013,SMU,,12,5,7,0,.417,321,400,-79,,48,45,,9,1
2980,2013,Southern Mississippi,,12,1,11,0,.083,205,503,-298,,66,61,,10,2
2981,2013,Stanford,,14,11,3,0,.786,452,266,186,,29,27,,17,1
2982,2013,Syracuse,,13,7,6,0,.538,295,330,-35,,40,40,,12,0
2983,2013,Temple,,12,2,10,0,.167,299,358,-59,,42,41,,21,0
2984,2013,Tennessee,,12,5,7,0,.417,286,348,-62,,46,45,,9,0
2985,2013,Texas,,13,8,5,0,.615,381,336,45,,38,37,,21,0
2986,2013,Texas A&M,,13,9,4,0,.692,575,419,156,,51,51,,12,1
2987,2013,Texas Christian,,12,4,8,0,.333,301,303,-2,,33,33,,24,0
2988,2013,UTEP,,12,2,10,0,.167,261,472,-211,,59,59,,11,1
2989,2013,UTSA,,12,7,5,0,.583,307,316,-9,,38,38,,12,0
2990,2013,Texas State,,12,6,6,0,.500,287,328,-41,,41,41,,13,0
2991,2013,Texas Tech,,13,8,5,0,.615,465,397,68,,50,49,,14,0
2992,2013,Toledo,,12,7,5,0,.583,396,343,53,,42,41,,10,0
2993,2013,Troy,,12,6,6,0,.500,409,431,-22,,53,51,,10,0
2994,2013,Tulane,,13,7,6,0,.538,322,278,44,,32,32,,16,1
2995,2013,Tulsa,,12,3,9,0,.250,253,407,-154,,50,50,,15,0
2996,2013,UCLA,,13,10,3,0,.769,480,301,179,,36,35,,14,0
2997,2013,Utah,,12,5,7,0,.417,350,336,14,,36,32,,18,0
2998,2013,Utah State,,14,9,5,0,.643,445,239,206,,27,26,,15,0
2999,2013,Vanderbilt,,13,9,4,0,.692,391,320,71,,38,37,,13,0
3000,2013,Virginia,,12,2,10,0,.167,237,399,-162,,48,47,,14,1
