Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,XP%,FGA,FGM,FG%,2PM,Sfty
801,2018,Nevada,52,13,8,5,0,.615,404,350,54,52,48,43,89.6,21,15,71.4,1,1
802,2018,Wake Forest,52,13,7,6,0,.538,427,433,-6,52,52,52,100.0,22,19,86.4,0,0
803,2017,Mississippi State,52,13,9,4,0,.692,416,272,144,52,52,50,96.2,18,14,77.8,0,2
804,2017,Navy,52,13,7,6,0,.538,396,342,54,52,50,48,96.0,18,10,55.6,1,2
805,2017,San Diego State,52,13,10,3,0,.769,400,263,137,52,52,52,100.0,15,12,80.0,0,0
806,2017,Texas A&M,52,13,7,6,0,.538,425,399,26,52,51,50,98.0,22,18,81.8,0,1
807,2017,Western Michigan,52,12,6,6,0,.500,407,348,59,52,47,46,97.9,23,15,65.2,2,0
808,2016,Mississippi State,52,13,6,7,0,.462,395,413,-18,52,49,48,98.0,19,11,57.9,1,0
809,2016,Missouri,52,12,4,8,0,.333,377,378,-1,52,51,45,88.2,13,6,46.2,1,0
810,2015,Arizona State,52,13,6,7,0,.462,450,435,15,52,52,52,100.0,34,26,76.5,0,3
811,2015,Nebraska,52,13,6,7,0,.462,427,362,65,52,46,44,95.7,27,21,77.8,3,1
812,2015,New Mexico,52,13,7,6,0,.538,389,369,20,52,26,49,188.5,15,8,53.3,1,1
813,2014,Duke,52,13,9,4,0,.692,421,283,138,52,50,50,100.0,21,19,90.5,0,0
814,2014,Old Dominion,52,12,6,6,0,.500,392,456,-64,52,53,51,96.2,11,7,63.6,0,0
815,2014,Pitt,52,13,6,7,0,.462,414,342,72,52,51,50,98.0,21,16,76.2,0,1
816,2014,Texas State,52,12,7,5,0,.583,406,332,74,52,50,49,98.0,19,12,63.2,2,0
817,2013,Houston,52,13,8,5,0,.615,431,283,148,52,52,52,100.0,22,17,77.3,1,0
818,2013,Nevada-Las Vegas,52,13,7,6,0,.538,389,414,-25,52,49,45,91.8,17,10,58.8,1,0
819,2013,New Mexico,52,12,3,9,0,.250,393,513,-120,52,50,49,98.0,11,8,72.7,1,0
820,2013,Rice,52,14,10,4,0,.714,415,342,73,52,49,47,95.9,19,14,73.7,0,0
821,2013,San Diego State,52,13,8,5,0,.615,387,412,-25,52,45,39,86.7,16,8,50.0,5,0
822,2013,Wyoming,52,12,5,7,0,.417,375,440,-65,52,48,47,97.9,7,4,57.1,1,0
823,2012,Ball State,52,13,9,4,0,.692,437,416,21,52,51,50,98.0,32,25,78.1,0,0
824,2012,East Carolina,52,13,8,5,0,.615,409,411,-2,52,50,50,100.0,20,15,75.0,1,0
825,2011,Kansas State,52,13,10,3,0,.769,413,363,50,52,49,48,98.0,23,17,73.9,1,0
826,2011,Texas Tech,52,12,5,7,0,.417,406,471,-65,52,50,50,100.0,18,14,77.8,0,1
827,2010,Florida,52,13,8,5,0,.615,388,277,111,52,51,47,92.2,15,9,60.0,1,0
828,2009,Alabama,52,14,14,0,0,1.000,449,164,285,52,47,43,91.5,36,30,83.3,2,0
829,2009,Connecticut,52,13,8,5,0,.615,405,307,98,52,47,47,100.0,23,14,60.9,1,1
830,2009,Middle Tennessee State,52,13,10,3,0,.769,416,308,108,52,51,50,98.0,22,18,81.8,0,0
831,2009,Wisconsin,52,13,10,3,0,.769,413,283,130,52,52,50,96.2,24,17,70.8,0,0
832,2008,Alabama,52,14,12,2,0,.857,422,200,222,52,48,46,95.8,30,20,66.7,1,1
833,2008,Georgia,52,13,10,3,0,.769,409,319,90,52,50,50,100.0,23,15,65.2,1,0
834,2008,Ole Miss,52,13,9,4,0,.692,417,247,170,52,52,52,100.0,21,17,81.0,0,1
835,2008,Southern Mississippi,52,13,7,6,0,.538,398,313,85,52,49,47,95.9,22,13,59.1,0,0
836,2007,Boston College,52,14,11,3,0,.786,396,285,111,52,50,46,92.0,18,12,66.7,1,0
837,2007,BYU,52,13,11,2,0,.846,391,241,150,52,51,47,92.2,15,10,66.7,1,0
838,2007,East Carolina,52,13,8,5,0,.615,403,395,8,52,50,50,100.0,22,13,59.1,1,0
839,2007,Toledo,52,12,5,7,0,.417,395,470,-75,52,47,44,93.6,13,13,100.0,0,0
840,2007,Troy,52,12,8,4,0,.667,408,295,113,52,50,48,96.0,18,16,88.9,0,0
841,2006,Oklahoma,52,14,11,3,0,.786,424,242,182,52,50,49,98.0,20,19,95.0,1,2
842,2005,Northern Illinois,52,12,7,5,0,.583,389,274,115,52,50,50,100.0,13,9,69.2,0,0
843,2005,Penn State,52,12,11,1,0,.917,413,204,209,52,51,49,96.1,23,16,69.6,1,1
844,2003,Florida State,52,13,10,3,0,.769,419,217,202,52,51,50,98.0,25,19,76.0,0,0
845,2003,Ole Miss,52,13,10,3,0,.769,442,285,157,52,49,49,100.0,29,25,86.2,1,2
846,2003,Navy,52,13,8,5,0,.615,396,283,113,52,51,49,96.1,16,11,68.8,1,0
847,2002,Auburn,52,13,9,4,0,.692,388,231,157,52,47,47,100.0,18,7,38.9,3,1
848,2002,Colorado,52,14,9,5,0,.643,398,325,73,52,48,45,93.8,26,11,42.3,4,0
849,2002,Kentucky,52,12,7,5,0,.583,385,301,84,52,49,42,85.7,14,9,64.3,0,2
850,2002,Oregon State,52,13,8,5,0,.615,414,267,147,52,51,50,98.0,20,16,80.0,1,1
851,2002,Washington State,52,13,10,3,0,.769,431,296,135,52,49,47,95.9,33,22,66.7,1,2
852,2002,West Virginia,52,13,9,4,0,.692,396,302,94,52,51,47,92.2,16,11,68.8,0,2
853,2025,Arizona,51,13,9,4,0,.692,410,251,159,51,48,47,97.9,32,19,59.4,0,0
854,2025,Cincinnati,51,13,7,6,0,.538,394,333,61,51,49,49,100.0,17,13,76.5,0,0
