Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,FGA,FGM,Sfty
3001,2013,Virginia Tech,,13,8,5,0,.615,293,251,42,,29,29,,12,1
3002,2013,Wake Forest,,12,4,8,0,.333,220,289,-69,,36,35,,12,1
3003,2013,Washington,,13,9,4,0,.692,493,297,196,,37,33,,14,1
3004,2013,Washington State,,13,6,7,0,.462,403,423,-20,,48,48,,19,0
3005,2013,West Virginia,,12,4,8,0,.333,316,400,-84,,47,47,,21,1
3006,2013,Western Kentucky,,12,8,4,0,.667,370,295,75,,35,33,,12,1
3007,2013,Western Michigan,,12,1,11,0,.083,206,425,-219,,50,46,,15,0
3008,2013,Wisconsin,,13,9,4,0,.692,453,212,241,,21,21,,13,0
3009,2013,Wyoming,,12,5,7,0,.417,375,440,-65,,56,53,,7,0
3010,2001,Air Force,,12,6,6,0,.500,337,386,-49,,48,44,16,10,
3011,2001,Akron,,11,4,7,0,.364,281,360,-79,,44,41,15,11,
3012,2001,Alabama,,11,7,5,0,.583,304,219,85,,28,25,16,8,
3013,2001,UAB,,11,6,5,0,.545,265,206,59,,24,23,17,13,
3014,2001,Arizona,,11,5,6,0,.455,320,377,-57,,48,48,15,11,
3015,2001,Arizona State,,11,4,7,0,.364,374,361,13,,45,43,10,10,
3016,2001,Arkansas,,11,7,5,0,.583,291,269,22,,28,27,21,10,
3017,2001,Arkansas State,,11,2,9,0,.182,177,357,-180,,42,40,16,9,
3018,2001,Army,,11,3,8,0,.273,229,365,-136,,44,43,19,14,
3019,2001,Auburn,,11,7,5,0,.583,244,265,-21,,32,32,18,11,
3020,2001,Ball State,,11,5,6,0,.455,268,296,-28,,30,30,20,14,
3021,2001,Baylor,,11,3,8,0,.273,205,357,-152,,45,42,18,11,
3022,2001,Boise State,,12,8,4,0,.667,411,280,131,,31,27,20,11,
3023,2001,Boston College,,11,8,4,0,.667,317,211,106,,25,23,20,12,
3024,2001,Bowling Green,,11,8,3,0,.727,333,215,118,,24,22,12,9,
3025,2001,BYU,,13,12,2,0,.857,608,396,212,,50,46,17,10,
3026,2001,Buffalo,,11,3,8,0,.273,205,286,-81,,32,32,19,12,
3027,2001,California,,11,1,10,0,.091,201,431,-230,,56,54,21,13,
3028,2001,UCF,,11,6,5,0,.545,333,204,129,,22,22,20,14,
3029,2001,Central Michigan,,11,3,8,0,.273,251,346,-95,,44,41,14,9,
3030,2001,Cincinnati,,11,7,5,0,.583,320,267,53,,33,33,13,8,
3031,2001,Clemson,,11,7,5,0,.583,320,315,5,,33,31,20,16,
3032,2001,Colorado,,12,10,3,0,.769,396,280,116,,33,29,19,13,
