Rk,Season,Team,TD,G,W,L,T,W-L%,Pts,PtsO,PtDif,TD,XPA,XPM,FGA,FGM,Sfty
1028,2024,LSU,38,13,9,4,0,.692,396,316,80,38,37,37,21,17,0
1029,2024,Nevada-Las Vegas,38,14,11,3,0,.786,495,298,197,38,33,33,14,11,1
1030,2024,Northwestern,38,12,4,8,0,.333,214,316,-102,38,37,37,21,15,3
1031,2024,USC,38,13,7,6,0,.538,392,313,79,38,35,33,20,16,0
1032,2024,Texas State,38,13,8,5,0,.615,475,319,156,38,37,37,20,18,0
1033,2024,Washington,38,13,6,7,0,.462,304,309,-5,38,37,37,20,14,1
1034,2023,Coastal Carolina,38,13,8,5,0,.615,360,310,50,38,38,37,21,15,0
1035,2023,Louisville,38,14,10,4,0,.714,430,298,132,38,37,37,16,11,0
1036,2023,San Diego State,38,12,4,8,0,.333,246,321,-75,38,34,34,22,17,1
1037,2022,Louisiana,38,13,6,7,0,.462,340,297,43,38,33,29,14,12,1
1038,2022,New Mexico,38,12,2,10,0,.167,157,312,-155,38,37,37,18,15,0
1039,2022,Syracuse,38,13,7,6,0,.538,360,300,60,38,34,32,19,12,1
1040,2022,Utah,38,14,10,4,0,.714,541,300,241,38,36,36,11,10,1
1041,2022,Washington State,38,13,7,6,0,.538,339,298,41,38,32,30,18,12,1
1042,2021,New Mexico State,38,12,2,10,0,.167,271,485,-214,38,61,58,16,13,0
1043,2018,Oregon State,38,12,2,10,0,.167,313,548,-235,38,74,71,12,7,0
1044,2015,Arizona State,38,13,6,7,0,.462,450,435,15,38,47,46,20,18,0
1045,2012,North Carolina,38,12,8,4,0,.667,487,308,179,38,33,33,17,15,0
1046,2012,Washington,38,13,7,6,0,.538,312,314,-2,38,33,31,21,17,0
1047,2011,Arkansas,38,13,11,2,0,.846,478,289,189,38,38,38,11,7,0
1048,2011,Connecticut,38,12,5,7,0,.417,291,292,-1,38,35,35,16,9,1
1049,2011,Iowa,38,13,7,6,0,.538,358,310,48,38,34,34,22,16,0
1050,2011,North Carolina,38,13,7,6,0,.538,364,323,41,38,36,36,27,19,0
1051,2011,Syracuse,38,12,5,7,0,.417,290,342,-52,38,38,36,35,26,0
1052,2011,Virginia,38,13,8,5,0,.615,302,310,-8,38,36,36,24,14,1
1053,2010,Georgia,38,13,6,7,0,.462,417,287,130,38,35,34,10,7,0
1054,2010,Navy,38,13,9,4,0,.692,386,303,83,38,37,36,14,13,0
1055,2009,Arkansas,38,13,8,5,0,.615,468,326,142,38,35,33,27,21,0
1056,2009,Connecticut,38,13,8,5,0,.615,405,307,98,38,33,31,19,14,1
1057,2009,East Carolina,38,14,9,5,0,.643,378,307,71,38,37,32,25,15,0
1058,2009,Kentucky,38,13,7,6,0,.538,339,295,44,38,36,34,16,11,0
1059,2009,Louisville,38,12,4,8,0,.333,217,315,-98,38,36,36,20,17,0
1060,2009,Middle Tennessee State,38,13,10,3,0,.769,416,308,108,38,33,33,24,15,0
1061,2009,Notre Dame,38,12,6,6,0,.500,361,311,50,38,36,35,19,14,2
1062,2009,Tulsa,38,12,5,7,0,.417,351,328,23,38,35,33,26,21,0
1063,2008,Navy,38,13,8,5,0,.615,353,286,67,38,37,35,10,7,0
1064,2007,Boise State,38,13,10,3,0,.769,551,281,270,38,36,32,15,7,0
1065,2007,Florida State,38,13,7,6,0,.538,303,298,5,38,34,33,19,11,1
1066,2007,Temple,38,12,4,8,0,.333,197,315,-118,38,36,33,25,18,0
1067,2006,Ball State,38,12,5,7,0,.417,326,309,17,38,35,31,22,16,0
1068,2006,Illinois,38,12,2,10,0,.167,235,321,-86,38,38,37,21,18,1
1069,2006,Kansas,38,12,6,6,0,.500,348,306,42,38,26,25,18,15,1
1070,2006,Kansas State,38,13,7,6,0,.538,296,309,-13,38,37,36,20,15,0
1071,2006,Louisiana,38,12,6,6,0,.500,248,296,-48,38,37,36,16,10,1
1072,2006,Oregon State,38,14,10,4,0,.714,389,311,78,38,33,32,22,15,1
1073,2006,SMU,38,12,6,6,0,.500,325,294,31,38,38,36,16,10,0
1074,2005,Army,38,11,4,7,0,.364,220,294,-74,38,38,36,14,10,0
1075,2005,Eastern Michigan,38,11,4,7,0,.364,240,295,-55,38,36,34,16,11,0
1076,2005,Kansas State,38,11,5,6,0,.455,289,305,-16,38,37,37,16,12,2
1077,2005,Purdue,38,11,5,6,0,.455,330,309,21,38,36,35,21,14,1
1078,2005,USC,38,13,12,1,0,.923,638,297,341,38,37,34,16,11,0
1079,2005,UTEP,38,12,8,4,0,.667,382,311,71,38,36,36,18,15,0
1080,2005,Utah,38,12,7,5,0,.583,360,289,71,38,30,28,14,11,0
1081,2005,Wisconsin,38,13,10,3,0,.769,446,309,137,38,37,35,20,14,1
1082,2004,Louisiana-Monroe,38,11,5,6,0,.455,211,303,-92,38,37,37,16,12,0
1083,2004,Northern Illinois,38,12,9,3,0,.750,421,304,117,38,35,32,19,14,0
1084,2004,Oregon State,38,12,7,5,0,.583,320,294,26,38,35,35,19,9,1
1085,2004,Texas A&M,38,12,7,5,0,.583,341,292,49,38,34,29,14,10,1
1086,2004,UTEP,38,12,8,4,0,.667,429,301,128,38,36,33,20,12,2
1087,2004,Texas Tech,38,12,8,4,0,.667,434,314,120,38,34,33,23,17,1
1088,2004,Washington State,38,11,5,6,0,.455,275,307,-32,38,33,33,18,14,0
1089,2003,Alabama,38,13,4,9,0,.308,331,333,-2,38,34,33,30,20,2
1090,2003,BYU,38,12,4,8,0,.333,196,310,-114,38,34,32,19,16,0
1091,2003,Idaho,38,12,3,9,0,.250,248,314,-66,38,35,34,19,16,0
1092,2003,Ole Miss,38,13,10,3,0,.769,442,285,157,38,32,31,13,8,0
1093,2003,Notre Dame,38,12,5,7,0,.417,243,315,-72,38,37,36,20,17,0
1094,2003,Oregon State,38,13,8,5,0,.615,433,301,132,38,37,36,19,11,2
1095,2002,California,38,12,7,5,0,.583,427,318,109,38,31,30,22,16,2
1096,2002,Rice,38,11,4,7,0,.364,253,296,-43,38,35,32,21,12,0
1097,2025,North Carolina,37,12,4,8,0,.333,231,294,-63,37,34,34,14,12,0
1098,2024,California,37,13,6,7,0,.462,326,290,36,37,35,34,16,10,0
1099,2024,Duke,37,13,9,4,0,.692,342,318,24,37,35,35,26,19,0
1100,2024,Florida,37,13,8,5,0,.615,368,300,68,37,33,32,21,14,0
1101,2024,Florida International,37,12,4,8,0,.333,316,309,7,37,35,35,22,16,0
1102,2024,Kansas,37,12,5,7,0,.417,356,312,44,37,34,34,20,16,1
1103,2024,Kansas State,37,13,9,4,0,.692,401,304,97,37,34,33,17,15,1
1104,2024,Marshall,37,13,10,3,0,.769,414,300,114,37,32,32,17,14,2
1105,2024,Navy,37,13,10,3,0,.769,407,288,119,37,31,30,15,10,0
1106,2024,Vanderbilt,37,13,7,6,0,.538,355,304,51,37,36,36,21,14,2
1107,2024,Virginia Tech,37,13,6,7,0,.462,366,297,69,37,34,33,19,12,1
1108,2023,Florida Atlantic,37,12,4,8,0,.333,285,306,-21,37,37,34,21,16,1
1109,2023,Fresno State,37,13,9,4,0,.692,396,305,91,37,34,34,17,15,1
1110,2023,Oregon State,37,13,8,5,0,.615,414,298,116,37,33,33,17,11,2
1111,2023,South Carolina,37,12,5,7,0,.417,312,316,-4,37,36,35,23,19,0
1112,2023,UTSA,37,13,9,4,0,.692,415,313,102,37,33,33,24,18,0
1113,2022,Kansas State,37,14,10,4,0,.714,452,306,146,37,31,29,20,17,0
1114,2022,LSU,37,14,10,4,0,.714,483,315,168,37,35,34,23,17,0
1115,2022,New Mexico State,37,13,7,6,0,.538,331,311,20,37,36,36,21,17,1
1116,2022,Old Dominion,37,12,3,9,0,.250,234,319,-85,37,37,35,26,20,1
1117,2022,Tennessee,37,13,11,2,0,.846,599,296,303,37,32,31,23,13,0
1118,2022,Wyoming,37,13,7,6,0,.538,276,311,-35,37,35,35,29,16,2
1119,2019,New Mexico,37,12,2,10,0,.167,267,446,-179,37,58,55,16,11,0
1120,2019,SMU,37,13,10,3,0,.769,544,434,110,37,50,50,26,20,1
1121,2017,East Carolina,37,12,3,9,0,.250,299,540,-241,37,72,69,17,11,0
1122,2017,Kansas,37,12,1,11,0,.083,224,521,-297,37,67,63,20,16,0
1123,2014,Georgia Southern,37,12,9,3,0,.750,469,281,188,37,33,31,2,8,0
1124,2012,Iowa State,37,13,6,7,0,.462,319,311,8,37,34,32,22,17,1
1125,2012,Mississippi State,37,13,8,5,0,.615,383,303,80,37,37,36,20,15,0
1126,2011,Georgia,37,14,10,4,0,.714,448,288,160,37,34,31,13,11,0
1127,2011,Louisiana Tech,37,13,8,5,0,.615,391,301,90,37,32,31,21,14,1
1128,2011,USC,37,12,10,2,0,.833,429,283,146,37,32,29,14,8,0
1129,2011,Stanford,37,13,11,2,0,.846,561,285,276,37,35,32,20,9,0
1130,2010,Arkansas,37,13,10,3,0,.769,474,304,170,37,37,37,19,15,0
1131,2010,Michigan State,37,13,11,2,0,.846,383,290,93,37,34,33,13,11,0
1132,2010,Virginia Tech,37,14,11,3,0,.786,474,288,186,37,37,34,16,10,0
1133,2010,Western Michigan,37,12,6,6,0,.500,388,286,102,37,35,29,15,11,0
1134,2009,Arizona,37,13,8,5,0,.615,356,311,45,37,32,31,23,18,0
1135,2009,Baylor,37,12,4,8,0,.333,249,327,-78,37,37,36,28,21,3
1136,2009,UCF,37,13,8,5,0,.615,340,293,47,37,34,32,20,13,0
1137,2009,Cincinnati,37,13,12,1,0,.923,502,300,202,37,32,30,16,14,1
1138,2009,Minnesota,37,13,6,7,0,.462,272,309,-37,37,37,36,24,17,0
1139,2008,BYU,37,13,10,3,0,.769,445,285,160,37,37,33,14,10,0
1140,2008,East Carolina,37,14,9,5,0,.643,328,295,33,37,36,32,25,13,0
1141,2008,Michigan State,37,13,9,4,0,.692,326,287,39,37,36,36,13,9,1
1142,2008,Minnesota,37,13,7,6,0,.538,302,322,-20,37,37,36,27,20,2
1143,2007,North Carolina State,37,12,5,7,0,.417,249,339,-90,37,36,35,35,26,1
1144,2007,Troy,37,12,8,4,0,.667,408,295,113,37,36,34,17,13,0
1145,2007,Wisconsin,37,13,9,4,0,.692,383,301,82,37,37,37,20,14,0
1146,2007,Wyoming,37,12,5,7,0,.417,233,311,-78,37,34,30,26,19,0
1147,2006,UAB,37,12,3,9,0,.250,225,297,-72,37,32,29,17,14,1
1148,2006,Florida Atlantic,37,12,5,7,0,.417,181,299,-118,37,36,35,22,14,0
1149,2006,Miami (OH),37,12,2,10,0,.167,222,304,-82,37,34,30,18,16,0
1150,2006,Syracuse,37,12,4,8,0,.333,209,295,-86,37,37,37,19,12,0
1151,2005,Colorado,37,13,7,6,0,.538,305,307,-2,37,36,34,24,17,0
1152,2005,Fresno State,37,13,8,5,0,.615,491,292,199,37,36,34,16,12,0
1153,2005,Houston,37,12,6,6,0,.500,337,324,13,37,33,32,32,20,2
1154,2005,North Carolina,37,11,5,6,0,.455,198,288,-90,37,36,34,15,10,1
1155,2005,Notre Dame,37,12,9,3,0,.750,440,294,146,37,33,32,17,12,0
1156,2005,Tulsa,37,13,9,4,0,.692,430,305,125,37,37,36,18,15,1
1157,2005,Wyoming,37,11,4,7,0,.364,271,297,-26,37,34,28,20,15,0
1158,2004,Arizona State,37,12,9,3,0,.750,358,294,64,37,34,33,16,11,1
1159,2004,BYU,37,11,5,6,0,.455,267,295,-28,37,36,35,23,12,1
1160,2004,Duke,37,11,2,9,0,.182,183,322,-139,37,37,34,26,22,0
1161,2004,Southern Mississippi,37,12,7,5,0,.583,309,298,11,37,36,35,21,13,0
1162,2004,Tennessee,37,13,10,3,0,.769,378,295,83,37,35,33,17,12,1
1163,2004,UCLA,37,12,6,6,0,.500,361,309,52,37,34,34,20,17,0
1164,2004,Wyoming,37,12,7,5,0,.583,318,297,21,37,35,34,16,13,1
1165,2003,Connecticut,37,12,9,3,0,.750,408,300,108,37,37,36,19,14,0
1166,2003,Michigan State,37,13,8,5,0,.615,363,293,70,37,36,35,19,12,0
1167,2003,UCLA,37,13,6,7,0,.462,248,305,-57,37,35,33,26,16,0
1168,2002,Northern Illinois,37,12,8,4,0,.667,375,298,77,37,30,27,20,13,2
1169,2002,Wisconsin,37,14,8,6,0,.571,372,322,50,37,31,31,24,21,0
1170,2025,Houston,36,13,10,3,0,.769,378,297,81,36,31,31,24,16,0
1171,2025,Miami (OH),36,14,7,7,0,.500,329,304,25,36,33,33,19,17,0
1172,2025,South Florida,36,13,9,4,0,.692,526,304,222,36,30,30,19,16,0
1173,2024,Air Force,36,12,5,7,0,.417,227,279,-52,36,32,31,13,10,0
1174,2024,Colorado,36,13,9,4,0,.692,428,300,128,36,31,31,23,17,0
1175,2024,UCLA,36,12,5,7,0,.417,221,303,-82,36,33,31,19,18,0
1176,2023,Auburn,36,13,6,7,0,.462,340,294,46,36,35,34,20,14,0
1177,2023,Iowa State,36,13,7,6,0,.538,341,296,45,36,29,27,20,15,1
1178,2023,Ole Miss,36,13,11,2,0,.846,456,293,163,36,34,34,17,11,0
1179,2023,Northwestern,36,13,8,5,0,.615,287,293,-6,36,31,31,19,14,0
1180,2022,Clemson,36,14,11,3,0,.786,465,292,173,36,35,34,20,14,0
1181,2022,Duke,36,13,9,4,0,.692,427,287,140,36,33,33,15,12,0
1182,2022,Mississippi State,36,13,9,4,0,.692,411,300,111,36,31,31,22,17,0
1183,2022,Southern Mississippi,36,13,7,6,0,.538,329,306,23,36,35,33,21,17,1
1184,2018,Connecticut,36,12,1,11,0,.083,266,605,-339,36,80,77,17,14,0
1185,2018,East Carolina,36,12,3,9,0,.250,273,448,-175,36,57,56,14,14,0
1186,2017,Ball State,36,12,2,10,0,.167,215,488,-273,36,62,60,15,12,0
1187,2017,Texas Tech,36,13,6,7,0,.462,446,419,27,36,49,49,22,18,0
1188,2016,Arizona State,36,12,5,7,0,.417,400,478,-78,36,61,58,25,18,0
1189,2016,Hawaii,36,14,7,7,0,.500,396,522,-126,36,64,63,25,19,0
1190,2016,Mississippi State,36,13,6,7,0,.462,395,413,-18,36,48,44,23,15,0
1191,2015,New Mexico State,36,12,3,9,0,.250,343,540,-197,36,68,67,21,13,2
1192,2012,Texas A&M,36,13,11,2,0,.846,578,283,295,36,32,29,17,12,0
1193,2011,Kentucky,36,12,5,7,0,.417,190,296,-106,36,36,35,19,15,0
1194,2011,Miami (OH),36,12,4,8,0,.333,256,275,-19,36,36,32,13,9,0
1195,2011,SMU,36,13,8,5,0,.615,336,300,36,36,35,33,25,17,0
1196,2010,Arizona,36,13,7,6,0,.538,367,295,72,36,34,30,18,15,1
1197,2010,Arizona State,36,12,6,6,0,.500,387,300,87,36,35,32,21,16,0
1198,2010,North Carolina State,36,13,9,4,0,.692,414,277,137,36,31,29,18,10,0
1199,2010,San Diego State,36,13,9,4,0,.692,455,287,168,36,33,32,21,13,0
1200,2010,Texas,36,12,5,7,0,.417,285,284,1,36,34,33,16,11,0
