model,n,accuracy,log_loss,brier,auc
lgbm_v2,4318,0.4953682260305697,0.6966706155534274,0.25173666066411227,0.5009100210882879
lgbm_v2_uncalibrated,4318,0.5083371931449745,0.7144625858636868,0.2598342899598874,0.5112172999053183
elo_only,4318,0.5041685965724872,0.7836003817463615,0.2862592662588926,0.5054853363559378
coin_flip,4318,0.4953682260305697,0.6931471805599453,0.25,0.5
