model,n,accuracy,log_loss,brier,auc
lgbm_v2,4350,0.6425287356321839,0.6277338137348939,0.21902838096876434,0.693633498863905
lgbm_v2_uncalibrated,4350,0.6422988505747127,0.6323323862720914,0.22079213227751077,0.695197342943017
elo_only,4350,0.6441379310344828,0.6331734279796296,0.22149053920165343,0.6876865646066164
market_moneyline,4350,0.6639080459770115,0.6095652834302998,0.2110630263025239,0.7203411540531001
market_plus_model,4350,0.6659770114942529,0.613488697449061,0.2126046878738062,0.7162318062024271
always_home,4350,0.5572413793103448,0.6866856810912765,0.24677586206896548,0.5
