model,n,accuracy,log_loss,brier,auc
lgbm_v2,4254,0.5007052186177715,0.6949743343798468,0.25090851859491864,0.49871618076546276
lgbm_v2_uncalibrated,4254,0.50470145745181,0.7181688367488542,0.2614658400272057,0.5048448616166018
elo_only,4254,0.49482839680300894,0.7919879830505544,0.29026647220514284,0.49487014002064633
coin_flip,4254,0.4915373765867419,0.6931471805599453,0.25,0.5
home_favorite_covers,4254,0.48707099200752235,0.7007668215121823,0.2537929007992478,0.4893596557732731
