League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2026-02-27 13:43:50,2026-02-27 19:10,cf8cdaeaad30f552b5926615f7d28cab,Detroit Pistons,Cleveland Cavaliers,Yes,91.4,Yes,East,Central,East,Central,-111.11,-108.33,-5.94,5.94,-246.44,201.22,-108.78,-110.89,227.11,-110,-110,-240,194,-106,-114,-118,-102,-245,200,-115,-105,-106,-106,-243,206,-105,-109,-110,-110,-245,203,-108,-112,-110,-110,-245,205,-110,-110,-108,-115,-250,195,-110,-113,-118,-102,-250,200,-105,-115,-110,-110,-250,210,-110,-110,-110,-110,-250,198,-110,-110
NBA,2026-02-27 13:43:50,2026-02-27 19:40,e1e1a9d8e15113a1bd412d2137a14251,Boston Celtics,Brooklyn Nets,Yes,190.6,Yes,East,Atlantic,East,Atlantic,-108.89,-110.67,-17.56,17.56,-1512.33,847.11,-110.33,-109.44,208.72,-106,-114,-1800,980,-112,-108,-112,-108,-1450,850,-108,-112,-103,-109,-1365,872,-113,-102,-107,-113,-1400,836,-115,-105,-110,-110,-1400,825,-110,-110,-112,-112,-1667,850,-110,-113,-110,-110,-1600,875,-105,-115,-110,-110,-1500,775,-110,-110,-110,-110,-1429,761,-110,-110
NBA,2026-02-27 13:43:50,2026-02-27 20:10,0187f9083f62982033a3af48bf31bec9,Milwaukee Bucks,New York Knicks,No,734.3,Yes,East,Central,East,Atlantic,-107.89,-111.67,8.61,-8.61,264.11,-333.33,-110.11,-109.56,218.89,-108,-112,265,-330,-114,-106,-105,-115,260,-325,-110,-110,-101,-111,267,-322,-107,-107,-105,-115,263,-325,-110,-110,-110,-110,265,-325,-110,-110,-112,-112,275,-375,-110,-113,-105,-115,260,-325,-110,-110,-115,-105,270,-340,-110,-110,-110,-110,252,-333,-110,-110
NBA,2026-02-27 13:43:50,2026-02-27 20:40,173782733e149dd225b1ee09169ee375,Dallas Mavericks,Memphis Grizzlies,Yes,420.5,Yes,West,Southwest,West,Southwest,-109.78,-109.67,-3.67,3.67,-171.11,144.33,-110.33,-109.33,238.0,-110,-110,-174,148,-110,-110,-108,-112,-170,142,-108,-112,-106,-106,-165,146,-107,-107,-110,-110,-165,145,-110,-110,-110,-110,-165,142,-110,-110,-114,-109,-165,132,-113,-110,-110,-110,-175,145,-115,-105,-110,-110,-165,140,-110,-110,-110,-110,-196,159,-110,-110
NBA,2026-02-27 13:43:50,2026-02-27 21:40,97389f0f24c00f44acf93382323f7d0a,Oklahoma City Thunder,Denver Nuggets,Yes,506.0,Yes,West,Northwest,West,Northwest,-112.22,-85.0,-8.0,8.0,-312.22,251.67,-109.78,-109.78,233.61,-108,-112,-310,250,-110,-110,-120,100,-310,250,-112,-108,-111,-101,-307,256,-107,-107,-115,-105,-310,252,-110,-110,-110,-110,-300,250,-110,-110,-108,-115,-335,255,-109,-113,-118,-102,-325,260,-110,-110,-110,-110,-300,250,-110,-110,-110,-110,-313,242,-110,-110
