League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-19 04:28:08,2025-11-19 19:00,Indiana Pacers,Charlotte Hornets,No,428.0,Yes,-109.78,-109.89,10.78,-119.67,-111.33,-108.67,East,Central,East,Southeast,-112,-108,-102,-118,-112,-108,-110,-110,-101,-120,-110,-110,-110,-110,-102,-116,-114,-106,-115,-110,-105,-120,-114,-112,-110,-110,100.0,-120.0,-110,-110,-106,-106,102.0,-118.0,-107,-107,-105,-115,105,-125,-110,-110,-110,-110,100,-120,-115,-105,-110,-110,100.0,-120.0,-110,-110
NBA,2025-11-19 04:28:08,2025-11-19 19:00,Cleveland Cavaliers,Houston Rockets,No,1114.4,Yes,-110.89,-108.89,32.22,-119.0,-110.33,-109.67,East,Central,West,Southwest,-115,-105,100,-120,-108,-112,-110,-110,100,-123,-110,-110,-114,-106,-102,-116,-110,-110,-113,-113,100,-124,-113,-113,-110,-110,-105.0,-115.0,-110,-110,-106,-106,-103.0,-113.0,-107,-107,-110,-110,100,-120,-115,-105,-110,-110,100,-120,-110,-110,-110,-110,100.0,-120.0,-110,-110
NBA,2025-11-19 04:28:08,2025-11-19 19:00,Philadelphia 76ers,Toronto Raptors,Yes,337.5,Yes,-110.44,-109.33,-105.75,-113.62,-110.44,-109.56,East,Atlantic,East,Atlantic,-118,-102,-105,-115,-110,-110,-110,-110,-105,-116,-110,-110,-112,-108,-104,-112,-110,-110,-108,-118,-112,-110,-112,-114,-110,-110,-105.0,-115.0,-110,-110,-106,-106,-103.0,-113.0,-107,-107,-105,-115,-110,-110,-110,-110,-115,-105,-102,-118,-115,-105,-110,-110,,,-110,-110
NBA,2025-11-19 04:28:08,2025-11-19 19:30,Miami Heat,Golden State Warriors,No,2592.8,Yes,-109.67,-110.11,-237.22,195.33,-111.44,-108.67,East,Southeast,West,Pacific,-108,-112,-230,190,-108,-112,-110,-110,-238,190,-110,-110,-110,-110,-255,210,-110,-110,-113,-113,-250,195,-112,-114,-110,-110,-235.0,195.0,-115,-105,-106,-106,-232.0,198.0,-113,-102,-110,-110,-225,185,-110,-110,-110,-110,-235,195,-110,-110,-110,-110,-235.0,200.0,-115,-105
NBA,2025-11-19 04:28:08,2025-11-19 20:00,New Orleans Pelicans,Denver Nuggets,No,1081.8,Yes,-110.0,-109.78,581.33,-878.0,-110.56,-109.44,West,Southwest,West,Northwest,-110,-110,575,-850,-105,-115,-110,-110,553,-909,-110,-110,-110,-110,560,-800,-114,-106,-114,-112,550,-910,-114,-112,-110,-110,613.0,-900.0,-110,-110,-106,-106,631.0,-883.0,-107,-107,-110,-110,600,-950,-115,-105,-110,-110,600,-900,-110,-110,-110,-110,550.0,-800.0,-110,-110
NBA,2025-11-19 04:28:08,2025-11-19 20:00,Minnesota Timberwolves,Washington Wizards,No,934.6,Yes,-109.33,-110.44,-1306.62,759.5,-109.89,-110.11,West,Northwest,East,Southeast,-105,-115,-1200,750,-110,-110,-110,-110,-1429,741,-110,-110,-110,-110,-1200,750,-110,-110,-113,-113,-1250,650,-112,-114,-110,-110,-1200.0,754.0,-110,-110,-106,-106,-1174.0,781.0,-107,-107,-115,-105,-1400,750,-110,-110,-105,-115,-1600,900,-110,-110,-110,-110,,,-110,-110
NBA,2025-11-19 04:28:08,2025-11-19 20:00,Oklahoma City Thunder,Sacramento Kings,No,1339.6,Yes,-108.11,-111.67,-2166.67,1000.67,-110.67,-109.33,West,Northwest,West,Pacific,-108,-112,-1800,1000,-115,-105,-110,-110,-2000,904,-110,-110,-110,-110,-2200,1100,-110,-110,-114,-112,-2000,850,-114,-112,-105,-115,,,-110,-110,-101,-111,,,-107,-107,-110,-110,-2000,950,-110,-110,-110,-110,-3000,1200,-110,-110,-105,-115,,,-110,-110
NBA,2025-11-19 04:28:08,2025-11-19 21:30,Dallas Mavericks,New York Knicks,No,1374.4,Yes,-110.11,-109.67,185.0,-224.0,-110.0,-110.0,West,Southwest,East,Atlantic,-112,-108,185,-225,-112,-108,-110,-110,172,-213,-110,-110,-110,-110,188,-225,-108,-112,-113,-113,175,-225,-113,-113,-110,-110,189.0,-225.0,-110,-110,-106,-106,191.0,-223.0,-107,-107,-110,-110,190,-230,-110,-110,-110,-110,185,-225,-110,-110,-110,-110,190.0,-225.0,-110,-110
NBA,2025-11-19 04:28:08,2025-11-19 22:10,Portland Trail Blazers,Chicago Bulls,No,1756.4,Yes,-108.89,-110.89,121.56,-144.0,-110.33,-109.67,West,Northwest,East,Central,-105,-115,124,-148,-112,-108,-110,-110,114,-139,-110,-110,-110,-110,120,-142,-110,-110,-114,-112,116,-143,-114,-112,-110,-110,125.0,-145.0,-110,-110,-106,-106,127.0,-144.0,-107,-107,-105,-115,125,-145,-110,-110,-110,-110,118,-145,-110,-110,-110,-110,125.0,-145.0,-110,-110
