League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-03-14 06:24:33,2026-03-14 13:10,12c0f198cfa33b284457ae31066ace94,Philadelphia 76ers,Brooklyn Nets,Yes,83.1,No,East,Atlantic,East,Atlantic,-109.78,-109.67,-8.67,8.67,-382.89,298.67,-109.33,-110.44,216.33,-106,-114,-375,300,-110,-110,-112,-108,-380,300,-110,-110,-109,-114,-385,285,-112,-112,-106,-106,-376,308,-107,-107,-110,-110,-380,303,-110,-110,-110,-110,-380,305,-110,-110,-110,-110,-370,285,-110,-110,-110,-110,-400,302,-110,-110,-115,-105,-400,300,-105,-115
NBA,2026-03-14 06:24:33,2026-03-14 15:10,67fd3c76881fc3018d06f51684b04db5,Atlanta Hawks,Milwaukee Bucks,No,668.3,No,East,Southeast,East,Central,-111.22,-108.33,-8.22,8.22,-308.33,246.78,-109.22,-110.44,230.39,-110,-110,-280,230,-106,-114,-108,-112,-310,250,-110,-110,-112,-112,-305,230,-110,-113,-111,-101,-297,248,-107,-107,-115,-105,-300,245,-110,-110,-115,-105,-300,250,-110,-110,-110,-110,-360,280,-110,-110,-110,-110,-323,248,-110,-110,-110,-110,-300,240,-110,-110
NBA,2026-03-14 06:24:33,2026-03-14 15:40,385c8f2c3153a39f3b1864e324132599,San Antonio Spurs,Charlotte Hornets,No,1102.4,No,West,Southwest,East,Southeast,-113.33,-61.78,-5.5,5.5,-241.22,197.33,-109.33,-110.33,229.0,-114,-106,-230,190,-108,-112,-115,-105,-245,200,-110,-110,-112,-112,-235,185,-109,-114,-116,104,-243,206,-107,-107,-120,100,-245,203,-110,-110,-110,-110,-245,205,-110,-110,-105,-115,-240,200,-110,-110,-110,-110,-238,187,-110,-110,-118,-102,-250,200,-110,-110
NBA,2026-03-14 06:24:33,2026-03-14 18:10,99121dd3b759ee039a7172119402defe,Boston Celtics,Washington Wizards,No,394.0,No,East,Atlantic,East,Southeast,-110.67,-108.78,-19.78,19.78,-2561.11,1083.22,-111.22,-108.44,229.33,-114,-106,-2200,1100,-110,-110,-112,-108,-2100,1100,-108,-112,-114,-109,-2500,1000,-110,-112,-106,-106,-2050,1120,-113,-102,-110,-110,-2100,1069,-115,-105,-110,-110,-2100,1075,-115,-105,-105,-115,-5000,1200,-110,-110,-110,-110,-2500,1035,-110,-110,-115,-105,-2500,1050,-110,-110
NBA,2026-03-14 06:24:33,2026-03-14 18:40,5b7467a257447a40f885525e863992a5,Los Angeles Lakers,Denver Nuggets,No,831.9,No,West,Pacific,West,Northwest,-108.22,-111.22,2.56,-2.56,119.33,-141.33,-107.44,-112.33,243.89,-110,-110,120,-142,-110,-110,-108,-112,120,-142,-110,-110,-110,-113,112,-139,-110,-113,-106,-106,120,-136,-102,-113,-110,-110,118,-138,-105,-115,-110,-110,120,-140,-105,-115,-105,-115,125,-145,-110,-110,-110,-110,119,-145,-110,-110,-105,-115,120,-145,-105,-115
NBA,2026-03-14 06:24:33,2026-03-14 20:10,b356eed95fac84c751e3a07a9b013bdb,Miami Heat,Orlando Magic,Yes,203.7,Yes,East,Southeast,East,Southeast,-113.0,-106.44,-3.44,3.44,-158.44,134.0,-109.89,-109.89,235.61,-112,-108,-166,140,-110,-110,-115,-105,-162,136,-110,-110,-114,-109,-152,123,-112,-112,-111,-101,-155,136,-107,-107,-115,-105,-155,135,-110,-110,-115,-105,-155,134,-110,-110,-110,-110,-160,135,-110,-110,-110,-110,-161,132,-110,-110,-115,-105,-160,135,-110,-110
NBA,2026-03-14 06:24:33,2026-03-14 22:40,fd3cb91e05ed15d6fa70f51f1d305f3b,Los Angeles Clippers,Sacramento Kings,Yes,365.7,Yes,West,Pacific,West,Pacific,-111.67,-107.78,-13.56,13.56,-891.89,591.56,-108.78,-111.0,230.11,-112,-108,-800,560,-110,-110,-112,-108,-900,600,-105,-115,-110,-113,-835,540,-112,-112,-111,-101,-883,631,-107,-107,-115,-105,-900,613,-110,-110,-115,-105,-900,600,-110,-110,-110,-110,-1000,625,-110,-110,-110,-110,-909,555,-110,-110,-110,-110,-900,600,-105,-115
