League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-03-20 14:51:47,2026-03-20 19:40,9dec9fb17fd32b89e42c5060a469312a,Brooklyn Nets,New York Knicks,Yes,4.8,Yes,East,Atlantic,East,Atlantic,-109.33,-110.11,17.5,-17.5,980.89,-1928.33,-110.33,-109.33,214.06,-108,-112,1100,-2200,-112,-108,-110.0,-110.0,924.0,-2000.0,-110.0,-110.0,-110,-110,1000,-1800,-110,-110,-106.0,-106.0,1025.0,-1755.0,-109.0,-105.0,-110.0,-110.0,979.0,-1800.0,-112.0,-108.0,-110.0,-110.0,1000.0,-2000.0,-110.0,-110.0,-110.0,-110.0,950.0,-2000.0,-110.0,-110.0,-110.0,-113.0,850.0,-2000.0,-110.0,-113.0,-110.0,-110.0,1000.0,-1800.0,-110.0,-110.0
NBA,2026-03-20 14:51:47,2026-03-20 19:40,f381a9f3443b5155e9e74cbdb8c0c849,Detroit Pistons,Golden State Warriors,No,2090.2,Yes,East,Central,West,Pacific,-88.0,-109.22,-4.89,4.89,-206.89,172.22,-109.89,-109.78,217.06,-114,-106,-200,168,-112,-108,-110.0,-110.0,-208.0,168.0,-110.0,-110.0,-118,-102,-205,170,-105,-115,-106.0,-106.0,-204.0,179.0,-107.0,-107.0,-110.0,-110.0,-205.0,177.0,-110.0,-110.0,100.0,-120.0,-210.0,170.0,-115.0,-105.0,-115.0,-105.0,-220.0,180.0,-110.0,-110.0,-109.0,-114.0,-205.0,163.0,-110.0,-113.0,-110.0,-110.0,-205.0,175.0,-110.0,-110.0
NBA,2026-03-20 14:51:47,2026-03-20 20:10,bf9a522d732a5622666e8bae89203de1,Houston Rockets,Atlanta Hawks,No,701.6,Yes,West,Southwest,East,Southeast,-110.33,-109.11,-3.44,3.44,-157.78,133.67,-108.33,-111.44,226.94,-110,-110,-164,138,-108,-112,-110.0,-110.0,-159.0,130.0,-110.0,-110.0,-112,-108,-155,130,-110,-110,-107.0,-105.0,-155.0,136.0,-102.0,-113.0,-110.0,-110.0,-155.0,135.0,-105.0,-115.0,-110.0,-110.0,-160.0,135.0,-110.0,-110.0,-110.0,-110.0,-150.0,130.0,-110.0,-110.0,-114.0,-109.0,-167.0,135.0,-110.0,-113.0,-110.0,-110.0,-155.0,134.0,-110.0,-110.0
NBA,2026-03-20 14:51:47,2026-03-20 20:10,62da7cf8935f70ca97e56996eda2dd1a,Memphis Grizzlies,Boston Celtics,No,1136.9,Yes,West,Southwest,East,Atlantic,-110.11,-109.44,15.44,-15.44,740.44,-1208.22,-110.89,-108.78,231.28,-106,-114,750,-1200,-112,-108,-110.0,-110.0,729.0,-1250.0,-110.0,-110.0,-112,-108,750,-1200,-112,-108,-106.0,-106.0,781.0,-1174.0,-109.0,-105.0,-110.0,-110.0,754.0,-1200.0,-112.0,-108.0,-115.0,-105.0,750.0,-1200.0,-110.0,-110.0,-110.0,-110.0,700.0,-1200.0,-110.0,-110.0,-112.0,-112.0,700.0,-1250.0,-113.0,-110.0,-110.0,-110.0,750.0,-1200.0,-110.0,-110.0
NBA,2026-03-20 14:51:47,2026-03-20 20:10,ad2565936a516016f0e5cde775d11ad0,Minnesota Timberwolves,Portland Trail Blazers,Yes,1426.0,Yes,West,Northwest,West,Northwest,-110.11,-109.33,-1.72,1.72,-126.56,106.11,-109.22,-110.44,231.44,-112,-108,-126,108,-108,-112,-110.0,-110.0,-125.0,102.0,-110.0,-110.0,-115,-105,-130,110,-108,-112,-106.0,-106.0,-120.0,104.0,-107.0,-107.0,-110.0,-110.0,-122.0,102.0,-110.0,-110.0,-110.0,-110.0,-125.0,105.0,-110.0,-110.0,-105.0,-115.0,-125.0,105.0,-110.0,-110.0,-113.0,-110.0,-141.0,114.0,-110.0,-113.0,-110.0,-110.0,-125.0,105.0,-110.0,-110.0
NBA,2026-03-20 14:51:47,2026-03-20 21:10,1bcdb9dabad4bb99e11958b30508dc78,Denver Nuggets,Toronto Raptors,No,1346.9,Yes,West,Northwest,East,Atlantic,-111.78,-107.78,-6.89,6.89,-277.11,224.89,-111.78,-108.0,238.5,-110,-110,-275,225,-110,-110,-110.0,-110.0,-278.0,218.0,-110.0,-110.0,-118,-102,-278,225,-115,-105,-107.0,-105.0,-277.0,233.0,-113.0,-102.0,-111.0,-109.0,-280.0,230.0,-115.0,-105.0,-118.0,-102.0,-275.0,220.0,-110.0,-110.0,-110.0,-110.0,-285.0,235.0,-110.0,-110.0,-112.0,-112.0,-286.0,220.0,-113.0,-110.0,-110.0,-110.0,-260.0,218.0,-110.0,-110.0
NBA,2026-03-20 14:51:47,2026-03-21 19:11,041a208c3a53186e8bc0983045ab66f7,Orlando Magic,Los Angeles Lakers,No,2202.7,Yes,East,Southeast,West,Pacific,-105.5,-114.5,2.5,-2.5,134.0,-159.5,-110.0,-110.0,232.0,-106,-114,138,-164,-110,-110,,,,,,,-105,-115,130,-155,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
