League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-01 10:26:34,2026-01-01 18:10,Brooklyn Nets,Houston Rockets,No,1419.5,No,-108.33,-111.44,406.0,-552.11,-110.25,-109.0,East,Atlantic,West,Southwest,-110,-110,420,-560,-110,-110,-110,-110,385,-526,-110,-110,-114,-112,400,-590,,,-105,-115,403,-530,-110,-110,-101,-111,411,-523,-107,-107,-105,-115,400,-535,-115,-105,-110,-110,400,-575,-105,-115,-105,-115,410,-530,-110,-110,-115,-105,425,-600,-115,-105
NBA,2026-01-01 10:26:34,2026-01-01 19:10,Detroit Pistons,Miami Heat,No,1153.0,Yes,-110.67,-109.11,-195.89,164.44,-109.5,-109.75,East,Central,East,Southeast,-108,-112,-190,160,-112,-108,-110,-110,-200,160,-110,-110,-117,-109,-205,163,,,-105,-115,-195,170,-110,-110,-101,-111,-195,171,-107,-107,-115,-105,-198,164,-112,-108,-115,-105,-185,160,-110,-110,-110,-110,-195,167,-110,-110,-115,-105,-200,165,-105,-115
NBA,2026-01-01 10:26:34,2026-01-01 20:40,Dallas Mavericks,Philadelphia 76ers,No,1298.5,Yes,-109.67,-110.11,113.56,-135.0,-108.75,-110.5,West,Southwest,East,Atlantic,-112,-108,118,-138,-108,-112,-110,-110,113,-139,-110,-110,-112,-114,105,-130,,,-110,-110,115,-135,-110,-110,-106,-106,117,-133,-107,-107,-112,-108,114,-135,-110,-110,-105,-115,115,-135,-110,-110,-110,-110,115,-135,-110,-110,-110,-110,110,-135,-105,-115
NBA,2026-01-01 10:26:34,2026-01-01 22:10,Sacramento Kings,Boston Celtics,No,2631.5,Yes,-108.78,-110.89,318.44,-411.67,-109.62,-109.62,West,Pacific,East,Atlantic,-105,-115,300,-375,-110,-110,-110,-110,324,-435,-110,-110,-110,-115,320,-435,,,-110,-110,316,-400,-110,-110,-106,-106,321,-395,-107,-107,-108,-112,320,-410,-110,-110,-110,-110,320,-430,-110,-110,-110,-110,320,-400,-110,-110,-110,-110,325,-425,-110,-110
NBA,2026-01-01 10:26:34,2026-01-01 22:40,Los Angeles Clippers,Utah Jazz,No,589.3,Yes,-110.11,-109.67,-669.56,475.56,-109.38,-109.88,West,Pacific,West,Northwest,-108,-112,-600,450,-108,-112,-110,-110,-721,482,-110,-110,-112,-114,-715,460,,,-110,-110,-650,476,-110,-110,-106,-106,-640,487,-107,-107,-110,-110,-675,490,-110,-110,-115,-105,-675,460,-110,-110,-110,-110,-650,475,-110,-110,-110,-110,-700,500,-110,-110
